COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,GRDTYPE,CFLALTED,CNTYNAME,CFLCHART,PAIRNAME
159,20,'EE - KG,'159901105,159901119,159901,KENNEDY EL,EAGLE PASS ISD,E,N,MAVERICK,N,NELLIE MAE GLASS EL
159,20,'01 - 06, ,159901120,159901,LIBERTY EL,EAGLE PASS ISD,E,N,MAVERICK,N, 
159,20,'01 - 06, ,159901121,159901,ARMANDO CERNA EL,EAGLE PASS ISD,E,N,MAVERICK,N, 
159,20,'01 - 06, ,159901122,159901,PERFECTO MANCHA EL,EAGLE PASS ISD,E,N,MAVERICK,N, 
160,15,'09 - 12, ,160901001,160901,BRADY H S,BRADY ISD,S,N,MCCULLOCH,N, 
160,15,'06 - 08, ,160901041,160901,BRADY MIDDLE,BRADY ISD,M,N,MCCULLOCH,N, 
160,15,'EE - 05, ,160901101,160901,BRADY EL,BRADY ISD,E,N,MCCULLOCH,N, 
160,15,'PK - 12, ,160904001,160904,ROCHELLE SCHOOL,ROCHELLE ISD,B,N,MCCULLOCH,N, 
160,15,'PK - 12, ,160905001,160905,LOHN SCHOOL,LOHN ISD,B,N,MCCULLOCH,N, 
161,12,'PK - 05, ,161801101,161801,WACO CHARTER SCHOOL,WACO CHARTER SCHOOL,E,N,MCLENNAN,Y, 
161,12,'09 - 12, ,161802001,161802,PAUL AND JANE MEYER PUBLIC H S,RAPOPORT ACADEMY PUBLIC SCHOOL,S,N,MCLENNAN,Y, 
161,12,'PK - 04, ,161802101,161802,AUDRE AND BERNARD RAPOPORT ACADEMY,RAPOPORT ACADEMY PUBLIC SCHOOL,E,N,MCLENNAN,Y, 
161,12,'05 - 08, ,161802102,161802,QUINN CAMPUS PUBLIC MIDDLE,RAPOPORT ACADEMY PUBLIC SCHOOL,M,N,MCLENNAN,Y, 
161,12,'PK - 05, ,161807001,161807,HARMONY SCIENCE ACAD (WACO),HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'PK - 06, ,161807002,161807,HARMONY SCIENCE ACADEMY - GARLAND,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'KG - 12, ,161807003,161807,HARMONY SCIENCE ACADEMY - DALLAS,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,B,N,MCLENNAN,Y, 
161,12,'KG - 05, ,161807004,161807,HARMONY SCHOOL OF INNOVATION - CARROLLTON,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'06 - 12, ,161807005,161807,HARMONY SCHOOL OF INNOVATION - DALLAS,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,B,N,MCLENNAN,Y, 
161,12,'07 - 12, ,161807006,161807,HARMONY SCHOOL OF INNOVATION - GARLAND,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,S,N,MCLENNAN,Y, 
161,12,'KG - 05, ,161807007,161807,HARMONY SCIENCE ACADEMY- FORT WORTH,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'PK - 08, ,161807008,161807,HARMONY SCIENCE ACADEMY - GRAND PRAIRIE,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'06 - 12, ,161807009,161807,HARMONY SCIENCE ACADEMY - EULESS,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,B,N,MCLENNAN,Y, 
161,12,'06 - 12, ,161807010,161807,HARMONY SCHOOL OF EXCELLENCE - DALLAS,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,B,N,MCLENNAN,Y, 
161,12,'06 - 12, ,161807011,161807,HARMONY SCHOOL OF INNOVATION - FORT WORTH,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,B,N,MCLENNAN,Y, 
161,12,'KG - 05, ,161807012,161807,HARMONY SCHOOL OF INNOVATION- EULESS,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'06 - 12, ,161807013,161807,HARMONY SCIENCE ACADEMY - CARROLLTON,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,B,N,MCLENNAN,Y, 
161,12,'06 - 12, ,161807014,161807,HARMONY SCHOOL OF INNOVATION - WACO,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,B,N,MCLENNAN,Y, 
161,12,'PK - 05, ,161807015,161807,HARMONY SCIENCE ACADEMY - PLANO,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'PK - 05, ,161807016,161807,HARMONY SCHOOL OF INNOVATION - GRAND PRAIRIE,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,E,N,MCLENNAN,Y, 
161,12,'06 - 12, ,161901001,161901,CRAWFORD H S,CRAWFORD ISD,B,N,MCLENNAN,N, 
161,12,'KG - 05, ,161901101,161901,CRAWFORD EL,CRAWFORD ISD,E,N,MCLENNAN,N, 
161,12,'09 - 12, ,161903001,161903,MIDWAY H S,MIDWAY ISD,S,N,MCLENNAN,N, 
161,12,'10 - 10, ,161903004,161903,CHALLENGE ACADEMY,MIDWAY ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161903041,161903,MIDWAY MIDDLE,MIDWAY ISD,M,N,MCLENNAN,N, 
161,12,'06 - 08, ,161903042,161903,RIVER VALLEY MIDDLE,MIDWAY ISD,M,N,MCLENNAN,N, 
161,12,'PK - 05, ,161903101,161903,WOODWAY EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161903102,161903,HEWITT EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161903103,161903,SPEEGLEVILLE EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161903104,161903,SPRING VALLEY EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161903105,161903,SOUTH BOSQUE EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161903107,161903,CASTLEMAN CREEK EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161903109,161903,PARK HILL EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161903110,161903,CHAPEL PARK EL,MIDWAY ISD,E,N,MCLENNAN,N, 
161,12,'09 - 12, ,161906002,161906,LA VEGA H S,LA VEGA ISD,S,N,MCLENNAN,N, 
161,12,'07 - 08, ,161906042,161906,LA VEGA J H GEORGE DIXON CAMPUS,LA VEGA ISD,M,N,MCLENNAN,N, 
161,12,'04 - 06, ,161906103,161906,LA VEGA INT H P MILES CAMPUS,LA VEGA ISD,E,N,MCLENNAN,N, 
161,12,'01 - 03, ,161906105,161906,LA VEGA EL,LA VEGA ISD,E,N,MCLENNAN,N, 
161,12,'PK - KG,'161906105,161906106,161906,LA VEGA PRI PHIL BANCALE CAMPUS,LA VEGA ISD,E,N,MCLENNAN,N,LA VEGA EL
161,12,'09 - 12, ,161907001,161907,LORENA HIGH,LORENA ISD,S,N,MCLENNAN,N, 
161,12,'12 - 12, ,161907004,161907,CHALLENGE ACADEMY,LORENA ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161907041,161907,LORENA MIDDLE,LORENA ISD,M,N,MCLENNAN,N, 
161,12,'03 - 05, ,161907101,161907,LORENA EL,LORENA ISD,E,N,MCLENNAN,N, 
161,12,'EE - 02,'161907101,161907102,161907,LORENA PRI,LORENA ISD,E,N,MCLENNAN,N,LORENA EL
161,12,'07 - 12, ,161908002,161908,MART H S,MART ISD,S,N,MCLENNAN,N, 
161,12,'PK - 06, ,161908102,161908,MART EL,MART ISD,E,N,MCLENNAN,N, 
161,12,'09 - 12, ,161909001,161909,MCGREGOR H S,MCGREGOR ISD,S,N,MCLENNAN,N, 
161,12,'10 - 10, ,161909004,161909,CHALLENGE ACADEMY,MCGREGOR ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161909041,161909,ISBILL J H,MCGREGOR ISD,M,N,MCLENNAN,N, 
161,12,'02 - 05, ,161909101,161909,MCGREGOR EL,MCGREGOR ISD,E,N,MCLENNAN,N, 
161,12,'EE - 01,'161909101,161909102,161909,MCGREGOR PRI,MCGREGOR ISD,E,N,MCLENNAN,N,MCGREGOR EL
161,12,'09 - 12, ,161910001,161910,MOODY H S,MOODY ISD,S,N,MCLENNAN,N, 
161,12,'08 - 09, ,161910004,161910,MCLENNAN CO CHALLENGE ACADEMY,MOODY ISD,M,N,MCLENNAN,N, 
161,12,'05 - 08, ,161910041,161910,MOODY MIDDLE,MOODY ISD,M,N,MCLENNAN,N, 
161,12,'KG - 04, ,161910101,161910,MOODY EL,MOODY ISD,E,N,MCLENNAN,N, 
161,12,'EE - PK,'161910101,161910102,161910,MOODY PRE-K,MOODY ISD,E,N,MCLENNAN,N,MOODY EL
161,12,'07 - 12, ,161912001,161912,RIESEL SCHOOL,RIESEL ISD,S,N,MCLENNAN,N, 
161,12,'PK - 06, ,161912101,161912,FOSTER EL,RIESEL ISD,E,N,MCLENNAN,N, 
161,12,'09 - 12, ,161914002,161914,WACO H S,WACO ISD,S,N,MCLENNAN,N, 
161,12,'09 - 12, ,161914003,161914,UNIVERSITY H S,WACO ISD,S,N,MCLENNAN,N, 
161,12,'06 - 12, ,161914004,161914,CHALLENGE ACADEMY,WACO ISD,B,N,MCLENNAN,N, 
161,12,'03 - 12, ,161914005,161914,G L WILEY OPPORTUNITY CENTER,WACO ISD,B,N,MCLENNAN,N, 
161,12,'09 - 12, ,161914007,161914,BRAZOS H S,WACO ISD,S,Y,MCLENNAN,N, 
161,12,'06 - 08, ,161914043,161914,CESAR CHAVEZ MIDDLE,WACO ISD,M,N,MCLENNAN,N, 
161,12,'06 - 08, ,161914044,161914,TENNYSON MIDDLE,WACO ISD,M,N,MCLENNAN,N, 
161,12,'06 - 08, ,161914048,161914,G W CARVER MIDDLE,WACO ISD,M,N,MCLENNAN,N, 
161,12,'06 - 08, ,161914050,161914,INDIAN SPRING MIDDLE,WACO ISD,M,N,MCLENNAN,N, 
161,12,'PK - 05, ,161914101,161914,ALTA VISTA EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161914103,161914,BELL'S HILL EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161914104,161914,BROOK AVENUE EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161914105,161914,CEDAR RIDGE EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161914106,161914,CRESTVIEW EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161914107,161914,DEAN HIGHLAND EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161914109,161914,HILLCREST PDS MAGNET,WACO ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161914110,161914,J H HINES EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161914112,161914,KENDRICK EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161914116,161914,MOUNTAINVIEW EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161914120,161914,PARKDALE EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161914121,161914,PROVIDENT HEIGHTS EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'PK - 08, ,161914127,161914,LAKE AIR MONTESSORI SCHOOL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'PK - 05, ,161914129,161914,WEST AVENUE EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'EE - 05, ,161914130,161914,SOUTH WACO EL,WACO ISD,E,N,MCLENNAN,N, 
161,12,'06 - 12, ,161914444,161914,BILL LOGUE DETENTION CENTER,WACO ISD,B,Y,MCLENNAN,N, 
161,12,'09 - 12, ,161916001,161916,WEST H S,WEST ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161916042,161916,WEST MIDDLE,WEST ISD,M,N,MCLENNAN,N, 
161,12,'EE - 05, ,161916102,161916,WEST EL,WEST ISD,E,N,MCLENNAN,N, 
161,12,'06 - 12, ,161916198,161916,WEST BROOKHAVEN YOUTH RANCH SCHOOL,WEST ISD,B,Y,MCLENNAN,N, 
161,12,'09 - 12, ,161918001,161918,AXTELL H S,AXTELL ISD,S,N,MCLENNAN,N, 
161,12,'10 - 10, ,161918004,161918,CHALLENGE ACADEMY,AXTELL ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161918041,161918,AXTELL MIDDLE SCHOOL,AXTELL ISD,M,N,MCLENNAN,N, 
161,12,'PK - 05, ,161918101,161918,AXTELL EL,AXTELL ISD,E,N,MCLENNAN,N, 
161,12,'08 - 12, ,161918199,161918,WACO CTR FOR YOUTH,AXTELL ISD,S,Y,MCLENNAN,N, 
161,12,'09 - 12, ,161919001,161919,BRUCEVILLE-EDDY H S,BRUCEVILLE-EDDY ISD,S,N,MCLENNAN,N, 
161,12,'11 - 12, ,161919002,161919,AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,BRUCEVILLE-EDDY ISD,S,Y,MCLENNAN,N, 
161,12,'08 - 12, ,161919005,161919,AXTELL/BE DAEP,BRUCEVILLE-EDDY ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161919041,161919,BRUCEVILLE-EDDY J H,BRUCEVILLE-EDDY ISD,M,N,MCLENNAN,N, 
161,12,'03 - 05, ,161919042,161919,BRUCEVILLE-EDDY INT,BRUCEVILLE-EDDY ISD,E,N,MCLENNAN,N, 
161,12,'EE - 02,'161919042,161919101,161919,BRUCEVILLE-EDDY EL,BRUCEVILLE-EDDY ISD,E,N,MCLENNAN,N,BRUCEVILLE-EDDY INT
161,12,'09 - 12, ,161920001,161920,CHINA SPRING H S,CHINA SPRING ISD,S,N,MCLENNAN,N, 
161,12,'09 - 11, ,161920002,161920,TAG,CHINA SPRING ISD,S,Y,MCLENNAN,N, 
161,12,'07 - 08, ,161920041,161920,CHINA SPRING MIDDLE,CHINA SPRING ISD,M,N,MCLENNAN,N, 
161,12,'02 - 04, ,161920102,161920,CHINA SPRING EL,CHINA SPRING ISD,E,N,MCLENNAN,N, 
161,12,'05 - 06, ,161920104,161920,CHINA SPRING INT,CHINA SPRING ISD,M,N,MCLENNAN,N, 
161,12,'EE - 01,'161920102,161920105,161920,CHINA SPRING PRI,CHINA SPRING ISD,E,N,MCLENNAN,N,CHINA SPRING EL
161,12,'09 - 12, ,161921001,161921,CONNALLY HIGH SCHOOL,CONNALLY ISD,S,N,MCLENNAN,N, 
161,12,'10 - 11, ,161921004,161921,CHALLENGE ACADEMY,CONNALLY ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161921041,161921,CONNALLY J H,CONNALLY ISD,M,N,MCLENNAN,N, 
161,12,'01 - 03, ,161921101,161921,CONNALLY PRI,CONNALLY ISD,E,N,MCLENNAN,N, 
161,12,'04 - 05, ,161921104,161921,CONNALLY EL,CONNALLY ISD,E,N,MCLENNAN,N, 
161,12,'EE - KG,'161921101,161921106,161921,CONNALLY EARLY CHILDHOOD CENTER,CONNALLY ISD,E,N,MCLENNAN,N,CONNALLY PRI
161,12,'09 - 12, ,161922001,161922,ROBINSON H S,ROBINSON ISD,S,N,MCLENNAN,N, 
161,12,'09 - 12, ,161922004,161922,CHALLENGE ACADEMY,ROBINSON ISD,S,N,MCLENNAN,N, 
161,12,'07 - 08, ,161922041,161922,ROBINSON J H,ROBINSON ISD,M,N,MCLENNAN,N, 
161,12,'EE - 01,'161922102,161922101,161922,ROBINSON PRI,ROBINSON ISD,E,N,MCLENNAN,N,ROBINSON EL
161,12,'02 - 03, ,161922102,161922,ROBINSON EL,ROBINSON ISD,E,N,MCLENNAN,N, 
161,12,'04 - 06, ,161922103,161922,ROBINSON INT,ROBINSON ISD,E,N,MCLENNAN,N, 
161,12,'09 - 12, ,161923001,161923,BOSQUEVILLE H S,BOSQUEVILLE ISD,S,N,MCLENNAN,N, 
161,12,'06 - 08, ,161923041,161923,BOSQUEVILLE MIDDLE,BOSQUEVILLE ISD,M,N,MCLENNAN,N, 
161,12,'PK - 05, ,161923101,161923,BOSQUEVILLE EL,BOSQUEVILLE ISD,E,N,MCLENNAN,N, 
161,12,'PK - 06, ,161924101,161924,HALLSBURG SCHOOL,HALLSBURG ISD,E,N,MCLENNAN,N, 
161,12,'09 - 09, ,161925005,161925,MCLENNAN COUNTY CHALLENGE ACADEMY,GHOLSON ISD,S,N,MCLENNAN,N, 
161,12,'PK - 12, ,161925101,161925,GHOLSON SCHOOL,GHOLSON ISD,B,N,MCLENNAN,N, 
162,02,'PK - 12, ,162904001,162904,MCMULLEN COUNTY SCHOOL,MCMULLEN COUNTY ISD,B,N,MCMULLEN,N, 
163,20,'09 - 12, ,163901001,163901,DEVINE H S,DEVINE ISD,S,N,MEDINA,N, 
163,20,'08 - 12, ,163901004,163901,DEVINE DAEP SCHOOL,DEVINE ISD,S,N,MEDINA,N, 
163,20,'09 - 12, ,163901005,163901,DEVINE LEARNING ACADEMY,DEVINE ISD,S,Y,MEDINA,N, 
163,20,'06 - 08, ,163901041,163901,DEVINE MIDDLE,DEVINE ISD,M,N,MEDINA,N, 
163,20,'EE - 02,'163901102,163901101,163901,JOHN J CIAVARRA EL,DEVINE ISD,E,N,MEDINA,N,DEVINE INTERMEDIATE SCHOOL
163,20,'03 - 05, ,163901102,163901,DEVINE INTERMEDIATE SCHOOL,DEVINE ISD,E,N,MEDINA,N, 
163,20,'PK - 12, ,163902001,163902,D'HANIS SCHOOL,D'HANIS ISD,B,N,MEDINA,N, 
163,20,'09 - 12, ,163903001,163903,NATALIA H S,NATALIA ISD,S,N,MEDINA,N, 
163,20,'06 - 08, ,163903041,163903,NATALIA J H,NATALIA ISD,M,N,MEDINA,N, 
163,20,'02 - 05, ,163903101,163903,NATALIA EL,NATALIA ISD,E,N,MEDINA,N, 
163,20,'EE - 01,'163903101,163903102,163903,NATALIA EARLY CHILD CTR,NATALIA ISD,E,N,MEDINA,N,NATALIA EL
163,20,'09 - 12, ,163904001,163904,HONDO H S,HONDO ISD,S,N,MEDINA,N, 
163,20,'06 - 08, ,163904041,163904,MCDOWELL MIDDLE,HONDO ISD,M,N,MEDINA,N, 
163,20,'EE - 02,'163904105,163904102,163904,MEYER EL,HONDO ISD,E,N,MEDINA,N,NEWELL E WOOLLS INT
163,20,'03 - 05, ,163904105,163904,NEWELL E WOOLLS INT,HONDO ISD,E,N,MEDINA,N, 
163,20,'09 - 12, ,163908001,163908,MEDINA VALLEY H S,MEDINA VALLEY ISD,S,N,MEDINA,N, 
163,20,'06 - 08, ,163908042,163908,MEDINA VALLEY MIDDLE,MEDINA VALLEY ISD,M,N,MEDINA,N, 
163,20,'06 - 08, ,163908043,163908,MEDINA VALLEY LOMA ALTA MIDDLE,MEDINA VALLEY ISD,M,N,MEDINA,N, 
163,20,'EE - 05, ,163908103,163908,CASTROVILLE EL,MEDINA VALLEY ISD,E,N,MEDINA,N, 
163,20,'EE - 05, ,163908104,163908,LACOSTE EL,MEDINA VALLEY ISD,E,N,MEDINA,N, 
163,20,'EE - 05, ,163908105,163908,POTRANCO EL,MEDINA VALLEY ISD,E,N,MEDINA,N, 
163,20,'EE - 05, ,163908106,163908,LUCKEY RANCH EL,MEDINA VALLEY ISD,E,N,MEDINA,N, 
163,20,'EE - 05, ,163908107,163908,LADERA EL,MEDINA VALLEY ISD,E,N,MEDINA,N, 
164,15,'09 - 12, ,164901001,164901,MENARD H S,MENARD ISD,S,N,MENARD,N, 
164,15,'PK - 08, ,164901041,164901,MENARD ELEMENTARY/JH,MENARD ISD,E,N,MENARD,N, 
165,18,'KG - 08, ,165802101,165802,MIDLAND ACADEMY CHARTER SCHOOL,MIDLAND ACADEMY CHARTER SCHOOL,E,N,MIDLAND,Y, 
165,18,'09 - 12, ,165901002,165901,LEGACY H S,MIDLAND ISD,S,N,MIDLAND,N, 
165,18,'09 - 12, ,165901003,165901,MIDLAND H S,MIDLAND ISD,S,N,MIDLAND,N, 
165,18,'09 - 12, ,165901004,165901,VIOLA M COLEMAN H S,MIDLAND ISD,S,Y,MIDLAND,N, 
165,18,'09 - 12, ,165901006,165901,EARLY COLLEGE H S AT MIDLAND COLLEGE,MIDLAND ISD,S,N,MIDLAND,N, 
165,18,'06 - 10, ,165901007,165901,YOUNG WOMEN'S LEADERSHIP ACADEMY,MIDLAND ISD,B,N,MIDLAND,N, 
165,18,'06 - 06, ,165901020,165901,BARBARA CULVER JUVENILE DETENTION CENTER,MIDLAND ISD,M,N,MIDLAND,N, 
165,18,'07 - 11, ,165901030,165901,MIDLAND ALTERNATIVE PROGRAM,MIDLAND ISD,S,N,MIDLAND,N, 
165,18,'07 - 08, ,165901041,165901,ALAMO J H,MIDLAND ISD,M,N,MIDLAND,N, 
165,18,'09 - 09, ,165901042,165901,LEGACY FRESHMAN H S,MIDLAND ISD,S,N,MIDLAND,N, 
165,18,'09 - 09, ,165901044,165901,MIDLAND FRESHMAN H S,MIDLAND ISD,S,N,MIDLAND,N, 
165,18,'06 - 08, ,165901045,165901,SAN JACINTO J H,MIDLAND ISD,M,N,MIDLAND,N, 
165,18,'07 - 08, ,165901046,165901,GODDARD J H,MIDLAND ISD,M,N,MIDLAND,N, 
165,18,'07 - 08, ,165901047,165901,ABELL J H,MIDLAND ISD,M,N,MIDLAND,N, 
165,18,'PK - 06, ,165901101,165901,BONHAM EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901104,165901,BURNET EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901106,165901,DE ZAVALA EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901107,165901,FANNIN EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901108,165901,HENDERSON EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901109,165901,SAM HOUSTON COLLEGIATE PREPARATORY EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901110,165901,JONES EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901111,165901,LAMAR EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901112,165901,LONG EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901113,165901,MILAM EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901114,165901,EMERSON EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901116,165901,RUSK EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901117,165901,SOUTH EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901122,165901,PARKER EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901123,165901,SANTA RITA EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901125,165901,SCHARBAUER EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'01 - 06, ,165901126,165901,CARVER CENTER,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901127,165901,BUSH EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'EE - 06, ,165901128,165901,GREATHOUSE EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'KG - 06, ,165901130,165901,PEASE COMMUNICATIONS/TECHNOLOGY ACADEMY,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'KG - 06, ,165901131,165901,JAMES BOWIE FINE ARTS ACADEMY,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901132,165901,BARBARA YARBROUGH EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901133,165901,BARBARA FASKEN EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - 06, ,165901134,165901,RALPH BUNCHE EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'KG - 06, ,165901135,165901,GENERAL TOMMY FRANKS EL,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'PK - PK,'165901000,165901136,165901,PRE-K ACADEMY AT MIDLAND COLLEGE,MIDLAND ISD,E,N,MIDLAND,N,MIDLAND ISD
165,18,'PK - 08, ,165901137,165901,IDEA TRAVIS ACADEMY,MIDLAND ISD,E,N,MIDLAND,N, 
165,18,'09 - 12, ,165902001,165902,GREENWOOD H S,GREENWOOD ISD,S,N,MIDLAND,N, 
165,18,'06 - 08, ,165902041,165902,JAMES R BROOKS MIDDLE,GREENWOOD ISD,M,N,MIDLAND,N, 
165,18,'EE - 02,'165902000,165902101,165902,GREENWOOD EL,GREENWOOD ISD,E,N,MIDLAND,N,GREENWOOD ISD
165,18,'03 - 05, ,165902103,165902,GREENWOOD INT,GREENWOOD ISD,E,N,MIDLAND,N, 
166,06,'09 - 12, ,166901002,166901,CAMERON YOE H S,CAMERON ISD,S,N,MILAM,N, 
166,06,'06 - 08, ,166901041,166901,CAMERON MIDDLE,CAMERON ISD,M,N,MILAM,N, 
166,06,'03 - 05, ,166901101,166901,CAMERON EL,CAMERON ISD,E,N,MILAM,N, 
166,06,'PK - 02,'166901101,166901104,166901,BEN MILAM EL,CAMERON ISD,E,N,MILAM,N,CAMERON EL
166,06,'PK - 08, ,166902101,166902,GAUSE EL,GAUSE ISD,E,N,MILAM,N, 
166,06,'09 - 12, ,166903001,166903,MILANO H S,MILANO ISD,S,N,MILAM,N, 
166,06,'06 - 08, ,166903041,166903,MILANO J H,MILANO ISD,M,N,MILAM,N, 
166,06,'PK - 05, ,166903102,166903,MILANO EL,MILANO ISD,E,N,MILAM,N, 
166,06,'09 - 12, ,166904001,166904,ROCKDALE H S,ROCKDALE ISD,S,N,MILAM,N, 
166,06,'06 - 08, ,166904041,166904,ROCKDALE J H,ROCKDALE ISD,M,N,MILAM,N, 
166,06,'EE - 01,'166904103,166904101,166904,ROCKDALE EL,ROCKDALE ISD,E,N,MILAM,N,ROCKDALE INT
166,06,'02 - 05, ,166904103,166904,ROCKDALE INT,ROCKDALE ISD,E,N,MILAM,N, 
166,13,'09 - 12, ,166905001,166905,THORNDALE H S,THORNDALE ISD,S,N,MILAM,N, 
166,13,'06 - 08, ,166905041,166905,THORNDALE MIDDLE,THORNDALE ISD,M,N,MILAM,N, 
166,13,'PK - 05, ,166905101,166905,THORNDALE EL,THORNDALE ISD,E,N,MILAM,N, 
166,12,'PK - 12, ,166907001,166907,BUCKHOLTS SCHOOL,BUCKHOLTS ISD,B,N,MILAM,N, 
167,12,'09 - 12, ,167901001,167901,GOLDTHWAITE H S,GOLDTHWAITE ISD,S,N,MILLS,N, 
167,12,'06 - 08, ,167901002,167901,GOLDTHWAITE MIDDLE,GOLDTHWAITE ISD,M,N,MILLS,N, 
167,12,'EE - 05, ,167901101,167901,GOLDTHWAITE EL,GOLDTHWAITE ISD,E,N,MILLS,N, 
167,12,'PK - 12, ,167902001,167902,MULLIN MAIN,MULLIN ISD,B,N,MILLS,N, 
167,12,'07 - 12, ,167902002,167902,MULLIN OAKS,MULLIN ISD,S,Y,MILLS,N, 
167,12,'01 - 12, ,167902007,167902,MULLIN NEW HORIZONS ABILIENE,MULLIN ISD,B,N,MILLS,N, 
167,12,'08 - 12, ,167902009,167902,MULLIN GARZA COUNTY RJC,MULLIN ISD,S,Y,MILLS,N, 
167,12,'05 - 10, ,167902056,167902,MULLIN MOSAIC,MULLIN ISD,B,N,MILLS,N, 
