Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
8,Mt. Pleasant,139,LAMAR,Not Economically Disadvantaged,400,379,0.95,364,0.91,9,0.02,330,0.83,66,0.17,218,0.55,284,0.71,23,0.06,139,0.35
8,Mt. Pleasant,139,LAMAR,Economically Disadvantaged,324,302,0.93,236,0.73,44,0.14,197,0.61,11,0.03,130,0.4,141,0.44,28,0.09,35,0.11
8,Mt. Pleasant,155,MARION,Not Economically Disadvantaged,39,37,0.95,28,0.72,5,0.13,28,0.72,10,0.26,14,0.36,24,0.62,1,0.03,11,0.28
8,Mt. Pleasant,155,MARION,Economically Disadvantaged,69,62,0.9,37,0.54,22,0.32,41,0.59,5,0.07,22,0.32,27,0.39,2,0.03,6,0.09
8,Mt. Pleasant,172,MORRIS,Not Economically Disadvantaged,85,80,0.94,76,0.89,4,0.05,66,0.78,14,0.16,41,0.48,55,0.65,6,0.07,18,0.21
8,Mt. Pleasant,172,MORRIS,Economically Disadvantaged,128,116,0.91,102,0.8,15,0.12,91,0.71,13,0.1,55,0.43,68,0.53,8,0.06,18,0.14
8,Mt. Pleasant,194,RED RIVER,Not Economically Disadvantaged,74,72,0.97,68,0.92,1,0.01,58,0.78,8,0.11,45,0.61,53,0.72,6,0.08,18,0.24
8,Mt. Pleasant,194,RED RIVER,Economically Disadvantaged,135,131,0.97,121,0.9,5,0.04,106,0.79,11,0.08,52,0.39,63,0.47,1,0.01,13,0.1
8,Mt. Pleasant,225,TITUS,Not Economically Disadvantaged,170,161,0.95,142,0.84,10,0.06,136,0.8,18,0.11,93,0.55,111,0.65,10,0.06,49,0.29
8,Mt. Pleasant,225,TITUS,Economically Disadvantaged,278,253,0.91,220,0.79,29,0.1,210,0.76,6,0.02,124,0.45,130,0.47,7,0.03,39,0.14
9,Wichita Falls,5,ARCHER,Not Economically Disadvantaged,97,95,0.98,92,0.95,1,0.01,84,0.87,48,0.49,25,0.26,73,0.75,6,0.06,35,0.36
9,Wichita Falls,5,ARCHER,Economically Disadvantaged,52,50,0.96,45,0.87,1,0.02,37,0.71,6,0.12,12,0.23,18,0.35, -   ,0,8,0.15
9,Wichita Falls,12,BAYLOR,Not Economically Disadvantaged,38,36,0.95,35,0.92,1,0.03,34,0.89,18,0.47,14,0.37,32,0.84, -   ,0,17,0.45
9,Wichita Falls,12,BAYLOR,Economically Disadvantaged,26,25,0.96,21,0.81,1,0.04,16,0.62,5,0.19,7,0.27,12,0.46,1,0.04,3,0.12
9,Wichita Falls,39,CLAY,Not Economically Disadvantaged,106,103,0.97,97,0.92,5,0.05,93,0.88,38,0.36,31,0.29,69,0.65,2,0.02,31,0.29
9,Wichita Falls,39,CLAY,Economically Disadvantaged,44,41,0.93,38,0.86,2,0.05,29,0.66,5,0.11,15,0.34,20,0.45,1,0.02,6,0.14
9,Wichita Falls,78,FOARD,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
9,Wichita Falls,78,FOARD,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
9,Wichita Falls,99,HARDEMAN,Not Economically Disadvantaged,28,25,0.89,24,0.86,2,0.07,24,0.86,7,0.25,8,0.29,15,0.54, -   ,0,8,0.29
9,Wichita Falls,99,HARDEMAN,Economically Disadvantaged,24,23,0.96,23,0.96, -   ,0,23,0.96,3,0.13,11,0.46,14,0.58, -   ,0,6,0.25
9,Wichita Falls,119,JACK,Not Economically Disadvantaged,79,74,0.94,65,0.82,4,0.05,65,0.82,26,0.33,23,0.29,49,0.62,1,0.01,24,0.3
9,Wichita Falls,119,JACK,Economically Disadvantaged,55,52,0.95,45,0.82,6,0.11,43,0.78,6,0.11,18,0.33,24,0.44,1,0.02,2,0.04
9,Wichita Falls,138,KNOX,Not Economically Disadvantaged,23,23,1,22,0.96,1,0.04,22,0.96,4,0.17,12,0.52,16,0.7, -   ,0,8,0.35
9,Wichita Falls,138,KNOX,Economically Disadvantaged,38,36,0.95,35,0.92,2,0.05,33,0.87,2,0.05,18,0.47,20,0.53, -   ,0,2,0.05
9,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,154,152,0.99,151,0.98,1,0.01,140,0.91,55,0.36,49,0.32,104,0.68,5,0.03,53,0.34
9,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,101,90,0.89,86,0.85,5,0.05,68,0.67,6,0.06,26,0.26,32,0.32,3,0.03,4,0.04
9,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
9,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
9,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,873,816,0.93,754,0.86,23,0.03,692,0.79,300,0.34,222,0.25,522,0.6,28,0.03,220,0.25
9,Wichita Falls,243,WICHITA,Economically Disadvantaged,771,714,0.93,593,0.77,88,0.11,548,0.71,93,0.12,157,0.2,250,0.32,22,0.03,69,0.09
9,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,83,81,0.98,78,0.94,1,0.01,74,0.89,28,0.34,31,0.37,59,0.71,3,0.04,29,0.35
9,Wichita Falls,244,WILBARGER,Economically Disadvantaged,111,99,0.89,83,0.75,15,0.14,76,0.68,9,0.08,30,0.27,39,0.35,4,0.04,16,0.14
9,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,145,142,0.98,133,0.92,7,0.05,128,0.88,70,0.48,43,0.3,113,0.78,2,0.01,66,0.46
9,Wichita Falls,252,YOUNG,Economically Disadvantaged,90,87,0.97,73,0.81,7,0.08,63,0.7,9,0.1,19,0.21,28,0.31,1,0.01,11,0.12
10,Richardson,43,COLLIN,Not Economically Disadvantaged,7713,7307,0.95,6895,0.89,245,0.03,6617,0.86,2204,0.29,2929,0.38,5133,0.67,320,0.04,2535,0.33
10,Richardson,43,COLLIN,Economically Disadvantaged,1847,1699,0.92,1391,0.75,238,0.13,1285,0.7,197,0.11,543,0.29,740,0.4,59,0.03,226,0.12
10,Richardson,57,DALLAS,Not Economically Disadvantaged,13186,12393,0.94,10931,0.83,1268,0.1,10406,0.79,3516,0.27,4655,0.35,8171,0.62,589,0.04,3424,0.26
10,Richardson,57,DALLAS,Economically Disadvantaged,18963,17243,0.91,13188,0.7,3709,0.2,12293,0.65,2044,0.11,5386,0.28,7430,0.39,710,0.04,1875,0.1
10,Richardson,70,ELLIS,Not Economically Disadvantaged,1451,1397,0.96,1249,0.86,120,0.08,1204,0.83,368,0.25,647,0.45,1015,0.7,65,0.04,485,0.33
10,Richardson,70,ELLIS,Economically Disadvantaged,830,786,0.95,639,0.77,118,0.14,599,0.72,62,0.07,310,0.37,372,0.45,33,0.04,102,0.12
10,Richardson,74,FANNIN,Not Economically Disadvantaged,252,242,0.96,237,0.94,5,0.02,214,0.85,55,0.22,110,0.44,165,0.65,9,0.04,78,0.31
10,Richardson,74,FANNIN,Economically Disadvantaged,208,187,0.9,174,0.84,15,0.07,147,0.71,11,0.05,78,0.38,89,0.43,8,0.04,19,0.09
10,Richardson,91,GRAYSON,Not Economically Disadvantaged,1036,1007,0.97,941,0.91,38,0.04,855,0.83,216,0.21,458,0.44,674,0.65,40,0.04,292,0.28
10,Richardson,91,GRAYSON,Economically Disadvantaged,685,635,0.93,521,0.76,95,0.14,470,0.69,42,0.06,257,0.38,299,0.44,34,0.05,77,0.11
10,Richardson,116,HUNT,Not Economically Disadvantaged,586,555,0.95,508,0.87,41,0.07,475,0.81,143,0.24,205,0.35,348,0.59,12,0.02,172,0.29
10,Richardson,116,HUNT,Economically Disadvantaged,538,503,0.93,376,0.7,107,0.2,340,0.63,60,0.11,141,0.26,201,0.37,27,0.05,45,0.08
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,1042,1008,0.97,928,0.89,63,0.06,887,0.85,236,0.23,451,0.43,687,0.66,36,0.03,310,0.3
10,Richardson,129,KAUFMAN,Economically Disadvantaged,582,539,0.93,438,0.75,92,0.16,407,0.7,43,0.07,189,0.32,232,0.4,19,0.03,57,0.1
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,872,840,0.96,799,0.92,28,0.03,746,0.86,233,0.27,362,0.42,595,0.68,37,0.04,259,0.3
10,Richardson,199,ROCKWALL,Economically Disadvantaged,202,187,0.93,169,0.84,14,0.07,153,0.76,19,0.09,57,0.28,76,0.38,2,0.01,24,0.12
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,217,210,0.97,193,0.89,15,0.07,183,0.84,47,0.22,96,0.44,143,0.66,5,0.02,75,0.35
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,163,150,0.92,112,0.69,26,0.16,104,0.64,7,0.04,51,0.31,58,0.36,5,0.03,17,0.1
11,Fort Worth,49,COOKE,Not Economically Disadvantaged,270,265,0.98,243,0.9,14,0.05,238,0.88,56,0.21,122,0.45,178,0.66,6,0.02,80,0.3
11,Fort Worth,49,COOKE,Economically Disadvantaged,203,186,0.92,156,0.77,22,0.11,128,0.63,13,0.06,49,0.24,62,0.31,6,0.03,16,0.08
11,Fort Worth,61,DENTON,Not Economically Disadvantaged,5241,4973,0.95,4505,0.86,408,0.08,4413,0.84,1527,0.29,1917,0.37,3444,0.66,215,0.04,1582,0.3
11,Fort Worth,61,DENTON,Economically Disadvantaged,1712,1553,0.91,1207,0.71,318,0.19,1162,0.68,155,0.09,465,0.27,620,0.36,41,0.02,157,0.09
11,Fort Worth,72,ERATH,Not Economically Disadvantaged,215,212,0.99,201,0.93,4,0.02,195,0.91,106,0.49,50,0.23,156,0.73,3,0.01,80,0.37
11,Fort Worth,72,ERATH,Economically Disadvantaged,206,189,0.92,163,0.79,26,0.13,139,0.67,35,0.17,45,0.22,80,0.39,6,0.03,27,0.13
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,416,391,0.94,369,0.89,13,0.03,345,0.83,139,0.33,129,0.31,268,0.64,14,0.03,137,0.33
11,Fort Worth,111,HOOD,Economically Disadvantaged,210,200,0.95,180,0.86,10,0.05,152,0.72,16,0.08,56,0.27,72,0.34,3,0.01,15,0.07
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1302,1235,0.95,1133,0.87,103,0.08,1104,0.85,325,0.25,509,0.39,834,0.64,53,0.04,395,0.3
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,860,794,0.92,652,0.76,116,0.13,563,0.65,64,0.07,258,0.3,322,0.37,26,0.03,88,0.1
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,194,188,0.97,170,0.88,10,0.05,162,0.84,41,0.21,76,0.39,117,0.6,6,0.03,55,0.28
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,177,161,0.91,129,0.73,14,0.08,112,0.63,16,0.09,41,0.23,57,0.32,2,0.01,28,0.16
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,1087,1042,0.96,970,0.89,47,0.04,912,0.84,292,0.27,454,0.42,746,0.69,57,0.05,371,0.34
11,Fort Worth,184,PARKER,Economically Disadvantaged,411,366,0.89,309,0.75,47,0.11,252,0.61,24,0.06,111,0.27,135,0.33,16,0.04,40,0.1
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,68,67,0.99,64,0.94,2,0.03,60,0.88,31,0.46,14,0.21,45,0.66,1,0.01,24,0.35
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,56,52,0.93,48,0.86,5,0.09,45,0.8,10,0.18,9,0.16,19,0.34, -   ,0,10,0.18
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,13240,12436,0.94,11192,0.85,1046,0.08,10659,0.81,3702,0.28,4888,0.37,8590,0.65,582,0.04,3861,0.29
11,Fort Worth,220,TARRANT,Economically Disadvantaged,9919,9020,0.91,6763,0.68,1911,0.19,6062,0.61,1005,0.1,2963,0.3,3968,0.4,480,0.05,1022,0.1
11,Fort Worth,249,WISE,Not Economically Disadvantaged,451,426,0.94,407,0.9,14,0.03,393,0.87,113,0.25,180,0.4,293,0.65,8,0.02,130,0.29
11,Fort Worth,249,WISE,Economically Disadvantaged,224,205,0.92,178,0.79,21,0.09,152,0.68,16,0.07,55,0.25,71,0.32,2,0.01,23,0.1
12,Waco,14,BELL,Not Economically Disadvantaged,2226,2027,0.91,1710,0.77,239,0.11,1668,0.75,510,0.23,832,0.37,1342,0.6,103,0.05,550,0.25
12,Waco,14,BELL,Economically Disadvantaged,1773,1555,0.88,1099,0.62,385,0.22,1049,0.59,131,0.07,592,0.33,723,0.41,104,0.06,138,0.08
12,Waco,18,BOSQUE,Not Economically Disadvantaged,127,123,0.97,119,0.94,1,0.01,115,0.91,40,0.32,63,0.5,103,0.81,4,0.03,54,0.43
12,Waco,18,BOSQUE,Economically Disadvantaged,131,125,0.95,112,0.86,4,0.03,109,0.83,13,0.1,59,0.45,72,0.55,3,0.02,24,0.18
12,Waco,50,CORYELL,Not Economically Disadvantaged,536,481,0.9,435,0.81,47,0.09,419,0.78,126,0.24,198,0.37,324,0.6,19,0.04,135,0.25
12,Waco,50,CORYELL,Economically Disadvantaged,310,276,0.89,217,0.7,49,0.16,199,0.64,27,0.09,102,0.33,129,0.42,12,0.04,36,0.12
12,Waco,73,FALLS,Not Economically Disadvantaged,78,74,0.95,67,0.86,6,0.08,68,0.87,28,0.36,27,0.35,55,0.71,2,0.03,29,0.37
12,Waco,73,FALLS,Economically Disadvantaged,141,131,0.93,105,0.74,20,0.14,86,0.61,8,0.06,55,0.39,63,0.45,7,0.05,20,0.14
12,Waco,81,FREESTONE,Not Economically Disadvantaged,165,157,0.95,147,0.89,7,0.04,142,0.86,39,0.24,83,0.5,122,0.74,3,0.02,66,0.4
12,Waco,81,FREESTONE,Economically Disadvantaged,116,107,0.92,90,0.78,8,0.07,78,0.67,10,0.09,44,0.38,54,0.47,5,0.04,13,0.11
12,Waco,97,HAMILTON,Not Economically Disadvantaged,66,66,1,64,0.97, -   ,0,57,0.86,34,0.52,19,0.29,53,0.8,4,0.06,25,0.38
12,Waco,97,HAMILTON,Economically Disadvantaged,77,72,0.94,70,0.91,6,0.08,62,0.81,17,0.22,20,0.26,37,0.48,1,0.01,9,0.12
12,Waco,109,HILL,Not Economically Disadvantaged,203,201,0.99,186,0.92,11,0.05,180,0.89,51,0.25,96,0.47,147,0.72,6,0.03,69,0.34
12,Waco,109,HILL,Economically Disadvantaged,246,231,0.94,202,0.82,15,0.06,179,0.73,15,0.06,122,0.5,137,0.56,13,0.05,41,0.17
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,179,168,0.94,160,0.89,4,0.02,148,0.83,50,0.28,59,0.33,109,0.61,9,0.05,41,0.23
12,Waco,141,LAMPASAS,Economically Disadvantaged,132,119,0.9,96,0.73,18,0.14,84,0.64,8,0.06,27,0.2,35,0.27,3,0.02,8,0.06
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,148,144,0.97,132,0.89,5,0.03,117,0.79,33,0.22,78,0.53,111,0.75,10,0.07,53,0.36
12,Waco,147,LIMESTONE,Economically Disadvantaged,166,160,0.96,132,0.8,21,0.13,111,0.67,14,0.08,66,0.4,80,0.48,6,0.04,23,0.14
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1453,1376,0.95,1291,0.89,69,0.05,1228,0.85,344,0.24,755,0.52,1099,0.76,61,0.04,594,0.41
12,Waco,161,MCLENNAN,Economically Disadvantaged,1562,1409,0.9,1161,0.74,264,0.17,1058,0.68,98,0.06,731,0.47,829,0.53,99,0.06,194,0.12
12,Waco,167,MILLS,Not Economically Disadvantaged,37,37,1,34,0.92,2,0.05,31,0.84,12,0.32,16,0.43,28,0.76,1,0.03,15,0.41
12,Waco,167,MILLS,Economically Disadvantaged,32,31,0.97,26,0.81,5,0.16,25,0.78,5,0.16,7,0.22,12,0.38,1,0.03,3,0.09
12,Waco,175,NAVARRO,Not Economically Disadvantaged,273,264,0.97,247,0.9,16,0.06,221,0.81,44,0.16,155,0.57,199,0.73,17,0.06,102,0.37
12,Waco,175,NAVARRO,Economically Disadvantaged,397,367,0.92,306,0.77,44,0.11,258,0.65,16,0.04,201,0.51,217,0.55,35,0.09,51,0.13
13,Austin,11,BASTROP,Not Economically Disadvantaged,542,523,0.96,465,0.86,43,0.08,457,0.84,142,0.26,182,0.34,324,0.6,12,0.02,123,0.23
13,Austin,11,BASTROP,Economically Disadvantaged,507,464,0.92,358,0.71,107,0.21,370,0.73,48,0.09,128,0.25,176,0.35,11,0.02,28,0.06
13,Austin,14,BELL,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,14,BELL,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,16,BLANCO,Not Economically Disadvantaged,73,71,0.97,62,0.85,3,0.04,60,0.82,27,0.37,24,0.33,51,0.7,5,0.07,22,0.3
13,Austin,16,BLANCO,Economically Disadvantaged,47,45,0.96,38,0.81,5,0.11,36,0.77,6,0.13,9,0.19,15,0.32,1,0.02,3,0.06
13,Austin,27,BURNET,Not Economically Disadvantaged,266,258,0.97,236,0.89,15,0.06,225,0.85,87,0.33,80,0.3,167,0.63,6,0.02,77,0.29
13,Austin,27,BURNET,Economically Disadvantaged,242,224,0.93,192,0.79,33,0.14,184,0.76,24,0.1,57,0.24,81,0.33,5,0.02,28,0.12
13,Austin,28,CALDWELL,Not Economically Disadvantaged,234,226,0.97,212,0.91,9,0.04,197,0.84,78,0.33,47,0.2,125,0.53,3,0.01,53,0.23
13,Austin,28,CALDWELL,Economically Disadvantaged,232,225,0.97,201,0.87,15,0.06,184,0.79,35,0.15,49,0.21,84,0.36, -   ,0,21,0.09
13,Austin,46,COMAL,Not Economically Disadvantaged,1093,1055,0.97,982,0.9,58,0.05,950,0.87,404,0.37,343,0.31,747,0.68,29,0.03,404,0.37
13,Austin,46,COMAL,Economically Disadvantaged,558,494,0.89,379,0.68,94,0.17,341,0.61,51,0.09,113,0.2,164,0.29,22,0.04,32,0.06
13,Austin,75,FAYETTE,Not Economically Disadvantaged,186,182,0.98,171,0.92,7,0.04,162,0.87,39,0.21,102,0.55,141,0.76,2,0.01,78,0.42
13,Austin,75,FAYETTE,Economically Disadvantaged,123,111,0.9,92,0.75,21,0.17,92,0.75,9,0.07,36,0.29,45,0.37,1,0.01,20,0.16
13,Austin,86,GILLESPIE,Not Economically Disadvantaged,159,153,0.96,144,0.91,3,0.02,144,0.91,62,0.39,33,0.21,95,0.6,1,0.01,49,0.31
13,Austin,86,GILLESPIE,Economically Disadvantaged,119,113,0.95,105,0.88,8,0.07,101,0.85,20,0.17,29,0.24,49,0.41,1,0.01,18,0.15
13,Austin,89,GONZALES,Not Economically Disadvantaged,95,91,0.96,84,0.88,8,0.08,78,0.82,26,0.27,30,0.32,56,0.59,3,0.03,29,0.31
13,Austin,89,GONZALES,Economically Disadvantaged,172,166,0.97,138,0.8,24,0.14,113,0.66,22,0.13,30,0.17,52,0.3,3,0.02,16,0.09
13,Austin,94,GUADALUPE,Not Economically Disadvantaged,945,886,0.94,794,0.84,70,0.07,782,0.83,284,0.3,294,0.31,578,0.61,23,0.02,272,0.29
13,Austin,94,GUADALUPE,Economically Disadvantaged,533,487,0.91,363,0.68,129,0.24,366,0.69,56,0.11,113,0.21,169,0.32,14,0.03,39,0.07
13,Austin,105,HAYS,Not Economically Disadvantaged,1094,1052,0.96,973,0.89,76,0.07,936,0.86,417,0.38,319,0.29,736,0.67,28,0.03,318,0.29
13,Austin,105,HAYS,Economically Disadvantaged,656,625,0.95,489,0.75,122,0.19,466,0.71,83,0.13,142,0.22,225,0.34,11,0.02,42,0.06
13,Austin,130,KENDALL,Not Economically Disadvantaged,56,53,0.95,53,0.95,1,0.02,52,0.93,28,0.5,15,0.27,43,0.77, -   ,0,24,0.43
13,Austin,130,KENDALL,Economically Disadvantaged,41,39,0.95,32,0.78,5,0.12,27,0.66,5,0.12,7,0.17,12,0.29,2,0.05,4,0.1
13,Austin,144,LEE,Not Economically Disadvantaged,105,100,0.95,94,0.9,5,0.05,91,0.87,28,0.27,48,0.46,76,0.72,5,0.05,33,0.31
13,Austin,144,LEE,Economically Disadvantaged,89,82,0.92,66,0.74,18,0.2,60,0.67,8,0.09,22,0.25,30,0.34,2,0.02,7,0.08
13,Austin,150,LLANO,Not Economically Disadvantaged,82,79,0.96,73,0.89,5,0.06,73,0.89,38,0.46,18,0.22,56,0.68,1,0.01,26,0.32
13,Austin,150,LLANO,Economically Disadvantaged,54,47,0.87,35,0.65,9,0.17,32,0.59,4,0.07,11,0.2,15,0.28, -   ,0,2,0.04
13,Austin,166,MILAM,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,166,MILAM,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4619,4350,0.94,3983,0.86,265,0.06,3765,0.82,1609,0.35,1382,0.3,2991,0.65,198,0.04,1388,0.3
13,Austin,227,TRAVIS,Economically Disadvantaged,4428,4018,0.91,3012,0.68,886,0.2,2703,0.61,485,0.11,1061,0.24,1546,0.35,144,0.03,317,0.07
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,4436,4288,0.97,3993,0.9,202,0.05,3859,0.87,1627,0.37,1448,0.33,3075,0.69,123,0.03,1580,0.36
13,Austin,246,WILLIAMSON,Economically Disadvantaged,1518,1413,0.93,1146,0.75,235,0.15,1072,0.71,200,0.13,429,0.28,629,0.41,51,0.03,172,0.11
14,Abilene,30,CALLAHAN,Not Economically Disadvantaged,124,118,0.95,115,0.93,2,0.02,105,0.85,48,0.39,41,0.33,89,0.72,3,0.02,54,0.44
14,Abilene,30,CALLAHAN,Economically Disadvantaged,96,87,0.91,79,0.82,10,0.1,66,0.69,17,0.18,29,0.3,46,0.48,5,0.05,15,0.16
14,Abilene,47,COMANCHE,Not Economically Disadvantaged,78,77,0.99,70,0.9,4,0.05,65,0.83,36,0.46,24,0.31,60,0.77,2,0.03,25,0.32
14,Abilene,47,COMANCHE,Economically Disadvantaged,115,106,0.92,92,0.8,11,0.1,81,0.7,16,0.14,28,0.24,44,0.38,4,0.03,13,0.11
14,Abilene,67,EASTLAND,Not Economically Disadvantaged,110,109,0.99,107,0.97, -   ,0,101,0.92,40,0.36,48,0.44,88,0.8,3,0.03,45,0.41
14,Abilene,67,EASTLAND,Economically Disadvantaged,128,123,0.96,111,0.87,7,0.05,92,0.72,17,0.13,48,0.38,65,0.51,3,0.02,26,0.2
14,Abilene,76,FISHER,Not Economically Disadvantaged,17,17,1,17,1, -   ,0,15,0.88,10,0.59,5,0.29,15,0.88, -   ,0,8,0.47
14,Abilene,76,FISHER,Economically Disadvantaged,41,40,0.98,37,0.9, -   ,0,28,0.68,3,0.07,12,0.29,15,0.37,1,0.02,5,0.12
14,Abilene,104,HASKELL,Not Economically Disadvantaged,18,17,0.94,17,0.94, -   ,0,18,1,10,0.56,4,0.22,14,0.78, -   ,0,9,0.5
14,Abilene,104,HASKELL,Economically Disadvantaged,47,44,0.94,39,0.83,2,0.04,37,0.79,13,0.28,8,0.17,21,0.45, -   ,0,8,0.17
14,Abilene,127,JONES,Not Economically Disadvantaged,92,91,0.99,89,0.97,1,0.01,87,0.95,41,0.45,31,0.34,72,0.78, -   ,0,35,0.38
14,Abilene,127,JONES,Economically Disadvantaged,130,121,0.93,115,0.88,5,0.04,98,0.75,27,0.21,28,0.22,55,0.42,1,0.01,23,0.18
14,Abilene,168,MITCHELL,Not Economically Disadvantaged,40,38,0.95,38,0.95, -   ,0,32,0.8,11,0.28,13,0.33,24,0.6,1,0.03,12,0.3
14,Abilene,168,MITCHELL,Economically Disadvantaged,68,64,0.94,55,0.81,7,0.1,49,0.72,6,0.09,19,0.28,25,0.37,3,0.04,11,0.16
14,Abilene,177,NOLAN,Not Economically Disadvantaged,106,105,0.99,99,0.93,7,0.07,96,0.91,53,0.5,28,0.26,81,0.76,1,0.01,50,0.47
14,Abilene,177,NOLAN,Economically Disadvantaged,129,120,0.93,90,0.7,26,0.2,80,0.62,8,0.06,32,0.25,40,0.31,3,0.02,11,0.09
14,Abilene,208,SCURRY,Not Economically Disadvantaged,134,134,1,124,0.93,7,0.05,114,0.85,15,0.11,76,0.57,91,0.68,1,0.01,41,0.31
14,Abilene,208,SCURRY,Economically Disadvantaged,120,110,0.92,91,0.76,23,0.19,84,0.7,3,0.03,57,0.48,60,0.5,3,0.03,25,0.21
14,Abilene,209,SHACKELFORD,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
14,Abilene,209,SHACKELFORD,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
14,Abilene,215,STEPHENS,Not Economically Disadvantaged,63,63,1,61,0.97,1,0.02,54,0.86,20,0.32,29,0.46,49,0.78,3,0.05,21,0.33
14,Abilene,215,STEPHENS,Economically Disadvantaged,73,70,0.96,58,0.79,7,0.1,52,0.71,7,0.1,23,0.32,30,0.41,3,0.04,8,0.11
14,Abilene,217,STONEWALL,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
14,Abilene,217,STONEWALL,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
14,Abilene,221,TAYLOR,Not Economically Disadvantaged,904,848,0.94,796,0.88,37,0.04,749,0.83,338,0.37,283,0.31,621,0.69,28,0.03,327,0.36
14,Abilene,221,TAYLOR,Economically Disadvantaged,782,718,0.92,596,0.76,114,0.15,503,0.64,85,0.11,232,0.3,317,0.41,34,0.04,90,0.12
15,San Angelo,25,BROWN,Not Economically Disadvantaged,271,264,0.97,254,0.94,8,0.03,232,0.86,121,0.45,70,0.26,191,0.7,13,0.05,95,0.35
15,San Angelo,25,BROWN,Economically Disadvantaged,286,267,0.93,239,0.84,23,0.08,193,0.67,43,0.15,71,0.25,114,0.4,8,0.03,41,0.14
15,San Angelo,41,COKE,Not Economically Disadvantaged,33,32,0.97,32,0.97, -   ,0,30,0.91,7,0.21,17,0.52,24,0.73, -   ,0,7,0.21
15,San Angelo,41,COKE,Economically Disadvantaged,35,34,0.97,31,0.89,2,0.06,26,0.74,4,0.11,7,0.2,11,0.31, -   ,0, -   ,0
15,San Angelo,42,COLEMAN,Not Economically Disadvantaged,58,54,0.93,54,0.93,1,0.02,49,0.84,19,0.33,18,0.31,37,0.64,1,0.02,18,0.31
15,San Angelo,42,COLEMAN,Economically Disadvantaged,81,79,0.98,70,0.86,4,0.05,62,0.77,9,0.11,25,0.31,34,0.42,4,0.05,9,0.11
15,San Angelo,48,CONCHO,Not Economically Disadvantaged,11,11,1,11,1, -   ,0,10,0.91,4,0.36,3,0.27,7,0.64, -   ,0,3,0.27
15,San Angelo,48,CONCHO,Economically Disadvantaged,19,19,1,19,1, -   ,0,18,0.95,5,0.26,8,0.42,13,0.68, -   ,0,1,0.05
15,San Angelo,53,CROCKETT,Not Economically Disadvantaged,33,33,1,30,0.91, -   ,0,29,0.88,10,0.3,11,0.33,21,0.64,2,0.06,10,0.3
