Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_per,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
12,Waco,Male,Others,,132,117,0.89,96,0.73,18,0.14,97,0.73,24,0.18,52,0.39,0,0,76,0.58,8,0.06,25,0.19
13,Austin,Female,African American,,1180,1086,0.92,915,0.78,143,0.12,831,0.7,294,0.25,350,0.3,0,0,644,0.55,55,0.05,185,0.16
13,Austin,Female,Hispanic,,4158,3901,0.94,3224,0.78,578,0.14,3004,0.72,616,0.15,1204,0.29,0,0,1820,0.44,125,0.03,564,0.14
13,Austin,Female,White,,5608,5339,0.95,4952,0.88,261,0.05,4702,0.84,2054,0.37,1666,0.3,0,0,3720,0.66,168,0.03,2028,0.36
13,Austin,Female,Others,,372,341,0.92,319,0.86,10,0.03,312,0.84,155,0.42,76,0.2,0,0,231,0.62,7,0.02,139,0.37
13,Austin,Male,African American,,1194,1104,0.92,883,0.74,207,0.17,832,0.7,229,0.19,360,0.3,0,0,589,0.49,36,0.03,131,0.11
13,Austin,Male,Hispanic,,4343,4042,0.93,3112,0.72,862,0.2,2985,0.69,545,0.13,1027,0.24,0,0,1572,0.36,97,0.02,396,0.09
13,Austin,Male,White,,6124,5805,0.95,5275,0.86,410,0.07,5041,0.82,1927,0.31,1839,0.3,0,0,3766,0.62,207,0.03,1672,0.27
13,Austin,Male,Others,,400,372,0.93,350,0.88,14,0.04,332,0.83,149,0.37,104,0.26,0,0,253,0.63,13,0.03,123,0.31
14,Abilene,Female,African American,,114,112,0.98,103,0.9,5,0.04,93,0.82,28,0.25,37,0.32,0,0,65,0.57,2,0.02,26,0.23
14,Abilene,Female,Hispanic,,515,483,0.94,429,0.83,59,0.11,371,0.72,81,0.16,193,0.37,0,0,274,0.53,21,0.04,103,0.2
14,Abilene,Female,White,,1109,1053,0.95,986,0.89,39,0.04,887,0.8,359,0.32,394,0.36,0,0,753,0.68,37,0.03,378,0.34
14,Abilene,Female,Others,,22,19,0.86,18,0.82,2,0.09,16,0.73,7,0.32,4,0.18,0,0,11,0.5,1,0.05,9,0.41
14,Abilene,Male,African American,,116,105,0.91,89,0.77,18,0.16,69,0.59,14,0.12,28,0.24,0,0,42,0.36,7,0.06,8,0.07
14,Abilene,Male,Hispanic,,493,457,0.93,378,0.77,73,0.15,350,0.71,56,0.11,138,0.28,0,0,194,0.39,9,0.02,77,0.16
14,Abilene,Male,White,,1096,1045,0.95,943,0.86,76,0.07,869,0.79,291,0.27,321,0.29,0,0,612,0.56,24,0.02,277,0.25
14,Abilene,Male,Others,,21,17,0.81,17,0.81,0,0,15,0.71,7,0.33,8,0.38,0,0,15,0.71,2,0.1,6,0.29
15,San Angelo,Female,African American,,72,61,0.85,54,0.75,6,0.08,49,0.68,13,0.18,19,0.26,0,0,32,0.44,3,0.04,5,0.07
15,San Angelo,Female,Hispanic,,941,875,0.93,789,0.84,85,0.09,703,0.75,199,0.21,285,0.3,0,0,484,0.51,30,0.03,180,0.19
15,San Angelo,Female,White,,853,800,0.94,759,0.89,20,0.02,673,0.79,316,0.37,224,0.26,0,0,540,0.63,34,0.04,273,0.32
15,San Angelo,Female,Others,,21,18,0.86,17,0.81,0,0,16,0.76,8,0.38,5,0.24,0,0,13,0.62,1,0.05,4,0.19
15,San Angelo,Male,African American,,60,54,0.9,48,0.8,10,0.17,41,0.68,11,0.18,13,0.22,0,0,24,0.4,1,0.02,3,0.05
15,San Angelo,Male,Hispanic,,1012,926,0.92,828,0.82,114,0.11,728,0.72,151,0.15,261,0.26,0,0,412,0.41,17,0.02,126,0.12
15,San Angelo,Male,White,,902,854,0.95,797,0.88,43,0.05,728,0.81,301,0.33,185,0.21,0,0,486,0.54,17,0.02,207,0.23
15,San Angelo,Male,Others,,11,10,0.91,9,0.82,1,0.09,8,0.73,4,0.36,3,0.27,0,0,7,0.64,1,0.09,5,0.45
16,Amarillo,Female,African American,,166,157,0.95,142,0.86,15,0.09,121,0.73,27,0.16,74,0.45,0,0,101,0.61,9,0.05,26,0.16
16,Amarillo,Female,Hispanic,,1115,1050,0.94,942,0.84,87,0.08,831,0.75,134,0.12,465,0.42,0,0,599,0.54,44,0.04,192,0.17
16,Amarillo,Female,White,,1591,1516,0.95,1432,0.9,32,0.02,1302,0.82,435,0.27,662,0.42,0,0,1097,0.69,76,0.05,570,0.36
16,Amarillo,Female,Others,,46,41,0.89,37,0.8,1,0.02,32,0.7,11,0.24,20,0.43,0,0,31,0.67,4,0.09,17,0.37
16,Amarillo,Male,African American,,152,143,0.94,119,0.78,21,0.14,102,0.67,17,0.11,58,0.38,0,0,75,0.49,5,0.03,12,0.08
16,Amarillo,Male,Hispanic,,1143,1068,0.93,918,0.8,127,0.11,805,0.7,110,0.1,358,0.31,0,0,468,0.41,34,0.03,148,0.13
16,Amarillo,Male,White,,1686,1598,0.95,1502,0.89,72,0.04,1370,0.81,394,0.23,590,0.35,0,0,984,0.58,50,0.03,428,0.25
16,Amarillo,Male,Others,,45,42,0.93,41,0.91,1,0.02,38,0.84,7,0.16,22,0.49,0,0,29,0.64,2,0.04,12,0.27
17,Lubbock,Female,African American,,237,219,0.92,196,0.83,18,0.08,162,0.68,39,0.16,73,0.31,0,0,112,0.47,8,0.03,26,0.11
17,Lubbock,Female,Hispanic,,1405,1336,0.95,1195,0.85,102,0.07,1015,0.72,139,0.1,471,0.34,0,0,610,0.43,34,0.02,182,0.13
17,Lubbock,Female,White,,1121,1080,0.96,1022,0.91,29,0.03,962,0.86,410,0.37,378,0.34,0,0,788,0.7,24,0.02,445,0.4
17,Lubbock,Female,Others,,34,33,0.97,32,0.94,2,0.06,30,0.88,16,0.47,7,0.21,0,0,23,0.68,1,0.03,18,0.53
17,Lubbock,Male,African American,,257,233,0.91,193,0.75,35,0.14,165,0.64,24,0.09,64,0.25,0,0,88,0.34,8,0.03,12,0.05
17,Lubbock,Male,Hispanic,,1469,1395,0.95,1211,0.82,153,0.1,1021,0.7,152,0.1,393,0.27,0,0,545,0.37,25,0.02,125,0.09
17,Lubbock,Male,White,,1219,1168,0.96,1099,0.9,41,0.03,1044,0.86,331,0.27,419,0.34,0,0,750,0.62,32,0.03,340,0.28
17,Lubbock,Male,Others,,34,30,0.88,26,0.76,2,0.06,27,0.79,11,0.32,9,0.26,0,0,20,0.59,2,0.06,11,0.32
18,Midland,Female,African American,,167,155,0.93,135,0.81,21,0.13,106,0.63,20,0.12,54,0.32,0,0,74,0.44,8,0.05,20,0.12
18,Midland,Female,Hispanic,,1567,1441,0.92,1299,0.83,143,0.09,1085,0.69,180,0.11,607,0.39,0,0,787,0.5,52,0.03,254,0.16
18,Midland,Female,White,,1108,1038,0.94,955,0.86,58,0.05,863,0.78,268,0.24,435,0.39,0,0,703,0.63,46,0.04,340,0.31
18,Midland,Female,Others,,27,24,0.89,23,0.85,0,0,21,0.78,8,0.3,9,0.33,0,0,17,0.63,1,0.04,10,0.37
18,Midland,Male,African American,,156,142,0.91,109,0.7,26,0.17,89,0.57,19,0.12,42,0.27,0,0,61,0.39,8,0.05,10,0.06
18,Midland,Male,Hispanic,,1666,1515,0.91,1293,0.78,229,0.14,1058,0.64,177,0.11,460,0.28,0,0,637,0.38,39,0.02,167,0.1
18,Midland,Male,White,,1121,1027,0.92,944,0.84,80,0.07,814,0.73,219,0.2,372,0.33,0,0,591,0.53,42,0.04,222,0.2
18,Midland,Male,Others,,44,42,0.95,40,0.91,2,0.05,37,0.84,12,0.27,12,0.27,0,0,24,0.55,1,0.02,8,0.18
19,El Paso,Female,African American,,169,143,0.85,125,0.74,13,0.08,114,0.67,36,0.21,51,0.3,0,0,87,0.51,8,0.05,30,0.18
19,El Paso,Female,Hispanic,,5647,5302,0.94,4406,0.78,772,0.14,4356,0.77,1225,0.22,2222,0.39,0,0,3447,0.61,198,0.04,1259,0.22
19,El Paso,Female,White,,504,455,0.9,382,0.76,46,0.09,371,0.74,156,0.31,153,0.3,0,0,309,0.61,25,0.05,155,0.31
19,El Paso,Female,Others,,68,60,0.88,56,0.82,4,0.06,55,0.81,24,0.35,18,0.26,0,0,42,0.62,2,0.03,18,0.26
19,El Paso,Male,African American,,197,164,0.83,125,0.63,28,0.14,116,0.59,31,0.16,53,0.27,0,0,84,0.43,14,0.07,17,0.09
19,El Paso,Male,Hispanic,,5763,5358,0.93,4128,0.72,1156,0.2,4185,0.73,1110,0.19,2029,0.35,0,0,3139,0.54,266,0.05,802,0.14
19,El Paso,Male,White,,569,494,0.87,423,0.74,53,0.09,410,0.72,153,0.27,155,0.27,0,0,308,0.54,22,0.04,112,0.2
19,El Paso,Male,Others,,63,59,0.94,50,0.79,5,0.08,47,0.75,20,0.32,18,0.29,0,0,38,0.6,3,0.05,12,0.19
20,San Antonio,Female,African American,,980,874,0.89,693,0.71,148,0.15,643,0.66,193,0.2,330,0.34,0,0,523,0.53,66,0.07,159,0.16
20,San Antonio,Female,Hispanic,,8564,8101,0.95,6469,0.76,1475,0.17,6145,0.72,1318,0.15,3132,0.37,0,0,4450,0.52,299,0.03,1521,0.18
20,San Antonio,Female,White,,3427,3230,0.94,2926,0.85,214,0.06,2835,0.83,1187,0.35,1132,0.33,0,0,2319,0.68,137,0.04,1255,0.37
20,San Antonio,Female,Others,,224,206,0.92,190,0.85,12,0.05,182,0.81,98,0.44,64,0.29,0,0,162,0.72,10,0.04,101,0.45
20,San Antonio,Male,African American,,1054,933,0.89,683,0.65,220,0.21,649,0.62,190,0.18,310,0.29,0,0,500,0.47,46,0.04,120,0.11
20,San Antonio,Male,Hispanic,,9011,8465,0.94,6353,0.71,1929,0.21,6154,0.68,1068,0.12,2852,0.32,0,0,3920,0.44,280,0.03,1052,0.12
20,San Antonio,Male,White,,3655,3403,0.93,2949,0.81,370,0.1,2855,0.78,1095,0.3,1059,0.29,0,0,2154,0.59,131,0.04,956,0.26
20,San Antonio,Male,Others,,241,225,0.93,207,0.86,11,0.05,200,0.83,79,0.33,82,0.34,0,0,161,0.67,6,0.02,77,0.32
,,,African American,Not Economically Disadvantaged,17158,15867,0.92,13827,0.81,1804,0.11,13237,0.77,4862,0.28,6231,0.36,0,0,11093,0.65,898,0.05,3620,0.21
,,,Hispanic,Not Economically Disadvantaged,33570,31588,0.94,27074,0.81,4071,0.12,26325,0.78,7279,0.22,12945,0.39,0,0,20224,0.6,1216,0.04,7761,0.23
,,,White,Not Economically Disadvantaged,100406,95638,0.95,89092,0.89,4664,0.05,84720,0.84,31091,0.31,37907,0.38,0,0,68998,0.69,4050,0.04,34778,0.35
,,,Others,Not Economically Disadvantaged,7516,7091,0.94,6772,0.9,196,0.03,6495,0.86,3351,0.45,1857,0.25,0,0,5208,0.69,266,0.04,3281,0.44
,,,African American,Economically Disadvantaged,33513,29933,0.89,23071,0.69,6255,0.19,20955,0.63,5191,0.15,10927,0.33,0,0,16118,0.48,2006,0.06,3002,0.09
,,,Hispanic,Economically Disadvantaged,110630,103065,0.93,79776,0.72,21081,0.19,75794,0.69,12142,0.11,34135,0.31,0,0,46277,0.42,3226,0.03,13488,0.12
,,,White,Economically Disadvantaged,29320,26455,0.9,21390,0.73,3979,0.14,18884,0.64,2836,0.1,8783,0.3,0,0,11619,0.4,1198,0.04,3215,0.11
,,,Others,Economically Disadvantaged,3595,3300,0.92,2990,0.83,240,0.07,2852,0.79,1034,0.29,1298,0.36,0,0,2332,0.65,131,0.04,1178,0.33
