Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
12,Waco,Female,African American,,1063,970,0.91,767,0.72,164,0.15,688,0.65,149,0.14,495,0.47,1,0.00,645,0.61,107,0.10,151,0.14
12,Waco,Female,Hispanic,,955,850,0.89,697,0.73,129,0.14,591,0.62,69,0.07,374,0.39,1,0.00,444,0.46,55,0.06,134,0.14
12,Waco,Female,White,,2656,2483,0.93,2228,0.84,186,0.07,2010,0.76,547,0.21,1214,0.46,4,0.00,1765,0.66,157,0.06,825,0.31
12,Waco,Female,Others,,117,109,0.93,93,0.79,9,0.08,86,0.74,38,0.32,40,0.34,0,0.00,78,0.67,7,0.06,39,0.33
12,Waco,Male,African American,,1205,1068,0.89,771,0.64,268,0.22,709,0.59,119,0.10,447,0.37,1,0.00,567,0.47,91,0.08,110,0.09
12,Waco,Male,Hispanic,,1020,924,0.91,673,0.66,213,0.21,594,0.58,57,0.06,329,0.32,0,0.00,386,0.38,49,0.05,103,0.10
12,Waco,Male,White,,3027,2798,0.92,2408,0.80,305,0.10,2227,0.74,523,0.17,1202,0.40,0,0.00,1725,0.57,161,0.05,665,0.22
12,Waco,Male,Others,,88,75,0.85,64,0.73,12,0.14,58,0.66,25,0.28,26,0.30,0,0.00,51,0.58,7,0.08,22,0.25
13,Austin,Female,African American,,939,862,0.92,730,0.78,121,0.13,639,0.68,221,0.24,292,0.31,0,0.00,513,0.55,68,0.07,123,0.13
13,Austin,Female,Hispanic,,3371,3074,0.91,2519,0.75,500,0.15,2099,0.62,412,0.12,882,0.26,1,0.00,1295,0.38,153,0.05,344,0.10
13,Austin,Female,White,,5716,5406,0.95,4970,0.87,302,0.05,4600,0.80,2181,0.38,1623,0.28,8,0.00,3812,0.67,320,0.06,1997,0.35
13,Austin,Female,Others,,309,278,0.90,270,0.87,3,0.01,258,0.83,155,0.50,57,0.18,1,0.00,213,0.69,15,0.05,137,0.44
13,Austin,Male,African American,,985,894,0.91,682,0.69,200,0.20,599,0.61,158,0.16,265,0.27,1,0.00,424,0.43,55,0.06,64,0.06
13,Austin,Male,Hispanic,,3707,3391,0.91,2559,0.69,770,0.21,2164,0.58,369,0.10,756,0.20,0,0.00,1125,0.30,123,0.03,254,0.07
13,Austin,Male,White,,6001,5634,0.94,5054,0.84,467,0.08,4616,0.77,1804,0.30,1748,0.29,4,0.00,3556,0.59,295,0.05,1496,0.25
13,Austin,Male,Others,,271,250,0.92,231,0.85,16,0.06,219,0.81,117,0.43,54,0.20,0,0.00,171,0.63,9,0.03,89,0.33
14,Abilene,Female,African American,,97,89,0.92,72,0.74,14,0.14,62,0.64,13,0.13,24,0.25,0,0.00,37,0.38,2,0.02,8,0.08
14,Abilene,Female,Hispanic,,426,396,0.93,321,0.75,66,0.15,259,0.61,46,0.11,126,0.30,0,0.00,172,0.40,13,0.03,51,0.12
14,Abilene,Female,White,,1144,1093,0.96,1004,0.88,45,0.04,915,0.80,388,0.34,391,0.34,1,0.00,780,0.68,51,0.04,414,0.36
14,Abilene,Female,Others,,16,14,0.88,13,0.81,1,0.06,11,0.69,2,0.13,4,0.25,1,0.06,7,0.44,1,0.06,3,0.19
14,Abilene,Male,African American,,104,99,0.95,73,0.70,25,0.24,62,0.60,15,0.14,25,0.24,0,0.00,40,0.38,10,0.10,12,0.12
14,Abilene,Male,Hispanic,,474,436,0.92,333,0.70,99,0.21,294,0.62,33,0.07,120,0.25,0,0.00,153,0.32,13,0.03,42,0.09
14,Abilene,Male,White,,1224,1152,0.94,1027,0.84,107,0.09,919,0.75,338,0.28,376,0.31,0,0.00,714,0.58,53,0.04,311,0.25
14,Abilene,Male,Others,,23,22,0.96,18,0.78,3,0.13,13,0.57,8,0.35,3,0.13,0,0.00,11,0.48,2,0.09,4,0.17
15,San Angelo,Female,African American,,66,60,0.91,53,0.80,2,0.03,45,0.68,19,0.29,18,0.27,0,0.00,37,0.56,3,0.05,7,0.11
15,San Angelo,Female,Hispanic,,903,872,0.97,764,0.85,81,0.09,633,0.70,152,0.17,270,0.30,0,0.00,422,0.47,30,0.03,129,0.14
15,San Angelo,Female,White,,868,826,0.95,764,0.88,37,0.04,680,0.78,358,0.41,202,0.23,0,0.00,560,0.65,45,0.05,305,0.35
15,San Angelo,Female,Others,,12,12,1.00,11,0.92,0,0.00,11,0.92,8,0.67,1,0.08,0,0.00,9,0.75,0,0.00,6,0.50
15,San Angelo,Male,African American,,72,67,0.93,57,0.79,7,0.10,42,0.58,18,0.25,15,0.21,0,0.00,33,0.46,5,0.07,5,0.07
15,San Angelo,Male,Hispanic,,962,892,0.93,750,0.78,143,0.15,587,0.61,122,0.13,200,0.21,0,0.00,322,0.33,19,0.02,85,0.09
15,San Angelo,Male,White,,1028,964,0.94,872,0.85,60,0.06,782,0.76,368,0.36,202,0.20,0,0.00,570,0.55,26,0.03,211,0.21
15,San Angelo,Male,Others,,12,11,0.92,11,0.92,0,0.00,7,0.58,6,0.50,1,0.08,0,0.00,7,0.58,0,0.00,3,0.25
16,Amarillo,Female,African American,,178,163,0.92,135,0.76,26,0.15,103,0.58,21,0.12,58,0.33,0,0.00,79,0.44,14,0.08,19,0.11
16,Amarillo,Female,Hispanic,,994,918,0.92,792,0.80,84,0.08,631,0.63,108,0.11,349,0.35,0,0.00,457,0.46,67,0.07,132,0.13
16,Amarillo,Female,White,,1693,1611,0.95,1482,0.88,81,0.05,1333,0.79,466,0.28,714,0.42,1,0.00,1181,0.70,106,0.06,577,0.34
16,Amarillo,Female,Others,,49,45,0.92,41,0.84,5,0.10,37,0.76,14,0.29,18,0.37,0,0.00,32,0.65,4,0.08,20,0.41
16,Amarillo,Male,African American,,161,141,0.88,114,0.71,27,0.17,88,0.55,20,0.12,47,0.29,0,0.00,67,0.42,14,0.09,7,0.04
16,Amarillo,Male,Hispanic,,1066,982,0.92,779,0.73,164,0.15,643,0.60,91,0.09,256,0.24,0,0.00,347,0.33,39,0.04,93,0.09
16,Amarillo,Male,White,,1771,1660,0.94,1513,0.85,108,0.06,1368,0.77,395,0.22,627,0.35,1,0.00,1023,0.58,65,0.04,412,0.23
16,Amarillo,Male,Others,,51,47,0.92,45,0.88,3,0.06,39,0.76,12,0.24,19,0.37,0,0.00,31,0.61,0,0.00,15,0.29
17,Lubbock,Female,African American,,231,222,0.96,204,0.88,13,0.06,175,0.76,31,0.13,67,0.29,0,0.00,98,0.42,3,0.01,26,0.11
17,Lubbock,Female,Hispanic,,1308,1247,0.95,1147,0.88,64,0.05,937,0.72,116,0.09,404,0.31,0,0.00,520,0.40,28,0.02,117,0.09
17,Lubbock,Female,White,,1159,1118,0.96,1079,0.93,19,0.02,985,0.85,384,0.33,416,0.36,1,0.00,801,0.69,41,0.04,431,0.37
17,Lubbock,Female,Others,,23,20,0.87,21,0.91,0,0.00,21,0.91,14,0.61,4,0.17,0,0.00,18,0.78,0,0.00,11,0.48
17,Lubbock,Male,African American,,247,230,0.93,192,0.78,27,0.11,144,0.58,26,0.11,52,0.21,0,0.00,78,0.32,8,0.03,13,0.05
17,Lubbock,Male,Hispanic,,1381,1303,0.94,1146,0.83,124,0.09,932,0.67,109,0.08,323,0.23,0,0.00,432,0.31,22,0.02,100,0.07
17,Lubbock,Male,White,,1355,1294,0.95,1206,0.89,55,0.04,1108,0.82,362,0.27,444,0.33,0,0.00,806,0.59,30,0.02,340,0.25
17,Lubbock,Male,Others,,32,28,0.88,27,0.84,1,0.03,22,0.69,9,0.28,7,0.22,0,0.00,16,0.50,0,0.00,10,0.31
18,Midland,Female,African American,,129,123,0.95,104,0.81,17,0.13,85,0.66,21,0.16,43,0.33,0,0.00,64,0.50,9,0.07,10,0.08
18,Midland,Female,Hispanic,,1469,1384,0.94,1209,0.82,135,0.09,939,0.64,165,0.11,506,0.34,0,0.00,671,0.46,78,0.05,183,0.12
18,Midland,Female,White,,1238,1184,0.96,1101,0.89,52,0.04,942,0.76,318,0.26,436,0.35,2,0.00,756,0.61,63,0.05,365,0.29
18,Midland,Female,Others,,35,33,0.94,27,0.77,2,0.06,24,0.69,8,0.23,8,0.23,0,0.00,16,0.46,0,0.00,11,0.31
18,Midland,Male,African American,,172,159,0.92,129,0.75,31,0.18,93,0.54,11,0.06,40,0.23,0,0.00,51,0.30,5,0.03,11,0.06
18,Midland,Male,Hispanic,,1532,1423,0.93,1228,0.80,192,0.13,879,0.57,130,0.08,369,0.24,0,0.00,499,0.33,54,0.04,129,0.08
18,Midland,Male,White,,1279,1209,0.95,1112,0.87,74,0.06,928,0.73,243,0.19,427,0.33,0,0.00,670,0.52,50,0.04,295,0.23
18,Midland,Male,Others,,32,30,0.94,26,0.81,4,0.13,23,0.72,10,0.31,10,0.31,0,0.00,20,0.63,5,0.16,11,0.34
19,El Paso,Female,African American,,164,140,0.85,120,0.73,17,0.10,96,0.59,35,0.21,44,0.27,0,0.00,79,0.48,7,0.04,28,0.17
19,El Paso,Female,Hispanic,,4890,4576,0.94,3784,0.77,694,0.14,3389,0.69,983,0.20,1740,0.36,12,0.00,2735,0.56,262,0.05,927,0.19
19,El Paso,Female,White,,564,505,0.90,443,0.79,33,0.06,393,0.70,161,0.29,159,0.28,2,0.00,322,0.57,33,0.06,131,0.23
19,El Paso,Female,Others,,63,56,0.89,50,0.79,5,0.08,45,0.71,20,0.32,15,0.24,0,0.00,35,0.56,3,0.05,20,0.32
19,El Paso,Male,African American,,175,138,0.79,100,0.57,38,0.22,93,0.53,32,0.18,41,0.23,0,0.00,73,0.42,11,0.06,18,0.10
19,El Paso,Male,Hispanic,,5122,4762,0.93,3726,0.73,957,0.19,3367,0.66,895,0.17,1672,0.33,1,0.00,2568,0.50,279,0.05,600,0.12
19,El Paso,Male,White,,633,550,0.87,483,0.76,69,0.11,419,0.66,173,0.27,184,0.29,0,0.00,357,0.56,48,0.08,114,0.18
19,El Paso,Male,Others,,49,45,0.92,40,0.82,6,0.12,38,0.78,12,0.24,12,0.24,0,0.00,24,0.49,2,0.04,10,0.20
20,San Antonio,Female,African American,,912,840,0.92,722,0.79,110,0.12,602,0.66,167,0.18,335,0.37,0,0.00,502,0.55,64,0.07,141,0.15
20,San Antonio,Female,Hispanic,,7627,7153,0.94,5888,0.77,1071,0.14,4899,0.64,1034,0.14,2704,0.35,2,0.00,3740,0.49,394,0.05,1069,0.14
20,San Antonio,Female,White,,3550,3322,0.94,3012,0.85,208,0.06,2765,0.78,1233,0.35,1156,0.33,7,0.00,2396,0.67,197,0.06,1189,0.33
20,San Antonio,Female,Others,,203,184,0.91,165,0.81,8,0.04,152,0.75,73,0.36,63,0.31,0,0.00,136,0.67,10,0.05,76,0.37
20,San Antonio,Male,African American,,925,824,0.89,653,0.71,147,0.16,534,0.58,115,0.12,287,0.31,0,0.00,402,0.43,58,0.06,67,0.07
20,San Antonio,Male,Hispanic,,8048,7486,0.93,5726,0.71,1588,0.20,4879,0.61,733,0.09,2409,0.30,1,0.00,3143,0.39,285,0.04,694,0.09
20,San Antonio,Male,White,,3814,3559,0.93,3177,0.83,301,0.08,2897,0.76,1113,0.29,1143,0.30,2,0.00,2258,0.59,169,0.04,956,0.25
20,San Antonio,Male,Others,,191,173,0.91,153,0.80,15,0.08,144,0.75,54,0.28,63,0.33,0,0.00,117,0.61,7,0.04,46,0.24
,,,Am. Indian,Not Economically Disadvantaged,569,514,0.90,442,0.78,56,0.10,400,0.70,103,0.18,195,0.34,1,0.00,299,0.53,25,0.04,110,0.19
,,,Asian,Not Economically Disadvantaged,6194,5833,0.94,5534,0.89,161,0.03,5202,0.84,2827,0.46,1522,0.25,7,0.00,4356,0.70,272,0.04,2622,0.42
,,,African American,Not Economically Disadvantaged,17510,16305,0.93,13966,0.80,2150,0.12,12694,0.73,4601,0.26,5759,0.33,6,0.00,10366,0.59,1164,0.07,2963,0.17
,,,Hispanic,Not Economically Disadvantaged,31418,29207,0.93,24438,0.78,4241,0.14,22271,0.71,6002,0.19,11195,0.36,8,0.00,17205,0.55,1538,0.05,5833,0.19
,,,White,Not Economically Disadvantaged,110256,104470,0.95,95764,0.87,6452,0.06,88499,0.80,33078,0.30,40972,0.37,89,0.00,74139,0.67,5655,0.05,35461,0.32
,,,Am. Indian,Economically Disadvantaged,334,281,0.84,205,0.61,63,0.19,165,0.49,26,0.08,86,0.26,0,0.00,112,0.34,24,0.07,21,0.06
,,,Asian,Economically Disadvantaged,2515,2370,0.94,2160,0.86,152,0.06,1959,0.78,723,0.29,914,0.36,1,0.00,1638,0.65,138,0.05,811,0.32
,,,African American,Economically Disadvantaged,26941,24767,0.92,18866,0.70,5676,0.21,15962,0.59,3820,0.14,7392,0.27,7,0.00,11219,0.42,1724,0.06,2021,0.08
,,,Hispanic,Economically Disadvantaged,90152,83179,0.92,63004,0.70,18168,0.20,52975,0.59,7910,0.09,24437,0.27,22,0.00,32369,0.36,3696,0.04,8278,0.09
,,,White,Economically Disadvantaged,24813,22309,0.90,17485,0.71,3810,0.15,14432,0.58,2024,0.08,6635,0.27,11,0.00,8670,0.35,1178,0.05,2110,0.09
