Region Code,TEA Region,County Code,County Name,Gender,8th Grade (FY 2006),Enrolled in 9th Grade (FY 2007),% Enrolled in 9th Grade (FY 2007),Enrolled in 10th Grade(FY 2008),% Enrolled in 10th Grade (FY 2008),Enrolled in <10th Grade (FY 2008),% Enrolled in <10th Grade (FY 2008),High School Graduate FY 2009-2011,% High School Graduate FY 2009-2011,Enrolled TX 4-year,% Enrolled TX 4-year,Enrolled TX 2-year,% Enrolled TX 2-year,Enrolled in Higher Education,% Enrolled in Higher Education,No Public HS Grad Record Enrolled in Higher Ed,% No Public HS Grad Record Enrolled in Higher Ed,Higher Ed Degree or Certificate Texas,% Higher Ed Degree or Certificate Texas
9,Wichita Falls,12,BAYLOR,Male,21,19,0.90,17,0.81,1,0.05,13,0.62,5,0.24,6,0.29,11,0.52,0,0.00,4,0.19
9,Wichita Falls,39,CLAY,Female,64,61,0.95,58,0.91,1,0.02,54,0.84,16,0.25,25,0.39,41,0.64,2,0.03,15,0.23
9,Wichita Falls,39,CLAY,Male,86,83,0.97,77,0.90,6,0.07,68,0.79,27,0.31,21,0.24,48,0.56,1,0.01,22,0.26
9,Wichita Falls,78,FOARD,Female,14,14,1.00,14,1.00,0,0.00,11,0.79,5,0.36,1,0.07,6,0.43,1,0.07,5,0.36
9,Wichita Falls,78,FOARD,Male,10,9,0.90,9,0.90,0,0.00,9,0.90,2,0.20,4,0.40,6,0.60,0,0.00,1,0.10
9,Wichita Falls,99,HARDEMAN,Female,29,27,0.93,26,0.90,1,0.03,26,0.90,6,0.21,12,0.41,18,0.62,0,0.00,10,0.34
9,Wichita Falls,99,HARDEMAN,Male,23,21,0.91,21,0.91,1,0.04,21,0.91,4,0.17,7,0.30,11,0.48,0,0.00,4,0.17
9,Wichita Falls,119,JACK,Female,69,64,0.93,59,0.86,3,0.04,57,0.83,18,0.26,23,0.33,41,0.59,1,0.01,17,0.25
9,Wichita Falls,119,JACK,Male,65,62,0.95,51,0.78,7,0.11,51,0.78,14,0.22,18,0.28,32,0.49,1,0.02,9,0.14
9,Wichita Falls,138,KNOX,Female,30,30,1.00,30,1.00,0,0.00,28,0.93,2,0.07,15,0.50,17,0.57,0,0.00,6,0.20
9,Wichita Falls,138,KNOX,Male,31,29,0.94,27,0.87,3,0.10,27,0.87,4,0.13,15,0.48,19,0.61,0,0.00,4,0.13
9,Wichita Falls,169,MONTAGUE,Female,133,127,0.95,123,0.92,3,0.02,105,0.79,37,0.28,43,0.32,80,0.60,4,0.03,41,0.31
9,Wichita Falls,169,MONTAGUE,Male,122,115,0.94,114,0.93,3,0.02,103,0.84,24,0.20,32,0.26,56,0.46,4,0.03,16,0.13
9,Wichita Falls,224,THROCKMORTON,Female,8,8,1.00,8,1.00,0,0.00,8,1.00,3,0.38,4,0.50,7,0.88,0,0.00,3,0.38
9,Wichita Falls,224,THROCKMORTON,Male,16,14,0.88,14,0.88,1,0.06,14,0.88,7,0.44,3,0.19,10,0.63,0,0.00,5,0.31
9,Wichita Falls,243,WICHITA,Female,807,746,0.92,660,0.82,48,0.06,613,0.76,200,0.25,227,0.28,427,0.53,28,0.03,165,0.20
9,Wichita Falls,243,WICHITA,Male,837,784,0.94,687,0.82,63,0.08,627,0.75,193,0.23,152,0.18,345,0.41,22,0.03,124,0.15
9,Wichita Falls,244,WILBARGER,Female,87,83,0.95,74,0.85,6,0.07,69,0.79,16,0.18,38,0.44,54,0.62,3,0.03,27,0.31
9,Wichita Falls,244,WILBARGER,Male,107,97,0.91,87,0.81,10,0.09,81,0.76,21,0.20,23,0.22,44,0.41,4,0.04,18,0.17
9,Wichita Falls,252,YOUNG,Female,109,108,0.99,100,0.92,3,0.03,92,0.84,41,0.38,29,0.27,70,0.64,1,0.01,44,0.40
9,Wichita Falls,252,YOUNG,Male,126,121,0.96,106,0.84,11,0.09,99,0.79,38,0.30,33,0.26,71,0.56,2,0.02,33,0.26
10,Richardson,43,COLLIN,Female,4605,4362,0.95,4073,0.88,171,0.04,3877,0.84,1278,0.28,1659,0.36,2937,0.64,178,0.04,1504,0.33
10,Richardson,43,COLLIN,Male,4955,4644,0.94,4213,0.85,312,0.06,4025,0.81,1123,0.23,1813,0.37,2936,0.59,201,0.04,1257,0.25
10,Richardson,57,DALLAS,Female,15954,14879,0.93,12583,0.79,1949,0.12,11754,0.74,3119,0.20,5268,0.33,8387,0.53,629,0.04,3110,0.19
10,Richardson,57,DALLAS,Male,16195,14757,0.91,11536,0.71,3028,0.19,10945,0.68,2441,0.15,4773,0.29,7214,0.45,670,0.04,2189,0.14
10,Richardson,70,ELLIS,Female,1106,1073,0.97,939,0.85,85,0.08,882,0.80,236,0.21,497,0.45,733,0.66,54,0.05,341,0.31
10,Richardson,70,ELLIS,Male,1175,1110,0.94,949,0.81,153,0.13,921,0.78,194,0.17,460,0.39,654,0.56,44,0.04,246,0.21
10,Richardson,74,FANNIN,Female,209,193,0.92,192,0.92,6,0.03,165,0.79,34,0.16,98,0.47,132,0.63,8,0.04,55,0.26
10,Richardson,74,FANNIN,Male,251,236,0.94,219,0.87,14,0.06,196,0.78,32,0.13,90,0.36,122,0.49,9,0.04,42,0.17
10,Richardson,91,GRAYSON,Female,794,762,0.96,679,0.86,56,0.07,606,0.76,136,0.17,357,0.45,493,0.62,44,0.06,213,0.27
10,Richardson,91,GRAYSON,Male,927,880,0.95,783,0.84,77,0.08,719,0.78,122,0.13,358,0.39,480,0.52,30,0.03,156,0.17
10,Richardson,116,HUNT,Female,547,517,0.95,454,0.83,50,0.09,403,0.74,107,0.20,189,0.35,296,0.54,23,0.04,139,0.25
10,Richardson,116,HUNT,Male,577,541,0.94,430,0.75,98,0.17,412,0.71,96,0.17,157,0.27,253,0.44,16,0.03,78,0.14
10,Richardson,129,KAUFMAN,Female,795,759,0.95,693,0.87,48,0.06,637,0.80,146,0.18,353,0.44,499,0.63,33,0.04,218,0.27
10,Richardson,129,KAUFMAN,Male,829,788,0.95,673,0.81,107,0.13,657,0.79,133,0.16,287,0.35,420,0.51,22,0.03,149,0.18
10,Richardson,199,ROCKWALL,Female,518,493,0.95,465,0.90,18,0.03,434,0.84,140,0.27,203,0.39,343,0.66,20,0.04,164,0.32
10,Richardson,199,ROCKWALL,Male,556,534,0.96,503,0.90,24,0.04,465,0.84,112,0.20,216,0.39,328,0.59,19,0.03,119,0.21
10,Richardson,234,VAN ZANDT,Female,192,182,0.95,161,0.84,14,0.07,150,0.78,23,0.12,91,0.47,114,0.59,6,0.03,58,0.30
10,Richardson,234,VAN ZANDT,Male,188,178,0.95,144,0.77,27,0.14,137,0.73,31,0.16,56,0.30,87,0.46,4,0.02,34,0.18
11,Fort Worth,49,COOKE,Female,232,218,0.94,192,0.83,20,0.09,180,0.78,40,0.17,84,0.36,124,0.53,7,0.03,56,0.24
11,Fort Worth,49,COOKE,Male,241,233,0.97,207,0.86,16,0.07,186,0.77,29,0.12,87,0.36,116,0.48,5,0.02,40,0.17
11,Fort Worth,61,DENTON,Female,3352,3158,0.94,2815,0.84,292,0.09,2721,0.81,889,0.27,1167,0.35,2056,0.61,127,0.04,971,0.29
11,Fort Worth,61,DENTON,Male,3601,3368,0.94,2897,0.80,434,0.12,2854,0.79,793,0.22,1215,0.34,2008,0.56,129,0.04,768,0.21
11,Fort Worth,72,ERATH,Female,208,204,0.98,191,0.92,9,0.04,178,0.86,78,0.38,58,0.28,136,0.65,5,0.02,64,0.31
11,Fort Worth,72,ERATH,Male,213,197,0.92,173,0.81,21,0.10,156,0.73,63,0.30,37,0.17,100,0.47,4,0.02,43,0.20
11,Fort Worth,111,HOOD,Female,311,287,0.92,265,0.85,11,0.04,240,0.77,66,0.21,99,0.32,165,0.53,11,0.04,75,0.24
11,Fort Worth,111,HOOD,Male,315,304,0.97,284,0.90,12,0.04,257,0.82,89,0.28,86,0.27,175,0.56,6,0.02,77,0.24
11,Fort Worth,126,JOHNSON,Female,1088,1026,0.94,920,0.85,86,0.08,857,0.79,213,0.20,425,0.39,638,0.59,44,0.04,303,0.28
11,Fort Worth,126,JOHNSON,Male,1074,1003,0.93,865,0.81,133,0.12,810,0.75,176,0.16,342,0.32,518,0.48,35,0.03,180,0.17
11,Fort Worth,182,PALO PINTO,Female,169,160,0.95,143,0.85,8,0.05,130,0.77,32,0.19,62,0.37,94,0.56,7,0.04,50,0.30
11,Fort Worth,182,PALO PINTO,Male,202,189,0.94,156,0.77,16,0.08,144,0.71,25,0.12,55,0.27,80,0.40,1,0.01,33,0.16
11,Fort Worth,184,PARKER,Female,715,682,0.95,630,0.88,24,0.03,561,0.78,163,0.23,289,0.40,452,0.63,41,0.06,233,0.33
11,Fort Worth,184,PARKER,Male,783,726,0.93,649,0.83,70,0.09,603,0.77,153,0.20,276,0.35,429,0.55,32,0.04,178,0.23
11,Fort Worth,213,SOMERVELL,Female,64,64,1.00,61,0.95,3,0.05,55,0.86,24,0.38,13,0.20,37,0.58,1,0.02,20,0.31
11,Fort Worth,213,SOMERVELL,Male,60,55,0.92,51,0.85,4,0.07,50,0.83,17,0.28,10,0.17,27,0.45,0,0.00,14,0.23
11,Fort Worth,220,TARRANT,Female,11360,10569,0.93,9206,0.81,1120,0.10,8543,0.75,2606,0.23,3992,0.35,6598,0.58,507,0.04,2892,0.25
11,Fort Worth,220,TARRANT,Male,11799,10887,0.92,8749,0.74,1837,0.16,8178,0.69,2101,0.18,3859,0.33,5960,0.51,555,0.05,1991,0.17
11,Fort Worth,249,WISE,Female,333,308,0.92,289,0.87,13,0.04,269,0.81,77,0.23,120,0.36,197,0.59,5,0.02,88,0.26
11,Fort Worth,249,WISE,Male,342,323,0.94,296,0.87,22,0.06,276,0.81,52,0.15,115,0.34,167,0.49,5,0.01,65,0.19
12,Waco,14,BELL,Female,1941,1761,0.91,1418,0.73,253,0.13,1331,0.69,331,0.17,749,0.39,1080,0.56,108,0.06,394,0.20
12,Waco,14,BELL,Male,2058,1821,0.88,1391,0.68,371,0.18,1386,0.67,310,0.15,675,0.33,985,0.48,99,0.05,294,0.14
12,Waco,18,BOSQUE,Female,146,142,0.97,132,0.90,2,0.01,129,0.88,36,0.25,74,0.51,110,0.75,4,0.03,53,0.36
12,Waco,18,BOSQUE,Male,112,106,0.95,99,0.88,3,0.03,95,0.85,17,0.15,48,0.43,65,0.58,3,0.03,25,0.22
12,Waco,50,CORYELL,Female,432,381,0.88,330,0.76,45,0.10,303,0.70,84,0.19,163,0.38,247,0.57,21,0.05,104,0.24
12,Waco,50,CORYELL,Male,414,376,0.91,322,0.78,51,0.12,315,0.76,69,0.17,137,0.33,206,0.50,10,0.02,67,0.16
12,Waco,73,FALLS,Female,106,101,0.95,90,0.85,5,0.05,80,0.75,22,0.21,46,0.43,68,0.64,5,0.05,28,0.26
12,Waco,73,FALLS,Male,113,104,0.92,82,0.73,21,0.19,74,0.65,14,0.12,36,0.32,50,0.44,4,0.04,21,0.19
12,Waco,81,FREESTONE,Female,133,128,0.96,117,0.88,5,0.04,111,0.83,31,0.23,68,0.51,99,0.74,4,0.03,49,0.37
12,Waco,81,FREESTONE,Male,148,136,0.92,120,0.81,10,0.07,109,0.74,18,0.12,59,0.40,77,0.52,4,0.03,30,0.20
12,Waco,97,HAMILTON,Female,80,78,0.98,76,0.95,3,0.04,66,0.83,29,0.36,24,0.30,53,0.66,4,0.05,19,0.24
12,Waco,97,HAMILTON,Male,63,60,0.95,58,0.92,3,0.05,53,0.84,22,0.35,15,0.24,37,0.59,1,0.02,15,0.24
12,Waco,109,HILL,Female,207,202,0.98,180,0.87,12,0.06,168,0.81,36,0.17,106,0.51,142,0.69,12,0.06,65,0.31
12,Waco,109,HILL,Male,242,230,0.95,208,0.86,14,0.06,191,0.79,30,0.12,112,0.46,142,0.59,7,0.03,45,0.19
12,Waco,141,LAMPASAS,Female,132,120,0.91,109,0.83,5,0.04,100,0.76,33,0.25,33,0.25,66,0.50,5,0.04,24,0.18
12,Waco,141,LAMPASAS,Male,179,167,0.93,147,0.82,17,0.10,132,0.74,25,0.14,53,0.30,78,0.44,7,0.04,25,0.14
12,Waco,147,LIMESTONE,Female,154,149,0.97,127,0.82,14,0.09,110,0.71,26,0.17,75,0.49,101,0.66,8,0.05,43,0.28
12,Waco,147,LIMESTONE,Male,160,155,0.97,137,0.86,12,0.08,118,0.74,21,0.13,69,0.43,90,0.56,8,0.05,33,0.21
12,Waco,161,MCLENNAN,Female,1482,1377,0.93,1233,0.83,145,0.10,1157,0.78,247,0.17,779,0.53,1026,0.69,81,0.05,450,0.30
12,Waco,161,MCLENNAN,Male,1533,1408,0.92,1219,0.80,188,0.12,1129,0.74,195,0.13,707,0.46,902,0.59,79,0.05,338,0.22
12,Waco,167,MILLS,Female,26,26,1.00,24,0.92,2,0.08,25,0.96,8,0.31,9,0.35,17,0.65,0,0.00,8,0.31
12,Waco,167,MILLS,Male,43,42,0.98,36,0.84,5,0.12,31,0.72,9,0.21,14,0.33,23,0.53,2,0.05,10,0.23
12,Waco,175,NAVARRO,Female,311,297,0.96,264,0.85,23,0.07,231,0.74,31,0.10,183,0.59,214,0.69,30,0.10,86,0.28
12,Waco,175,NAVARRO,Male,359,334,0.93,289,0.81,37,0.10,248,0.69,29,0.08,173,0.48,202,0.56,22,0.06,67,0.19
13,Austin,11,BASTROP,Female,509,482,0.95,415,0.82,61,0.12,410,0.81,106,0.21,161,0.32,267,0.52,12,0.02,88,0.17
13,Austin,11,BASTROP,Male,540,505,0.94,408,0.76,89,0.16,417,0.77,84,0.16,149,0.28,233,0.43,11,0.02,63,0.12
13,Austin,14,BELL,Female,16,16,1.00,14,0.88,1,0.06,11,0.69,5,0.31,4,0.25,9,0.56,0,0.00,3,0.19
13,Austin,14,BELL,Male,14,12,0.86,9,0.64,2,0.14,9,0.64,3,0.21,2,0.14,5,0.36,0,0.00,0,0.00
13,Austin,16,BLANCO,Female,49,49,1.00,42,0.86,2,0.04,39,0.80,21,0.43,10,0.20,31,0.63,2,0.04,12,0.24
13,Austin,16,BLANCO,Male,71,67,0.94,58,0.82,6,0.08,57,0.80,12,0.17,23,0.32,35,0.49,4,0.06,13,0.18
13,Austin,27,BURNET,Female,240,225,0.94,203,0.85,18,0.08,189,0.79,50,0.21,74,0.31,124,0.52,5,0.02,61,0.25
13,Austin,27,BURNET,Male,268,257,0.96,225,0.84,30,0.11,220,0.82,61,0.23,63,0.24,124,0.46,6,0.02,44,0.16
13,Austin,28,CALDWELL,Female,223,214,0.96,205,0.92,5,0.02,188,0.84,56,0.25,59,0.26,115,0.52,3,0.01,45,0.20
13,Austin,28,CALDWELL,Male,243,237,0.98,208,0.86,19,0.08,193,0.79,57,0.23,37,0.15,94,0.39,0,0.00,29,0.12
13,Austin,46,COMAL,Female,787,730,0.93,648,0.82,58,0.07,606,0.77,220,0.28,232,0.29,452,0.57,34,0.04,218,0.28
13,Austin,46,COMAL,Male,864,819,0.95,713,0.83,94,0.11,685,0.79,235,0.27,224,0.26,459,0.53,17,0.02,218,0.25
13,Austin,75,FAYETTE,Female,137,133,0.97,120,0.88,9,0.07,115,0.84,25,0.18,61,0.45,86,0.63,2,0.01,52,0.38
13,Austin,75,FAYETTE,Male,172,160,0.93,143,0.83,19,0.11,139,0.81,23,0.13,77,0.45,100,0.58,1,0.01,46,0.27
13,Austin,86,GILLESPIE,Female,143,136,0.95,126,0.88,5,0.04,126,0.88,52,0.36,28,0.20,80,0.56,1,0.01,44,0.31
13,Austin,86,GILLESPIE,Male,135,130,0.96,123,0.91,6,0.04,119,0.88,30,0.22,34,0.25,64,0.47,1,0.01,23,0.17
13,Austin,89,GONZALES,Female,134,129,0.96,117,0.87,10,0.07,98,0.73,26,0.19,35,0.26,61,0.46,3,0.02,26,0.19
13,Austin,89,GONZALES,Male,133,128,0.96,105,0.79,22,0.17,93,0.70,22,0.17,25,0.19,47,0.35,3,0.02,19,0.14
13,Austin,94,GUADALUPE,Female,768,715,0.93,610,0.79,86,0.11,599,0.78,195,0.25,228,0.30,423,0.55,21,0.03,197,0.26
13,Austin,94,GUADALUPE,Male,710,658,0.93,547,0.77,113,0.16,549,0.77,145,0.20,179,0.25,324,0.46,16,0.02,114,0.16
13,Austin,105,HAYS,Female,834,793,0.95,713,0.85,74,0.09,664,0.80,258,0.31,226,0.27,484,0.58,21,0.03,209,0.25
13,Austin,105,HAYS,Male,916,884,0.97,749,0.82,124,0.14,738,0.81,242,0.26,235,0.26,477,0.52,18,0.02,151,0.16
13,Austin,130,KENDALL,Female,48,46,0.96,45,0.94,1,0.02,42,0.88,16,0.33,10,0.21,26,0.54,0,0.00,14,0.29
13,Austin,130,KENDALL,Male,49,46,0.94,40,0.82,5,0.10,37,0.76,17,0.35,12,0.24,29,0.59,2,0.04,14,0.29
13,Austin,144,LEE,Female,94,89,0.95,75,0.80,14,0.15,74,0.79,20,0.21,29,0.31,49,0.52,2,0.02,23,0.24
13,Austin,144,LEE,Male,100,93,0.93,85,0.85,9,0.09,77,0.77,16,0.16,41,0.41,57,0.57,5,0.05,17,0.17
13,Austin,150,LLANO,Female,75,69,0.92,61,0.81,4,0.05,57,0.76,25,0.33,14,0.19,39,0.52,1,0.01,17,0.23
13,Austin,150,LLANO,Male,61,57,0.93,47,0.77,10,0.16,48,0.79,17,0.28,15,0.25,32,0.52,0,0.00,11,0.18
13,Austin,166,MILAM,Female,21,20,0.95,20,0.95,0,0.00,20,0.95,6,0.29,10,0.48,16,0.76,1,0.05,6,0.29
13,Austin,166,MILAM,Male,24,22,0.92,22,0.92,1,0.04,21,0.88,3,0.13,9,0.38,12,0.50,0,0.00,4,0.17
13,Austin,227,TRAVIS,Female,4320,4022,0.93,3449,0.80,462,0.11,3169,0.73,1083,0.25,1191,0.28,2274,0.53,166,0.04,940,0.22
13,Austin,227,TRAVIS,Male,4727,4346,0.92,3546,0.75,689,0.15,3299,0.70,1011,0.21,1252,0.26,2263,0.48,176,0.04,765,0.16
13,Austin,246,WILLIAMSON,Female,2920,2799,0.96,2547,0.87,182,0.06,2442,0.84,955,0.33,924,0.32,1879,0.64,81,0.03,961,0.33
13,Austin,246,WILLIAMSON,Male,3034,2902,0.96,2592,0.85,255,0.08,2489,0.82,872,0.29,953,0.31,1825,0.60,93,0.03,791,0.26
14,Abilene,30,CALLAHAN,Female,114,107,0.94,102,0.89,2,0.02,89,0.78,38,0.33,42,0.37,80,0.70,5,0.04,41,0.36
14,Abilene,30,CALLAHAN,Male,106,98,0.92,92,0.87,10,0.09,82,0.77,27,0.25,28,0.26,55,0.52,3,0.03,28,0.26
14,Abilene,47,COMANCHE,Female,94,88,0.94,80,0.85,5,0.05,71,0.76,29,0.31,25,0.27,54,0.57,4,0.04,23,0.24
14,Abilene,47,COMANCHE,Male,99,95,0.96,82,0.83,10,0.10,75,0.76,23,0.23,27,0.27,50,0.51,2,0.02,15,0.15
14,Abilene,67,EASTLAND,Female,115,112,0.97,107,0.93,1,0.01,92,0.80,34,0.30,50,0.43,84,0.73,3,0.03,44,0.38
14,Abilene,67,EASTLAND,Male,123,120,0.98,111,0.90,6,0.05,101,0.82,23,0.19,46,0.37,69,0.56,3,0.02,27,0.22
14,Abilene,76,FISHER,Female,27,27,1.00,25,0.93,0,0.00,21,0.78,9,0.33,8,0.30,17,0.63,1,0.04,8,0.30
14,Abilene,76,FISHER,Male,31,30,0.97,29,0.94,0,0.00,22,0.71,4,0.13,9,0.29,13,0.42,0,0.00,5,0.16
14,Abilene,104,HASKELL,Female,36,36,1.00,34,0.94,1,0.03,30,0.83,16,0.44,9,0.25,25,0.69,0,0.00,9,0.25
14,Abilene,104,HASKELL,Male,29,25,0.86,22,0.76,1,0.03,25,0.86,7,0.24,3,0.10,10,0.34,0,0.00,8,0.28
14,Abilene,127,JONES,Female,112,107,0.96,103,0.92,2,0.02,93,0.83,36,0.32,37,0.33,73,0.65,1,0.01,33,0.29
14,Abilene,127,JONES,Male,110,105,0.95,101,0.92,4,0.04,92,0.84,32,0.29,22,0.20,54,0.49,0,0.00,25,0.23
14,Abilene,168,MITCHELL,Female,58,54,0.93,51,0.88,2,0.03,40,0.69,11,0.19,17,0.29,28,0.48,3,0.05,12,0.21
14,Abilene,168,MITCHELL,Male,50,48,0.96,42,0.84,5,0.10,41,0.82,6,0.12,15,0.30,21,0.42,1,0.02,11,0.22
14,Abilene,177,NOLAN,Female,114,109,0.96,93,0.82,14,0.12,89,0.78,29,0.25,31,0.27,60,0.53,1,0.01,29,0.25
14,Abilene,177,NOLAN,Male,121,116,0.96,96,0.79,19,0.16,87,0.72,32,0.26,29,0.24,61,0.50,3,0.02,32,0.26
14,Abilene,208,SCURRY,Female,125,123,0.98,114,0.91,10,0.08,102,0.82,10,0.08,76,0.61,86,0.69,4,0.03,34,0.27
14,Abilene,208,SCURRY,Male,129,121,0.94,101,0.78,20,0.16,96,0.74,8,0.06,57,0.44,65,0.50,0,0.00,32,0.25
14,Abilene,209,SHACKELFORD,Female,,,,,,,,,,,,,,,,,,,
14,Abilene,209,SHACKELFORD,Male,,,,,,,,,,,,,,,,,,,
14,Abilene,215,STEPHENS,Female,72,69,0.96,65,0.90,2,0.03,59,0.82,9,0.13,39,0.54,48,0.67,4,0.06,19,0.26
14,Abilene,215,STEPHENS,Male,64,64,1.00,54,0.84,6,0.09,47,0.73,18,0.28,13,0.20,31,0.48,2,0.03,10,0.16
14,Abilene,217,STONEWALL,Female,,,,,,,,,,,,,,,,,,,
14,Abilene,217,STONEWALL,Male,,,,,,,,,,,,,,,,,,,
14,Abilene,221,TAYLOR,Female,853,795,0.93,724,0.85,65,0.08,646,0.76,242,0.28,278,0.33,520,0.61,34,0.04,249,0.29
14,Abilene,221,TAYLOR,Male,833,771,0.93,668,0.80,86,0.10,606,0.73,181,0.22,237,0.28,418,0.50,28,0.03,168,0.20
15,San Angelo,25,BROWN,Female,254,244,0.96,224,0.88,12,0.05,199,0.78,90,0.35,67,0.26,157,0.62,11,0.04,80,0.32
15,San Angelo,25,BROWN,Male,303,287,0.95,269,0.89,19,0.06,226,0.75,74,0.24,74,0.24,148,0.49,10,0.03,56,0.18
15,San Angelo,41,COKE,Female,34,33,0.97,31,0.91,0,0.00,28,0.82,3,0.09,13,0.38,16,0.47,0,0.00,4,0.12
15,San Angelo,41,COKE,Male,34,33,0.97,32,0.94,2,0.06,28,0.82,8,0.24,11,0.32,19,0.56,0,0.00,3,0.09
15,San Angelo,42,COLEMAN,Female,74,71,0.96,67,0.91,2,0.03,59,0.80,15,0.20,28,0.38,43,0.58,4,0.05,17,0.23
15,San Angelo,42,COLEMAN,Male,65,62,0.95,57,0.88,3,0.05,52,0.80,13,0.20,15,0.23,28,0.43,1,0.02,10,0.15
15,San Angelo,48,CONCHO,Female,15,15,1.00,15,1.00,0,0.00,15,1.00,6,0.40,6,0.40,12,0.80,0,0.00,1,0.07
15,San Angelo,48,CONCHO,Male,15,15,1.00,15,1.00,0,0.00,13,0.87,3,0.20,5,0.33,8,0.53,0,0.00,3,0.20
15,San Angelo,53,CROCKETT,Female,28,27,0.96,26,0.93,0,0.00,21,0.75,4,0.14,11,0.39,15,0.54,4,0.14,5,0.18
15,San Angelo,53,CROCKETT,Male,31,30,0.97,28,0.90,1,0.03,27,0.87,8,0.26,7,0.23,15,0.48,0,0.00,7,0.23
15,San Angelo,69,EDWARDS,Female,32,30,0.94,27,0.84,2,0.06,24,0.75,6,0.19,10,0.31,16,0.50,1,0.03,7,0.22
15,San Angelo,69,EDWARDS,Male,34,30,0.88,24,0.71,5,0.15,22,0.65,9,0.26,6,0.18,15,0.44,1,0.03,1,0.03
15,San Angelo,118,IRION,Female,17,17,1.00,17,1.00,0,0.00,16,0.94,7,0.41,6,0.35,13,0.76,0,0.00,5,0.29
15,San Angelo,118,IRION,Male,15,15,1.00,15,1.00,0,0.00,14,0.93,6,0.40,2,0.13,8,0.53,0,0.00,2,0.13
15,San Angelo,134,KIMBLE,Female,27,25,0.93,20,0.74,3,0.11,20,0.74,12,0.44,4,0.15,16,0.59,0,0.00,6,0.22
15,San Angelo,134,KIMBLE,Male,19,16,0.84,17,0.89,1,0.05,16,0.84,4,0.21,3,0.16,7,0.37,0,0.00,4,0.21
15,San Angelo,157,MASON,Female,17,16,0.94,16,0.94,0,0.00,15,0.88,7,0.41,5,0.29,12,0.71,0,0.00,8,0.47
15,San Angelo,157,MASON,Male,23,21,0.91,21,0.91,0,0.00,22,0.96,9,0.39,3,0.13,12,0.52,0,0.00,7,0.30
15,San Angelo,160,MCCULLOCH,Female,45,42,0.93,38,0.84,4,0.09,38,0.84,22,0.49,6,0.13,28,0.62,0,0.00,14,0.31
15,San Angelo,160,MCCULLOCH,Male,66,63,0.95,54,0.82,4,0.06,52,0.79,19,0.29,10,0.15,29,0.44,1,0.02,12,0.18
15,San Angelo,164,MENARD,Female,19,19,1.00,18,0.95,0,0.00,15,0.79,6,0.32,2,0.11,8,0.42,0,0.00,5,0.26
15,San Angelo,164,MENARD,Male,15,15,1.00,15,1.00,0,0.00,13,0.87,3,0.20,2,0.13,5,0.33,0,0.00,2,0.13
15,San Angelo,200,RUNNELS,Female,85,78,0.92,73,0.86,6,0.07,69,0.81,25,0.29,26,0.31,51,0.60,4,0.05,29,0.34
15,San Angelo,200,RUNNELS,Male,104,97,0.93,88,0.85,7,0.07,82,0.79,30,0.29,19,0.18,49,0.47,1,0.01,23,0.22
15,San Angelo,206,SAN SABA,Female,49,49,1.00,48,0.98,0,0.00,43,0.88,16,0.33,11,0.22,27,0.55,0,0.00,9,0.18
15,San Angelo,206,SAN SABA,Male,48,44,0.92,43,0.90,1,0.02,34,0.71,10,0.21,10,0.21,20,0.42,2,0.04,4,0.08
15,San Angelo,207,SCHLEICHER,Female,14,14,1.00,14,1.00,0,0.00,12,0.86,1,0.07,4,0.29,5,0.36,0,0.00,2,0.14
15,San Angelo,207,SCHLEICHER,Male,25,22,0.88,20,0.80,2,0.08,21,0.84,6,0.24,8,0.32,14,0.56,0,0.00,6,0.24
15,San Angelo,216,STERLING,Female,10,10,1.00,9,0.90,0,0.00,8,0.80,3,0.30,3,0.30,6,0.60,0,0.00,2,0.20
15,San Angelo,216,STERLING,Male,17,17,1.00,17,1.00,0,0.00,16,0.94,2,0.12,8,0.47,10,0.59,0,0.00,3,0.18
15,San Angelo,218,SUTTON,Female,45,41,0.91,37,0.82,0,0.00,34,0.76,15,0.33,13,0.29,28,0.62,2,0.04,12,0.27
15,San Angelo,218,SUTTON,Male,33,33,1.00,32,0.97,0,0.00,27,0.82,10,0.30,7,0.21,17,0.52,0,0.00,6,0.18
15,San Angelo,226,TOM GREEN,Female,735,669,0.91,611,0.83,56,0.08,552,0.75,224,0.30,170,0.23,394,0.54,27,0.04,158,0.22
15,San Angelo,226,TOM GREEN,Male,699,646,0.92,585,0.84,69,0.10,531,0.76,200,0.29,134,0.19,334,0.48,11,0.02,125,0.18
15,San Angelo,233,VAL VERDE,Female,387,354,0.91,328,0.85,26,0.07,273,0.71,74,0.19,148,0.38,222,0.57,15,0.04,98,0.25
15,San Angelo,233,VAL VERDE,Male,439,398,0.91,350,0.80,54,0.12,309,0.70,53,0.12,138,0.31,191,0.44,9,0.02,67,0.15
16,Amarillo,6,ARMSTRONG,Female,18,17,0.94,17,0.94,0,0.00,17,0.94,7,0.39,7,0.39,14,0.78,0,0.00,8,0.44
16,Amarillo,6,ARMSTRONG,Male,15,15,1.00,15,1.00,0,0.00,14,0.93,5,0.33,7,0.47,12,0.80,1,0.07,4,0.27
16,Amarillo,23,BRISCOE,Female,,,,,,,,,,,,,,,,,,,
16,Amarillo,23,BRISCOE,Male,,,,,,,,,,,,,,,,,,,
16,Amarillo,33,CARSON,Female,50,49,0.98,46,0.92,0,0.00,42,0.84,20,0.40,15,0.30,35,0.70,1,0.02,22,0.44
