Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_per,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
10,Richardson,Female,African American,,5447,5113,93.87%,4628,84.96%,429,7.88%,4324,79.38%,1359,24.95%,1897,34.83%,0,0.00%,3256,59.78%,174,3.19%,1073,19.70%
10,Richardson,Female,Hispanic,,9511,8924,93.83%,8047,84.61%,788,8.29%,7609,80.00%,1078,11.33%,3204,33.69%,0,0.00%,4282,45.02%,141,1.48%,1695,17.82%
10,Richardson,Female,White,,9211,8790,95.43%,8358,90.74%,278,3.02%,7884,85.59%,2711,29.43%,3378,36.67%,0,0.00%,6089,66.11%,308,3.34%,3383,36.73%
10,Richardson,Female,Others,,1463,1382,94.46%,1337,91.39%,24,1.64%,1259,86.06%,595,40.67%,379,25.91%,0,0.00%,974,66.58%,63,4.31%,670,45.80%
10,Richardson,Male,African American,,5605,5181,92.44%,4424,78.93%,739,13.18%,4103,73.20%,1015,18.11%,1737,30.99%,0,0.00%,2752,49.10%,169,3.02%,662,11.81%
10,Richardson,Male,Hispanic,,10222,9575,93.67%,8148,79.71%,1350,13.21%,7539,73.75%,766,7.49%,2842,27.80%,0,0.00%,3608,35.30%,124,1.21%,1097,10.73%
10,Richardson,Male,White,,9752,9281,95.17%,8633,88.53%,488,5.00%,8093,82.99%,2224,22.81%,3414,35.01%,0,0.00%,5638,57.81%,289,2.96%,2595,26.61%
10,Richardson,Male,Others,,1517,1449,95.52%,1385,91.30%,42,2.77%,1313,86.55%,579,38.17%,423,27.88%,0,0.00%,1002,66.05%,52,3.43%,613,40.41%
11,Fort Worth,Female,African American,,2729,2577,94.43%,2282,83.62%,238,8.72%,2112,77.39%,669,24.51%,962,35.25%,0,0.00%,1631,59.77%,112,4.10%,583,21.36%
11,Fort Worth,Female,Hispanic,,5411,5131,94.83%,4558,84.24%,483,8.93%,4236,78.28%,681,12.59%,1883,34.80%,0,0.00%,2564,47.38%,131,2.42%,1051,19.42%
11,Fort Worth,Female,White,,9518,9080,95.40%,8508,89.39%,374,3.93%,7954,83.57%,2730,28.68%,3452,36.27%,0,0.00%,6182,64.95%,328,3.45%,3340,35.09%
11,Fort Worth,Female,Others,,932,891,95.60%,848,90.99%,26,2.79%,812,87.12%,396,42.49%,257,27.58%,0,0.00%,653,70.06%,33,3.54%,444,47.64%
11,Fort Worth,Male,African American,,2858,2648,92.65%,2185,76.45%,404,14.14%,2000,69.98%,483,16.90%,865,30.27%,0,0.00%,1348,47.17%,105,3.67%,356,12.46%
11,Fort Worth,Male,Hispanic,,5506,5191,94.28%,4351,79.02%,743,13.49%,3958,71.89%,453,8.23%,1542,28.01%,0,0.00%,1995,36.23%,93,1.69%,612,11.12%
11,Fort Worth,Male,White,,9977,9543,95.65%,8655,86.75%,685,6.87%,8134,81.53%,2300,23.05%,3330,33.38%,0,0.00%,5630,56.43%,314,3.15%,2498,25.04%
11,Fort Worth,Male,Others,,1047,989,94.46%,924,88.25%,50,4.78%,884,84.43%,353,33.72%,336,32.09%,0,0.00%,689,65.81%,33,3.15%,362,34.57%
12,Waco,Female,African American,,1186,1095,92.33%,930,78.41%,113,9.53%,890,75.04%,208,17.54%,508,42.83%,0,0.00%,716,60.37%,51,4.30%,232,19.56%
12,Waco,Female,Hispanic,,1346,1272,94.50%,1122,83.36%,130,9.66%,1082,80.39%,146,10.85%,587,43.61%,0,0.00%,733,54.46%,26,1.93%,306,22.73%
12,Waco,Female,White,,2567,2374,92.48%,2177,84.81%,123,4.79%,2033,79.20%,578,22.52%,1066,41.53%,0,0.00%,1644,64.04%,109,4.25%,865,33.70%
12,Waco,Female,Others,,120,106,88.33%,95,79.17%,4,3.33%,91,75.83%,29,24.17%,41,34.17%,0,0.00%,70,58.33%,5,4.17%,40,33.33%
12,Waco,Male,African American,,1244,1145,92.04%,915,73.55%,190,15.27%,884,71.06%,167,13.42%,444,35.69%,0,0.00%,611,49.12%,46,3.70%,135,10.85%
12,Waco,Male,Hispanic,,1409,1328,94.25%,1092,77.50%,194,13.77%,1056,74.95%,104,7.38%,470,33.36%,0,0.00%,574,40.74%,34,2.41%,198,14.05%
12,Waco,Male,White,,2719,2555,93.97%,2255,82.93%,212,7.80%,2111,77.64%,507,18.65%,954,35.09%,0,0.00%,1461,53.73%,64,2.35%,702,25.82%
12,Waco,Male,Others,,146,131,89.73%,119,81.51%,6,4.11%,109,74.66%,26,17.81%,44,30.14%,0,0.00%,70,47.95%,6,4.11%,33,22.60%
13,Austin,Female,African American,,1215,1157,95.23%,1026,84.44%,118,9.71%,992,81.65%,343,28.23%,356,29.30%,0,0.00%,699,57.53%,30,2.47%,257,21.15%
13,Austin,Female,Hispanic,,4884,4622,94.64%,4012,82.15%,530,10.85%,3817,78.15%,807,16.52%,1277,26.15%,0,0.00%,2084,42.67%,100,2.05%,819,16.77%
13,Austin,Female,White,,5874,5663,96.41%,5350,91.08%,176,3.00%,5049,85.96%,2197,37.40%,1629,27.73%,0,0.00%,3826,65.13%,159,2.71%,2283,38.87%
13,Austin,Female,Others,,508,486,95.67%,465,91.54%,7,1.38%,454,89.37%,247,48.62%,104,20.47%,0,0.00%,351,69.09%,9,1.77%,254,50.00%
13,Austin,Male,African American,,1276,1219,95.53%,1041,81.58%,153,11.99%,984,77.12%,262,20.53%,351,27.51%,0,0.00%,613,48.04%,36,2.82%,151,11.83%
13,Austin,Male,Hispanic,,5088,4828,94.89%,4044,79.48%,690,13.56%,3795,74.59%,624,12.26%,1151,22.62%,0,0.00%,1775,34.89%,73,1.43%,519,10.20%
13,Austin,Male,White,,6176,5922,95.89%,5456,88.34%,334,5.41%,5139,83.21%,1845,29.87%,1683,27.25%,0,0.00%,3528,57.12%,187,3.03%,1746,28.27%
13,Austin,Male,Others,,464,441,95.04%,422,90.95%,14,3.02%,404,87.07%,184,39.66%,103,22.20%,0,0.00%,287,61.85%,6,1.29%,185,39.87%
14,Abilene,Female,African American,,110,106,96.36%,89,80.91%,15,13.64%,90,81.82%,18,16.36%,35,31.82%,0,0.00%,53,48.18%,3,2.73%,18,16.36%
14,Abilene,Female,Hispanic,,497,464,93.36%,401,80.68%,56,11.27%,381,76.66%,75,15.09%,169,34.00%,0,0.00%,244,49.09%,12,2.41%,93,18.71%
14,Abilene,Female,White,,1023,973,95.11%,908,88.76%,47,4.59%,847,82.80%,343,33.53%,300,29.33%,0,0.00%,643,62.85%,34,3.32%,373,36.46%
14,Abilene,Female,Others,,23,22,95.65%,19,82.61%,2,8.70%,20,86.96%,5,21.74%,3,13.04%,0,0.00%,8,34.78%,0,0.00%,5,21.74%
14,Abilene,Male,African American,,137,129,94.16%,94,68.61%,31,22.63%,108,78.83%,21,15.33%,36,26.28%,0,0.00%,57,41.61%,2,1.46%,9,6.57%
14,Abilene,Male,Hispanic,,517,492,95.16%,417,80.66%,71,13.73%,417,80.66%,76,14.70%,135,26.11%,0,0.00%,211,40.81%,8,1.55%,87,16.83%
14,Abilene,Male,White,,1036,976,94.21%,876,84.56%,73,7.05%,815,78.67%,257,24.81%,278,26.83%,0,0.00%,535,51.64%,20,1.93%,273,26.35%
14,Abilene,Male,Others,,24,19,79.17%,17,70.83%,2,8.33%,14,58.33%,9,37.50%,2,8.33%,0,0.00%,11,45.83%,0,0.00%,8,33.33%
15,San Angelo,Female,African American,,52,49,94.23%,47,90.38%,2,3.85%,45,86.54%,16,30.77%,12,23.08%,0,0.00%,28,53.85%,0,0.00%,10,19.23%
15,San Angelo,Female,Hispanic,,873,814,93.24%,769,88.09%,61,6.99%,712,81.56%,165,18.90%,293,33.56%,0,0.00%,458,52.46%,12,1.37%,205,23.48%
15,San Angelo,Female,White,,685,653,95.33%,633,92.41%,11,1.61%,592,86.42%,293,42.77%,176,25.69%,0,0.00%,469,68.47%,15,2.19%,271,39.56%
15,San Angelo,Female,Others,,15,12,80.00%,13,86.67%,0,0.00%,12,80.00%,7,46.67%,0,0.00%,0,0.00%,7,46.67%,0,0.00%,4,26.67%
15,San Angelo,Male,African American,,45,41,91.11%,38,84.44%,4,8.89%,37,82.22%,10,22.22%,10,22.22%,0,0.00%,20,44.44%,1,2.22%,7,15.56%
15,San Angelo,Male,Hispanic,,885,836,94.46%,766,86.55%,80,9.04%,716,80.90%,130,14.69%,232,26.21%,0,0.00%,362,40.90%,8,0.90%,141,15.93%
15,San Angelo,Male,White,,747,708,94.78%,654,87.55%,38,5.09%,603,80.72%,235,31.46%,144,19.28%,0,0.00%,379,50.74%,8,1.07%,186,24.90%
15,San Angelo,Male,Others,,16,14,87.50%,13,81.25%,1,6.25%,9,56.25%,5,31.25%,1,6.25%,0,0.00%,6,37.50%,0,0.00%,2,12.50%
16,Amarillo,Female,African American,,181,169,93.37%,146,80.66%,21,11.60%,130,71.82%,24,13.26%,73,40.33%,0,0.00%,97,53.59%,5,2.76%,33,18.23%
16,Amarillo,Female,Hispanic,,1116,1049,94.00%,934,83.69%,105,9.41%,898,80.47%,131,11.74%,435,38.98%,0,0.00%,566,50.72%,21,1.88%,212,19.00%
16,Amarillo,Female,White,,1446,1362,94.19%,1291,89.28%,47,3.25%,1183,81.81%,395,27.32%,548,37.90%,0,0.00%,943,65.21%,56,3.87%,496,34.30%
16,Amarillo,Female,Others,,81,75,92.59%,63,77.78%,8,9.88%,58,71.60%,24,29.63%,28,34.57%,0,0.00%,52,64.20%,3,3.70%,31,38.27%
16,Amarillo,Male,African American,,181,169,93.37%,139,76.80%,29,16.02%,121,66.85%,25,13.81%,48,26.52%,0,0.00%,73,40.33%,5,2.76%,21,11.60%
16,Amarillo,Male,Hispanic,,1151,1077,93.57%,963,83.67%,100,8.69%,872,75.76%,125,10.86%,335,29.11%,0,0.00%,460,39.97%,16,1.39%,183,15.90%
16,Amarillo,Male,White,,1582,1499,94.75%,1400,88.50%,74,4.68%,1275,80.59%,323,20.42%,508,32.11%,0,0.00%,831,52.53%,44,2.78%,374,23.64%
16,Amarillo,Male,Others,,69,59,85.51%,49,71.01%,15,21.74%,49,71.01%,16,23.19%,24,34.78%,0,0.00%,40,57.97%,1,1.45%,23,33.33%
17,Lubbock,Female,African American,,194,182,93.81%,176,90.72%,13,6.70%,154,79.38%,26,13.40%,68,35.05%,0,0.00%,94,48.45%,6,3.09%,25,12.89%
17,Lubbock,Female,Hispanic,,1403,1324,94.37%,1236,88.10%,74,5.27%,1106,78.83%,175,12.47%,460,32.79%,0,0.00%,635,45.26%,30,2.14%,215,15.32%
17,Lubbock,Female,White,,1029,998,96.99%,967,93.97%,12,1.17%,897,87.17%,398,38.68%,318,30.90%,0,0.00%,716,69.58%,27,2.62%,452,43.93%
17,Lubbock,Female,Others,,35,32,91.43%,30,85.71%,1,2.86%,28,80.00%,10,28.57%,8,22.86%,0,0.00%,18,51.43%,1,2.86%,12,34.29%
17,Lubbock,Male,African American,,238,220,92.44%,199,83.61%,20,8.40%,174,73.11%,43,18.07%,52,21.85%,0,0.00%,95,39.92%,3,1.26%,16,6.72%
17,Lubbock,Male,Hispanic,,1425,1370,96.14%,1226,86.04%,112,7.86%,1071,75.16%,126,8.84%,404,28.35%,0,0.00%,530,37.19%,22,1.54%,160,11.23%
17,Lubbock,Male,White,,1113,1069,96.05%,1031,92.63%,22,1.98%,947,85.09%,350,31.45%,326,29.29%,0,0.00%,676,60.74%,29,2.61%,346,31.09%
17,Lubbock,Male,Others,,34,29,85.29%,28,82.35%,0,0.00%,24,70.59%,16,47.06%,7,20.59%,0,0.00%,23,67.65%,2,5.88%,13,38.24%
18,Midland,Female,African American,,120,117,97.50%,102,85.00%,6,5.00%,87,72.50%,13,10.83%,48,40.00%,0,0.00%,61,50.83%,1,0.83%,13,10.83%
18,Midland,Female,Hispanic,,1656,1562,94.32%,1446,87.32%,101,6.10%,1202,72.58%,228,13.77%,582,35.14%,0,0.00%,810,48.91%,48,2.90%,334,20.17%
18,Midland,Female,White,,920,878,95.43%,838,91.09%,26,2.83%,749,81.41%,254,27.61%,325,35.33%,0,0.00%,579,62.93%,30,3.26%,305,33.15%
18,Midland,Female,Others,,33,30,90.91%,29,87.88%,1,3.03%,24,72.73%,11,33.33%,9,27.27%,0,0.00%,20,60.61%,1,3.03%,13,39.39%
18,Midland,Male,African American,,165,155,93.94%,132,80.00%,19,11.52%,104,63.03%,14,8.48%,39,23.64%,0,0.00%,53,32.12%,2,1.21%,13,7.88%
18,Midland,Male,Hispanic,,1664,1556,93.51%,1370,82.33%,177,10.64%,1077,64.72%,196,11.78%,418,25.12%,0,0.00%,614,36.90%,31,1.86%,218,13.10%
18,Midland,Male,White,,962,902,93.76%,801,83.26%,68,7.07%,710,73.80%,198,20.58%,299,31.08%,0,0.00%,497,51.66%,35,3.64%,221,22.97%
18,Midland,Male,Others,,38,34,89.47%,31,81.58%,3,7.89%,25,65.79%,8,21.05%,7,18.42%,0,0.00%,15,39.47%,2,5.26%,8,21.05%
19,El Paso,Female,African American,,168,142,84.52%,119,70.83%,10,5.95%,105,62.50%,38,22.62%,48,28.57%,0,0.00%,86,51.19%,11,6.55%,29,17.26%
19,El Paso,Female,Hispanic,,5526,5279,95.53%,4610,83.42%,578,10.46%,4523,81.85%,1434,25.95%,2067,37.40%,0,0.00%,3501,63.36%,144,2.61%,1373,24.85%
19,El Paso,Female,White,,442,393,88.91%,337,76.24%,29,6.56%,311,70.36%,130,29.41%,100,22.62%,0,0.00%,230,52.04%,17,3.85%,125,28.28%
19,El Paso,Female,Others,,69,65,94.20%,54,78.26%,0,0.00%,50,72.46%,22,31.88%,16,23.19%,0,0.00%,38,55.07%,2,2.90%,21,30.43%
19,El Paso,Male,African American,,201,168,83.58%,123,61.19%,31,15.42%,115,57.21%,49,24.38%,40,19.90%,0,0.00%,89,44.28%,9,4.48%,23,11.44%
19,El Paso,Male,Hispanic,,6012,5720,95.14%,4577,76.13%,1026,17.07%,4596,76.45%,1294,21.52%,2005,33.35%,0,0.00%,3299,54.87%,200,3.33%,983,16.35%
19,El Paso,Male,White,,482,429,89.00%,355,73.65%,50,10.37%,326,67.63%,119,24.69%,108,22.41%,0,0.00%,227,47.10%,17,3.53%,91,18.88%
19,El Paso,Male,Others,,65,54,83.08%,47,72.31%,4,6.15%,45,69.23%,18,27.69%,18,27.69%,0,0.00%,36,55.38%,4,6.15%,11,16.92%
20,San Antonio,Female,African American,,1012,934,92.29%,813,80.34%,99,9.78%,749,74.01%,254,25.10%,307,30.34%,0,0.00%,561,55.43%,40,3.95%,220,21.74%
20,San Antonio,Female,Hispanic,,9191,8620,93.79%,7718,83.97%,865,9.41%,7180,78.12%,1593,17.33%,3340,36.34%,0,0.00%,4933,53.67%,222,2.42%,2119,23.06%
20,San Antonio,Female,White,,3277,3093,94.39%,2914,88.92%,104,3.17%,2743,83.70%,1220,37.23%,938,28.62%,0,0.00%,2158,65.85%,108,3.30%,1305,39.82%
20,San Antonio,Female,Others,,275,259,94.18%,245,89.09%,7,2.55%,233,84.73%,115,41.82%,79,28.73%,0,0.00%,194,70.55%,5,1.82%,127,46.18%
20,San Antonio,Male,African American,,1165,1049,90.04%,878,75.36%,169,14.51%,811,69.61%,199,17.08%,313,26.87%,0,0.00%,512,43.95%,39,3.35%,133,11.42%
20,San Antonio,Male,Hispanic,,9638,8892,92.26%,7506,77.88%,1367,14.18%,7107,73.74%,1211,12.56%,2831,29.37%,0,0.00%,4042,41.94%,180,1.87%,1410,14.63%
20,San Antonio,Male,White,,3393,3189,93.99%,2917,85.97%,194,5.72%,2755,81.20%,1005,29.62%,911,26.85%,0,0.00%,1916,56.47%,96,2.83%,965,28.44%
20,San Antonio,Male,Others,,285,262,91.93%,224,78.60%,28,9.82%,220,77.19%,90,31.58%,73,25.61%,0,0.00%,163,57.19%,7,2.46%,97,34.04%
,,,African American,Not Economically Disadvantaged,16637,15747,94.65%,14312,86.03%,1160,6.97%,13747,82.63%,4789,28.79%,5883,35.36%,0,0.00%,10672,64.15%,591,3.55%,4016,24.14%
,,,Hispanic,Not Economically Disadvantaged,37911,36107,95.24%,32780,86.47%,2874,7.58%,31403,82.83%,8855,23.36%,14127,37.26%,0,0.00%,22982,60.62%,977,2.58%,10414,27.47%
,,,White,Not Economically Disadvantaged,94263,90376,95.88%,85628,90.84%,3055,3.24%,81136,86.07%,29571,31.37%,33436,35.47%,0,0.00%,63007,66.84%,3044,3.23%,34890,37.01%
,,,Others,Not Economically Disadvantaged,8996,8540,94.93%,8206,91.22%,179,1.99%,7873,87.52%,4006,44.53%,2157,23.98%,0,0.00%,6163,68.51%,279,3.10%,4192,46.60%
,,,African American,Economically Disadvantaged,32784,30585,93.29%,25531,77.88%,4535,13.83%,23357,71.25%,5321,16.23%,10336,31.53%,0,0.00%,15657,47.76%,1138,3.47%,3556,10.85%
,,,Hispanic,Economically Disadvantaged,120973,113791,94.06%,96171,79.50%,16157,13.36%,90569,74.87%,14514,12.00%,36015,29.77%,0,0.00%,50529,41.77%,2134,1.76%,17644,14.59%
,,,White,Economically Disadvantaged,27771,25649,92.36%,22047,79.39%,2774,9.99%,19180,69.06%,2891,10.41%,7839,28.23%,0,0.00%,10730,38.64%,904,3.26%,3484,12.55%
,,,Others,Economically Disadvantaged,4136,3879,93.79%,3566,86.22%,247,5.97%,3432,82.98%,1222,29.55%,1390,33.61%,0,0.00%,2612,63.15%,93,2.25%,1465,35.42%
