Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
10,Richardson,74,FANNIN,Male,214,206,96%,201,94%,,0%,175,82%,23,11%,79,37%,102,48%,4,2%,40,19%
10,Richardson,91,GRAYSON,Female,709,671,95%,631,89%,25,4%,577,81%,138,19%,302,43%,440,62%,24,3%,230,32%
10,Richardson,91,GRAYSON,Male,773,742,96%,679,88%,36,5%,627,81%,109,14%,308,40%,417,54%,22,3%,164,21%
10,Richardson,116,HUNT,Female,491,459,93%,429,87%,32,7%,401,82%,97,20%,188,38%,285,58%,12,2%,132,27%
10,Richardson,116,HUNT,Male,528,494,94%,453,86%,37,7%,418,79%,93,18%,149,28%,242,46%,9,2%,78,15%
10,Richardson,129,KAUFMAN,Female,851,813,96%,758,89%,44,5%,708,83%,176,21%,332,39%,508,60%,23,3%,244,29%
10,Richardson,129,KAUFMAN,Male,944,901,95%,801,85%,87,9%,757,80%,156,17%,308,33%,464,49%,19,2%,188,20%
10,Richardson,199,ROCKWALL,Female,623,587,94%,554,89%,29,5%,538,86%,182,29%,252,40%,434,70%,17,3%,249,40%
10,Richardson,199,ROCKWALL,Male,699,672,96%,601,86%,66,9%,569,81%,150,21%,258,37%,408,58%,30,4%,182,26%
10,Richardson,234,VAN ZANDT,Female,176,172,98%,162,92%,8,5%,151,86%,48,27%,68,39%,116,66%,1,1%,62,35%
10,Richardson,234,VAN ZANDT,Male,178,170,96%,153,86%,14,8%,139,78%,33,19%,42,24%,75,42%,3,2%,33,19%
11,Fort Worth,49,COOKE,Female,208,199,96%,185,89%,9,4%,170,82%,38,18%,83,40%,121,58%,7,3%,71,34%
11,Fort Worth,49,COOKE,Male,228,209,92%,194,85%,17,7%,178,78%,31,14%,69,30%,100,44%,3,1%,38,17%
11,Fort Worth,61,DENTON,Female,3872,3702,96%,3456,89%,181,5%,3293,85%,1042,27%,1308,34%,2350,61%,109,3%,1229,32%
11,Fort Worth,61,DENTON,Male,4021,3831,95%,3420,85%,338,8%,3304,82%,836,21%,1291,32%,2127,53%,111,3%,931,23%
11,Fort Worth,72,ERATH,Female,211,202,96%,195,92%,7,3%,174,82%,78,37%,50,24%,128,61%,4,2%,66,31%
11,Fort Worth,72,ERATH,Male,215,190,88%,173,80%,21,10%,156,73%,62,29%,41,19%,103,48%,3,1%,46,21%
11,Fort Worth,111,HOOD,Female,289,265,92%,251,87%,11,4%,228,79%,90,31%,76,26%,166,57%,8,3%,104,36%
11,Fort Worth,111,HOOD,Male,313,294,94%,272,87%,15,5%,252,81%,76,24%,79,25%,155,50%,7,2%,68,22%
11,Fort Worth,126,JOHNSON,Female,1099,1053,96%,961,87%,64,6%,905,82%,231,21%,425,39%,656,60%,29,3%,308,28%
11,Fort Worth,126,JOHNSON,Male,1172,1117,95%,971,83%,133,11%,924,79%,179,15%,365,31%,544,46%,22,2%,217,19%
11,Fort Worth,182,PALO PINTO,Female,176,168,95%,157,89%,4,2%,137,78%,23,13%,68,39%,91,52%,5,3%,48,27%
11,Fort Worth,182,PALO PINTO,Male,197,190,96%,175,89%,6,3%,162,82%,18,9%,63,32%,81,41%,2,1%,33,17%
11,Fort Worth,184,PARKER,Female,695,665,96%,635,91%,13,2%,587,84%,165,24%,313,45%,478,69%,27,4%,254,37%
11,Fort Worth,184,PARKER,Male,765,741,97%,685,90%,40,5%,622,81%,135,18%,277,36%,412,54%,17,2%,173,23%
11,Fort Worth,213,SOMERVELL,Female,70,67,96%,65,93%,3,4%,64,91%,25,36%,18,26%,43,61%,1,1%,24,34%
11,Fort Worth,213,SOMERVELL,Male,82,79,96%,76,93%,1,1%,74,90%,26,32%,17,21%,43,52%,,0%,21,26%
11,Fort Worth,220,TARRANT,Female,11661,11060,95%,10002,86%,824,7%,9303,80%,2716,23%,4099,35%,6815,58%,399,3%,3224,28%
11,Fort Worth,220,TARRANT,Male,12044,11388,95%,9837,82%,1292,11%,9014,75%,2160,18%,3777,31%,5937,49%,378,3%,2224,18%
11,Fort Worth,249,WISE,Female,309,298,96%,289,94%,5,2%,253,82%,68,22%,114,37%,182,59%,15,5%,90,29%
11,Fort Worth,249,WISE,Male,351,332,95%,312,89%,19,5%,290,83%,66,19%,94,27%,160,46%,2,1%,77,22%
12,Waco,14,BELL,Female,2042,1821,89%,1543,76%,175,9%,1511,74%,400,20%,756,37%,1156,57%,75,4%,486,24%
12,Waco,14,BELL,Male,2184,1989,91%,1554,71%,317,15%,1543,71%,317,15%,633,29%,950,44%,61,3%,328,15%
12,Waco,18,BOSQUE,Female,107,106,99%,102,95%,2,2%,89,83%,25,23%,42,39%,67,63%,6,6%,33,31%
12,Waco,18,BOSQUE,Male,129,127,98%,120,93%,4,3%,111,86%,28,22%,40,31%,68,53%,,0%,35,27%
12,Waco,50,CORYELL,Female,377,345,92%,307,81%,23,6%,289,77%,73,19%,149,40%,222,59%,20,5%,95,25%
12,Waco,50,CORYELL,Male,424,392,92%,340,80%,37,9%,333,79%,84,20%,128,30%,212,50%,11,3%,78,18%
12,Waco,73,FALLS,Female,93,89,96%,86,92%,4,4%,81,87%,21,23%,38,41%,59,63%,1,1%,27,29%
12,Waco,73,FALLS,Male,85,78,92%,70,82%,10,12%,68,80%,8,9%,36,42%,44,52%,2,2%,16,19%
12,Waco,81,FREESTONE,Female,135,125,93%,115,85%,8,6%,109,81%,28,21%,59,44%,87,64%,4,3%,47,35%
12,Waco,81,FREESTONE,Male,142,138,97%,128,90%,7,5%,122,86%,26,18%,49,35%,75,53%,1,1%,41,29%
12,Waco,97,HAMILTON,Female,49,49,100%,49,100%,,0%,45,92%,16,33%,13,27%,29,59%,,0%,16,33%
12,Waco,97,HAMILTON,Male,58,57,98%,51,88%,2,3%,50,86%,12,21%,13,22%,25,43%,1,2%,6,10%
12,Waco,109,HILL,Female,227,212,93%,199,88%,8,4%,194,85%,34,15%,110,48%,144,63%,6,3%,64,28%
12,Waco,109,HILL,Male,233,225,97%,201,86%,14,6%,187,80%,28,12%,99,42%,127,55%,7,3%,46,20%
12,Waco,141,LAMPASAS,Female,147,141,96%,136,93%,4,3%,121,82%,38,26%,39,27%,77,52%,4,3%,34,23%
12,Waco,141,LAMPASAS,Male,139,133,96%,125,90%,5,4%,104,75%,27,19%,41,30%,68,49%,4,3%,23,17%
12,Waco,147,LIMESTONE,Female,147,143,97%,130,88%,8,5%,124,84%,30,20%,71,48%,101,69%,3,2%,51,35%
12,Waco,147,LIMESTONE,Male,155,148,95%,123,79%,24,15%,126,81%,19,12%,61,39%,80,52%,4,3%,33,21%
12,Waco,161,MCLENNAN,Female,1507,1445,96%,1315,87%,116,8%,1222,81%,235,16%,736,49%,971,64%,55,4%,471,31%
12,Waco,161,MCLENNAN,Male,1618,1537,95%,1371,85%,142,9%,1245,77%,218,13%,667,41%,885,55%,46,3%,395,24%
12,Waco,167,MILLS,Female,39,38,97%,37,95%,1,3%,35,90%,13,33%,12,31%,25,64%,1,3%,12,31%
12,Waco,167,MILLS,Male,29,29,100%,29,100%,,0%,27,93%,10,34%,7,24%,17,59%,,0%,10,34%
12,Waco,175,NAVARRO,Female,349,333,95%,305,87%,21,6%,276,79%,48,14%,177,51%,225,64%,16,5%,107,31%
12,Waco,175,NAVARRO,Male,322,306,95%,269,84%,40,12%,244,76%,27,8%,138,43%,165,51%,13,4%,57,18%
13,Austin,11,BASTROP,Female,534,516,97%,461,86%,46,9%,445,83%,121,23%,154,29%,275,52%,13,2%,100,19%
13,Austin,11,BASTROP,Male,561,530,94%,454,81%,71,13%,455,81%,78,14%,140,25%,218,39%,7,1%,67,12%
13,Austin,14,BELL,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,14,BELL,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,16,BLANCO,Female,78,73,94%,69,88%,4,5%,66,85%,30,38%,19,24%,49,63%,5,6%,30,38%
13,Austin,16,BLANCO,Male,62,57,92%,57,92%,1,2%,51,82%,20,32%,18,29%,38,61%,1,2%,16,26%
13,Austin,27,BURNET,Female,270,256,95%,240,89%,11,4%,217,80%,78,29%,56,21%,134,50%,10,4%,66,24%
13,Austin,27,BURNET,Male,258,246,95%,224,87%,18,7%,206,80%,48,19%,63,24%,111,43%,2,1%,45,17%
13,Austin,28,CALDWELL,Female,206,199,97%,190,92%,7,3%,183,89%,56,27%,41,20%,97,47%,,0%,40,19%
13,Austin,28,CALDWELL,Male,223,216,97%,206,92%,5,2%,185,83%,38,17%,37,17%,75,34%,3,1%,25,11%
13,Austin,46,COMAL,Female,915,867,95%,798,87%,35,4%,740,81%,287,31%,232,25%,519,57%,32,4%,317,35%
13,Austin,46,COMAL,Male,1009,950,94%,874,87%,57,6%,824,82%,240,24%,229,23%,469,46%,17,2%,221,22%
13,Austin,75,FAYETTE,Female,135,134,99%,121,90%,10,7%,113,84%,32,24%,59,44%,91,67%,1,1%,54,40%
13,Austin,75,FAYETTE,Male,166,159,96%,147,89%,14,8%,146,88%,31,19%,47,28%,78,47%,3,2%,53,32%
13,Austin,86,GILLESPIE,Female,146,140,96%,132,90%,3,2%,123,84%,53,36%,21,14%,74,51%,1,1%,50,34%
13,Austin,86,GILLESPIE,Male,132,132,100%,128,97%,3,2%,120,91%,37,28%,18,14%,55,42%,,0%,27,20%
13,Austin,89,GONZALES,Female,126,125,99%,114,90%,4,3%,105,83%,33,26%,30,24%,63,50%,2,2%,27,21%
13,Austin,89,GONZALES,Male,135,131,97%,121,90%,8,6%,99,73%,19,14%,21,16%,40,30%,3,2%,17,13%
13,Austin,94,GUADALUPE,Female,814,755,93%,668,82%,88,11%,684,84%,234,29%,218,27%,452,56%,16,2%,243,30%
13,Austin,94,GUADALUPE,Male,867,813,94%,698,81%,101,12%,707,82%,201,23%,193,22%,394,45%,12,1%,178,21%
13,Austin,105,HAYS,Female,972,948,98%,850,87%,79,8%,821,84%,293,30%,284,29%,577,59%,17,2%,275,28%
13,Austin,105,HAYS,Male,1012,981,97%,827,82%,137,14%,822,81%,248,25%,261,26%,509,50%,36,4%,192,19%
13,Austin,130,KENDALL,Female,36,33,92%,31,86%,1,3%,32,89%,16,44%,6,17%,22,61%,,0%,17,47%
13,Austin,130,KENDALL,Male,55,54,98%,52,95%,2,4%,48,87%,16,29%,11,20%,27,49%,1,2%,13,24%
13,Austin,144,LEE,Female,113,106,94%,94,83%,15,13%,92,81%,21,19%,31,27%,52,46%,2,2%,28,25%
13,Austin,144,LEE,Male,123,117,95%,95,77%,22,18%,92,75%,15,12%,31,25%,46,37%,1,1%,25,20%
13,Austin,150,LLANO,Female,60,58,97%,54,90%,3,5%,44,73%,18,30%,10,17%,28,47%,1,2%,12,20%
13,Austin,150,LLANO,Male,90,88,98%,74,82%,11,12%,66,73%,18,20%,17,19%,35,39%,2,2%,14,16%
13,Austin,166,MILAM,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,166,MILAM,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,227,TRAVIS,Female,4696,4466,95%,3950,84%,405,9%,3750,80%,1236,26%,1161,25%,2397,51%,130,3%,1169,25%
13,Austin,227,TRAVIS,Male,4789,4539,95%,3873,81%,547,11%,3560,74%,960,20%,1143,24%,2103,44%,138,3%,797,17%
13,Austin,246,WILLIAMSON,Female,3337,3210,96%,3040,91%,120,4%,2860,86%,1079,32%,1028,31%,2107,63%,67,2%,1175,35%
13,Austin,246,WILLIAMSON,Male,3473,3351,96%,3092,89%,193,6%,2902,84%,936,27%,1049,30%,1985,57%,76,2%,902,26%
14,Abilene,30,CALLAHAN,Female,100,94,94%,89,89%,3,3%,79,79%,26,26%,21,21%,47,47%,1,1%,21,21%
14,Abilene,30,CALLAHAN,Male,94,85,90%,75,80%,8,9%,69,73%,19,20%,20,21%,39,41%,,0%,20,21%
14,Abilene,47,COMANCHE,Female,77,73,95%,69,90%,5,6%,65,84%,20,26%,33,43%,53,69%,2,3%,26,34%
14,Abilene,47,COMANCHE,Male,84,82,98%,72,86%,6,7%,68,81%,19,23%,23,27%,42,50%,1,1%,22,26%
14,Abilene,67,EASTLAND,Female,107,105,98%,101,94%,1,1%,88,82%,32,30%,35,33%,67,63%,6,6%,35,33%
14,Abilene,67,EASTLAND,Male,102,98,96%,93,91%,4,4%,87,85%,19,19%,35,34%,54,53%,2,2%,23,23%
14,Abilene,76,FISHER,Female,24,24,100%,23,96%,1,4%,22,92%,12,50%,5,21%,17,71%,,0%,14,58%
14,Abilene,76,FISHER,Male,30,28,93%,26,87%,1,3%,24,80%,7,23%,9,30%,16,53%,1,3%,9,30%
14,Abilene,104,HASKELL,Female,33,31,94%,30,91%,,0%,27,82%,11,33%,7,21%,18,55%,,0%,10,30%
14,Abilene,104,HASKELL,Male,33,33,100%,33,100%,,0%,29,88%,6,18%,16,48%,22,67%,,0%,7,21%
14,Abilene,127,JONES,Female,102,95,93%,89,87%,6,6%,86,84%,20,20%,29,28%,49,48%,2,2%,23,23%
14,Abilene,127,JONES,Male,109,106,97%,103,95%,4,4%,95,87%,24,22%,22,20%,46,42%,,0%,28,26%
14,Abilene,168,MITCHELL,Female,53,52,98%,50,94%,2,4%,43,81%,14,26%,24,45%,38,72%,4,8%,18,34%
14,Abilene,168,MITCHELL,Male,51,47,92%,43,84%,3,6%,42,82%,2,4%,22,43%,24,47%,,0%,10,20%
14,Abilene,177,NOLAN,Female,115,109,95%,101,88%,9,8%,96,83%,32,28%,32,28%,64,56%,,0%,39,34%
14,Abilene,177,NOLAN,Male,121,111,92%,93,77%,15,12%,90,74%,25,21%,32,26%,57,47%,5,4%,36,30%
14,Abilene,208,SCURRY,Female,110,103,94%,96,87%,6,5%,89,81%,17,15%,49,45%,66,60%,4,4%,40,36%
14,Abilene,208,SCURRY,Male,105,102,97%,89,85%,11,10%,90,86%,11,10%,36,34%,47,45%,2,2%,26,25%
14,Abilene,209,SHACKELFORD,Female,38,38,100%,32,84%,4,11%,32,84%,9,24%,15,39%,24,63%,,0%,13,34%
14,Abilene,209,SHACKELFORD,Male,34,32,94%,26,76%,6,18%,27,79%,12,35%,10,29%,22,65%,1,3%,10,29%
14,Abilene,215,STEPHENS,Female,52,50,96%,45,87%,4,8%,42,81%,6,12%,17,33%,23,44%,,0%,7,13%
14,Abilene,215,STEPHENS,Male,52,49,94%,39,75%,3,6%,37,71%,6,12%,19,37%,25,48%,3,6%,8,15%
14,Abilene,217,STONEWALL,Female,9,9,100%,9,100%,,0%,9,100%,2,22%,5,56%,7,78%,,0%,4,44%
14,Abilene,217,STONEWALL,Male,7,7,100%,7,100%,,0%,7,100%,2,29%,3,43%,5,71%,,0%,1,14%
14,Abilene,221,TAYLOR,Female,833,782,94%,683,82%,79,9%,660,79%,240,29%,235,28%,475,57%,30,4%,239,29%
14,Abilene,221,TAYLOR,Male,892,836,94%,705,79%,116,13%,689,77%,211,24%,204,23%,415,47%,15,2%,177,20%
15,San Angelo,25,BROWN,Female,229,221,97%,205,90%,18,8%,202,88%,93,41%,56,24%,149,65%,4,2%,88,38%
15,San Angelo,25,BROWN,Male,246,233,95%,209,85%,23,9%,207,84%,64,26%,52,21%,116,47%,,0%,45,18%
15,San Angelo,41,COKE,Female,19,18,95%,19,100%,,0%,18,95%,12,63%,3,16%,15,79%,,0%,9,47%
15,San Angelo,41,COKE,Male,24,24,100%,23,96%,,0%,22,92%,5,21%,9,38%,14,58%,1,4%,8,33%
15,San Angelo,42,COLEMAN,Female,54,51,94%,50,93%,1,2%,45,83%,12,22%,25,46%,37,69%,2,4%,17,31%
15,San Angelo,42,COLEMAN,Male,54,49,91%,44,81%,7,13%,39,72%,8,15%,14,26%,22,41%,1,2%,5,9%
15,San Angelo,48,CONCHO,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,48,CONCHO,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,53,CROCKETT,Female,33,33,100%,29,88%,,0%,24,73%,3,9%,8,24%,11,33%,,0%,5,15%
15,San Angelo,53,CROCKETT,Male,23,22,96%,21,91%,,0%,20,87%,2,9%,9,39%,11,48%,,0%,2,9%
15,San Angelo,69,EDWARDS,Female,21,20,95%,20,95%,,0%,19,90%,2,10%,8,38%,10,48%,,0%,6,29%
15,San Angelo,69,EDWARDS,Male,31,29,94%,27,87%,1,3%,26,84%,5,16%,8,26%,13,42%,,0%,6,19%
15,San Angelo,118,IRION,Female,10,10,100%,10,100%,,0%,10,100%,4,40%,4,40%,8,80%,,0%,4,40%
15,San Angelo,118,IRION,Male,14,14,100%,14,100%,,0%,13,93%,4,29%,5,36%,9,64%,,0%,3,21%
15,San Angelo,134,KIMBLE,Female,28,27,96%,27,96%,1,4%,26,93%,8,29%,8,29%,16,57%,,0%,8,29%
15,San Angelo,134,KIMBLE,Male,28,28,100%,24,86%,4,14%,26,93%,8,29%,9,32%,17,61%,,0%,15,54%
15,San Angelo,157,MASON,Female,21,19,90%,19,90%,2,10%,20,95%,8,38%,7,33%,15,71%,,0%,9,43%
15,San Angelo,157,MASON,Male,19,19,100%,19,100%,,0%,16,84%,5,26%,3,16%,8,42%,,0%,3,16%
15,San Angelo,160,MCCULLOCH,Female,62,58,94%,54,87%,3,5%,52,84%,20,32%,20,32%,40,65%,1,2%,18,29%
15,San Angelo,160,MCCULLOCH,Male,50,48,96%,45,90%,3,6%,44,88%,11,22%,13,26%,24,48%,,0%,7,14%
15,San Angelo,164,MENARD,Female,11,11,100%,11,100%,,0%,11,100%,5,45%,1,9%,6,55%,,0%,,0%
15,San Angelo,164,MENARD,Male,16,15,94%,15,94%,,0%,13,81%,5,31%,2,13%,7,44%,1,6%,3,19%
15,San Angelo,200,RUNNELS,Female,77,75,97%,72,94%,,0%,63,82%,29,38%,20,26%,49,64%,1,1%,25,32%
15,San Angelo,200,RUNNELS,Male,88,86,98%,83,94%,2,2%,65,74%,25,28%,14,16%,39,44%,2,2%,24,27%
15,San Angelo,206,SAN SABA,Female,34,32,94%,32,94%,1,3%,31,91%,10,29%,10,29%,20,59%,,0%,13,38%
15,San Angelo,206,SAN SABA,Male,47,46,98%,45,96%,,0%,43,91%,14,30%,11,23%,25,53%,,0%,13,28%
15,San Angelo,207,SCHLEICHER,Female,15,15,100%,15,100%,,0%,13,87%,3,20%,3,20%,6,40%,1,7%,5,33%
15,San Angelo,207,SCHLEICHER,Male,32,30,94%,31,97%,,0%,29,91%,9,28%,7,22%,16,50%,,0%,8,25%
15,San Angelo,216,STERLING,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,216,STERLING,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,218,SUTTON,Female,30,28,93%,28,93%,,0%,25,83%,11,37%,8,27%,19,63%,,0%,13,43%
15,San Angelo,218,SUTTON,Male,36,35,97%,35,97%,1,3%,34,94%,13,36%,8,22%,21,58%,,0%,11,31%
15,San Angelo,226,TOM GREEN,Female,599,562,94%,548,91%,18,3%,501,84%,192,32%,154,26%,346,58%,12,2%,162,27%
15,San Angelo,226,TOM GREEN,Male,591,562,95%,530,90%,24,4%,463,78%,153,26%,94,16%,247,42%,8,1%,106,18%
15,San Angelo,233,VAL VERDE,Female,364,331,91%,306,84%,30,8%,286,79%,63,17%,142,39%,205,56%,6,2%,103,28%
15,San Angelo,233,VAL VERDE,Male,373,339,91%,286,77%,58,16%,286,77%,48,13%,121,32%,169,45%,4,1%,73,20%
16,Amarillo,6,ARMSTRONG,Female,9,9,100%,9,100%,,0%,9,100%,1,11%,6,67%,7,78%,,0%,4,44%
16,Amarillo,6,ARMSTRONG,Male,15,12,80%,13,87%,,0%,13,87%,3,20%,6,40%,9,60%,,0%,2,13%
16,Amarillo,23,BRISCOE,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,23,BRISCOE,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,33,CARSON,Female,41,39,95%,38,93%,1,2%,36,88%,15,37%,16,39%,31,76%,1,2%,16,39%
16,Amarillo,33,CARSON,Male,52,50,96%,51,98%,,0%,43,83%,16,31%,13,25%,29,56%,2,4%,13,25%
16,Amarillo,35,CASTRO,Female,61,60,98%,59,97%,,0%,52,85%,22,36%,14,23%,36,59%,3,5%,19,31%
16,Amarillo,35,CASTRO,Male,61,60,98%,58,95%,1,2%,46,75%,8,13%,20,33%,28,46%,3,5%,14,23%
16,Amarillo,38,CHILDRESS,Female,45,43,96%,43,96%,,0%,31,69%,11,24%,10,22%,21,47%,3,7%,11,24%
16,Amarillo,38,CHILDRESS,Male,45,41,91%,39,87%,1,2%,35,78%,11,24%,9,20%,20,44%,,0%,5,11%
16,Amarillo,44,COLLINGSWORTH,Female,16,14,88%,14,88%,,0%,13,81%,6,38%,2,13%,8,50%,,0%,6,38%
16,Amarillo,44,COLLINGSWORTH,Male,30,27,90%,26,87%,,0%,22,73%,3,10%,10,33%,13,43%,,0%,8,27%
16,Amarillo,56,DALLAM,Female,76,70,92%,64,84%,2,3%,58,76%,17,22%,19,25%,36,47%,2,3%,23,30%
16,Amarillo,56,DALLAM,Male,62,59,95%,56,90%,2,3%,47,76%,9,15%,9,15%,18,29%,1,2%,11,18%
16,Amarillo,59,DEAF SMITH,Female,145,136,94%,123,85%,14,10%,112,77%,19,13%,51,35%,70,48%,3,2%,24,17%
16,Amarillo,59,DEAF SMITH,Male,140,134,96%,124,89%,6,4%,111,79%,27,19%,35,25%,62,44%,2,1%,29,21%
16,Amarillo,65,DONLEY,Female,30,29,97%,27,90%,1,3%,24,80%,6,20%,16,53%,22,73%,1,3%,10,33%
16,Amarillo,65,DONLEY,Male,35,34,97%,33,94%,,0%,33,94%,8,23%,17,49%,25,71%,1,3%,13,37%
16,Amarillo,90,GRAY,Female,136,130,96%,122,90%,2,1%,101,74%,24,18%,47,35%,71,52%,9,7%,29,21%
16,Amarillo,90,GRAY,Male,136,124,91%,118,87%,4,3%,91,67%,23,17%,30,22%,53,39%,6,4%,25,18%
16,Amarillo,96,HALL,Female,28,26,93%,25,89%,,0%,25,89%,8,29%,8,29%,16,57%,1,4%,13,46%
16,Amarillo,96,HALL,Male,34,29,85%,26,76%,2,6%,28,82%,10,29%,12,35%,22,65%,,0%,11,32%
16,Amarillo,98,HANSFORD,Female,48,46,96%,46,96%,1,2%,44,92%,16,33%,11,23%,27,56%,,0%,19,40%
16,Amarillo,98,HANSFORD,Male,44,43,98%,42,95%,,0%,37,84%,9,20%,17,39%,26,59%,3,7%,13,30%
16,Amarillo,103,HARTLEY,Female,17,16,94%,16,94%,,0%,15,88%,5,29%,6,35%,11,65%,,0%,7,41%
16,Amarillo,103,HARTLEY,Male,17,17,100%,17,100%,,0%,15,88%,3,18%,4,24%,7,41%,,0%,2,12%
16,Amarillo,106,HEMPHILL,Female,24,21,88%,22,92%,1,4%,16,67%,6,25%,7,29%,13,54%,1,4%,4,17%
16,Amarillo,106,HEMPHILL,Male,32,30,94%,27,84%,1,3%,27,84%,11,34%,5,16%,16,50%,,0%,10,31%
16,Amarillo,117,HUTCHINSON,Female,155,150,97%,141,91%,3,2%,126,81%,27,17%,67,43%,94,61%,5,3%,43,28%
16,Amarillo,117,HUTCHINSON,Male,149,140,94%,134,90%,2,1%,113,76%,12,8%,62,42%,74,50%,6,4%,29,19%
16,Amarillo,148,LIPSCOMB,Female,31,27,87%,25,81%,,0%,24,77%,8,26%,6,19%,14,45%,,0%,7,23%
16,Amarillo,148,LIPSCOMB,Male,33,31,94%,30,91%,2,6%,28,85%,8,24%,3,9%,11,33%,,0%,4,12%
16,Amarillo,171,MOORE,Female,160,149,93%,93,58%,49,31%,129,81%,10,6%,83,52%,93,58%,4,3%,44,28%
16,Amarillo,171,MOORE,Male,169,163,96%,123,73%,37,22%,139,82%,21,12%,69,41%,90,53%,2,1%,47,28%
16,Amarillo,179,OCHILTREE,Female,69,63,91%,49,71%,12,17%,55,80%,10,14%,15,22%,25,36%,,0%,10,14%
16,Amarillo,179,OCHILTREE,Male,83,81,98%,64,77%,16,19%,74,89%,13,16%,14,17%,27,33%,,0%,14,17%
16,Amarillo,180,OLDHAM,Female,25,23,92%,21,84%,,0%,20,80%,8,32%,11,44%,19,76%,1,4%,10,40%
16,Amarillo,180,OLDHAM,Male,39,35,90%,32,82%,1,3%,29,74%,6,15%,11,28%,17,44%,,0%,4,10%
16,Amarillo,185,PARMER,Female,86,80,93%,77,90%,1,1%,70,81%,20,23%,24,28%,44,51%,,0%,25,29%
16,Amarillo,185,PARMER,Male,95,84,88%,81,85%,3,3%,78,82%,18,19%,26,27%,44,46%,,0%,20,21%
16,Amarillo,188,POTTER,Female,1188,1109,93%,1018,86%,88,7%,951,80%,203,17%,519,44%,722,61%,39,3%,297,25%
16,Amarillo,188,POTTER,Male,1233,1152,93%,1025,83%,125,10%,922,75%,163,13%,413,34%,576,47%,25,2%,221,18%
16,Amarillo,191,RANDALL,Female,309,298,96%,285,92%,4,1%,263,85%,108,35%,103,33%,211,68%,9,3%,121,39%
16,Amarillo,191,RANDALL,Male,349,335,96%,315,90%,9,3%,288,83%,80,23%,111,32%,191,55%,11,3%,85,24%
16,Amarillo,197,ROBERTS,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,197,ROBERTS,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,211,SHERMAN,Female,33,28,85%,30,91%,1,3%,20,61%,5,15%,6,18%,11,33%,,0%,6,18%
16,Amarillo,211,SHERMAN,Male,25,23,92%,23,92%,,0%,17,68%,6,24%,4,16%,10,40%,1,4%,5,20%
16,Amarillo,219,SWISHER,Female,46,45,98%,44,96%,1,2%,39,85%,8,17%,21,46%,29,63%,2,4%,12,26%
16,Amarillo,219,SWISHER,Male,54,52,96%,50,93%,2,4%,44,81%,9,17%,12,22%,21,39%,2,4%,7,13%
16,Amarillo,242,WHEELER,Female,31,29,94%,28,90%,,0%,21,68%,6,19%,8,26%,14,45%,1,3%,5,16%
16,Amarillo,242,WHEELER,Male,43,40,93%,36,84%,4,9%,30,70%,10,23%,3,7%,13,30%,1,2%,7,16%
17,Lubbock,9,BAILEY,Female,49,42,86%,42,86%,,0%,38,78%,9,18%,10,20%,19,39%,,0%,9,18%
17,Lubbock,9,BAILEY,Male,57,56,98%,49,86%,4,7%,43,75%,10,18%,11,19%,21,37%,2,4%,10,18%
17,Lubbock,17,BORDEN,Female,8,7,88%,7,88%,,0%,7,88%,5,63%,3,38%,8,100%,1,13%,7,88%
17,Lubbock,17,BORDEN,Male,9,9,100%,9,100%,,0%,9,100%,3,33%,2,22%,5,56%,,0%,5,56%
17,Lubbock,40,COCHRAN,Female,23,20,87%,18,78%,1,4%,18,78%,5,22%,9,39%,14,61%,1,4%,7,30%
17,Lubbock,40,COCHRAN,Male,27,26,96%,23,85%,4,15%,23,85%,4,15%,8,30%,12,44%,,0%,6,22%
17,Lubbock,51,COTTLE,Female,11,8,73%,7,64%,3,27%,8,73%,3,27%,4,36%,7,64%,1,9%,4,36%
17,Lubbock,51,COTTLE,Male,13,12,92%,11,85%,1,8%,12,92%,2,15%,4,31%,6,46%,,0%,1,8%
