Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
9,Wichita Falls,99,HARDEMAN,Not Economically Disadvantaged,23,23,100%,.,.,.,.,19,83%,5,22%,9,39%,14,61%,1,4%,5,22%
9,Wichita Falls,99,HARDEMAN,Economically Disadvantaged,40,38,95%,.,.,.,.,32,80%,7,18%,10,25%,17,43%,1,3%,3,8%
9,Wichita Falls,119,JACK,Not Economically Disadvantaged,78,76,97%,72,92%,2,3%,64,82%,24,31%,28,36%,52,67%,3,4%,30,38%
9,Wichita Falls,119,JACK,Economically Disadvantaged,45,40,89%,40,89%,,0%,33,73%,6,13%,7,16%,13,29%,,0%,4,9%
9,Wichita Falls,138,KNOX,Not Economically Disadvantaged,24,24,100%,23,96%,1,4%,23,96%,11,46%,8,33%,19,79%,,0%,14,58%
9,Wichita Falls,138,KNOX,Economically Disadvantaged,29,28,97%,28,97%,1,3%,27,93%,1,3%,10,34%,11,38%,,0%,4,14%
9,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,131,119,91%,116,89%,2,2%,111,85%,39,30%,54,41%,93,71%,1,1%,43,33%
9,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,92,82,89%,80,87%,3,3%,63,68%,11,12%,21,23%,32,35%,4,4%,10,11%
9,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged,14,13,93%,13,93%,1,7%,13,93%,4,29%,7,50%,11,79%,,0%,3,21%
9,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged,18,17,94%,16,89%,1,6%,16,89%,4,22%,4,22%,8,44%,,0%,4,22%
9,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,788,721,92%,671,85%,33,4%,636,81%,244,31%,215,27%,459,58%,21,3%,231,29%
9,Wichita Falls,243,WICHITA,Economically Disadvantaged,714,660,92%,568,80%,88,12%,543,76%,85,12%,181,25%,266,37%,15,2%,77,11%
9,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,81,79,98%,77,95%,3,4%,70,86%,24,30%,30,37%,54,67%,,0%,35,43%
9,Wichita Falls,244,WILBARGER,Economically Disadvantaged,107,98,92%,88,82%,4,4%,73,68%,9,8%,32,30%,41,38%,2,2%,17,16%
9,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,138,134,97%,131,95%,1,1%,121,88%,52,38%,40,29%,92,67%,4,3%,61,44%
9,Wichita Falls,252,YOUNG,Economically Disadvantaged,102,95,93%,83,81%,10,10%,76,75%,14,14%,26,25%,40,39%,,0%,9,9%
10,Richardson,43,COLLIN,Not Economically Disadvantaged,9350,8945,96%,8541,91%,229,2%,8133,87%,2717,29%,3303,35%,6020,64%,317,3%,3234,35%
10,Richardson,43,COLLIN,Economically Disadvantaged,2196,2048,93%,1795,82%,211,10%,1710,78%,225,10%,694,32%,919,42%,47,2%,319,15%
10,Richardson,57,DALLAS,Not Economically Disadvantaged,11467,10880,95%,10140,88%,630,5%,9647,84%,3256,28%,3991,35%,7247,63%,361,3%,3398,30%
10,Richardson,57,DALLAS,Economically Disadvantaged,20941,19486,93%,16774,80%,2546,12%,15419,74%,2392,11%,5976,29%,8368,40%,373,2%,2507,12%
10,Richardson,70,ELLIS,Not Economically Disadvantaged,1455,1396,96%,1330,91%,51,4%,1274,88%,402,28%,606,42%,1008,69%,27,2%,530,36%
10,Richardson,70,ELLIS,Economically Disadvantaged,929,856,92%,773,83%,91,10%,717,77%,94,10%,330,36%,424,46%,26,3%,143,15%
10,Richardson,74,FANNIN,Not Economically Disadvantaged,228,224,98%,217,95%,1,0%,207,91%,42,18%,111,49%,153,67%,2,1%,79,35%
10,Richardson,74,FANNIN,Economically Disadvantaged,190,179,94%,169,89%,1,1%,132,69%,17,9%,56,29%,73,38%,7,4%,16,8%
10,Richardson,91,GRAYSON,Not Economically Disadvantaged,847,815,96%,782,92%,16,2%,739,87%,198,23%,380,45%,578,68%,21,2%,304,36%
10,Richardson,91,GRAYSON,Economically Disadvantaged,635,598,94%,528,83%,45,7%,465,73%,49,8%,230,36%,279,44%,25,4%,90,14%
10,Richardson,116,HUNT,Not Economically Disadvantaged,482,459,95%,442,92%,24,5%,417,87%,134,28%,170,35%,304,63%,9,2%,138,29%
10,Richardson,116,HUNT,Economically Disadvantaged,537,494,92%,440,82%,45,8%,402,75%,56,10%,167,31%,223,42%,12,2%,72,13%
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,1076,1044,97%,993,92%,49,5%,936,87%,267,25%,413,38%,680,63%,27,3%,337,31%
10,Richardson,129,KAUFMAN,Economically Disadvantaged,719,670,93%,566,79%,82,11%,529,74%,65,9%,227,32%,292,41%,15,2%,95,13%
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,1020,975,96%,909,89%,54,5%,875,86%,301,30%,405,40%,706,69%,43,4%,384,38%
10,Richardson,199,ROCKWALL,Economically Disadvantaged,302,284,94%,246,81%,41,14%,232,77%,31,10%,105,35%,136,45%,4,1%,47,16%
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,212,206,97%,196,92%,7,3%,185,87%,66,31%,72,34%,138,65%,4,2%,78,37%
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,142,136,96%,119,84%,15,11%,105,74%,15,11%,38,27%,53,37%,,0%,17,12%
11,Fort Worth,49,COOKE,Not Economically Disadvantaged,248,242,98%,233,94%,8,3%,224,90%,55,22%,105,42%,160,65%,5,2%,91,37%
11,Fort Worth,49,COOKE,Economically Disadvantaged,188,166,88%,146,78%,18,10%,124,66%,14,7%,47,25%,61,32%,5,3%,18,10%
11,Fort Worth,61,DENTON,Not Economically Disadvantaged,5836,5624,96%,5252,90%,256,4%,5046,86%,1706,29%,2032,35%,3738,64%,179,3%,1943,33%
11,Fort Worth,61,DENTON,Economically Disadvantaged,2057,1909,93%,1624,79%,263,13%,1551,75%,172,8%,567,28%,739,36%,41,2%,217,11%
11,Fort Worth,72,ERATH,Not Economically Disadvantaged,219,210,96%,206,94%,4,2%,189,86%,110,50%,45,21%,155,71%,6,3%,87,40%
11,Fort Worth,72,ERATH,Economically Disadvantaged,207,182,88%,162,78%,24,12%,141,68%,30,14%,46,22%,76,37%,1,0%,25,12%
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,415,386,93%,357,86%,18,4%,344,83%,144,35%,108,26%,252,61%,11,3%,144,35%
11,Fort Worth,111,HOOD,Economically Disadvantaged,187,173,93%,166,89%,8,4%,136,73%,22,12%,47,25%,69,37%,4,2%,28,15%
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1313,1265,96%,1173,89%,77,6%,1119,85%,336,26%,497,38%,833,63%,31,2%,415,32%
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,958,905,94%,759,79%,120,13%,710,74%,74,8%,293,31%,367,38%,20,2%,110,11%
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,170,164,96%,155,91%,5,3%,145,85%,28,16%,75,44%,103,61%,5,3%,54,32%
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,203,194,96%,177,87%,5,2%,154,76%,13,6%,56,28%,69,34%,2,1%,27,13%
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,1100,1069,97%,1020,93%,30,3%,956,87%,281,26%,478,43%,759,69%,34,3%,384,35%
11,Fort Worth,184,PARKER,Economically Disadvantaged,360,337,94%,300,83%,23,6%,253,70%,19,5%,112,31%,131,36%,10,3%,43,12%
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,91,89,98%,87,96%,1,1%,86,95%,43,47%,19,21%,62,68%,,0%,39,43%
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,61,57,93%,54,89%,3,5%,52,85%,8,13%,16,26%,24,39%,1,2%,6,10%
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,13085,12522,96%,11558,88%,722,6%,10915,83%,3635,28%,4640,35%,8275,63%,473,4%,3978,30%
11,Fort Worth,220,TARRANT,Economically Disadvantaged,10620,9926,93%,8281,78%,1394,13%,7402,70%,1241,12%,3236,30%,4477,42%,304,3%,1470,14%
11,Fort Worth,249,WISE,Not Economically Disadvantaged,424,408,96%,397,94%,8,2%,368,87%,113,27%,144,34%,257,61%,13,3%,131,31%
11,Fort Worth,249,WISE,Economically Disadvantaged,236,222,94%,204,86%,16,7%,175,74%,21,9%,64,27%,85,36%,4,2%,36,15%
12,Waco,14,BELL,Not Economically Disadvantaged,2302,2109,92%,1816,79%,179,8%,1777,77%,549,24%,827,36%,1376,60%,77,3%,644,28%
12,Waco,14,BELL,Economically Disadvantaged,1924,1701,88%,1281,67%,313,16%,1277,66%,168,9%,562,29%,730,38%,59,3%,170,9%
12,Waco,18,BOSQUE,Not Economically Disadvantaged,120,120,100%,117,98%,,0%,109,91%,41,34%,45,38%,86,72%,3,3%,53,44%
12,Waco,18,BOSQUE,Economically Disadvantaged,116,113,97%,105,91%,6,5%,91,78%,12,10%,37,32%,49,42%,3,3%,15,13%
12,Waco,50,CORYELL,Not Economically Disadvantaged,525,487,93%,438,83%,25,5%,424,81%,122,23%,187,36%,309,59%,20,4%,133,25%
12,Waco,50,CORYELL,Economically Disadvantaged,276,250,91%,209,76%,35,13%,198,72%,35,13%,90,33%,125,45%,11,4%,40,14%
12,Waco,73,FALLS,Not Economically Disadvantaged,58,57,98%,55,95%,2,3%,52,90%,14,24%,29,50%,43,74%,1,2%,22,38%
12,Waco,73,FALLS,Economically Disadvantaged,120,110,92%,101,84%,12,10%,97,81%,15,13%,45,38%,60,50%,2,2%,21,18%
12,Waco,81,FREESTONE,Not Economically Disadvantaged,177,171,97%,162,92%,6,3%,153,86%,48,27%,79,45%,127,72%,2,1%,75,42%
12,Waco,81,FREESTONE,Economically Disadvantaged,100,92,92%,81,81%,9,9%,78,78%,6,6%,29,29%,35,35%,3,3%,13,13%
12,Waco,97,HAMILTON,Not Economically Disadvantaged,58,58,100%,.,.,.,.,53,91%,23,40%,15,26%,38,66%,,0%,19,33%
12,Waco,97,HAMILTON,Economically Disadvantaged,49,48,98%,.,.,.,.,42,86%,5,10%,11,22%,16,33%,1,2%,3,6%
12,Waco,109,HILL,Not Economically Disadvantaged,206,197,96%,187,91%,6,3%,188,91%,46,22%,106,51%,152,74%,5,2%,72,35%
12,Waco,109,HILL,Economically Disadvantaged,254,240,94%,213,84%,16,6%,193,76%,16,6%,103,41%,119,47%,8,3%,38,15%
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,145,139,96%,135,93%,3,2%,118,81%,50,34%,35,24%,85,59%,3,2%,42,29%
12,Waco,141,LAMPASAS,Economically Disadvantaged,141,135,96%,126,89%,6,4%,107,76%,15,11%,45,32%,60,43%,5,4%,15,11%
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,130,123,95%,112,86%,9,7%,108,83%,27,21%,64,49%,91,70%,4,3%,51,39%
12,Waco,147,LIMESTONE,Economically Disadvantaged,172,168,98%,141,82%,23,13%,142,83%,22,13%,68,40%,90,52%,3,2%,33,19%
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1330,1281,96%,1214,91%,45,3%,1163,87%,338,25%,642,48%,980,74%,39,3%,576,43%
12,Waco,161,MCLENNAN,Economically Disadvantaged,1795,1701,95%,1472,82%,213,12%,1304,73%,115,6%,761,42%,876,49%,62,3%,290,16%
12,Waco,167,MILLS,Not Economically Disadvantaged,34,34,100%,.,.,.,.,34,100%,19,56%,9,26%,28,82%,,0%,20,59%
12,Waco,167,MILLS,Economically Disadvantaged,34,33,97%,.,.,.,.,28,82%,4,12%,10,29%,14,41%,1,3%,2,6%
12,Waco,175,NAVARRO,Not Economically Disadvantaged,250,242,97%,226,90%,9,4%,216,86%,55,22%,121,48%,176,70%,6,2%,105,42%
12,Waco,175,NAVARRO,Economically Disadvantaged,421,397,94%,348,83%,52,12%,304,72%,20,5%,194,46%,214,51%,23,5%,59,14%
13,Austin,11,BASTROP,Not Economically Disadvantaged,498,473,95%,436,88%,31,6%,423,85%,128,26%,162,33%,290,58%,16,3%,118,24%
13,Austin,11,BASTROP,Economically Disadvantaged,597,573,96%,479,80%,86,14%,477,80%,71,12%,132,22%,203,34%,4,1%,49,8%
13,Austin,14,BELL,Not Economically Disadvantaged,16,16,100%,.,.,.,.,15,94%,4,25%,7,44%,11,69%,1,6%,4,25%
13,Austin,14,BELL,Economically Disadvantaged,25,23,92%,.,.,.,.,17,68%,1,4%,5,20%,6,24%,,0%,2,8%
13,Austin,16,BLANCO,Not Economically Disadvantaged,88,85,97%,84,95%,1,1%,77,88%,43,49%,23,26%,66,75%,5,6%,41,47%
13,Austin,16,BLANCO,Economically Disadvantaged,52,45,87%,42,81%,4,8%,40,77%,7,13%,14,27%,21,40%,1,2%,5,10%
13,Austin,27,BURNET,Not Economically Disadvantaged,259,248,96%,234,90%,12,5%,223,86%,99,38%,60,23%,159,61%,9,3%,88,34%
13,Austin,27,BURNET,Economically Disadvantaged,269,254,94%,230,86%,17,6%,200,74%,27,10%,59,22%,86,32%,3,1%,23,9%
13,Austin,28,CALDWELL,Not Economically Disadvantaged,157,154,98%,149,95%,5,3%,149,95%,53,34%,37,24%,90,57%,,0%,39,25%
13,Austin,28,CALDWELL,Economically Disadvantaged,272,261,96%,247,91%,7,3%,219,81%,41,15%,41,15%,82,30%,3,1%,26,10%
13,Austin,46,COMAL,Not Economically Disadvantaged,1253,1212,97%,1158,92%,19,2%,1103,88%,456,36%,341,27%,797,64%,34,3%,469,37%
13,Austin,46,COMAL,Economically Disadvantaged,671,605,90%,514,77%,73,11%,461,69%,71,11%,120,18%,191,28%,15,2%,69,10%
13,Austin,75,FAYETTE,Not Economically Disadvantaged,182,181,99%,171,94%,9,5%,167,92%,55,30%,73,40%,128,70%,2,1%,91,50%
13,Austin,75,FAYETTE,Economically Disadvantaged,119,112,94%,97,82%,15,13%,92,77%,8,7%,33,28%,41,34%,2,2%,16,13%
13,Austin,86,GILLESPIE,Not Economically Disadvantaged,145,142,98%,140,97%,1,1%,135,93%,71,49%,24,17%,95,66%,1,1%,62,43%
13,Austin,86,GILLESPIE,Economically Disadvantaged,133,130,98%,120,90%,5,4%,108,81%,19,14%,15,11%,34,26%,,0%,15,11%
13,Austin,89,GONZALES,Not Economically Disadvantaged,92,89,97%,83,90%,3,3%,72,78%,41,45%,13,14%,54,59%,4,4%,32,35%
13,Austin,89,GONZALES,Economically Disadvantaged,169,167,99%,152,90%,9,5%,132,78%,11,7%,38,22%,49,29%,1,1%,12,7%
13,Austin,94,GUADALUPE,Not Economically Disadvantaged,1050,995,95%,911,87%,69,7%,923,88%,352,34%,288,27%,640,61%,19,2%,351,33%
13,Austin,94,GUADALUPE,Economically Disadvantaged,631,573,91%,455,72%,120,19%,468,74%,83,13%,123,19%,206,33%,9,1%,70,11%
13,Austin,105,HAYS,Not Economically Disadvantaged,1183,1152,97%,1045,88%,82,7%,1030,87%,439,37%,348,29%,787,67%,38,3%,393,33%
13,Austin,105,HAYS,Economically Disadvantaged,801,777,97%,632,79%,134,17%,613,77%,102,13%,197,25%,299,37%,15,2%,74,9%
13,Austin,130,KENDALL,Not Economically Disadvantaged,43,41,95%,41,95%,,0%,40,93%,25,58%,8,19%,33,77%,1,2%,22,51%
13,Austin,130,KENDALL,Economically Disadvantaged,48,46,96%,42,88%,3,6%,40,83%,7,15%,9,19%,16,33%,,0%,8,17%
13,Austin,144,LEE,Not Economically Disadvantaged,110,109,99%,99,90%,8,7%,94,85%,28,25%,36,33%,64,58%,2,2%,41,37%
13,Austin,144,LEE,Economically Disadvantaged,126,114,90%,90,71%,29,23%,90,71%,8,6%,26,21%,34,27%,1,1%,12,10%
13,Austin,150,LLANO,Not Economically Disadvantaged,74,72,97%,68,92%,4,5%,64,86%,29,39%,18,24%,47,64%,1,1%,22,30%
13,Austin,150,LLANO,Economically Disadvantaged,76,74,97%,60,79%,10,13%,46,61%,7,9%,9,12%,16,21%,2,3%,4,5%
13,Austin,166,MILAM,Not Economically Disadvantaged,28,27,96%,.,.,.,.,24,86%,9,32%,9,32%,18,64%,,0%,10,36%
13,Austin,166,MILAM,Economically Disadvantaged,23,22,96%,.,.,.,.,20,87%,3,13%,5,22%,8,35%,,0%,3,13%
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4570,4376,96%,4100,90%,172,4%,3900,85%,1611,35%,1280,28%,2891,63%,155,3%,1523,33%
13,Austin,227,TRAVIS,Economically Disadvantaged,4915,4629,94%,3723,76%,780,16%,3410,69%,585,12%,1024,21%,1609,33%,113,2%,443,9%
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,4977,4823,97%,4614,93%,133,3%,4373,88%,1769,36%,1578,32%,3347,67%,110,2%,1856,37%
13,Austin,246,WILLIAMSON,Economically Disadvantaged,1833,1738,95%,1518,83%,180,10%,1389,76%,246,13%,499,27%,745,41%,33,2%,221,12%
14,Abilene,30,CALLAHAN,Not Economically Disadvantaged,110,103,94%,97,88%,7,6%,93,85%,34,31%,26,24%,60,55%,,0%,33,30%
14,Abilene,30,CALLAHAN,Economically Disadvantaged,84,76,90%,67,80%,4,5%,55,65%,11,13%,15,18%,26,31%,1,1%,8,10%
14,Abilene,47,COMANCHE,Not Economically Disadvantaged,58,57,98%,53,91%,3,5%,55,95%,25,43%,19,33%,44,76%,1,2%,27,47%
14,Abilene,47,COMANCHE,Economically Disadvantaged,103,98,95%,88,85%,8,8%,78,76%,14,14%,37,36%,51,50%,2,2%,21,20%
14,Abilene,67,EASTLAND,Not Economically Disadvantaged,104,101,97%,97,93%,3,3%,85,82%,32,31%,36,35%,68,65%,5,5%,35,34%
14,Abilene,67,EASTLAND,Economically Disadvantaged,105,102,97%,97,92%,2,2%,90,86%,19,18%,34,32%,53,50%,3,3%,23,22%
14,Abilene,76,FISHER,Not Economically Disadvantaged,21,21,100%,18,86%,1,5%,18,86%,12,57%,6,29%,18,86%,1,5%,15,71%
14,Abilene,76,FISHER,Economically Disadvantaged,33,31,94%,31,94%,1,3%,28,85%,7,21%,8,24%,15,45%,,0%,8,24%
14,Abilene,104,HASKELL,Not Economically Disadvantaged,28,27,96%,27,96%,,0%,26,93%,11,39%,8,29%,19,68%,,0%,11,39%
14,Abilene,104,HASKELL,Economically Disadvantaged,38,37,97%,36,95%,,0%,30,79%,6,16%,15,39%,21,55%,,0%,6,16%
14,Abilene,127,JONES,Not Economically Disadvantaged,85,83,98%,80,94%,2,2%,77,91%,25,29%,27,32%,52,61%,1,1%,33,39%
14,Abilene,127,JONES,Economically Disadvantaged,126,118,94%,112,89%,8,6%,104,83%,19,15%,24,19%,43,34%,1,1%,18,14%
14,Abilene,168,MITCHELL,Not Economically Disadvantaged,54,54,100%,54,100%,,0%,50,93%,13,24%,32,59%,45,83%,2,4%,25,46%
14,Abilene,168,MITCHELL,Economically Disadvantaged,50,45,90%,39,78%,5,10%,35,70%,3,6%,14,28%,17,34%,2,4%,3,6%
14,Abilene,177,NOLAN,Not Economically Disadvantaged,108,103,95%,96,89%,6,6%,97,90%,44,41%,33,31%,77,71%,4,4%,52,48%
14,Abilene,177,NOLAN,Economically Disadvantaged,128,117,91%,98,77%,18,14%,89,70%,13,10%,31,24%,44,34%,1,1%,23,18%
14,Abilene,208,SCURRY,Not Economically Disadvantaged,128,124,97%,117,91%,6,5%,114,89%,20,16%,57,45%,77,60%,2,2%,48,38%
14,Abilene,208,SCURRY,Economically Disadvantaged,87,81,93%,68,78%,11,13%,65,75%,8,9%,28,32%,36,41%,4,5%,18,21%
14,Abilene,209,SHACKELFORD,Not Economically Disadvantaged,41,41,100%,36,88%,4,10%,35,85%,17,41%,14,34%,31,76%,1,2%,19,46%
14,Abilene,209,SHACKELFORD,Economically Disadvantaged,31,29,94%,22,71%,6,19%,24,77%,4,13%,11,35%,15,48%,,0%,4,13%
14,Abilene,215,STEPHENS,Not Economically Disadvantaged,35,34,97%,32,91%,1,3%,30,86%,7,20%,15,43%,22,63%,1,3%,7,20%
14,Abilene,215,STEPHENS,Economically Disadvantaged,69,65,94%,52,75%,6,9%,49,71%,5,7%,21,30%,26,38%,2,3%,8,12%
14,Abilene,217,STONEWALL,Not Economically Disadvantaged,9,9,100%,9,100%,,0%,9,100%,1,11%,6,67%,7,78%,,0%,3,33%
14,Abilene,217,STONEWALL,Economically Disadvantaged,7,7,100%,7,100%,,0%,7,100%,3,43%,2,29%,5,71%,,0%,2,29%
14,Abilene,221,TAYLOR,Not Economically Disadvantaged,890,849,95%,787,88%,40,4%,758,85%,351,39%,248,28%,599,67%,19,2%,334,38%
14,Abilene,221,TAYLOR,Economically Disadvantaged,835,769,92%,601,72%,155,19%,591,71%,100,12%,191,23%,291,35%,26,3%,82,10%
15,San Angelo,25,BROWN,Not Economically Disadvantaged,234,229,98%,223,95%,6,3%,220,94%,112,48%,55,24%,167,71%,2,1%,95,41%
15,San Angelo,25,BROWN,Economically Disadvantaged,241,225,93%,191,79%,35,15%,189,78%,45,19%,53,22%,98,41%,2,1%,38,16%
15,San Angelo,41,COKE,Not Economically Disadvantaged,28,27,96%,28,100%,,0%,28,100%,12,43%,8,29%,20,71%,,0%,12,43%
15,San Angelo,41,COKE,Economically Disadvantaged,15,15,100%,14,93%,,0%,12,80%,5,33%,4,27%,9,60%,1,7%,5,33%
15,San Angelo,42,COLEMAN,Not Economically Disadvantaged,47,47,100%,46,98%,,0%,41,87%,16,34%,20,43%,36,77%,1,2%,15,32%
15,San Angelo,42,COLEMAN,Economically Disadvantaged,61,53,87%,48,79%,8,13%,43,70%,4,7%,19,31%,23,38%,2,3%,7,11%
15,San Angelo,48,CONCHO,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,48,CONCHO,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,53,CROCKETT,Not Economically Disadvantaged,25,25,100%,24,96%,,0%,23,92%,3,12%,8,32%,11,44%,,0%,2,8%
15,San Angelo,53,CROCKETT,Economically Disadvantaged,31,30,97%,26,84%,,0%,21,68%,2,6%,9,29%,11,35%,,0%,5,16%
15,San Angelo,69,EDWARDS,Not Economically Disadvantaged,20,19,95%,.,.,.,.,19,95%,6,30%,10,50%,16,80%,,0%,9,45%
15,San Angelo,69,EDWARDS,Economically Disadvantaged,32,30,94%,.,.,.,.,26,81%,1,3%,6,19%,7,22%,,0%,3,9%
15,San Angelo,118,IRION,Not Economically Disadvantaged,12,12,100%,12,100%,,0%,12,100%,4,33%,7,58%,11,92%,,0%,5,42%
15,San Angelo,118,IRION,Economically Disadvantaged,12,12,100%,12,100%,,0%,11,92%,4,33%,2,17%,6,50%,,0%,2,17%
15,San Angelo,134,KIMBLE,Not Economically Disadvantaged,28,27,96%,28,100%,,0%,27,96%,14,50%,8,29%,22,79%,,0%,17,61%
15,San Angelo,134,KIMBLE,Economically Disadvantaged,28,28,100%,23,82%,5,18%,25,89%,2,7%,9,32%,11,39%,,0%,6,21%
15,San Angelo,157,MASON,Not Economically Disadvantaged,14,14,100%,14,100%,,0%,13,93%,6,43%,4,29%,10,71%,,0%,5,36%
15,San Angelo,157,MASON,Economically Disadvantaged,26,24,92%,24,92%,2,8%,23,88%,7,27%,6,23%,13,50%,,0%,7,27%
15,San Angelo,160,MCCULLOCH,Not Economically Disadvantaged,54,54,100%,51,94%,1,2%,47,87%,23,43%,19,35%,42,78%,1,2%,22,41%
15,San Angelo,160,MCCULLOCH,Economically Disadvantaged,58,52,90%,48,83%,5,9%,49,84%,8,14%,14,24%,22,38%,,0%,3,5%
15,San Angelo,164,MENARD,Not Economically Disadvantaged,12,12,100%,12,100%,,0%,11,92%,4,33%,2,17%,6,50%,,0%,3,25%
15,San Angelo,164,MENARD,Economically Disadvantaged,15,14,93%,14,93%,,0%,13,87%,6,40%,1,7%,7,47%,1,7%,,0%
15,San Angelo,200,RUNNELS,Not Economically Disadvantaged,74,74,100%,69,93%,1,1%,64,86%,36,49%,13,18%,49,66%,1,1%,32,43%
15,San Angelo,200,RUNNELS,Economically Disadvantaged,91,87,96%,86,95%,1,1%,64,70%,18,20%,21,23%,39,43%,2,2%,17,19%
15,San Angelo,206,SAN SABA,Not Economically Disadvantaged,38,37,97%,.,.,.,.,36,95%,17,45%,11,29%,28,74%,,0%,21,55%
15,San Angelo,206,SAN SABA,Economically Disadvantaged,43,41,95%,.,.,.,.,38,88%,7,16%,10,23%,17,40%,,0%,5,12%
15,San Angelo,207,SCHLEICHER,Not Economically Disadvantaged,21,20,95%,21,100%,,0%,19,90%,9,43%,7,33%,16,76%,1,5%,9,43%
15,San Angelo,207,SCHLEICHER,Economically Disadvantaged,26,25,96%,25,96%,,0%,23,88%,3,12%,3,12%,6,23%,,0%,4,15%
15,San Angelo,216,STERLING,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,216,STERLING,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15,San Angelo,218,SUTTON,Not Economically Disadvantaged,42,42,100%,.,.,.,.,41,98%,21,50%,12,29%,33,79%,,0%,20,48%
15,San Angelo,218,SUTTON,Economically Disadvantaged,24,21,88%,.,.,.,.,18,75%,3,13%,4,17%,7,29%,,0%,4,17%
15,San Angelo,226,TOM GREEN,Not Economically Disadvantaged,594,559,94%,544,92%,6,1%,508,86%,250,42%,120,20%,370,62%,10,2%,201,34%
15,San Angelo,226,TOM GREEN,Economically Disadvantaged,596,565,95%,534,90%,36,6%,456,77%,95,16%,128,21%,223,37%,10,2%,67,11%
15,San Angelo,233,VAL VERDE,Not Economically Disadvantaged,226,215,95%,203,90%,6,3%,193,85%,70,31%,85,38%,155,69%,4,2%,91,40%
15,San Angelo,233,VAL VERDE,Economically Disadvantaged,511,455,89%,389,76%,82,16%,379,74%,41,8%,178,35%,219,43%,6,1%,85,17%
16,Amarillo,6,ARMSTRONG,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,6,ARMSTRONG,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,23,BRISCOE,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,23,BRISCOE,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,33,CARSON,Not Economically Disadvantaged,67,64,96%,.,.,.,.,57,85%,26,39%,20,30%,46,69%,2,3%,26,39%
16,Amarillo,33,CARSON,Economically Disadvantaged,26,25,96%,.,.,.,.,22,85%,5,19%,9,35%,14,54%,1,4%,3,12%
16,Amarillo,35,CASTRO,Not Economically Disadvantaged,41,41,100%,.,.,.,.,35,85%,13,32%,16,39%,29,71%,3,7%,18,44%
16,Amarillo,35,CASTRO,Economically Disadvantaged,81,79,98%,.,.,.,.,63,78%,17,21%,18,22%,35,43%,3,4%,15,19%
16,Amarillo,38,CHILDRESS,Not Economically Disadvantaged,45,42,93%,.,.,.,.,36,80%,16,36%,11,24%,27,60%,1,2%,13,29%
16,Amarillo,38,CHILDRESS,Economically Disadvantaged,45,42,93%,.,.,.,.,30,67%,6,13%,8,18%,14,31%,2,4%,3,7%
16,Amarillo,44,COLLINGSWORTH,Not Economically Disadvantaged,19,18,95%,18,95%,,0%,16,84%,6,32%,5,26%,11,58%,,0%,9,47%
