CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME
211902041,211902,STRATFORD J H,211,STRATFORD ISD,16,SHERMAN,M,8-May,N,N, , 
211902102,211902,MARY ALLEN EL,211,STRATFORD ISD,16,SHERMAN,E,EE - 04,N,N, , 
212801001,212801,CUMBERLAND H S,212,CUMBERLAND ACADEMY,7,SMITH,S,12-Sep,Y,N, , 
212801041,212801,CUMBERLAND ACADEMY MIDDLE,212,CUMBERLAND ACADEMY,7,SMITH,M,8-Jun,Y,N, , 
212801101,212801,CUMBERLAND ACADEMY,212,CUMBERLAND ACADEMY,7,SMITH,E,KG - 05,Y,N, , 
212801102,212801,THE LEADERSHIP ACADEMY,212,CUMBERLAND ACADEMY,7,SMITH,E,KG - 08,Y,N, , 
212804001,212804,UT TYLER UNIVERSITY ACADEMY AT TYL,212,UT TYLER UNIVERSITY ACADEMY,7,SMITH,B,KG - 12,Y,N, , 
212804102,212804,UT TYLER UNIVERSITY ACADEMY AT LON,212,UT TYLER UNIVERSITY ACADEMY,7,SMITH,B,12-Jan,Y,N, , 
212804103,212804,UT TYLER UNIVERSITY ACADEMY AT PAL,212,UT TYLER UNIVERSITY ACADEMY,7,SMITH,B,KG - 12,Y,N, , 
212901001,212901,ARP H S,212,ARP ISD,7,SMITH,S,12-Sep,N,N, , 
212901041,212901,ARP J H,212,ARP ISD,7,SMITH,M,8-Jun,N,N, , 
212901101,212901,ARP EL,212,ARP ISD,7,SMITH,E,PK - 05,N,N, , 
212902001,212902,BULLARD H S,212,BULLARD ISD,7,SMITH,S,12-Sep,N,N, , 
212902041,212902,BULLARD MIDDLE,212,BULLARD ISD,7,SMITH,M,8-Jul,N,N, , 
212902101,212902,BULLARD EL,212,BULLARD ISD,7,SMITH,E,4-Mar,N,N, , 
212902102,212902,BULLARD INT,212,BULLARD ISD,7,SMITH,M,6-May,N,N, , 
212902103,212902,BULLARD EARLY CHILDHOOD,212,BULLARD ISD,7,SMITH,E,EE - KG,N,N,212902101,BULLARD EL
212902104,212902,BULLARD PRI,212,BULLARD ISD,7,SMITH,E,2-Jan,N,N,212902101,BULLARD EL
212903001,212903,LINDALE H S,212,LINDALE ISD,7,SMITH,S,12-Sep,N,N, , 
212903041,212903,LINDALE J H,212,LINDALE ISD,7,SMITH,M,8-Jul,N,N, , 
212903101,212903,COLLEGE STREET EL,212,LINDALE ISD,7,SMITH,E,3-Jan,N,N, , 
212903102,212903,VELMA PENNY EL,212,LINDALE ISD,7,SMITH,E,3-Jan,N,N, , 
212903103,212903,E J MOSS INT,212,LINDALE ISD,7,SMITH,E,6-Apr,N,N, , 
212903104,212903,EARLY CHILDHOOD CENTER,212,LINDALE ISD,7,SMITH,E,EE - KG,N,N,212903102,VELMA PENNY EL
212904002,212904,TROUP H S,212,TROUP ISD,7,SMITH,S,12-Sep,N,N, , 
212904041,212904,TROUP MIDDLE,212,TROUP ISD,7,SMITH,M,8-Jun,N,N, , 
212904102,212904,TROUP EL,212,TROUP ISD,7,SMITH,E,EE - 05,N,N, , 
212905001,212905,ROBERT E LEE H S,212,TYLER ISD,7,SMITH,S,12-Sep,N,N, , 
212905003,212905,JOHN TYLER H S,212,TYLER ISD,7,SMITH,S,12-Sep,N,N, , 
212905006,212905,TYLER ISD EARLY COLLEGE H S,212,TYLER ISD,7,SMITH,S,12-Sep,N,N, , 
212905010,212905,ALVIN V ANDERSON RISE ACADEMY,212,TYLER ISD,7,SMITH,S,12-Sep,N,Y, , 
212905041,212905,BOULTER MIDDLE,212,TYLER ISD,7,SMITH,M,8-Jun,N,N, , 
212905043,212905,HOGG MIDDLE,212,TYLER ISD,7,SMITH,M,8-Jun,N,N, , 
212905044,212905,HUBBARD MIDDLE,212,TYLER ISD,7,SMITH,M,8-Jun,N,N, , 
212905045,212905,MOORE MST MAGNET SCHOOL,212,TYLER ISD,7,SMITH,M,8-Jun,N,N, , 
212905049,212905,THREE LAKES MIDDLE,212,TYLER ISD,7,SMITH,M,8-Jun,N,N, , 
212905101,212905,T J AUSTIN EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905102,212905,BELL EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905103,212905,BIRDWELL EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212905104,212905,BONNER EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212905106,212905,CLARKSTON EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905107,212905,DIXIE EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212905108,212905,DOUGLAS EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212905109,212905,OWENS EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212905110,212905,CALDWELL ARTS ACADEMY,212,TYLER ISD,7,SMITH,E,KG - 07,N,N, , 
212905111,212905,GRIFFIN EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212905112,212905,JONES EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905114,212905,ORR EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212905115,212905,PEETE EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905116,212905,RAMEY EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905117,212905,RICE EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905119,212905,WOODS EL,212,TYLER ISD,7,SMITH,E,EE - 05,N,N, , 
212905125,212905,DR BRYAN C JACK EL,212,TYLER ISD,7,SMITH,E,PK - 05,N,N, , 
212906001,212906,WHITEHOUSE H S,212,WHITEHOUSE ISD,7,SMITH,S,12-Sep,N,N, , 
212906041,212906,WHITEHOUSE J H,212,WHITEHOUSE ISD,7,SMITH,M,8-Jun,N,N, , 
212906042,212906,J W HOLLOWAY SIXTH GRADE SCHOOL,212,WHITEHOUSE ISD,7,SMITH,M,6-Jun,N,N, , 
212906111,212906,GUS WINSTON CAIN EL,212,WHITEHOUSE ISD,7,SMITH,E,EE - 05,N,N, , 
212906112,212906,MOZELLE BROWN EL,212,WHITEHOUSE ISD,7,SMITH,E,EE - 05,N,N, , 
212906113,212906,H L HIGGINS EL,212,WHITEHOUSE ISD,7,SMITH,E,PK - 05,N,N, , 
212906114,212906,STANTON-SMITH EL,212,WHITEHOUSE ISD,7,SMITH,E,EE - 05,N,N, , 
212909001,212909,CHAPEL HILL H S,212,CHAPEL HILL ISD,7,SMITH,S,12-Sep,N,N, , 
212909042,212909,CHAPEL HILL MIDDLE,212,CHAPEL HILL ISD,7,SMITH,M,8-Jun,N,N, , 
212909101,212909,WISE EL FINE ARTS MAGNET,212,CHAPEL HILL ISD,7,SMITH,E,EE - 05,N,N, , 
212909102,212909,JACKSON EL,212,CHAPEL HILL ISD,7,SMITH,E,PK - 05,N,N, , 
212909103,212909,W L KISSAM EL,212,CHAPEL HILL ISD,7,SMITH,E,EE - 05,N,N, , 
212910001,212910,WINONA H S,212,WINONA ISD,7,SMITH,S,12-Sep,N,N, , 
212910041,212910,WINONA MIDDLE,212,WINONA ISD,7,SMITH,M,8-Jun,N,N, , 
212910101,212910,WINONA EL,212,WINONA ISD,7,SMITH,E,EE - 05,N,N, , 
213801001,213801,BRAZOS RIVER CHARTER SCHOOL,213,BRAZOS RIVER CHARTER SCHOOL,11,SOMERVELL,B,KG - 12,Y,Y, , 
213901001,213901,GLEN ROSE H S,213,GLEN ROSE ISD,11,SOMERVELL,S,12-Sep,N,N, , 
213901041,213901,GLEN ROSE J H SCHOOL,213,GLEN ROSE ISD,11,SOMERVELL,M,8-Jun,N,N, , 
213901101,213901,GLEN ROSE EL,213,GLEN ROSE ISD,11,SOMERVELL,E,EE - 02,N,N,213901102,GLEN ROSE INT
213901102,213901,GLEN ROSE INT,213,GLEN ROSE ISD,11,SOMERVELL,E,5-Mar,N,N, , 
214901001,214901,RIO GRANDE CITY H S,214,RIO GRANDE CITY CISD,1,STARR,S,12-Sep,N,N, , 
214901003,214901,RIO GRANDE CITY CISD GRULLA H S,214,RIO GRANDE CITY CISD,1,STARR,S,12-Sep,N,N, , 
214901005,214901,PREPARATORY FOR EARLY COLLEGE H S,214,RIO GRANDE CITY CISD,1,STARR,S,12-Sep,N,N, , 
214901041,214901,GRULLA MIDDLE,214,RIO GRANDE CITY CISD,1,STARR,M,8-Jun,N,N, , 
214901042,214901,RINGGOLD MIDDLE,214,RIO GRANDE CITY CISD,1,STARR,M,8-Jun,N,N, , 
214901044,214901,VETERANS MIDDLE,214,RIO GRANDE CITY CISD,1,STARR,M,8-Jun,N,N, , 
214901102,214901,GRULLA EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901103,214901,LA UNION EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901104,214901,ALBERTO AND CELIA BARRERA EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901105,214901,JOHN & OLIVE HINOJOSA EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901107,214901,RINGGOLD EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901108,214901,ROQUE GUERRA JR EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901110,214901,ALTO BONITO EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901111,214901,GENERAL RICARDO SANCHEZ EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214901112,214901,DR MARIO E RAMIREZ EL,214,RIO GRANDE CITY CISD,1,STARR,E,PK - 05,N,N, , 
214902001,214902,SAN ISIDRO H S,214,SAN ISIDRO ISD,1,STARR,S,12-Sep,N,N, , 
214902101,214902,SAN ISIDRO EL,214,SAN ISIDRO ISD,1,STARR,E,PK - 08,N,N, , 
214903001,214903,ROMA H S,214,ROMA ISD,1,STARR,S,12-Sep,N,N, , 
214903003,214903,INSTRUCTIONAL & GUIDANCE CENTER,214,ROMA ISD,1,STARR,S,12-Jul,N,N, , 
214903041,214903,ROMA MIDDLE,214,ROMA ISD,1,STARR,M,8-Jun,N,N, , 
214903042,214903,RAMIRO BARRERA MIDDLE,214,ROMA ISD,1,STARR,M,8-Jun,N,N, , 
214903103,214903,FLORENCE J SCOTT EL,214,ROMA ISD,1,STARR,E,PK - 05,N,N, , 
214903105,214903,RT BARRERA EL,214,ROMA ISD,1,STARR,E,PK - 05,N,N, , 
214903106,214903,EMMA VERA EL,214,ROMA ISD,1,STARR,E,PK - 05,N,N, , 
214903108,214903,ROEL A & CELIA R SAENZ EL,214,ROMA ISD,1,STARR,E,PK - 05,N,N, , 
214903109,214903,VETERANS MEMORIAL EL,214,ROMA ISD,1,STARR,E,EE - 05,N,N, , 
214903110,214903,DELIA GONZALEZ GARCIA EL,214,ROMA ISD,1,STARR,E,PK - 05,N,N, , 
215901001,215901,BRECKENRIDGE H S,215,BRECKENRIDGE ISD,14,STEPHENS,S,12-Sep,N,N, , 
215901041,215901,BRECKENRIDGE J H,215,BRECKENRIDGE ISD,14,STEPHENS,M,8-Jul,N,N, , 
215901101,215901,EAST EL,215,BRECKENRIDGE ISD,14,STEPHENS,E,EE - 01,N,N,215901102,NORTH EL
215901102,215901,NORTH EL,215,BRECKENRIDGE ISD,14,STEPHENS,E,3-Feb,N,N, , 
215901103,215901,SOUTH EL,215,BRECKENRIDGE ISD,14,STEPHENS,E,6-Apr,N,N, , 
216901001,216901,STERLING CITY SCHOOL,216,STERLING CITY ISD,15,STERLING,B,PK - 12,N,N, , 
216901002,216901,FAIRVIEW ACCELERATED,216,STERLING CITY ISD,15,STERLING,S,12-Sep,N,Y, , 
216901180,216901,WALL SPECIAL PROGRAMS,216,STERLING CITY ISD,15,STERLING,E,KG - 08,N,N, , 
217901001,217901,ASPERMONT H S,217,ASPERMONT ISD,14,STONEWALL,B,12-Jun,N,N, , 
217901101,217901,ASPERMONT EL,217,ASPERMONT ISD,14,STONEWALL,E,PK - 05,N,N, , 
218901001,218901,SONORA H S,218,SONORA ISD,15,SUTTON,S,12-Sep,N,N, , 
218901041,218901,SONORA J H,218,SONORA ISD,15,SUTTON,M,8-Jul,N,N, , 
218901103,218901,SONORA EL,218,SONORA ISD,15,SUTTON,E,PK - 06,N,N, , 
219901001,219901,HAPPY H S,219,HAPPY ISD,16,SWISHER,S,12-Jul,N,N, , 
219901101,219901,HAPPY EL,219,HAPPY ISD,16,SWISHER,E,PK - 06,N,N, , 
219903001,219903,TULIA H S,219,TULIA ISD,16,SWISHER,S,12-Sep,N,N, , 
219903041,219903,TULIA J H,219,TULIA ISD,16,SWISHER,M,8-Jun,N,N, , 
219903101,219903,TULIA EL,219,TULIA ISD,16,SWISHER,E,EE - 05,N,N,219903102,W V SWINBURN EL
219905001,219905,KRESS H S,219,KRESS ISD,16,SWISHER,S,12-Jul,N,N, , 
219905101,219905,KRESS EL,219,KRESS ISD,16,SWISHER,E,PK - 06,N,N, , 
220801001,220801,TREETOPS SCHOOL INTERNATIONAL,220,TREETOPS SCHOOL INTERNATIONAL,11,TARRANT,B,KG - 12,Y,N, , 
220802040,220802,ARLINGTON CLASSICS ACADEMY - MIDDL,220,ARLINGTON CLASSICS ACADEMY,11,TARRANT,M,8-Jun,Y,N, , 
220802101,220802,ARLINGTON CLASSICS ACADEMY - ARKAN,220,ARLINGTON CLASSICS ACADEMY,11,TARRANT,E,KG - 02,Y,N, , 
220802102,220802,ARLINGTON CLASSICS ACADEMY -INTERM,220,ARLINGTON CLASSICS ACADEMY,11,TARRANT,E,5-Mar,Y,N, , 
220809001,220809,FORT WORTH ACADEMY OF FINE ARTS,220,FORT WORTH ACADEMY OF FINE ARTS,11,TARRANT,S,12-Jul,Y,N, , 
220809101,220809,FORT WORTH ACADEMY OF FINE ARTS EL,220,FORT WORTH ACADEMY OF FINE ARTS,11,TARRANT,E,6-Mar,Y,N, , 
220810001,220810,WESTLAKE ACADEMY,220,WESTLAKE ACADEMY CHARTER SCHOOL,11,TARRANT,B,KG - 12,Y,N, , 
220811101,220811,EAST FORT WORTH MONTESSORI ACADEMY,220,EAST FORT WORTH MONTESSORI ACADEMY,11,TARRANT,E,PK - 05,Y,N, , 
220814101,220814,TEXAS SCHOOL OF THE ARTS,220,TEXAS SCHOOL OF THE ARTS,11,TARRANT,E,KG - 06,Y,N, , 
220815101,220815,CHAPEL HILL ACADEMY,220,CHAPEL HILL ACADEMY,11,TARRANT,E,PK - 07,Y,N, , 
220817001,220817,NEWMAN INTERNATIONAL ACADEMY OF AR,220,NEWMAN INTERNATIONAL ACADEMY OF AR,11,TARRANT,B,PK - 12,Y,N, , 
220817002,220817,NEWMAN INTERNATIONAL AT CEDAR HILL,220,NEWMAN INTERNATIONAL ACADEMY OF AR,11,TARRANT,B,PK - 12,Y,N, , 
220817003,220817,NEWMAN INTERNATIONAL ACADEMY AT GR,220,NEWMAN INTERNATIONAL ACADEMY OF AR,11,TARRANT,E,KG - 06,Y,N, , 
220817004,220817,NEWMAN INTERNATIONAL ACADEMY AT FO,220,NEWMAN INTERNATIONAL ACADEMY OF AR,11,TARRANT,E,PK - 06,Y,N, , 
220817005,220817,NEWMAN INTERNATIONAL ACADEMY OF MA,220,NEWMAN INTERNATIONAL ACADEMY OF AR,11,TARRANT,E,KG - 08,Y,N, , 
220817006,220817,NEWMAN INTERNATIONAL ACADEMY AT PI,220,NEWMAN INTERNATIONAL ACADEMY OF AR,11,TARRANT,M,8-Jul,Y,N, , 
220819001,220819,HIGH POINT ACADEMY,220,HIGH POINT ACADEMY,11,TARRANT,S,12-Jul,Y,N, , 
220819002,220819,HIGH POINT ACADEMY SFW,220,HIGH POINT ACADEMY,11,TARRANT,E,KG - 05,Y,N, , 
220819003,220819,HIGH POINT ACADEMY FW EL,220,HIGH POINT ACADEMY,11,TARRANT,E,KG - 06,Y,N, , 
220901001,220901,ARLINGTON H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,N, , 
220901002,220901,SAM HOUSTON H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,N, , 
220901003,220901,LAMAR H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,N, , 
220901004,220901,BOWIE H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,N, , 
220901005,220901,MARTIN H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,N, , 
220901006,220901,VENTURE ALTER H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,Y, , 
220901007,220901,TURNING POINT SECONDARY SCHOOL,220,ARLINGTON ISD,11,TARRANT,S,12-Jul,N,N, , 
220901008,220901,NEWCOMER CENTER,220,ARLINGTON ISD,11,TARRANT,S,10-Jul,N,Y, , 
220901009,220901,SEGUIN H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,N, , 
220901010,220901,TARRANT CO J J A E P,220,ARLINGTON ISD,11,TARRANT,S,11-Sep,N,N, , 
220901011,220901,ARLINGTON COLLEGIATE H S,220,ARLINGTON ISD,11,TARRANT,S,12-Sep,N,N, , 
220901014,220901,ARLINGTON COLLEGE AND CAREER H S,220,ARLINGTON ISD,11,TARRANT,S,9-Sep,N,N, , 
220901041,220901,CARTER J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901045,220901,BAILEY J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901047,220901,GUNN J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901048,220901,SHACKELFORD J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901049,220901,YOUNG J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901050,220901,WORKMAN J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901051,220901,BOLES J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901052,220901,BARNETT J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901053,220901,NICHOLS J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901055,220901,OUSLEY J H,220,ARLINGTON ISD,11,TARRANT,M,8-Jul,N,N, , 
220901101,220901,BERRY EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901102,220901,BLANTON EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901103,220901,CROW LEADERSHIP ACADEMY,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901104,220901,DUFF EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901105,220901,COMMUNITY BASED PK,220,ARLINGTON ISD,11,TARRANT,E,PK - PK,N,N,220901104,DUFF EL
220901107,220901,KOOKEN ED CTR,220,ARLINGTON ISD,11,TARRANT,E,EE - PK,N,N,220901130,DITTO EL
220901109,220901,RANKIN EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901110,220901,ROARK EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901111,220901,SOUTH DAVIS EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901112,220901,SPEER EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901113,220901,SWIFT EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901114,220901,THORNTON EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901117,220901,HILL EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901119,220901,GOODMAN EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901120,220901,POPE EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901121,220901,JOHNS EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901123,220901,SHORT EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901124,220901,AMOS EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901125,220901,DUNN EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901126,220901,FOSTER EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901128,220901,KEY EL,220,ARLINGTON ISD,11,TARRANT,E,KG - 06,N,N, , 
220901129,220901,BUTLER EL,220,ARLINGTON ISD,11,TARRANT,E,KG - 06,N,N, , 
220901130,220901,DITTO EL,220,ARLINGTON ISD,11,TARRANT,E,KG - 06,N,N, , 
220901131,220901,MORTON EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901132,220901,ATHERTON EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901133,220901,WOOD EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901134,220901,SHERROD EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901135,220901,MILLER EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901136,220901,FITZGERALD EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901137,220901,COREY FINE ARTS / DUAL LANGUAGE AC,220,ARLINGTON ISD,11,TARRANT,E,KG - 06,N,N, , 
220901140,220901,STARRETT EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901141,220901,BEBENSEE EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901142,220901,ELLIS EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901143,220901,FARRELL EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901144,220901,MOORE EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901145,220901,WILLIAMS EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901146,220901,LITTLE EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901147,220901,BRYANT EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901148,220901,WEBB EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901149,220901,ASHWORTH EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901150,220901,CROUCH EL,220,ARLINGTON ISD,11,TARRANT,E,KG - 06,N,N, , 
220901151,220901,LARSON EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901152,220901,WEST EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901153,220901,HALE EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901154,220901,PEARCY STEM ACADEMY,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901155,220901,BURGIN EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901157,220901,KNOX EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901158,220901,BECKHAM EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901159,220901,REMYNSE EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901160,220901,ANDERSON EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901161,220901,ADAMS EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901162,220901,PATRICK EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901163,220901,JONES FINE ARTS / DUAL LANGUAGE AC,220,ARLINGTON ISD,11,TARRANT,E,KG - 06,N,N, , 
220901164,220901,PEACH EL,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220901165,220901,MCNUTT EL,220,ARLINGTON ISD,11,TARRANT,E,EE - 06,N,N, , 
220901166,220901,WIMBISH WORLD LANGUAGE ACADEMY,220,ARLINGTON ISD,11,TARRANT,E,PK - 06,N,N, , 
220902001,220902,HALTOM H S,220,BIRDVILLE ISD,11,TARRANT,S,12-Sep,N,N, , 
220902002,220902,RICHLAND H S,220,BIRDVILLE ISD,11,TARRANT,S,12-Sep,N,N, , 
220902010,220902,BIRDVILLE H S,220,BIRDVILLE ISD,11,TARRANT,S,12-Sep,N,N, , 
220902012,220902,SHANNON H S,220,BIRDVILLE ISD,11,TARRANT,S,12-Sep,N,Y, , 
220902041,220902,HALTOM MIDDLE,220,BIRDVILLE ISD,11,TARRANT,M,8-Jun,N,N, , 
220902042,220902,NORTH RICHLAND MIDDLE,220,BIRDVILLE ISD,11,TARRANT,M,8-Jun,N,N, , 
220902043,220902,RICHLAND MIDDLE,220,BIRDVILLE ISD,11,TARRANT,M,8-Jun,N,N, , 
220902044,220902,NORTH OAKS MIDDLE,220,BIRDVILLE ISD,11,TARRANT,M,8-Jun,N,N, , 
220902045,220902,WATAUGA MIDDLE,220,BIRDVILLE ISD,11,TARRANT,M,8-Jun,N,N, , 
220902046,220902,SMITHFIELD MIDDLE,220,BIRDVILLE ISD,11,TARRANT,M,8-Jun,N,N, , 
220902047,220902,NORTH RIDGE MIDDLE,220,BIRDVILLE ISD,11,TARRANT,M,8-Jun,N,N, , 
220902101,220902,BIRDVILLE EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
220902102,220902,DAVID E SMITH EL,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902103,220902,W T FRANCISCO EL,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902104,220902,JACK C BINION EL,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902105,220902,ALLIENE MULLENDORE EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
220902106,220902,RICHLAND EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
220902107,220902,SMITHFIELD EL,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902108,220902,SNOW HEIGHTS EL,220,BIRDVILLE ISD,11,TARRANT,E,KG - 05,N,N, , 
220902109,220902,MAJOR CHENEY EL AT SOUTH BIRDVILLE,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902110,220902,O H STOWE EL,220,BIRDVILLE ISD,11,TARRANT,E,KG - 05,N,N, , 
220902111,220902,WEST BIRDVILLE EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
220902112,220902,HOLIDAY HEIGHTS EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
220902113,220902,WATAUGA EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
220902114,220902,GRACE E HARDEMAN EL,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902115,220902,W A PORTER EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
220902116,220902,ACADEMY AT CARRIE F THOMAS,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902117,220902,FOSTER VILLAGE EL,220,BIRDVILLE ISD,11,TARRANT,E,PK - 05,N,N, , 
220902118,220902,NORTH RIDGE EL,220,BIRDVILLE ISD,11,TARRANT,E,KG - 05,N,N, , 
220902119,220902,JOHN D SPICER EL,220,BIRDVILLE ISD,11,TARRANT,E,EE - 05,N,N, , 
