Region Code,TEA Region,County Number,County Name,economic-status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
8,Mt. Pleasant,19,BOWIE,Economically Disadvantaged,462,379,0.82,294,0.64,73,0.16,245,0.53,19,0.04,92,0.20,26,0.06,137,0.30,11,0.02,29,0.06
8,Mt. Pleasant,32,CAMP,Not Economically Disadvantaged,86,79,0.92,74,0.86,6,0.07,67,0.78,7,0.08,47,0.55,2,0.02,56,0.65,7,0.08,28,0.33
8,Mt. Pleasant,32,CAMP,Economically Disadvantaged,58,51,0.88,46,0.79,7,0.12,38,0.66,3,0.05,17,0.29, -   ,0.00,20,0.35,2,0.03,6,0.10
8,Mt. Pleasant,34,CASS,Not Economically Disadvantaged,264,243,0.92,231,0.88,9,0.03,223,0.85,42,0.16,109,0.41,34,0.13,185,0.70,10,0.04,61,0.23
8,Mt. Pleasant,34,CASS,Economically Disadvantaged,190,170,0.90,153,0.81,16,0.08,142,0.75,14,0.07,45,0.24,8,0.04,67,0.35,2,0.01,20,0.11
8,Mt. Pleasant,60,DELTA,Not Economically Disadvantaged,56,53,0.95,49,0.88,4,0.07,47,0.84,18,0.32,18,0.32, -   ,0.00,36,0.64,2,0.04,17,0.30
8,Mt. Pleasant,60,DELTA,Economically Disadvantaged,35,30,0.86,30,0.86,1,0.03,19,0.54,3,0.09,8,0.23, -   ,0.00,11,0.31,3,0.09,1,0.03
8,Mt. Pleasant,80,FRANKLIN,Not Economically Disadvantaged,79,76,0.96,73,0.92,2,0.03,68,0.86,22,0.28,30,0.38,3,0.04,55,0.70,3,0.04,33,0.42
8,Mt. Pleasant,80,FRANKLIN,Economically Disadvantaged,41,36,0.88,33,0.81,4,0.10,26,0.63,1,0.02,13,0.32, -   ,0.00,14,0.34, -   ,0.00,6,0.15
8,Mt. Pleasant,112,HOPKINS,Not Economically Disadvantaged,335,316,0.94,297,0.89,16,0.05,286,0.85,73,0.22,134,0.40,12,0.04,219,0.65,13,0.04,100,0.30
8,Mt. Pleasant,112,HOPKINS,Economically Disadvantaged,141,122,0.87,107,0.76,17,0.12,93,0.66,13,0.09,33,0.23,4,0.03,50,0.36,4,0.03,9,0.06
8,Mt. Pleasant,139,LAMAR,Not Economically Disadvantaged,406,374,0.92,348,0.86,22,0.05,322,0.79,65,0.16,205,0.51,13,0.03,283,0.70,25,0.06,129,0.32
8,Mt. Pleasant,139,LAMAR,Economically Disadvantaged,266,229,0.86,179,0.67,47,0.18,166,0.62,13,0.05,88,0.33,9,0.03,110,0.41,19,0.07,18,0.07
8,Mt. Pleasant,155,MARION,Not Economically Disadvantaged,46,42,0.91,33,0.72,7,0.15,28,0.61,10,0.22,9,0.20,2,0.04,21,0.46,3,0.07,9,0.20
8,Mt. Pleasant,155,MARION,Economically Disadvantaged,61,59,0.97,48,0.79,9,0.15,45,0.74,6,0.10,23,0.38, -   ,0.00,29,0.48,1,0.02,9,0.15
8,Mt. Pleasant,172,MORRIS,Not Economically Disadvantaged,108,97,0.90,85,0.79,12,0.11,77,0.71,10,0.09,52,0.48,1,0.01,63,0.58,5,0.05,31,0.29
8,Mt. Pleasant,172,MORRIS,Economically Disadvantaged,103,91,0.88,77,0.75,15,0.15,64,0.62,4,0.04,32,0.31,2,0.02,38,0.37,3,0.03,10,0.10
8,Mt. Pleasant,194,RED RIVER,Not Economically Disadvantaged,94,89,0.95,88,0.94,3,0.03,80,0.85,15,0.16,53,0.56,1,0.01,69,0.73,7,0.07,32,0.34
8,Mt. Pleasant,194,RED RIVER,Economically Disadvantaged,116,102,0.88,81,0.70,16,0.14,73,0.63,5,0.04,43,0.37,2,0.02,50,0.43,5,0.04,15,0.13
8,Mt. Pleasant,225,TITUS,Not Economically Disadvantaged,243,218,0.90,199,0.82,22,0.09,187,0.77,47,0.19,112,0.46,4,0.02,163,0.67,15,0.06,71,0.29
8,Mt. Pleasant,225,TITUS,Economically Disadvantaged,179,162,0.91,113,0.63,46,0.26,118,0.66,6,0.03,62,0.35,3,0.02,71,0.40,8,0.04,12,0.07
9,Wichita Falls,5,ARCHER,Not Economically Disadvantaged,131,127,0.97,121,0.92,2,0.02,120,0.92,52,0.40,36,0.28,4,0.03,92,0.70,3,0.02,44,0.34
9,Wichita Falls,5,ARCHER,Economically Disadvantaged,40,35,0.88,32,0.80,3,0.08,28,0.70,8,0.20,6,0.15,1,0.03,15,0.38,1,0.03,4,0.10
9,Wichita Falls,12,BAYLOR,Not Economically Disadvantaged,28,27,0.96,27,0.96, -   ,0.00,27,0.96,11,0.39,10,0.36,1,0.04,22,0.79, -   ,0.00,15,0.54
9,Wichita Falls,12,BAYLOR,Economically Disadvantaged,31,26,0.84,25,0.81,1,0.03,19,0.61,2,0.06,9,0.29,1,0.03,12,0.39,1,0.03,2,0.06
9,Wichita Falls,39,CLAY,Not Economically Disadvantaged,135,126,0.93,120,0.89,7,0.05,113,0.84,50,0.37,30,0.22,5,0.04,85,0.63,4,0.03,32,0.24
9,Wichita Falls,39,CLAY,Economically Disadvantaged,44,37,0.84,31,0.71,6,0.14,24,0.55,6,0.14,7,0.16, -   ,0.00,13,0.30,2,0.05,3,0.07
9,Wichita Falls,78,FOARD,Not Economically Disadvantaged,14,14,1.00,14,1.00, -   ,0.00,14,1.00,3,0.21,10,0.71, -   ,0.00,13,0.93, -   ,0.00,5,0.36
9,Wichita Falls,78,FOARD,Economically Disadvantaged,20,19,0.95,15,0.75,2,0.10,14,0.70, -   ,0.00,10,0.50,1,0.05,11,0.55,1,0.05,2,0.10
9,Wichita Falls,99,HARDEMAN,Not Economically Disadvantaged,51,49,0.96,49,0.96, -   ,0.00,43,0.84,11,0.22,22,0.43,3,0.06,36,0.71, -   ,0.00,17,0.33
9,Wichita Falls,99,HARDEMAN,Economically Disadvantaged,49,42,0.86,39,0.80,1,0.02,29,0.59,5,0.10,13,0.27, -   ,0.00,18,0.37, -   ,0.00,1,0.02
9,Wichita Falls,119,JACK,Not Economically Disadvantaged,106,101,0.95,95,0.90,7,0.07,91,0.86,27,0.26,35,0.33,6,0.06,68,0.64,2,0.02,23,0.22
9,Wichita Falls,119,JACK,Economically Disadvantaged,41,36,0.88,28,0.68,8,0.20,27,0.66,7,0.17,10,0.24, -   ,0.00,17,0.42,1,0.02,8,0.20
9,Wichita Falls,138,KNOX,Not Economically Disadvantaged,40,40,1.00,40,1.00, -   ,0.00,35,0.88,12,0.30,20,0.50, -   ,0.00,32,0.80,2,0.05,15,0.38
9,Wichita Falls,138,KNOX,Economically Disadvantaged,38,34,0.90,34,0.90,1,0.03,30,0.79,12,0.32,9,0.24, -   ,0.00,21,0.55, -   ,0.00,12,0.32
9,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,162,155,0.96,152,0.94,4,0.02,135,0.83,40,0.25,59,0.36,4,0.02,103,0.64,6,0.04,48,0.30
9,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,107,95,0.89,85,0.79,11,0.10,64,0.60,7,0.07,31,0.29, -   ,0.00,38,0.36,2,0.02,9,0.08
9,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged,16,15,0.94,15,0.94, -   ,0.00,15,0.94,8,0.50,6,0.38, -   ,0.00,14,0.88, -   ,0.00,9,0.56
9,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged,17,15,0.88,15,0.88, -   ,0.00,14,0.82,5,0.29,5,0.29, -   ,0.00,10,0.59,1,0.06,1,0.06
9,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,1133,1039,0.92,916,0.81,87,0.08,860,0.76,442,0.39,186,0.16,65,0.06,693,0.61,40,0.04,278,0.25
9,Wichita Falls,243,WICHITA,Economically Disadvantaged,619,556,0.90,416,0.67,133,0.22,390,0.63,81,0.13,104,0.17,20,0.03,205,0.33,22,0.04,44,0.07
9,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,123,112,0.91,102,0.83,7,0.06,95,0.77,27,0.22,53,0.43,3,0.02,83,0.68,3,0.02,38,0.31
9,Wichita Falls,244,WILBARGER,Economically Disadvantaged,125,105,0.84,81,0.65,19,0.15,65,0.52,7,0.06,34,0.27,2,0.02,43,0.34,5,0.04,11,0.09
9,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,187,179,0.96,160,0.86,13,0.07,153,0.82,70,0.37,52,0.28,3,0.02,125,0.67,4,0.02,55,0.29
9,Wichita Falls,252,YOUNG,Economically Disadvantaged,81,75,0.93,53,0.65,16,0.20,41,0.51,5,0.06,12,0.15,2,0.02,19,0.24,1,0.01,4,0.05
10,Richardson,43,COLLIN,Not Economically Disadvantaged,5023,4591,0.91,4256,0.85,207,0.04,3865,0.77,1307,0.26,1718,0.34,366,0.07,3391,0.68,319,0.06,1481,0.30
10,Richardson,43,COLLIN,Economically Disadvantaged,643,568,0.88,404,0.63,128,0.20,339,0.53,26,0.04,119,0.19,12,0.02,157,0.24,18,0.03,22,0.03
10,Richardson,57,DALLAS,Not Economically Disadvantaged,15699,13832,0.88,11929,0.76,1716,0.11,11190,0.71,3483,0.22,4843,0.31,826,0.05,9152,0.58,892,0.06,3346,0.21
10,Richardson,57,DALLAS,Economically Disadvantaged,11922,10071,0.85,6929,0.58,2930,0.25,6585,0.55,854,0.07,2758,0.23,229,0.02,3841,0.32,449,0.04,786,0.07
10,Richardson,70,ELLIS,Not Economically Disadvantaged,1257,1183,0.94,1057,0.84,99,0.08,930,0.74,254,0.20,479,0.38,37,0.03,770,0.61,64,0.05,327,0.26
10,Richardson,70,ELLIS,Economically Disadvantaged,516,456,0.88,366,0.71,77,0.15,312,0.61,28,0.05,136,0.26,9,0.02,173,0.34,15,0.03,33,0.06
10,Richardson,74,FANNIN,Not Economically Disadvantaged,266,246,0.93,244,0.92,4,0.02,222,0.84,47,0.18,106,0.40,19,0.07,172,0.65,11,0.04,74,0.28
10,Richardson,74,FANNIN,Economically Disadvantaged,141,128,0.91,104,0.74,11,0.08,79,0.56,3,0.02,23,0.16,6,0.04,32,0.23,5,0.04,8,0.06
10,Richardson,91,GRAYSON,Not Economically Disadvantaged,1079,1001,0.93,906,0.84,65,0.06,805,0.75,209,0.19,428,0.40,48,0.04,685,0.64,63,0.06,275,0.26
10,Richardson,91,GRAYSON,Economically Disadvantaged,437,384,0.88,311,0.71,47,0.11,224,0.51,17,0.04,102,0.23,17,0.04,136,0.31,25,0.06,28,0.06
10,Richardson,116,HUNT,Not Economically Disadvantaged,619,565,0.91,495,0.80,52,0.08,466,0.75,165,0.27,175,0.28,9,0.01,349,0.56,26,0.04,155,0.25
10,Richardson,116,HUNT,Economically Disadvantaged,449,392,0.87,278,0.62,93,0.21,245,0.55,35,0.08,89,0.20,8,0.02,132,0.29,26,0.06,19,0.04
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,881,797,0.91,664,0.75,94,0.11,648,0.74,136,0.15,354,0.40,23,0.03,513,0.58,43,0.05,180,0.20
10,Richardson,129,KAUFMAN,Economically Disadvantaged,398,333,0.84,223,0.56,80,0.20,212,0.53,26,0.07,78,0.20,3,0.01,107,0.27,9,0.02,31,0.08
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,571,508,0.89,477,0.84,37,0.06,422,0.74,170,0.30,202,0.35,24,0.04,396,0.69,49,0.09,169,0.30
10,Richardson,199,ROCKWALL,Economically Disadvantaged,109,93,0.85,64,0.59,23,0.21,61,0.56,5,0.05,16,0.15, -   ,0.00,21,0.19,4,0.04,3,0.03
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,220,206,0.94,178,0.81,20,0.09,160,0.73,33,0.15,84,0.38,11,0.05,128,0.58,13,0.06,51,0.23
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,145,133,0.92,98,0.68,27,0.19,79,0.55,9,0.06,36,0.25,2,0.01,47,0.32,6,0.04,11,0.08
11,Fort Worth,49,COOKE,Not Economically Disadvantaged,301,274,0.91,255,0.85,12,0.04,246,0.82,58,0.19,114,0.38,16,0.05,188,0.63,11,0.04,90,0.30
11,Fort Worth,49,COOKE,Economically Disadvantaged,159,128,0.81,89,0.56,28,0.18,78,0.49,5,0.03,34,0.21,2,0.01,41,0.26,8,0.05,12,0.08
11,Fort Worth,61,DENTON,Not Economically Disadvantaged,3902,3523,0.90,3119,0.80,308,0.08,2929,0.75,1050,0.27,1228,0.32,220,0.06,2498,0.64,217,0.06,946,0.24
11,Fort Worth,61,DENTON,Economically Disadvantaged,778,653,0.84,455,0.59,176,0.23,398,0.51,50,0.06,132,0.17,17,0.02,199,0.26,31,0.04,41,0.05
11,Fort Worth,72,ERATH,Not Economically Disadvantaged,299,279,0.93,252,0.84,26,0.09,250,0.84,145,0.49,51,0.17,5,0.02,201,0.67,7,0.02,104,0.35
11,Fort Worth,72,ERATH,Economically Disadvantaged,147,123,0.84,96,0.65,27,0.18,86,0.59,16,0.11,19,0.13,4,0.03,39,0.27,3,0.02,8,0.05
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,414,390,0.94,307,0.74,65,0.16,317,0.77,130,0.31,124,0.30,10,0.02,264,0.64,17,0.04,104,0.25
11,Fort Worth,111,HOOD,Economically Disadvantaged,134,118,0.88,77,0.58,33,0.25,73,0.55,12,0.09,27,0.20,3,0.02,42,0.31,6,0.04,7,0.05
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1233,1124,0.91,984,0.80,129,0.11,910,0.74,249,0.20,440,0.36,23,0.02,712,0.58,54,0.04,277,0.23
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,558,485,0.87,369,0.66,102,0.18,334,0.60,33,0.06,135,0.24,10,0.02,178,0.32,19,0.03,40,0.07
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,199,185,0.93,170,0.85,13,0.07,154,0.77,33,0.17,73,0.37,5,0.03,111,0.56,9,0.05,39,0.20
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,170,150,0.88,116,0.68,29,0.17,97,0.57,12,0.07,27,0.16,3,0.02,42,0.25,5,0.03,7,0.04
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,924,848,0.92,746,0.81,93,0.10,700,0.76,170,0.18,362,0.39,23,0.02,555,0.60,35,0.04,239,0.26
11,Fort Worth,184,PARKER,Economically Disadvantaged,250,202,0.81,159,0.64,48,0.19,129,0.52,5,0.02,65,0.26,3,0.01,73,0.29,10,0.04,18,0.07
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,71,70,0.99,62,0.87,4,0.06,60,0.85,29,0.41,18,0.25,5,0.07,52,0.73,2,0.03,23,0.32
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,41,39,0.95,35,0.85,3,0.07,33,0.81,3,0.07,16,0.39,1,0.02,20,0.49,1,0.02,7,0.17
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,12736,11301,0.89,9955,0.78,1157,0.09,9191,0.72,3218,0.25,4084,0.32,569,0.04,7871,0.62,714,0.06,2978,0.23
11,Fort Worth,220,TARRANT,Economically Disadvantaged,5715,4816,0.84,3486,0.61,1123,0.20,3066,0.54,475,0.08,1256,0.22,111,0.02,1842,0.32,241,0.04,370,0.06
11,Fort Worth,249,WISE,Not Economically Disadvantaged,445,413,0.93,369,0.83,30,0.07,343,0.77,114,0.26,139,0.31,16,0.04,269,0.60,16,0.04,121,0.27
11,Fort Worth,249,WISE,Economically Disadvantaged,152,131,0.86,109,0.72,12,0.08,97,0.64,9,0.06,26,0.17,6,0.04,41,0.27,3,0.02,12,0.08
12,Waco,14,BELL,Not Economically Disadvantaged,2008,1780,0.89,1600,0.80,120,0.06,1437,0.72,464,0.23,714,0.36,62,0.03,1240,0.62,108,0.05,479,0.24
12,Waco,14,BELL,Economically Disadvantaged,1409,1133,0.80,909,0.65,195,0.14,742,0.53,88,0.06,371,0.26,30,0.02,489,0.35,60,0.04,106,0.08
12,Waco,18,BOSQUE,Not Economically Disadvantaged,119,106,0.89,106,0.89,6,0.05,100,0.84,43,0.36,45,0.38,2,0.02,90,0.76,4,0.03,39,0.33
12,Waco,18,BOSQUE,Economically Disadvantaged,124,107,0.86,82,0.66,18,0.15,64,0.52,9,0.07,34,0.27, -   ,0.00,43,0.35,9,0.07,10,0.08
12,Waco,50,CORYELL,Not Economically Disadvantaged,598,527,0.88,430,0.72,82,0.14,425,0.71,88,0.15,217,0.36,16,0.03,321,0.54,22,0.04,106,0.18
12,Waco,50,CORYELL,Economically Disadvantaged,218,179,0.82,136,0.62,42,0.19,124,0.57,16,0.07,57,0.26,6,0.03,79,0.36,12,0.06,11,0.05
12,Waco,73,FALLS,Not Economically Disadvantaged,120,108,0.90,103,0.86,8,0.07,99,0.83,18,0.15,56,0.47,3,0.03,77,0.64,4,0.03,34,0.28
12,Waco,73,FALLS,Economically Disadvantaged,104,88,0.85,81,0.78,11,0.11,76,0.73,7,0.07,33,0.32, -   ,0.00,40,0.39,3,0.03,7,0.07
12,Waco,81,FREESTONE,Not Economically Disadvantaged,179,171,0.96,162,0.91,12,0.07,144,0.80,35,0.20,84,0.47,4,0.02,123,0.69,6,0.03,59,0.33
12,Waco,81,FREESTONE,Economically Disadvantaged,78,61,0.78,56,0.72,7,0.09,48,0.62,5,0.06,24,0.31, -   ,0.00,29,0.37,1,0.01,9,0.12
12,Waco,97,HAMILTON,Not Economically Disadvantaged,73,71,0.97,68,0.93,2,0.03,65,0.89,38,0.52,16,0.22, -   ,0.00,54,0.74,1,0.01,30,0.41
12,Waco,97,HAMILTON,Economically Disadvantaged,48,43,0.90,38,0.79,4,0.08,31,0.65,9,0.19,10,0.21, -   ,0.00,19,0.40,3,0.06,8,0.17
12,Waco,109,HILL,Not Economically Disadvantaged,241,224,0.93,208,0.86,15,0.06,181,0.75,42,0.17,129,0.54,3,0.01,174,0.72,19,0.08,76,0.32
12,Waco,109,HILL,Economically Disadvantaged,262,234,0.89,197,0.75,27,0.10,168,0.64,13,0.05,97,0.37,4,0.02,114,0.44,9,0.03,33,0.13
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,161,150,0.93,138,0.86,11,0.07,126,0.78,43,0.27,55,0.34,3,0.02,101,0.63,6,0.04,43,0.27
12,Waco,141,LAMPASAS,Economically Disadvantaged,144,119,0.83,97,0.67,21,0.15,80,0.56,8,0.06,35,0.24,1,0.01,44,0.31,4,0.03,8,0.06
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,162,153,0.94,145,0.90,10,0.06,135,0.83,36,0.22,68,0.42,4,0.02,108,0.67,8,0.05,48,0.30
12,Waco,147,LIMESTONE,Economically Disadvantaged,142,122,0.86,99,0.70,16,0.11,82,0.58,8,0.06,47,0.33,2,0.01,57,0.40,6,0.04,12,0.08
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1566,1446,0.92,1333,0.85,125,0.08,1238,0.79,318,0.20,808,0.52,30,0.02,1156,0.74,111,0.07,481,0.31
12,Waco,161,MCLENNAN,Economically Disadvantaged,1482,1119,0.76,850,0.57,400,0.27,755,0.51,62,0.04,557,0.38,10,0.01,629,0.42,142,0.10,131,0.09
12,Waco,167,MILLS,Not Economically Disadvantaged,51,48,0.94,47,0.92,1,0.02,46,0.90,19,0.37,15,0.29, -   ,0.00,34,0.67,1,0.02,18,0.35
12,Waco,167,MILLS,Economically Disadvantaged,43,35,0.81,30,0.70,4,0.09,27,0.63,1,0.02,14,0.33, -   ,0.00,15,0.35,2,0.05,2,0.05
12,Waco,175,NAVARRO,Not Economically Disadvantaged,353,322,0.91,284,0.81,28,0.08,266,0.75,47,0.13,183,0.52,8,0.02,238,0.67,22,0.06,102,0.29
12,Waco,175,NAVARRO,Economically Disadvantaged,331,275,0.83,221,0.67,53,0.16,185,0.56,10,0.03,136,0.41,2,0.01,148,0.45,23,0.07,31,0.09
13,Austin,11,BASTROP,Not Economically Disadvantaged,465,416,0.90,345,0.74,83,0.18,346,0.74,109,0.23,147,0.32,10,0.02,266,0.57,25,0.05,95,0.20
13,Austin,11,BASTROP,Economically Disadvantaged,357,293,0.82,172,0.48,129,0.36,193,0.54,20,0.06,50,0.14,7,0.02,77,0.22,11,0.03,12,0.03
13,Austin,14,BELL,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,14,BELL,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,16,BLANCO,Not Economically Disadvantaged,83,73,0.88,70,0.84,5,0.06,65,0.78,29,0.35,15,0.18,2,0.02,46,0.55,1,0.01,21,0.25
13,Austin,16,BLANCO,Economically Disadvantaged,53,44,0.83,45,0.85,2,0.04,35,0.66,6,0.11,10,0.19,1,0.02,17,0.32,3,0.06,4,0.08
13,Austin,27,BURNET,Not Economically Disadvantaged,259,250,0.97,216,0.83,25,0.10,206,0.80,87,0.34,71,0.27,2,0.01,160,0.62,9,0.03,62,0.24
13,Austin,27,BURNET,Economically Disadvantaged,195,178,0.91,108,0.55,54,0.28,117,0.60,17,0.09,30,0.15,6,0.03,53,0.27,5,0.03,15,0.08
13,Austin,28,CALDWELL,Not Economically Disadvantaged,268,232,0.87,210,0.78,23,0.09,205,0.77,80,0.30,59,0.22,4,0.01,143,0.53,9,0.03,58,0.22
13,Austin,28,CALDWELL,Economically Disadvantaged,252,223,0.89,164,0.65,55,0.22,150,0.60,21,0.08,36,0.14,4,0.02,61,0.24,4,0.02,19,0.08
13,Austin,46,COMAL,Not Economically Disadvantaged,922,856,0.93,743,0.81,95,0.10,701,0.76,371,0.40,212,0.23,21,0.02,604,0.66,43,0.05,294,0.32
13,Austin,46,COMAL,Economically Disadvantaged,362,325,0.90,215,0.59,87,0.24,186,0.51,29,0.08,53,0.15,5,0.01,87,0.24,8,0.02,15,0.04
13,Austin,75,FAYETTE,Not Economically Disadvantaged,199,196,0.99,179,0.90,12,0.06,167,0.84,53,0.27,76,0.38,3,0.02,132,0.66,5,0.03,81,0.41
13,Austin,75,FAYETTE,Economically Disadvantaged,109,101,0.93,81,0.74,18,0.17,67,0.62,8,0.07,37,0.34, -   ,0.00,45,0.41,4,0.04,17,0.16
13,Austin,86,GILLESPIE,Not Economically Disadvantaged,167,160,0.96,151,0.90,7,0.04,145,0.87,79,0.47,31,0.19,9,0.05,119,0.71,4,0.02,62,0.37
13,Austin,86,GILLESPIE,Economically Disadvantaged,75,72,0.96,64,0.85,7,0.09,60,0.80,12,0.16,16,0.21,2,0.03,30,0.40, -   ,0.00,12,0.16
13,Austin,89,GONZALES,Not Economically Disadvantaged,110,106,0.96,97,0.88,9,0.08,88,0.80,28,0.26,36,0.33, -   ,0.00,64,0.58,5,0.05,30,0.27
13,Austin,89,GONZALES,Economically Disadvantaged,201,176,0.88,135,0.67,37,0.18,116,0.58,9,0.04,28,0.14,2,0.01,39,0.19,3,0.01,8,0.04
13,Austin,94,GUADALUPE,Not Economically Disadvantaged,757,713,0.94,603,0.80,97,0.13,606,0.80,206,0.27,221,0.29,13,0.02,440,0.58,30,0.04,158,0.21
13,Austin,94,GUADALUPE,Economically Disadvantaged,403,369,0.92,232,0.58,133,0.33,238,0.59,38,0.09,74,0.18,7,0.02,119,0.30,12,0.03,23,0.06
13,Austin,105,HAYS,Not Economically Disadvantaged,969,903,0.93,840,0.87,58,0.06,786,0.81,322,0.33,244,0.25,33,0.03,599,0.62,39,0.04,234,0.24
13,Austin,105,HAYS,Economically Disadvantaged,461,415,0.90,326,0.71,68,0.15,270,0.59,32,0.07,83,0.18,2,0.00,117,0.25,13,0.03,16,0.03
13,Austin,130,KENDALL,Not Economically Disadvantaged,42,39,0.93,35,0.83,3,0.07,34,0.81,19,0.45,7,0.17,1,0.02,27,0.64, -   ,0.00,12,0.29
13,Austin,130,KENDALL,Economically Disadvantaged,42,42,1.00,34,0.81,7,0.17,31,0.74,3,0.07,9,0.21,2,0.05,14,0.33,1,0.02,2,0.05
13,Austin,144,LEE,Not Economically Disadvantaged,127,123,0.97,113,0.89,9,0.07,104,0.82,29,0.23,50,0.39,2,0.02,81,0.64,7,0.06,30,0.24
13,Austin,144,LEE,Economically Disadvantaged,83,77,0.93,61,0.74,14,0.17,54,0.65,3,0.04,15,0.18,1,0.01,19,0.23,3,0.04,4,0.05
13,Austin,150,LLANO,Not Economically Disadvantaged,71,65,0.92,57,0.80,5,0.07,54,0.76,20,0.28,16,0.23,5,0.07,41,0.58,6,0.08,20,0.28
13,Austin,150,LLANO,Economically Disadvantaged,48,45,0.94,34,0.71,7,0.15,26,0.54,5,0.10,9,0.19,2,0.04,16,0.33,3,0.06,3,0.06
13,Austin,166,MILAM,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,166,MILAM,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4758,4270,0.90,3737,0.79,516,0.11,3584,0.75,1421,0.30,1406,0.30,313,0.07,3140,0.66,300,0.06,1228,0.26
13,Austin,227,TRAVIS,Economically Disadvantaged,2909,2523,0.87,1613,0.55,812,0.28,1440,0.50,201,0.07,557,0.19,47,0.02,805,0.28,118,0.04,135,0.05
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,3439,3158,0.92,2921,0.85,227,0.07,2738,0.80,1095,0.32,947,0.28,161,0.05,2203,0.64,140,0.04,957,0.28
13,Austin,246,WILLIAMSON,Economically Disadvantaged,603,530,0.88,406,0.67,107,0.18,360,0.60,54,0.09,134,0.22,9,0.01,197,0.33,29,0.05,46,0.08
14,Abilene,30,CALLAHAN,Not Economically Disadvantaged,170,160,0.94,160,0.94,3,0.02,145,0.85,52,0.31,54,0.32,2,0.01,108,0.64,3,0.02,52,0.31
14,Abilene,30,CALLAHAN,Economically Disadvantaged,90,85,0.94,76,0.84,4,0.04,61,0.68,8,0.09,26,0.29,1,0.01,35,0.39,4,0.04,9,0.10
14,Abilene,47,COMANCHE,Not Economically Disadvantaged,80,78,0.98,71,0.89,6,0.08,69,0.86,37,0.46,22,0.28, -   ,0.00,59,0.74,2,0.03,33,0.41
14,Abilene,47,COMANCHE,Economically Disadvantaged,110,96,0.87,79,0.72,9,0.08,60,0.55,13,0.12,21,0.19, -   ,0.00,34,0.31,2,0.02,9,0.08
14,Abilene,67,EASTLAND,Not Economically Disadvantaged,139,136,0.98,125,0.90,5,0.04,121,0.87,35,0.25,70,0.50,1,0.01,106,0.76,6,0.04,58,0.42
14,Abilene,67,EASTLAND,Economically Disadvantaged,116,105,0.91,87,0.75,10,0.09,71,0.61,9,0.08,42,0.36,1,0.01,52,0.45,6,0.05,17,0.15
14,Abilene,76,FISHER,Not Economically Disadvantaged,32,31,0.97,31,0.97, -   ,0.00,29,0.91,9,0.28,18,0.56, -   ,0.00,27,0.84,1,0.03,11,0.34
14,Abilene,76,FISHER,Economically Disadvantaged,22,21,0.96,22,1.00, -   ,0.00,18,0.82,5,0.23,2,0.09, -   ,0.00,7,0.32, -   ,0.00,2,0.09
14,Abilene,104,HASKELL,Not Economically Disadvantaged,42,38,0.91,41,0.98, -   ,0.00,41,0.98,21,0.50,9,0.21,1,0.02,31,0.74, -   ,0.00,18,0.43
14,Abilene,104,HASKELL,Economically Disadvantaged,55,47,0.86,50,0.91,2,0.04,47,0.86,11,0.20,14,0.26, -   ,0.00,25,0.46,1,0.02,5,0.09
