Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
12,Waco,Female,African American,,1071,880,0.82,762,0.71,153,0.14,718,0.67,147,0.14,474,0.44,25,0.02,646,0.60,88,0.08,163,0.15
12,Waco,Female,Hispanic,,916,742,0.81,624,0.68,160,0.18,564,0.62,62,0.07,344,0.38,9,0.01,415,0.45,55,0.06,127,0.14
12,Waco,Female,White,,2797,2518,0.90,2259,0.81,209,0.07,2024,0.72,548,0.20,1220,0.44,57,0.02,1825,0.65,173,0.06,811,0.29
12,Waco,Female,Others,,93,82,0.88,80,0.86,3,0.03,71,0.76,26,0.28,33,0.36,3,0.03,62,0.67,3,0.03,28,0.30
12,Waco,Male,African American,,1106,894,0.81,702,0.64,219,0.20,604,0.55,110,0.10,333,0.30,24,0.02,467,0.42,56,0.05,64,0.06
12,Waco,Male,Hispanic,,921,761,0.83,601,0.65,170,0.19,526,0.57,37,0.04,277,0.30,14,0.02,328,0.36,38,0.04,72,0.08
12,Waco,Male,White,,2998,2644,0.88,2306,0.77,295,0.10,2062,0.69,469,0.16,1092,0.36,54,0.02,1615,0.54,171,0.06,598,0.20
12,Waco,Male,Others,,114,100,0.88,86,0.75,9,0.08,75,0.66,28,0.25,32,0.28,4,0.04,64,0.56,2,0.02,20,0.18
13,Austin,Female,African American,,953,844,0.89,662,0.70,181,0.19,653,0.69,199,0.21,230,0.24,32,0.03,461,0.48,35,0.04,117,0.12
13,Austin,Female,Hispanic,,2750,2442,0.89,1798,0.65,570,0.21,1734,0.63,294,0.11,665,0.24,36,0.01,995,0.36,109,0.04,240,0.09
13,Austin,Female,White,,5291,4902,0.93,4499,0.85,335,0.06,4204,0.80,1852,0.35,1466,0.28,291,0.06,3609,0.68,265,0.05,1735,0.33
13,Austin,Female,Others,,205,178,0.87,172,0.84,9,0.04,161,0.79,95,0.46,35,0.17,9,0.04,139,0.68,7,0.03,85,0.42
13,Austin,Male,African American,,908,806,0.89,557,0.61,233,0.26,536,0.59,127,0.14,203,0.22,20,0.02,350,0.39,24,0.03,61,0.07
13,Austin,Male,Hispanic,,2859,2532,0.89,1697,0.59,780,0.27,1571,0.55,201,0.07,518,0.18,37,0.01,756,0.26,91,0.03,129,0.05
13,Austin,Male,White,,5695,5149,0.90,4514,0.79,602,0.11,4219,0.74,1573,0.28,1539,0.27,245,0.04,3357,0.59,301,0.05,1252,0.22
13,Austin,Male,Others,,199,182,0.92,163,0.82,10,0.05,146,0.73,71,0.36,47,0.24,6,0.03,124,0.62,10,0.05,58,0.29
14,Abilene,Female,African American,,107,96,0.90,80,0.75,12,0.11,66,0.62,20,0.19,23,0.22,4,0.04,47,0.44,3,0.03,17,0.16
14,Abilene,Female,Hispanic,,510,461,0.90,384,0.75,63,0.12,320,0.63,44,0.09,163,0.32,6,0.01,213,0.42,18,0.04,61,0.12
14,Abilene,Female,White,,1425,1334,0.94,1239,0.87,63,0.04,1110,0.78,437,0.31,474,0.33,31,0.02,942,0.66,72,0.05,479,0.34
14,Abilene,Female,Others,,23,22,0.96,20,0.87,0,0.00,17,0.74,6,0.26,7,0.30,1,0.04,14,0.61,1,0.04,6,0.26
14,Abilene,Male,African American,,104,90,0.87,79,0.76,11,0.11,70,0.67,14,0.14,29,0.28,4,0.04,47,0.45,3,0.03,11,0.11
14,Abilene,Male,Hispanic,,461,426,0.92,320,0.69,78,0.17,271,0.59,46,0.10,123,0.27,2,0.00,171,0.37,14,0.03,40,0.09
14,Abilene,Male,White,,1371,1269,0.93,1145,0.84,98,0.07,1028,0.75,365,0.27,397,0.29,23,0.02,785,0.57,63,0.05,350,0.26
14,Abilene,Male,Others,,27,23,0.85,22,0.82,1,0.04,17,0.63,7,0.26,5,0.19,0,0.00,12,0.44,0,0.00,7,0.26
15,San Angelo,Female,African American,,65,53,0.82,45,0.69,10,0.15,45,0.69,17,0.26,13,0.20,1,0.02,31,0.48,3,0.05,5,0.08
15,San Angelo,Female,Hispanic,,884,776,0.88,678,0.77,97,0.11,576,0.65,127,0.14,223,0.25,14,0.02,364,0.41,29,0.03,102,0.12
15,San Angelo,Female,White,,1058,970,0.92,921,0.87,39,0.04,822,0.78,441,0.42,225,0.21,27,0.03,693,0.66,45,0.04,322,0.30
15,San Angelo,Female,Others,,10,7,0.70,5,0.50,1,0.10,4,0.40,1,0.10,3,0.30,0,0.00,4,0.40,1,0.10,2,0.20
15,San Angelo,Male,African American,,70,60,0.86,48,0.69,16,0.23,39,0.56,5,0.07,10,0.14,4,0.06,19,0.27,0,0.00,2,0.03
15,San Angelo,Male,Hispanic,,964,853,0.89,673,0.70,187,0.19,585,0.61,126,0.13,179,0.19,18,0.02,323,0.34,34,0.04,83,0.09
15,San Angelo,Male,White,,1155,1019,0.88,938,0.81,98,0.08,853,0.74,383,0.33,206,0.18,27,0.02,616,0.53,41,0.04,228,0.20
15,San Angelo,Male,Others,,18,16,0.89,16,0.89,0,0.00,15,0.83,5,0.28,3,0.17,0,0.00,8,0.44,0,0.00,3,0.17
16,Amarillo,Female,African American,,131,126,0.96,111,0.85,13,0.10,97,0.74,15,0.12,56,0.43,5,0.04,76,0.58,6,0.05,14,0.11
16,Amarillo,Female,Hispanic,,873,799,0.92,636,0.73,117,0.13,577,0.66,64,0.07,277,0.32,32,0.04,373,0.43,37,0.04,93,0.11
16,Amarillo,Female,White,,1970,1811,0.92,1655,0.84,103,0.05,1485,0.75,519,0.26,768,0.39,91,0.05,1378,0.70,130,0.07,613,0.31
16,Amarillo,Female,Others,,58,52,0.90,47,0.81,3,0.05,45,0.78,15,0.26,27,0.47,1,0.02,43,0.74,4,0.07,14,0.24
16,Amarillo,Male,African American,,190,165,0.87,123,0.65,39,0.21,100,0.53,17,0.09,36,0.19,5,0.03,58,0.31,5,0.03,8,0.04
16,Amarillo,Male,Hispanic,,942,833,0.88,646,0.69,165,0.18,562,0.60,84,0.09,226,0.24,24,0.03,334,0.36,29,0.03,54,0.06
16,Amarillo,Male,White,,2106,1936,0.92,1745,0.83,169,0.08,1556,0.74,411,0.20,733,0.35,103,0.05,1247,0.59,91,0.04,429,0.20
16,Amarillo,Male,Others,,56,51,0.91,42,0.75,6,0.11,37,0.66,14,0.25,20,0.36,1,0.02,35,0.63,2,0.04,11,0.20
17,Lubbock,Female,African American,,259,242,0.93,220,0.85,19,0.07,193,0.75,37,0.14,67,0.26,7,0.03,111,0.43,4,0.02,29,0.11
17,Lubbock,Female,Hispanic,,1395,1283,0.92,1085,0.78,140,0.10,967,0.69,103,0.07,377,0.27,30,0.02,510,0.37,23,0.02,118,0.08
17,Lubbock,Female,White,,1488,1402,0.94,1337,0.90,38,0.03,1244,0.84,502,0.34,499,0.34,54,0.04,1055,0.71,52,0.03,536,0.36
17,Lubbock,Female,Others,,24,22,0.92,18,0.75,2,0.08,15,0.63,6,0.25,4,0.17,3,0.13,13,0.54,1,0.04,5,0.21
17,Lubbock,Male,African American,,274,248,0.91,221,0.81,28,0.10,173,0.63,36,0.13,56,0.20,12,0.04,104,0.38,4,0.01,13,0.05
17,Lubbock,Male,Hispanic,,1498,1353,0.90,1094,0.73,226,0.15,948,0.63,99,0.07,319,0.21,27,0.02,445,0.30,17,0.01,83,0.06
17,Lubbock,Male,White,,1601,1486,0.93,1376,0.86,85,0.05,1247,0.78,408,0.26,530,0.33,72,0.05,1010,0.63,66,0.04,392,0.25
17,Lubbock,Male,Others,,20,19,0.95,17,0.85,1,0.05,18,0.90,9,0.45,3,0.15,0,0.00,12,0.60,0,0.00,5,0.25
18,Midland,Female,African American,,169,154,0.91,127,0.75,24,0.14,105,0.62,8,0.05,38,0.23,3,0.02,49,0.29,3,0.02,7,0.04
18,Midland,Female,Hispanic,,1570,1410,0.90,1192,0.76,206,0.13,1042,0.66,155,0.10,407,0.26,14,0.01,576,0.37,40,0.03,139,0.09
18,Midland,Female,White,,1507,1377,0.91,1283,0.85,76,0.05,1165,0.77,329,0.22,445,0.30,53,0.04,827,0.55,61,0.04,378,0.25
18,Midland,Female,Others,,35,29,0.83,29,0.83,1,0.03,24,0.69,12,0.34,7,0.20,1,0.03,20,0.57,4,0.11,12,0.34
18,Midland,Male,African American,,176,157,0.89,130,0.74,23,0.13,97,0.55,10,0.06,25,0.14,4,0.02,39,0.22,6,0.03,8,0.05
18,Midland,Male,Hispanic,,1658,1486,0.90,1126,0.68,308,0.19,953,0.58,112,0.07,366,0.22,15,0.01,493,0.30,46,0.03,103,0.06
18,Midland,Male,White,,1628,1488,0.91,1333,0.82,116,0.07,1146,0.70,278,0.17,484,0.30,36,0.02,798,0.49,66,0.04,287,0.18
18,Midland,Male,Others,,25,23,0.92,18,0.72,2,0.08,13,0.52,6,0.24,5,0.20,0,0.00,11,0.44,2,0.08,6,0.24
19,El Paso,Female,African American,,153,127,0.83,106,0.69,13,0.09,90,0.59,28,0.18,28,0.18,19,0.12,75,0.49,5,0.03,15,0.10
19,El Paso,Female,Hispanic,,4666,4123,0.88,3354,0.72,724,0.16,3278,0.70,922,0.20,1513,0.32,184,0.04,2619,0.56,222,0.05,696,0.15
19,El Paso,Female,White,,710,612,0.86,539,0.76,45,0.06,496,0.70,205,0.29,163,0.23,68,0.10,436,0.61,40,0.06,157,0.22
19,El Paso,Female,Others,,56,43,0.77,35,0.63,6,0.11,33,0.59,17,0.30,10,0.18,4,0.07,31,0.55,5,0.09,9,0.16
19,El Paso,Male,African American,,159,120,0.76,87,0.55,25,0.16,84,0.53,19,0.12,26,0.16,11,0.07,56,0.35,12,0.08,6,0.04
19,El Paso,Male,Hispanic,,4918,4317,0.88,3281,0.67,1010,0.21,3050,0.62,783,0.16,1314,0.27,196,0.04,2293,0.47,273,0.06,404,0.08
19,El Paso,Male,White,,810,702,0.87,579,0.72,91,0.11,513,0.63,199,0.25,165,0.20,77,0.10,441,0.54,51,0.06,122,0.15
19,El Paso,Male,Others,,58,52,0.90,43,0.74,8,0.14,43,0.74,18,0.31,9,0.16,6,0.10,33,0.57,3,0.05,11,0.19
20,San Antonio,Female,African American,,807,700,0.87,579,0.72,111,0.14,532,0.66,165,0.20,271,0.34,20,0.02,456,0.57,38,0.05,124,0.15
20,San Antonio,Female,Hispanic,,7189,6318,0.88,4912,0.68,1316,0.18,4781,0.67,870,0.12,2606,0.36,96,0.01,3572,0.50,337,0.05,883,0.12
20,San Antonio,Female,White,,3668,3355,0.92,3018,0.82,253,0.07,2802,0.76,1237,0.34,1145,0.31,161,0.04,2543,0.69,202,0.06,1193,0.33
20,San Antonio,Female,Others,,138,116,0.84,103,0.75,12,0.09,95,0.69,43,0.31,37,0.27,8,0.06,88,0.64,6,0.04,39,0.28
20,San Antonio,Male,African American,,871,745,0.86,588,0.68,162,0.19,529,0.61,134,0.15,235,0.27,40,0.05,409,0.47,40,0.05,68,0.08
20,San Antonio,Male,Hispanic,,7996,6886,0.86,4938,0.62,1939,0.24,4622,0.58,730,0.09,2206,0.28,83,0.01,3019,0.38,356,0.04,569,0.07
20,San Antonio,Male,White,,3817,3428,0.90,2991,0.78,377,0.10,2717,0.71,1046,0.27,1107,0.29,140,0.04,2293,0.60,221,0.06,812,0.21
20,San Antonio,Male,Others,,153,137,0.90,117,0.77,10,0.07,112,0.73,47,0.31,46,0.30,7,0.05,100,0.65,9,0.06,42,0.28
,,,Am. Indian,Not Economically Disadvantaged,433,360,0.83,302,0.70,42,0.10,286,0.66,93,0.22,126,0.29,13,0.03,232,0.54,23,0.05,74,0.17
,,,Asian,Not Economically Disadvantaged,4938,4344,0.88,4194,0.85,181,0.04,3934,0.80,2349,0.48,1103,0.22,275,0.06,3727,0.76,330,0.07,2062,0.42
,,,African American,Not Economically Disadvantaged,16206,14007,0.86,11775,0.73,2403,0.15,11655,0.72,4001,0.25,4365,0.27,877,0.05,9243,0.57,747,0.05,2388,0.15
,,,Hispanic,Not Economically Disadvantaged,28223,24847,0.88,20066,0.71,4626,0.16,19292,0.68,5144,0.18,9219,0.33,609,0.02,14972,0.53,1438,0.05,4445,0.16
,,,White,Not Economically Disadvantaged,112778,102911,0.91,94040,0.83,7475,0.07,86785,0.77,31473,0.28,38760,0.34,5115,0.05,75348,0.67,6468,0.06,32928,0.29
,,,Am. Indian,Economically Disadvantaged,284,219,0.77,161,0.57,46,0.16,124,0.44,23,0.08,54,0.19,9,0.03,86,0.30,16,0.06,13,0.05
,,,Asian,Economically Disadvantaged,2303,2016,0.88,1813,0.79,186,0.08,1663,0.72,621,0.27,825,0.36,42,0.02,1488,0.65,166,0.07,656,0.29
,,,African American,Economically Disadvantaged,24459,21052,0.86,15317,0.63,5901,0.24,14491,0.59,3305,0.14,5600,0.23,658,0.03,9563,0.39,1023,0.04,1659,0.07
,,,Hispanic,Economically Disadvantaged,77467,67321,0.87,47593,0.61,18459,0.24,45172,0.58,6653,0.09,19525,0.25,978,0.01,27156,0.35,2735,0.04,6105,0.08
,,,White,Economically Disadvantaged,25620,21746,0.85,16912,0.66,4015,0.16,13859,0.54,1984,0.08,6211,0.24,487,0.02,8682,0.34,1367,0.05,1932,0.08
