Region Code,TEA Region,County Number,County Name,economic-status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
08,Mt. Pleasant,032,CAMP,Not Economically Disadvantaged,82,81,0.99,77,0.94,2,0.02,74,0.90,10,0.12,54,0.66,6,0.07,70,0.85,1,0.01,32,0.39
08,Mt. Pleasant,032,CAMP,Economically Disadvantaged,69,64,0.93,55,0.80,6,0.09,51,0.74,3,0.04,29,0.42,1,0.01,33,0.48,2,0.03,7,0.10
08,Mt. Pleasant,034,CASS,Not Economically Disadvantaged,281,271,0.96,256,0.91,8,0.03,238,0.85,36,0.13,126,0.45,25,0.09,187,0.67,13,0.05,79,0.28
08,Mt. Pleasant,034,CASS,Economically Disadvantaged,223,204,0.92,186,0.83,7,0.03,162,0.73,22,0.10,62,0.28,13,0.06,97,0.44,6,0.03,26,0.12
08,Mt. Pleasant,060,DELTA,Not Economically Disadvantaged,47,46,0.98,40,0.85,1,0.02,38,0.81,10,0.21,17,0.36,0,0.00,27,0.57,1,0.02,13,0.28
08,Mt. Pleasant,060,DELTA,Economically Disadvantaged,35,30,0.86,26,0.74,1,0.03,20,0.57,5,0.14,7,0.20,0,0.00,12,0.34,2,0.06,5,0.14
08,Mt. Pleasant,080,FRANKLIN,Not Economically Disadvantaged,80,74,0.93,67,0.84,4,0.05,62,0.78,12,0.15,34,0.43,7,0.09,53,0.66,8,0.10,26,0.33
08,Mt. Pleasant,080,FRANKLIN,Economically Disadvantaged,29,28,0.97,22,0.76,3,0.10,20,0.69,0,0.00,8,0.28,1,0.03,9,0.31,0,0.00,5,0.17
08,Mt. Pleasant,112,HOPKINS,Not Economically Disadvantaged,321,291,0.91,275,0.86,9,0.03,263,0.82,71,0.22,127,0.40,10,0.03,208,0.65,21,0.07,87,0.27
08,Mt. Pleasant,112,HOPKINS,Economically Disadvantaged,138,118,0.86,102,0.74,13,0.09,96,0.70,11,0.08,37,0.27,3,0.02,51,0.37,5,0.04,13,0.09
08,Mt. Pleasant,139,LAMAR,Not Economically Disadvantaged,433,405,0.94,375,0.87,17,0.04,341,0.79,71,0.16,223,0.52,11,0.03,305,0.70,32,0.07,125,0.29
08,Mt. Pleasant,139,LAMAR,Economically Disadvantaged,246,206,0.84,160,0.65,37,0.15,132,0.54,9,0.04,92,0.37,3,0.01,104,0.42,22,0.09,22,0.09
08,Mt. Pleasant,155,MARION,Not Economically Disadvantaged,62,56,0.90,51,0.82,5,0.08,48,0.77,14,0.23,22,0.36,5,0.08,41,0.66,3,0.05,10,0.16
08,Mt. Pleasant,155,MARION,Economically Disadvantaged,62,54,0.87,38,0.61,11,0.18,38,0.61,0,0.00,20,0.32,1,0.02,21,0.34,3,0.05,0,0.00
08,Mt. Pleasant,172,MORRIS,Not Economically Disadvantaged,126,115,0.91,102,0.81,12,0.10,91,0.72,16,0.13,60,0.48,6,0.05,82,0.65,6,0.05,30,0.24
08,Mt. Pleasant,172,MORRIS,Economically Disadvantaged,84,75,0.89,65,0.77,11,0.13,57,0.68,2,0.02,34,0.41,5,0.06,41,0.49,6,0.07,8,0.10
08,Mt. Pleasant,194,RED RIVER,Not Economically Disadvantaged,102,97,0.95,94,0.92,5,0.05,91,0.89,12,0.12,68,0.67,0,0.00,80,0.78,3,0.03,33,0.32
08,Mt. Pleasant,194,RED RIVER,Economically Disadvantaged,94,87,0.93,72,0.77,11,0.12,57,0.61,7,0.07,33,0.35,2,0.02,42,0.45,5,0.05,10,0.11
08,Mt. Pleasant,225,TITUS,Not Economically Disadvantaged,265,246,0.93,218,0.82,16,0.06,207,0.78,51,0.19,127,0.48,7,0.03,185,0.70,12,0.05,85,0.32
08,Mt. Pleasant,225,TITUS,Economically Disadvantaged,148,130,0.88,91,0.62,36,0.24,97,0.66,2,0.01,49,0.33,0,0.00,51,0.35,8,0.05,12,0.08
09,Wichita Falls,005,ARCHER,Not Economically Disadvantaged,138,135,0.98,132,0.96,2,0.01,127,0.92,66,0.48,30,0.22,7,0.05,103,0.75,2,0.01,51,0.37
09,Wichita Falls,005,ARCHER,Economically Disadvantaged,38,34,0.90,31,0.82,0,0.00,26,0.68,5,0.13,8,0.21,0,0.00,13,0.34,1,0.03,3,0.08
09,Wichita Falls,012,BAYLOR,Not Economically Disadvantaged,31,31,1.00,31,1.00,0,0.00,28,0.90,14,0.45,11,0.36,0,0.00,25,0.81,1,0.03,17,0.55
09,Wichita Falls,012,BAYLOR,Economically Disadvantaged,31,25,0.81,26,0.84,0,0.00,22,0.71,2,0.06,12,0.39,0,0.00,14,0.45,1,0.03,5,0.16
09,Wichita Falls,039,CLAY,Not Economically Disadvantaged,124,120,0.97,114,0.92,2,0.02,102,0.82,41,0.33,28,0.23,3,0.02,72,0.58,6,0.05,36,0.29
09,Wichita Falls,039,CLAY,Economically Disadvantaged,47,42,0.89,33,0.70,8,0.17,29,0.62,7,0.15,5,0.11,0,0.00,12,0.26,0,0.00,3,0.06
09,Wichita Falls,078,FOARD,Not Economically Disadvantaged,10,10,1.00,10,1.00,0,0.00,10,1.00,0,0.00,8,0.80,0,0.00,8,0.80,0,0.00,5,0.50
09,Wichita Falls,078,FOARD,Economically Disadvantaged,23,23,1.00,20,0.87,0,0.00,17,0.74,1,0.04,7,0.30,0,0.00,8,0.35,1,0.04,1,0.04
09,Wichita Falls,099,HARDEMAN,Not Economically Disadvantaged,33,33,1.00,33,1.00,0,0.00,29,0.88,7,0.21,18,0.55,1,0.03,26,0.79,1,0.03,10,0.30
09,Wichita Falls,099,HARDEMAN,Economically Disadvantaged,46,40,0.87,37,0.80,2,0.04,27,0.59,2,0.04,20,0.44,2,0.04,24,0.52,5,0.11,4,0.09
09,Wichita Falls,119,JACK,Not Economically Disadvantaged,99,93,0.94,78,0.79,13,0.13,83,0.84,28,0.28,25,0.25,1,0.01,54,0.55,2,0.02,24,0.24
09,Wichita Falls,119,JACK,Economically Disadvantaged,49,45,0.92,29,0.59,11,0.22,33,0.67,4,0.08,6,0.12,0,0.00,10,0.20,0,0.00,4,0.08
09,Wichita Falls,138,KNOX,Not Economically Disadvantaged,42,41,0.98,40,0.95,0,0.00,38,0.91,18,0.43,18,0.43,1,0.02,37,0.88,2,0.05,22,0.52
09,Wichita Falls,138,KNOX,Economically Disadvantaged,40,39,0.98,35,0.88,3,0.08,35,0.88,2,0.05,18,0.45,1,0.03,21,0.53,0,0.00,3,0.08
09,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,163,153,0.94,151,0.93,2,0.01,135,0.83,59,0.36,58,0.36,2,0.01,119,0.73,7,0.04,60,0.37
09,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,102,88,0.86,74,0.73,9,0.09,58,0.57,7,0.07,19,0.19,1,0.01,27,0.27,2,0.02,11,0.11
09,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged,12,12,1.00,12,1.00,0,0.00,12,1.00,8,0.67,3,0.25,1,0.08,12,1.00,0,0.00,7,0.58
09,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged,13,12,0.92,10,0.77,3,0.23,9,0.69,6,0.46,2,0.15,0,0.00,8,0.62,1,0.08,1,0.08
09,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,1113,1003,0.90,879,0.79,97,0.09,845,0.76,363,0.33,231,0.21,64,0.06,658,0.59,44,0.04,262,0.24
09,Wichita Falls,243,WICHITA,Economically Disadvantaged,659,598,0.91,429,0.65,133,0.20,407,0.62,68,0.10,99,0.15,16,0.02,183,0.28,20,0.03,52,0.08
09,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,131,113,0.86,100,0.76,6,0.05,92,0.70,29,0.22,54,0.41,3,0.02,86,0.66,7,0.05,47,0.36
09,Wichita Falls,244,WILBARGER,Economically Disadvantaged,126,111,0.88,81,0.64,8,0.06,62,0.49,3,0.02,39,0.31,2,0.02,44,0.35,7,0.06,12,0.10
09,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,212,200,0.94,185,0.87,8,0.04,176,0.83,68,0.32,61,0.29,6,0.03,135,0.64,6,0.03,61,0.29
09,Wichita Falls,252,YOUNG,Economically Disadvantaged,82,70,0.85,56,0.68,13,0.16,41,0.50,6,0.07,16,0.20,0,0.00,22,0.27,3,0.04,6,0.07
10,Richardson,043,COLLIN,Not Economically Disadvantaged,5544,5076,0.92,4672,0.84,209,0.04,4307,0.78,1419,0.26,1851,0.33,440,0.08,3710,0.67,378,0.07,1560,0.28
10,Richardson,043,COLLIN,Economically Disadvantaged,719,626,0.87,464,0.65,132,0.18,398,0.55,32,0.04,161,0.22,8,0.01,201,0.28,31,0.04,43,0.06
10,Richardson,057,DALLAS,Not Economically Disadvantaged,16589,14495,0.87,12464,0.75,1813,0.11,11817,0.71,3601,0.22,5223,0.32,843,0.05,9667,0.58,1038,0.06,3566,0.22
10,Richardson,057,DALLAS,Economically Disadvantaged,11973,10062,0.84,7287,0.61,2659,0.22,6840,0.57,966,0.08,2662,0.22,207,0.02,3835,0.32,462,0.04,829,0.07
10,Richardson,070,ELLIS,Not Economically Disadvantaged,1379,1290,0.94,1175,0.85,102,0.07,1096,0.80,281,0.20,569,0.41,42,0.03,892,0.65,64,0.05,367,0.27
10,Richardson,070,ELLIS,Economically Disadvantaged,520,458,0.88,366,0.70,75,0.14,334,0.64,32,0.06,129,0.25,7,0.01,168,0.32,18,0.03,39,0.08
10,Richardson,074,FANNIN,Not Economically Disadvantaged,234,220,0.94,205,0.88,5,0.02,194,0.83,41,0.18,94,0.40,18,0.08,153,0.65,8,0.03,70,0.30
10,Richardson,074,FANNIN,Economically Disadvantaged,150,129,0.86,107,0.71,12,0.08,84,0.56,6,0.04,30,0.20,2,0.01,38,0.25,5,0.03,9,0.06
10,Richardson,091,GRAYSON,Not Economically Disadvantaged,1129,1043,0.92,953,0.84,66,0.06,882,0.78,199,0.18,498,0.44,57,0.05,754,0.67,65,0.06,312,0.28
10,Richardson,091,GRAYSON,Economically Disadvantaged,428,388,0.91,296,0.69,68,0.16,255,0.60,19,0.04,115,0.27,17,0.04,151,0.35,22,0.05,41,0.10
10,Richardson,116,HUNT,Not Economically Disadvantaged,680,619,0.91,551,0.81,63,0.09,532,0.78,171,0.25,211,0.31,17,0.03,399,0.59,26,0.04,169,0.25
10,Richardson,116,HUNT,Economically Disadvantaged,397,342,0.86,250,0.63,81,0.20,220,0.55,30,0.08,78,0.20,3,0.01,111,0.28,13,0.03,19,0.05
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,914,810,0.89,698,0.76,94,0.10,670,0.73,173,0.19,342,0.37,16,0.02,531,0.58,51,0.06,227,0.25
10,Richardson,129,KAUFMAN,Economically Disadvantaged,485,417,0.86,275,0.57,120,0.25,281,0.58,31,0.06,104,0.21,3,0.01,138,0.29,18,0.04,38,0.08
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,634,576,0.91,555,0.88,12,0.02,469,0.74,204,0.32,217,0.34,30,0.05,451,0.71,51,0.08,197,0.31
10,Richardson,199,ROCKWALL,Economically Disadvantaged,111,92,0.83,84,0.76,8,0.07,68,0.61,7,0.06,28,0.25,3,0.03,38,0.34,9,0.08,9,0.08
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,224,202,0.90,177,0.79,22,0.10,159,0.71,32,0.14,90,0.40,3,0.01,125,0.56,8,0.04,63,0.28
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,115,95,0.83,74,0.64,22,0.19,62,0.54,5,0.04,33,0.29,2,0.02,40,0.35,8,0.07,10,0.09
11,Fort Worth,049,COOKE,Not Economically Disadvantaged,310,278,0.90,267,0.86,17,0.05,240,0.77,61,0.20,125,0.40,9,0.03,195,0.63,10,0.03,106,0.34
11,Fort Worth,049,COOKE,Economically Disadvantaged,159,126,0.79,91,0.57,26,0.16,71,0.45,8,0.05,45,0.28,0,0.00,53,0.33,10,0.06,15,0.09
11,Fort Worth,061,DENTON,Not Economically Disadvantaged,4220,3784,0.90,3430,0.81,281,0.07,3242,0.77,1074,0.26,1436,0.34,228,0.05,2738,0.65,223,0.05,1126,0.27
11,Fort Worth,061,DENTON,Economically Disadvantaged,810,664,0.82,498,0.62,179,0.22,448,0.55,55,0.07,146,0.18,23,0.03,224,0.28,32,0.04,49,0.06
11,Fort Worth,072,ERATH,Not Economically Disadvantaged,270,246,0.91,230,0.85,19,0.07,229,0.85,134,0.50,37,0.14,5,0.02,176,0.65,6,0.02,94,0.35
11,Fort Worth,072,ERATH,Economically Disadvantaged,137,118,0.86,102,0.75,16,0.12,83,0.61,20,0.15,17,0.12,1,0.01,38,0.28,4,0.03,9,0.07
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,451,421,0.93,352,0.78,59,0.13,350,0.78,118,0.26,149,0.33,14,0.03,281,0.62,22,0.05,123,0.27
11,Fort Worth,111,HOOD,Economically Disadvantaged,117,104,0.89,62,0.53,31,0.27,59,0.50,4,0.03,16,0.14,4,0.03,24,0.21,4,0.03,5,0.04
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1349,1210,0.90,1077,0.80,126,0.09,1022,0.76,284,0.21,457,0.34,39,0.03,780,0.58,64,0.05,312,0.23
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,625,515,0.82,363,0.58,165,0.26,351,0.56,45,0.07,130,0.21,7,0.01,182,0.29,28,0.04,46,0.07
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,195,186,0.95,166,0.85,12,0.06,142,0.73,42,0.22,53,0.27,3,0.02,98,0.50,10,0.05,50,0.26
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,200,177,0.89,139,0.70,43,0.22,123,0.62,14,0.07,36,0.18,2,0.01,52,0.26,5,0.03,15,0.08
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,1020,962,0.94,866,0.85,68,0.07,811,0.80,206,0.20,447,0.44,22,0.02,675,0.66,43,0.04,273,0.27
11,Fort Worth,184,PARKER,Economically Disadvantaged,277,245,0.88,190,0.69,45,0.16,163,0.59,10,0.04,75,0.27,3,0.01,88,0.32,9,0.03,25,0.09
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,98,94,0.96,87,0.89,5,0.05,86,0.88,41,0.42,33,0.34,2,0.02,76,0.78,0,0.00,39,0.40
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,42,38,0.91,38,0.91,0,0.00,36,0.86,5,0.12,14,0.33,0,0.00,19,0.45,0,0.00,6,0.14
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,13353,11877,0.89,10293,0.77,1270,0.10,9666,0.72,3294,0.25,4404,0.33,633,0.05,8331,0.62,855,0.06,3151,0.24
11,Fort Worth,220,TARRANT,Economically Disadvantaged,5893,4945,0.84,3603,0.61,1183,0.20,3268,0.56,466,0.08,1350,0.23,111,0.02,1927,0.33,264,0.04,364,0.06
11,Fort Worth,249,WISE,Not Economically Disadvantaged,496,464,0.94,431,0.87,16,0.03,405,0.82,104,0.21,163,0.33,13,0.03,280,0.57,14,0.03,108,0.22
11,Fort Worth,249,WISE,Economically Disadvantaged,167,160,0.96,128,0.77,23,0.14,114,0.68,16,0.10,30,0.18,4,0.02,50,0.30,3,0.02,10,0.06
12,Waco,014,BELL,Not Economically Disadvantaged,2057,1806,0.88,1605,0.78,109,0.05,1428,0.69,428,0.21,752,0.37,51,0.02,1231,0.60,119,0.06,497,0.24
12,Waco,014,BELL,Economically Disadvantaged,1413,1158,0.82,909,0.64,174,0.12,730,0.52,82,0.06,343,0.24,31,0.02,456,0.32,73,0.05,95,0.07
12,Waco,018,BOSQUE,Not Economically Disadvantaged,141,130,0.92,125,0.89,4,0.03,109,0.77,46,0.33,56,0.40,2,0.01,104,0.74,13,0.09,52,0.37
12,Waco,018,BOSQUE,Economically Disadvantaged,120,104,0.87,92,0.77,4,0.03,73,0.61,8,0.07,36,0.30,0,0.00,44,0.37,8,0.07,13,0.11
12,Waco,050,CORYELL,Not Economically Disadvantaged,559,480,0.86,392,0.70,75,0.13,397,0.71,102,0.18,208,0.37,14,0.03,324,0.58,32,0.06,113,0.20
12,Waco,050,CORYELL,Economically Disadvantaged,251,201,0.80,149,0.59,48,0.19,143,0.57,16,0.06,82,0.33,4,0.02,102,0.41,16,0.06,19,0.08
12,Waco,073,FALLS,Not Economically Disadvantaged,114,102,0.90,95,0.83,6,0.05,101,0.89,28,0.25,51,0.45,2,0.02,81,0.71,3,0.03,37,0.33
12,Waco,073,FALLS,Economically Disadvantaged,118,99,0.84,72,0.61,21,0.18,73,0.62,9,0.08,37,0.31,2,0.02,48,0.41,10,0.08,17,0.14
12,Waco,081,FREESTONE,Not Economically Disadvantaged,159,153,0.96,136,0.86,9,0.06,127,0.80,32,0.20,75,0.47,3,0.02,110,0.69,10,0.06,49,0.31
12,Waco,081,FREESTONE,Economically Disadvantaged,102,95,0.93,77,0.76,14,0.14,69,0.68,6,0.06,31,0.30,0,0.00,37,0.36,1,0.01,5,0.05
12,Waco,097,HAMILTON,Not Economically Disadvantaged,68,64,0.94,62,0.91,0,0.00,60,0.88,40,0.59,6,0.09,3,0.04,49,0.72,1,0.01,34,0.50
12,Waco,097,HAMILTON,Economically Disadvantaged,60,59,0.98,51,0.85,4,0.07,41,0.68,9,0.15,10,0.17,2,0.03,21,0.35,1,0.02,5,0.08
12,Waco,109,HILL,Not Economically Disadvantaged,263,236,0.90,216,0.82,10,0.04,199,0.76,45,0.17,126,0.48,4,0.02,175,0.67,18,0.07,86,0.33
12,Waco,109,HILL,Economically Disadvantaged,251,234,0.93,200,0.80,20,0.08,180,0.72,17,0.07,108,0.43,3,0.01,128,0.51,9,0.04,26,0.10
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,179,170,0.95,159,0.89,7,0.04,143,0.80,42,0.24,80,0.45,3,0.02,125,0.70,10,0.06,52,0.29
12,Waco,141,LAMPASAS,Economically Disadvantaged,111,96,0.87,82,0.74,8,0.07,65,0.59,8,0.07,25,0.23,0,0.00,33,0.30,7,0.06,7,0.06
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,155,144,0.93,134,0.87,6,0.04,129,0.83,41,0.27,76,0.49,1,0.01,118,0.76,7,0.05,49,0.32
12,Waco,147,LIMESTONE,Economically Disadvantaged,159,142,0.89,115,0.72,14,0.09,110,0.69,9,0.06,76,0.48,3,0.02,88,0.55,8,0.05,19,0.12
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1720,1569,0.91,1407,0.82,134,0.08,1338,0.78,333,0.19,922,0.54,19,0.01,1274,0.74,145,0.08,577,0.34
12,Waco,161,MCLENNAN,Economically Disadvantaged,1429,1143,0.80,825,0.58,314,0.22,755,0.53,52,0.04,571,0.40,13,0.01,636,0.45,143,0.10,102,0.07
12,Waco,167,MILLS,Not Economically Disadvantaged,43,39,0.91,35,0.81,2,0.05,31,0.72,16,0.37,7,0.16,0,0.00,23,0.54,1,0.02,10,0.23
12,Waco,167,MILLS,Economically Disadvantaged,38,33,0.87,31,0.82,2,0.05,25,0.66,3,0.08,13,0.34,0,0.00,16,0.42,2,0.05,3,0.08
12,Waco,175,NAVARRO,Not Economically Disadvantaged,345,306,0.89,254,0.74,39,0.11,245,0.71,42,0.12,181,0.53,4,0.01,227,0.66,30,0.09,103,0.30
12,Waco,175,NAVARRO,Economically Disadvantaged,294,239,0.81,164,0.56,63,0.21,143,0.49,7,0.02,99,0.34,5,0.02,111,0.38,17,0.06,24,0.08
13,Austin,011,BASTROP,Not Economically Disadvantaged,489,456,0.93,388,0.79,58,0.12,393,0.80,123,0.25,155,0.32,12,0.02,290,0.59,15,0.03,113,0.23
13,Austin,011,BASTROP,Economically Disadvantaged,345,297,0.86,186,0.54,101,0.29,195,0.57,19,0.06,48,0.14,3,0.01,70,0.20,7,0.02,10,0.03
13,Austin,014,BELL,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,014,BELL,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,016,BLANCO,Not Economically Disadvantaged,104,98,0.94,89,0.86,2,0.02,78,0.75,32,0.31,19,0.18,4,0.04,55,0.53,5,0.05,20,0.19
13,Austin,016,BLANCO,Economically Disadvantaged,36,32,0.89,25,0.69,3,0.08,24,0.67,6,0.17,2,0.06,0,0.00,8,0.22,0,0.00,0,0.00
13,Austin,027,BURNET,Not Economically Disadvantaged,302,281,0.93,243,0.81,20,0.07,234,0.78,89,0.30,78,0.26,3,0.01,170,0.56,10,0.03,69,0.23
13,Austin,027,BURNET,Economically Disadvantaged,194,171,0.88,133,0.69,36,0.19,125,0.64,11,0.06,28,0.14,5,0.03,44,0.23,3,0.02,13,0.07
13,Austin,028,CALDWELL,Not Economically Disadvantaged,269,250,0.93,221,0.82,24,0.09,221,0.82,78,0.29,53,0.20,7,0.03,138,0.51,6,0.02,60,0.22
13,Austin,028,CALDWELL,Economically Disadvantaged,224,181,0.81,136,0.61,38,0.17,133,0.59,20,0.09,39,0.17,2,0.01,61,0.27,4,0.02,10,0.04
13,Austin,046,COMAL,Not Economically Disadvantaged,956,889,0.93,761,0.80,114,0.12,752,0.79,326,0.34,286,0.30,20,0.02,632,0.66,39,0.04,278,0.29
13,Austin,046,COMAL,Economically Disadvantaged,357,320,0.90,195,0.55,116,0.33,212,0.59,38,0.11,73,0.20,2,0.01,113,0.32,9,0.03,26,0.07
13,Austin,075,FAYETTE,Not Economically Disadvantaged,214,207,0.97,190,0.89,11,0.05,183,0.86,52,0.24,87,0.41,8,0.04,147,0.69,3,0.01,92,0.43
13,Austin,075,FAYETTE,Economically Disadvantaged,86,82,0.95,66,0.77,11,0.13,56,0.65,4,0.05,23,0.27,1,0.01,28,0.33,2,0.02,13,0.15
13,Austin,086,GILLESPIE,Not Economically Disadvantaged,198,187,0.94,186,0.94,3,0.02,180,0.91,73,0.37,47,0.24,7,0.04,127,0.64,4,0.02,66,0.33
13,Austin,086,GILLESPIE,Economically Disadvantaged,84,76,0.91,65,0.77,9,0.11,64,0.76,13,0.16,11,0.13,1,0.01,25,0.30,3,0.04,6,0.07
13,Austin,089,GONZALES,Not Economically Disadvantaged,84,80,0.95,78,0.93,2,0.02,75,0.89,23,0.27,28,0.33,0,0.00,51,0.61,0,0.00,25,0.30
13,Austin,089,GONZALES,Economically Disadvantaged,231,215,0.93,176,0.76,34,0.15,155,0.67,14,0.06,37,0.16,6,0.03,57,0.25,2,0.01,16,0.07
13,Austin,094,GUADALUPE,Not Economically Disadvantaged,822,766,0.93,661,0.80,80,0.10,651,0.79,235,0.29,245,0.30,18,0.02,498,0.61,30,0.04,202,0.25
13,Austin,094,GUADALUPE,Economically Disadvantaged,388,339,0.87,250,0.64,75,0.19,234,0.60,26,0.07,75,0.19,2,0.01,103,0.27,15,0.04,21,0.05
13,Austin,105,HAYS,Not Economically Disadvantaged,1005,940,0.94,892,0.89,36,0.04,819,0.82,358,0.36,249,0.25,31,0.03,638,0.64,45,0.04,268,0.27
13,Austin,105,HAYS,Economically Disadvantaged,455,422,0.93,362,0.80,43,0.09,284,0.62,29,0.06,82,0.18,6,0.01,117,0.26,14,0.03,30,0.07
13,Austin,130,KENDALL,Not Economically Disadvantaged,41,41,1.00,38,0.93,3,0.07,37,0.90,20,0.49,6,0.15,2,0.05,28,0.68,0,0.00,14,0.34
13,Austin,130,KENDALL,Economically Disadvantaged,35,32,0.91,25,0.71,7,0.20,26,0.74,4,0.11,5,0.14,0,0.00,9,0.26,0,0.00,2,0.06
13,Austin,144,LEE,Not Economically Disadvantaged,127,114,0.90,101,0.80,9,0.07,102,0.80,24,0.19,46,0.36,3,0.02,73,0.58,8,0.06,32,0.25
13,Austin,144,LEE,Economically Disadvantaged,108,100,0.93,71,0.66,15,0.14,79,0.73,6,0.06,30,0.28,1,0.01,37,0.34,7,0.06,7,0.06
13,Austin,150,LLANO,Not Economically Disadvantaged,93,88,0.95,83,0.89,4,0.04,72,0.77,42,0.45,16,0.17,2,0.02,60,0.65,6,0.06,33,0.36
13,Austin,150,LLANO,Economically Disadvantaged,42,36,0.86,30,0.71,4,0.10,24,0.57,4,0.10,8,0.19,0,0.00,12,0.29,2,0.05,1,0.02
13,Austin,166,MILAM,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,166,MILAM,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,227,TRAVIS,Not Economically Disadvantaged,5166,4506,0.87,3964,0.77,501,0.10,3792,0.73,1568,0.30,1337,0.26,397,0.08,3302,0.64,317,0.06,1323,0.26
13,Austin,227,TRAVIS,Economically Disadvantaged,3086,2569,0.83,1695,0.55,813,0.26,1532,0.50,229,0.07,516,0.17,34,0.01,779,0.25,113,0.04,156,0.05
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,3640,3325,0.91,3067,0.84,204,0.06,2909,0.80,1215,0.33,1038,0.29,173,0.05,2426,0.67,217,0.06,1074,0.30
13,Austin,246,WILLIAMSON,Economically Disadvantaged,885,763,0.86,582,0.66,163,0.18,510,0.58,84,0.09,162,0.18,9,0.01,255,0.29,40,0.05,62,0.07
14,Abilene,030,CALLAHAN,Not Economically Disadvantaged,151,139,0.92,131,0.87,6,0.04,127,0.84,43,0.29,54,0.36,2,0.01,99,0.66,3,0.02,47,0.31
14,Abilene,030,CALLAHAN,Economically Disadvantaged,106,95,0.90,86,0.81,8,0.08,67,0.63,10,0.09,26,0.25,2,0.02,38,0.36,4,0.04,10,0.09
14,Abilene,047,COMANCHE,Not Economically Disadvantaged,109,104,0.95,97,0.89,8,0.07,93,0.85,46,0.42,20,0.18,2,0.02,68,0.62,2,0.02,38,0.35
14,Abilene,047,COMANCHE,Economically Disadvantaged,116,104,0.90,81,0.70,19,0.16,77,0.66,11,0.09,27,0.23,0,0.00,38,0.33,1,0.01,13,0.11
14,Abilene,067,EASTLAND,Not Economically Disadvantaged,169,160,0.95,158,0.94,4,0.02,142,0.84,32,0.19,87,0.52,4,0.02,123,0.73,7,0.04,58,0.34
14,Abilene,067,EASTLAND,Economically Disadvantaged,130,109,0.84,99,0.76,13,0.10,76,0.59,9,0.07,41,0.32,0,0.00,50,0.39,4,0.03,21,0.16
14,Abilene,076,FISHER,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14,Abilene,076,FISHER,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14,Abilene,104,HASKELL,Not Economically Disadvantaged,30,27,0.90,26,0.87,1,0.03,27,0.90,17,0.57,8,0.27,1,0.03,26,0.87,2,0.07,13,0.43
14,Abilene,104,HASKELL,Economically Disadvantaged,75,70,0.93,66,0.88,1,0.01,57,0.76,13,0.17,23,0.31,0,0.00,36,0.48,2,0.03,11,0.15
14,Abilene,127,JONES,Not Economically Disadvantaged,139,132,0.95,127,0.91,2,0.01,111,0.80,53,0.38,36,0.26,3,0.02,92,0.66,7,0.05,41,0.30
14,Abilene,127,JONES,Economically Disadvantaged,125,115,0.92,105,0.84,6,0.05,94,0.75,20,0.16,30,0.24,4,0.03,54,0.43,4,0.03,11,0.09
