DISTRICT,CNTYNAME,COUNTY,DAD_POST,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION
"060902","DELTA","060","0","N","N","COOPER ISD","M","Needs Assistance","08"
"060914","DELTA","060","0","N","N","FANNINDEL ISD","M","Meets Requirements","08"
"061802","DENTON","061"," ","N","Y","TEXAS EDUCATION CENTERS","M","Meets Requirements","11"
"061804","DENTON","061"," ","N","Y","LEADERSHIP PREP SCHOOL","M","Meets Requirements","10"
"061901","DENTON","061","0","N","N","DENTON ISD","M","Needs Assistance","11"
"061902","DENTON","061","0","N","N","LEWISVILLE ISD","M","Needs Assistance","11"
"061903","DENTON","061","0","N","N","PILOT POINT ISD","M","Meets Requirements","11"
"061905","DENTON","061","0","N","N","KRUM ISD","M","Meets Requirements","11"
"061906","DENTON","061","0","N","N","PONDER ISD","M","Meets Requirements","11"
"061907","DENTON","061","0","N","N","AUBREY ISD","M","Meets Requirements","11"
"061908","DENTON","061","0","N","N","SANGER ISD","M","Needs Assistance","11"
"061910","DENTON","061","0","N","N","ARGYLE ISD","M","Meets Requirements","11"
"061911","DENTON","061","0","N","N","NORTHWEST ISD","M","Needs Assistance","11"
"061912","DENTON","061","0","N","N","LAKE DALLAS ISD","M","Needs Assistance","11"
"061914","DENTON","061","0","N","N","LITTLE ELM ISD","M","Meets Requirements","11"
"062901","DEWITT","062","0","N","N","CUERO ISD","M","Meets Requirements","03"
"062902","DEWITT","062"," ","N","N","NORDHEIM ISD","M","Meets Requirements","03"
"062903","DEWITT","062","0","N","N","YOAKUM ISD","M","Needs Intervention","03"
"062904","DEWITT","062","0","N","N","YORKTOWN ISD","M","Meets Requirements","03"
"062905","DEWITT","062"," ","N","N","WESTHOFF ISD","M","Meets Requirements","03"
"062906","DEWITT","062"," ","N","N","MEYERSVILLE ISD","M","Meets Requirements","03"
"063903","DICKENS","063"," ","N","N","SPUR ISD","M","Meets Requirements","17"
"063906","DICKENS","063"," ","N","N","PATTON SPRINGS ISD","M","Meets Requirements","17"
"064903","DIMMIT","064","0","N","N","CARRIZO SPRINGS CISD","M","Needs Assistance","20"
"065901","DONLEY","065","0","N","N","CLARENDON ISD","M","Meets Requirements","16"
"065902","DONLEY","065"," ","N","N","HEDLEY ISD","M","Meets Requirements","16"
"066005","DUVAL","066"," ","N","N","RAMIREZ CSD","M","Meets Requirements","02"
"066901","DUVAL","066","0","N","N","BENAVIDES ISD","M","Meets Requirements","02"
"066902","DUVAL","066","0","N","N","SAN DIEGO ISD","M","Needs Assistance","02"
"066903","DUVAL","066","0","N","N","FREER ISD","M","Meets Requirements","02"
"067902","EASTLAND","067","0","N","N","CISCO ISD","M","Meets Requirements","14"
"067903","EASTLAND","067","0","N","N","EASTLAND ISD","M","Meets Requirements","14"
"067904","EASTLAND","067","0","N","N","GORMAN ISD","M","Meets Requirements","14"
"067907","EASTLAND","067","0","N","N","RANGER ISD","I","Meets Requirements","14"
"067908","EASTLAND","067","0","N","N","RISING STAR ISD","M","Meets Requirements","14"
"068802","ECTOR","068"," ","N","Y","COMPASS ACADEMY CHARTER SCHOOL","M","Meets Requirements","18"
"068803","ECTOR","068"," ","N","Y","UTPB STEM ACADEMY","M","Meets Requirements","18"
"068901","ECTOR","068","0","N","N","ECTOR COUNTY ISD","M","Needs Substantial Intervention","18"
"069901","EDWARDS","069"," ","N","N","ROCKSPRINGS ISD","M","Meets Requirements","15"
"069902","EDWARDS","069","0","N","N","NUECES CANYON CISD","M","Meets Requirements","15"
"070801","ELLIS","070","0","N","Y","WAXAHACHIE FAITH FAMILY ACADEMY","M","Meets Requirements","10"
"070901","ELLIS","070"," ","N","N","AVALON ISD","M","Meets Requirements","10"
"070903","ELLIS","070","0","N","N","ENNIS ISD","M","Needs Intervention","10"
"070905","ELLIS","070","0","N","N","FERRIS ISD","M","Meets Requirements","10"
"070907","ELLIS","070","0","N","N","ITALY ISD","M","Meets Requirements","10"
"070908","ELLIS","070","0","N","N","MIDLOTHIAN ISD","M","Meets Requirements","10"
"070909","ELLIS","070"," ","N","N","MILFORD ISD","M","Meets Requirements","10"
"070910","ELLIS","070","0","N","N","PALMER ISD","M","Meets Requirements","10"
"070911","ELLIS","070","0","N","N","RED OAK ISD","M","Needs Assistance","10"
"070912","ELLIS","070","0","N","N","WAXAHACHIE ISD","M","Meets Requirements","10"
"070915","ELLIS","070","0","N","N","MAYPEARL ISD","M","Meets Requirements","10"
"071801","EL PASO","071","0","N","Y","BURNHAM WOOD CHARTER SCHOOL DISTRI","M","Meets Requirements","19"
"071803","EL PASO","071"," ","Y","Y","PASO DEL NORTE ACADEMY CHARTER DIS","A","Meets Requirements","19"
"071804","EL PASO","071"," ","Y","Y","EL PASO ACADEMY","A","Meets Requirements","19"
"071806","EL PASO","071","0","N","Y","HARMONY SCIENCE ACAD (EL PASO)","M","Meets Requirements","19"
"071807","EL PASO","071"," ","N","Y","LA FE PREPARATORY SCHOOL","M","Meets Requirements","19"
"071809","EL PASO","071"," ","N","Y","VISTA DEL FUTURO CHARTER SCHOOL","M","Meets Requirements","19"
"071810","EL PASO","071"," ","N","Y","EL PASO LEADERSHIP ACADEMY","M","Meets Requirements","19"
"071901","EL PASO","071","0","N","N","CLINT ISD","M","Needs Intervention","19"
"071902","EL PASO","071","0","N","N","EL PASO ISD","M","Needs Assistance","19"
"071903","EL PASO","071","0","N","N","FABENS ISD","M","Meets Requirements","19"
"071904","EL PASO","071","0","N","N","SAN ELIZARIO ISD","M","Meets Requirements","19"
"071905","EL PASO","071","0","N","N","YSLETA ISD","M","Needs Assistance","19"
"071906","EL PASO","071","0","N","N","ANTHONY ISD","M","Meets Requirements","19"
"071907","EL PASO","071","0","N","N","CANUTILLO ISD","M","Needs Intervention","19"
"071908","EL PASO","071","0","N","N","TORNILLO ISD","M","Needs Assistance","19"
"071909","EL PASO","071","0","N","N","SOCORRO ISD","M","Needs Assistance","19"
"072801","ERATH","072"," ","Y","Y","PREMIER HIGH SCHOOLS","A","Meets Requirements","11"
"072802","ERATH","072"," ","Y","Y","ERATH EXCELS ACADEMY INC","A","Meets Requirements","11"
"072901","ERATH","072"," ","N","N","THREE WAY ISD","I","Meets Requirements","11"
"072902","ERATH","072","0","N","N","DUBLIN ISD","M","Meets Requirements","11"
"072903","ERATH","072","0","N","N","STEPHENVILLE ISD","M","Meets Requirements","11"
"072904","ERATH","072"," ","N","N","BLUFF DALE ISD","M","Meets Requirements","11"
"072908","ERATH","072"," ","N","N","HUCKABAY ISD","M","Meets Requirements","11"
"072909","ERATH","072"," ","N","N","LINGLEVILLE ISD","M","Meets Requirements","11"
"072910","ERATH","072"," ","N","N","MORGAN MILL ISD","M","Meets Requirements","11"
"073901","FALLS","073"," ","N","N","CHILTON ISD","M","Meets Requirements","12"
"073903","FALLS","073","0","N","N","MARLIN ISD","I","Needs Intervention","12"
"073904","FALLS","073"," ","N","N","WESTPHALIA ISD","M","Meets Requirements","12"
"073905","FALLS","073","0","N","N","ROSEBUD-LOTT ISD","M","Meets Requirements","12"
"074903","FANNIN","074","0","N","N","BONHAM ISD","M","Needs Assistance","10"
"074904","FANNIN","074"," ","N","N","DODD CITY ISD","M","Meets Requirements","10"
"074905","FANNIN","074","0","N","N","ECTOR ISD","M","Meets Requirements","10"
"074907","FANNIN","074","0","N","N","HONEY GROVE ISD","M","Meets Requirements","10"
"074909","FANNIN","074","0","N","N","LEONARD ISD","M","Meets Requirements","10"
"074911","FANNIN","074","0","N","N","SAVOY ISD","M","Meets Requirements","10"
"074912","FANNIN","074","0","N","N","TRENTON ISD","M","Meets Requirements","10"
"074917","FANNIN","074","0","N","N","SAM RAYBURN ISD","M","Meets Requirements","10"
"075901","FAYETTE","075","0","N","N","FLATONIA ISD","M","Meets Requirements","13"
"075902","FAYETTE","075","0","N","N","LA GRANGE ISD","M","Needs Assistance","13"
"075903","FAYETTE","075","0","N","N","SCHULENBURG ISD","M","Meets Requirements","13"
"075906","FAYETTE","075"," ","N","N","FAYETTEVILLE ISD","M","Meets Requirements","13"
"075908","FAYETTE","075","0","N","N","ROUND TOP-CARMINE ISD","M","Meets Requirements","13"
"076903","FISHER","076","0","N","N","ROBY CISD","M","Meets Requirements","14"
"076904","FISHER","076","0","N","N","ROTAN ISD","M","Meets Requirements","14"
"077901","FLOYD","077","0","N","N","FLOYDADA ISD","M","Meets Requirements","17"
"077902","FLOYD","077","0","N","N","LOCKNEY ISD","M","Meets Requirements","17"
"078901","FOARD","078"," ","N","N","CROWELL ISD","M","Meets Requirements","09"
"079901","FORT BEND","079","0","N","N","LAMAR CISD","M","Needs Assistance","04"
"079906","FORT BEND","079","0","N","N","NEEDVILLE ISD","M","Needs Assistance","04"
"079907","FORT BEND","079","0","N","N","FORT BEND ISD","M","Needs Assistance","04"
"079910","FORT BEND","079","0","N","N","STAFFORD MSD","M","Needs Assistance","04"
"080901","FRANKLIN","080","0","N","N","MOUNT VERNON ISD","M","Meets Requirements","08"
"081902","FREESTONE","081","0","N","N","FAIRFIELD ISD","M","Needs Intervention","12"
"081904","FREESTONE","081","0","N","N","TEAGUE ISD","M","Meets Requirements","12"
"081905","FREESTONE","081","0","N","N","WORTHAM ISD","M","Meets Requirements","12"
"081906","FREESTONE","081"," ","N","N","DEW ISD","M","Meets Requirements","12"
"082902","FRIO","082","0","N","N","DILLEY ISD","M","Needs Assistance","20"
"082903","FRIO","082","0","N","N","PEARSALL ISD","I","Needs Intervention","20"
"083901","GAINES","083"," ","N","N","SEAGRAVES ISD","M","Meets Requirements","17"
"083902","GAINES","083"," ","N","N","LOOP ISD","M","Meets Requirements","17"
"083903","GAINES","083","0","N","N","SEMINOLE ISD","M","Needs Assistance","17"
"084801","GALVESTON","084"," ","N","Y","MAINLAND PREPARATORY ACADEMY","M","Meets Requirements","04"
"084802","GALVESTON","084"," ","N","Y","ODYSSEY ACADEMY INC","M","Meets Requirements","04"
"084804","GALVESTON","084"," ","N","Y","AMBASSADORS PREPARATORY ACADEMY","M","Meets Requirements","04"
"084805","GALVESTON","084"," ","N","Y","PREMIER LEARNING ACADEMY","I","Meets Requirements","04"
"084901","GALVESTON","084","0","N","N","DICKINSON ISD","M","Needs Assistance","04"
"084902","GALVESTON","084","0","N","N","GALVESTON ISD","M","Meets Requirements","04"
"084903","GALVESTON","084","0","N","N","HIGH ISLAND ISD","M","Meets Requirements","05"
"084904","GALVESTON","084","0","N","N","LA MARQUE ISD","M","Meets Requirements","04"
"084906","GALVESTON","084","0","N","N","TEXAS CITY ISD","M","Meets Requirements","04"
"084908","GALVESTON","084","0","N","N","HITCHCOCK ISD","I","Needs Assistance","04"
"084909","GALVESTON","084","0","N","N","SANTA FE ISD","M","Meets Requirements","04"
"084910","GALVESTON","084","0","N","N","CLEAR CREEK ISD","M","Needs Assistance","04"
"084911","GALVESTON","084","0","N","N","FRIENDSWOOD ISD","M","Meets Requirements","04"
"085902","GARZA","085","0","N","N","POST ISD","M","Meets Requirements","17"
"085903","GARZA","085"," ","N","N","SOUTHLAND ISD","M","Meets Requirements","17"
"086024","GILLESPIE","086"," ","N","N","DOSS CONSOLIDATED CSD","M","Meets Requirements","13"
"086901","GILLESPIE","086","0","N","N","FREDERICKSBURG ISD","M","Needs Intervention","13"
"086902","GILLESPIE","086","0","N","N","HARPER ISD","M","Meets Requirements","13"
"087901","GLASSCOCK","087","0","N","N","GLASSCOCK COUNTY ISD","M","Meets Requirements","18"
"088902","GOLIAD","088","0","N","N","GOLIAD ISD","M","Meets Requirements","03"
"089901","GONZALES","089","0","N","N","GONZALES ISD","M","Needs Intervention","13"
"089903","GONZALES","089","0","N","N","NIXON-SMILEY CISD","M","Meets Requirements","13"
"089905","GONZALES","089"," ","N","N","WAELDER ISD","I","Meets Requirements","13"
"090902","GRAY","090"," ","N","N","LEFORS ISD","M","Meets Requirements","16"
"090903","GRAY","090"," ","N","N","MCLEAN ISD","M","Meets Requirements","16"
"090904","GRAY","090","0","N","N","PAMPA ISD","M","Needs Intervention","16"
"090905","GRAY","090"," ","N","N","GRANDVIEW-HOPKINS ISD","M","Meets Requirements","16"
"091901","GRAYSON","091","0","N","N","BELLS ISD","M","Meets Requirements","10"
"091902","GRAYSON","091","0","N","N","COLLINSVILLE ISD","M","Meets Requirements","10"
"091903","GRAYSON","091","0","N","N","DENISON ISD","M","Meets Requirements","10"
"091905","GRAYSON","091","0","N","N","HOWE ISD","M","Meets Requirements","10"
"091906","GRAYSON","091","1","N","N","SHERMAN ISD","M","Needs Intervention","10"
"091907","GRAYSON","091"," ","N","N","TIOGA ISD","M","Meets Requirements","10"
"091908","GRAYSON","091","0","N","N","VAN ALSTYNE ISD","M","Meets Requirements","10"
"091909","GRAYSON","091","0","N","N","WHITESBORO ISD","M","Meets Requirements","10"
"091910","GRAYSON","091","0","N","N","WHITEWRIGHT ISD","M","Meets Requirements","10"
"091913","GRAYSON","091","0","N","N","POTTSBORO ISD","M","Meets Requirements","10"
"091914","GRAYSON","091","0","N","N","S AND S CISD","M","Meets Requirements","10"
"091917","GRAYSON","091","0","N","N","GUNTER ISD","M","Meets Requirements","10"
"091918","GRAYSON","091","0","N","N","TOM BEAN ISD","M","Meets Requirements","10"
"092801","GREGG","092"," ","Y","Y","EAST TEXAS CHARTER SCHOOLS","A","Meets Requirements","07"
"092901","GREGG","092","0","N","N","GLADEWATER ISD","M","Meets Requirements","07"
"092902","GREGG","092","0","N","N","KILGORE ISD","M","Needs Intervention","07"
"092903","GREGG","092","0","N","N","LONGVIEW ISD","M","Needs Assistance","07"
"092904","GREGG","092","0","N","N","PINE TREE ISD","M","Needs Assistance","07"
"092906","GREGG","092","0","N","N","SABINE ISD","M","Meets Requirements","07"
"092907","GREGG","092","0","N","N","SPRING HILL ISD","M","Meets Requirements","07"
"092908","GREGG","092","0","N","N","WHITE OAK ISD","M","Meets Requirements","07"
"093901","GRIMES","093","0","N","N","ANDERSON-SHIRO CISD","M","Meets Requirements","06"
"093903","GRIMES","093","0","N","N","IOLA ISD","M","Meets Requirements","06"
"093904","GRIMES","093","0","N","N","NAVASOTA ISD","M","Needs Assistance","06"
"093905","GRIMES","093","0","N","N","RICHARDS ISD","M","Meets Requirements","06"
"094901","GUADALUPE","094","0","N","N","SEGUIN ISD","M","Needs Assistance","13"
"094902","GUADALUPE","094","0","N","N","SCHERTZ-CIBOLO-U CITY ISD","M","Meets Requirements","20"
"094903","GUADALUPE","094","0","N","N","NAVARRO ISD","M","Meets Requirements","13"
"094904","GUADALUPE","094","0","N","N","MARION ISD","M","Meets Requirements","13"
"095901","HALE","095","0","N","N","ABERNATHY ISD","M","Needs Assistance","17"
"095902","HALE","095"," ","N","N","COTTON CENTER ISD","M","Meets Requirements","17"
"095903","HALE","095","0","N","N","HALE CENTER ISD","M","Meets Requirements","17"
"095904","HALE","095"," ","N","N","PETERSBURG ISD","I","Meets Requirements","17"
"095905","HALE","095","0","N","N","PLAINVIEW ISD","M","Needs Assistance","17"
"096904","HALL","096","0","N","N","MEMPHIS ISD","M","Meets Requirements","16"
"096905","HALL","096"," ","N","N","TURKEY-QUITAQUE ISD","M","Meets Requirements","16"
"097902","HAMILTON","097","1","N","N","HAMILTON ISD","M","Meets Requirements","12"
"097903","HAMILTON","097","0","N","N","HICO ISD","M","Meets Requirements","12"
"098901","HANSFORD","098","0","N","N","GRUVER ISD","M","Meets Requirements","16"
"098903","HANSFORD","098"," ","N","N","PRINGLE-MORSE CISD","M","Meets Requirements","16"
"098904","HANSFORD","098","0","N","N","SPEARMAN ISD","M","Meets Requirements","16"
"099902","HARDEMAN","099","0","N","N","CHILLICOTHE ISD","M","Meets Requirements","09"
"099903","HARDEMAN","099","0","N","N","QUANAH ISD","M","Meets Requirements","09"
"100903","HARDIN","100","0","N","N","KOUNTZE ISD","M","Meets Requirements","05"
"100904","HARDIN","100","0","N","N","SILSBEE ISD","M","Needs Assistance","05"
"100905","HARDIN","100","0","N","N","HARDIN-JEFFERSON ISD","M","Meets Requirements","05"
"100907","HARDIN","100","0","N","N","LUMBERTON ISD","M","Needs Assistance","05"
"100908","HARDIN","100","0","N","N","WEST HARDIN COUNTY CISD","M","Meets Requirements","05"
"101801","HARRIS","101"," ","N","Y","MEDICAL CENTER CHARTER SCHOOL","M","Meets Requirements","04"
"101802","HARRIS","101"," ","N","Y","SER-NINOS CHARTER SCHOOL","M","Meets Requirements","04"
"101803","HARRIS","101"," ","N","Y","ARISTOI CLASSICAL ACADEMY","M","Meets Requirements","04"
"101804","HARRIS","101"," ","Y","Y","GEORGE I SANCHEZ CHARTER","X","Meets Requirements","04"
"101805","HARRIS","101","0","N","Y","GIRLS & BOYS PREPARATORY ACADEMY","I","Needs Assistance","04"
"101806","HARRIS","101","0","N","Y","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","M","Meets Requirements","04"
"101807","HARRIS","101"," ","N","Y","UNIVERSITY OF HOUSTON CHARTER SCHO","M","Meets Requirements","04"
"101809","HARRIS","101"," ","N","Y","BAY AREA CHARTER INC","I","Meets Requirements","04"
"101810","HARRIS","101"," ","N","Y","ACADEMY OF ACCELERATED LEARNING IN","M","Meets Requirements","04"
"101811","HARRIS","101"," ","Y","Y","EXCEL ACADEMY","X","Meets Requirements","04"
"101813","HARRIS","101","0","N","Y","KIPP INC CHARTER","M","Needs Intervention","04"
"101814","HARRIS","101"," ","N","Y","THE VARNETT PUBLIC SCHOOL","M","Meets Requirements","04"
"101815","HARRIS","101"," ","N","Y","ALIEF MONTESSORI COMMUNITY SCHOOL","M","Meets Requirements","04"
"101819","HARRIS","101"," ","N","Y","AMIGOS POR VIDA-FRIENDS FOR LIFE P","M","Meets Requirements","04"
"101821","HARRIS","101"," ","Y","Y","HOUSTON HEIGHTS HIGH SCHOOL","A","Meets Requirements","04"
"101828","HARRIS","101","0","N","Y","HOUSTON GATEWAY ACADEMY INC","M","Meets Requirements","04"
"101829","HARRIS","101"," ","N","Y","HOUSTON HEIGHTS LEARNING ACADEMY I","M","Meets Requirements","04"
"101833","HARRIS","101"," ","N","Y","LA AMISTAD LOVE & LEARNING ACADEMY","M","Meets Requirements","04"
"101837","HARRIS","101"," ","Y","Y","CALVIN NELMS CHARTER SCHOOLS","A","Meets Requirements","04"
"101838","HARRIS","101"," ","N","Y","SOUTHWEST SCHOOL","M","Needs Assistance","04"
"101840","HARRIS","101"," ","N","Y","TWO DIMENSIONS PREPARATORY ACADEMY","M","Meets Requirements","04"
"101842","HARRIS","101"," ","Y","Y","COMQUEST ACADEMY","A","Meets Requirements","04"
"101845","HARRIS","101","0","N","Y","YES PREP PUBLIC SCHOOLS INC","M","Needs Intervention","04"
"101846","HARRIS","101","0","N","Y","HARMONY SCIENCE ACADEMY","M","Needs Assistance","04"
"101847","HARRIS","101"," ","N","Y","BEATRICE MAYES INSTITUTE CHARTER S","M","Meets Requirements","04"
"101848","HARRIS","101"," ","N","Y","NORTHWEST PREPARATORY","I","Meets Requirements","04"
"101849","HARRIS","101"," ","N","Y","ACCELERATED INTERMEDIATE ACADEMY","M","Meets Requirements","04"
"101850","HARRIS","101"," ","N","Y","ZOE LEARNING ACADEMY","M","Meets Requirements","04"
"101853","HARRIS","101"," ","N","Y","PROMISE COMMUNITY SCHOOL","M","Meets Requirements","04"
"101855","HARRIS","101"," ","N","Y","MEYERPARK ELEMENTARY","I","Meets Requirements","04"
"101856","HARRIS","101"," ","N","Y","DRAW ACADEMY","M","Meets Requirements","04"
"101858","HARRIS","101","1","N","Y","HARMONY SCHOOL OF EXCELLENCE","M","Meets Requirements","04"
"101859","HARRIS","101"," ","N","Y","STEP CHARTER SCHOOL","M","Meets Requirements","04"
"101861","HARRIS","101"," ","N","Y","THE RHODES SCHOOL","M","Meets Requirements","04"
"101862","HARRIS","101","0","N","Y","HARMONY SCHOOL OF SCIENCE - HOUSTO","M","Needs Assistance","04"
"101864","HARRIS","101"," ","N","Y","THE LAWSON ACADEMY","M","Meets Requirements","04"
"101865","HARRIS","101","0","N","Y","VICTORY PREP","I","Meets Requirements","04"
"101866","HARRIS","101"," ","N","Y","GLOBAL LEARNING VILLAGE","Z","Meets Requirements","04"
"101867","HARRIS","101"," ","N","Y","FALLBROOK COLLEGE PREPARATORY ACAD","I","Meets Requirements","04"
"101868","HARRIS","101"," ","Y","Y","THE PRO-VISION ACADEMY","A","Meets Requirements","04"
"101869","HARRIS","101"," ","N","Y","C O R E ACADEMY","I","Needs Intervention","04"
"101902","HARRIS","101","0","N","N","ALDINE ISD","M","Needs Intervention","04"
"101903","HARRIS","101","0","N","N","ALIEF ISD","M","Needs Assistance","04"
"101905","HARRIS","101","0","N","N","CHANNELVIEW ISD","M","Needs Assistance","04"
"101906","HARRIS","101","0","N","N","CROSBY ISD","M","Needs Intervention","04"
"101907","HARRIS","101","0","N","N","CYPRESS-FAIRBANKS ISD","M","Needs Assistance","04"
"101908","HARRIS","101","0","N","N","DEER PARK ISD","M","Meets Requirements","04"
"101910","HARRIS","101","0","N","N","GALENA PARK ISD","M","Needs Intervention","04"
"101911","HARRIS","101","0","N","N","GOOSE CREEK CISD","M","Needs Assistance","04"
"101912","HARRIS","101","0","N","N","HOUSTON ISD","M","Needs Assistance","04"
"101913","HARRIS","101","0","N","N","HUMBLE ISD","M","Meets Requirements","04"
"101914","HARRIS","101","0","N","N","KATY ISD","M","Meets Requirements","04"
"101915","HARRIS","101","0","N","N","KLEIN ISD","M","Needs Assistance","04"
"101916","HARRIS","101","0","N","N","LA PORTE ISD","M","Meets Requirements","04"
"101917","HARRIS","101","0","N","N","PASADENA ISD","M","Needs Assistance","04"
"101919","HARRIS","101","0","N","N","SPRING ISD","M","Needs Intervention","04"
"101920","HARRIS","101","0","N","N","SPRING BRANCH ISD","M","Needs Intervention","04"
"101921","HARRIS","101","0","N","N","TOMBALL ISD","M","Meets Requirements","04"
"101924","HARRIS","101","0","N","N","SHELDON ISD","M","Needs Substantial Intervention","04"
"101925","HARRIS","101","0","N","N","HUFFMAN ISD","M","Meets Requirements","04"
"102901","HARRISON","102"," ","N","N","KARNACK ISD","M","Meets Requirements","07"
"102902","HARRISON","102","0","N","N","MARSHALL ISD","M","Needs Intervention","07"
"102903","HARRISON","102","0","N","N","WASKOM ISD","M","Meets Requirements","07"
"102904","HARRISON","102","0","N","N","HALLSVILLE ISD","M","Needs Assistance","07"
"102905","HARRISON","102","0","N","N","HARLETON ISD","M","Needs Assistance","07"
"102906","HARRISON","102","0","N","N","ELYSIAN FIELDS ISD","M","Needs Assistance","07"
"103901","HARTLEY","103"," ","N","N","CHANNING ISD","M","Meets Requirements","16"
"103902","HARTLEY","103"," ","N","N","HARTLEY ISD","M","Meets Requirements","16"
"104901","HASKELL","104","0","N","N","HASKELL CISD","M","Meets Requirements","14"
"104903","HASKELL","104"," ","N","N","RULE ISD","M","Meets Requirements","14"
"104907","HASKELL","104"," ","N","N","PAINT CREEK ISD","M","Meets Requirements","14"
"105801","HAYS","105"," ","Y","Y","KATHERINE ANNE PORTER SCHOOL","A","Meets Requirements","13"
"105802","HAYS","105"," ","N","Y","TEXAS PREPARATORY SCHOOL","M","Meets Requirements","13"
"105902","HAYS","105","0","N","N","SAN MARCOS CISD","M","Needs Intervention","13"
"105904","HAYS","105","0","N","N","DRIPPING SPRINGS ISD","M","Meets Requirements","13"
"105905","HAYS","105","0","N","N","WIMBERLEY ISD","M","Meets Requirements","13"
"105906","HAYS","105","0","N","N","HAYS CISD","M","Needs Intervention","13"
"106901","HEMPHILL","106","0","N","N","CANADIAN ISD","M","Meets Requirements","16"
"107901","HENDERSON","107","0","N","N","ATHENS ISD","M","Needs Assistance","07"
"107902","HENDERSON","107","0","N","N","BROWNSBORO ISD","M","Meets Requirements","07"
"107904","HENDERSON","107","0","N","N","CROSS ROADS ISD","M","Meets Requirements","07"
"107905","HENDERSON","107","1","N","N","EUSTACE ISD","M","Meets Requirements","07"
"107906","HENDERSON","107","0","N","N","MALAKOFF ISD","M","Meets Requirements","07"
"107907","HENDERSON","107"," ","N","N","TRINIDAD ISD","M","Meets Requirements","07"
"107908","HENDERSON","107"," ","N","N","MURCHISON ISD","M","Meets Requirements","07"
"107910","HENDERSON","107","0","N","N","LAPOYNOR ISD","M","Meets Requirements","07"
"108801","HIDALGO","108"," ","Y","Y","IGNITE PUBLIC SCHOOLS AND COMMUNIT","A","Meets Requirements","01"
"108802","HIDALGO","108"," ","N","Y","SOUTH TEXAS EDUCATIONAL TECHNOLOGI","M","Meets Requirements","01"
"108804","HIDALGO","108"," ","Y","Y","MIDVALLEY ACADEMY CHARTER DISTRICT","A","Meets Requirements","01"
"108807","HIDALGO","108","0","N","Y","IDEA PUBLIC SCHOOLS","M","Meets Requirements","01"
"108808","HIDALGO","108","1","N","Y","VANGUARD ACADEMY","M","Meets Requirements","01"
"108809","HIDALGO","108"," ","N","Y","EXCELLENCE IN LEADERSHIP ACADEMY","M","Meets Requirements","01"
"108902","HIDALGO","108","0","N","N","DONNA ISD","M","Needs Intervention","01"
"108903","HIDALGO","108","0","N","N","EDCOUCH-ELSA ISD","M","Needs Assistance","01"
"108904","HIDALGO","108","0","N","N","EDINBURG CISD","M","Needs Assistance","01"
"108905","HIDALGO","108","0","N","N","HIDALGO ISD","M","Needs Intervention","01"
"108906","HIDALGO","108","0","N","N","MCALLEN ISD","M","Needs Assistance","01"
"108907","HIDALGO","108","0","N","N","MERCEDES ISD","M","Needs Assistance","01"
"108908","HIDALGO","108","0","N","N","MISSION CISD","M","Needs Intervention","01"
"108909","HIDALGO","108","0","N","N","PHARR-SAN JUAN-ALAMO ISD","M","Needs Intervention","01"
"108910","HIDALGO","108","0","N","N","PROGRESO ISD","M","Needs Assistance","01"
"108911","HIDALGO","108","1","N","N","SHARYLAND ISD","M","Meets Requirements","01"
"108912","HIDALGO","108","0","N","N","LA JOYA ISD","M","Needs Intervention","01"
"108913","HIDALGO","108","0","N","N","WESLACO ISD","M","Needs Intervention","01"
"108914","HIDALGO","108","0","N","N","LA VILLA ISD","M","Meets Requirements","01"
"108915","HIDALGO","108","0","N","N","MONTE ALTO ISD","M","Meets Requirements","01"
"108916","HIDALGO","108","1","N","N","VALLEY VIEW ISD","M","Needs Assistance","01"
"109901","HILL","109"," ","N","N","ABBOTT ISD","M","Meets Requirements","12"
"109902","HILL","109"," ","N","N","BYNUM ISD","X","Meets Requirements","12"
"109903","HILL","109"," ","N","N","COVINGTON ISD","I","Meets Requirements","12"
"109904","HILL","109","0","N","N","HILLSBORO ISD","M","Needs Assistance","12"
"109905","HILL","109","0","N","N","HUBBARD ISD","M","Meets Requirements","12"
"109907","HILL","109","0","N","N","ITASCA ISD","M","Meets Requirements","12"
"109908","HILL","109"," ","N","N","MALONE ISD","M","Meets Requirements","12"
"109910","HILL","109","0","N","N","MOUNT CALM ISD","I","Meets Requirements","12"
"109911","HILL","109","0","N","N","WHITNEY ISD","M","Needs Assistance","12"
"109912","HILL","109"," ","N","N","AQUILLA ISD","M","Meets Requirements","12"
"109913","HILL","109","0","N","N","BLUM ISD","M","Meets Requirements","12"
"109914","HILL","109"," ","N","N","PENELOPE ISD","M","Meets Requirements","12"
"110901","HOCKLEY","110","1","N","N","ANTON ISD","M","Meets Requirements","17"
"110902","HOCKLEY","110","0","N","N","LEVELLAND ISD","M","Needs Intervention","17"
"110905","HOCKLEY","110"," ","N","N","ROPES ISD","M","Meets Requirements","17"
"110906","HOCKLEY","110","0","N","N","SMYER ISD","M","Meets Requirements","17"
"110907","HOCKLEY","110","0","N","N","SUNDOWN ISD","M","Meets Requirements","17"
"110908","HOCKLEY","110"," ","N","N","WHITHARRAL ISD","M","Meets Requirements","17"
"111901","HOOD","111","0","N","N","GRANBURY ISD","M","Needs Assistance","11"
