Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
10,Richardson,116,HUNT,Female,494,469,95%,426,86%,23,5%,380,77%,104,21%,170,34%,274,55%,21,4%,119,24%
10,Richardson,116,HUNT,Male,554,524,95%,475,86%,39,7%,405,73%,102,18%,142,26%,244,44%,21,4%,114,21%
10,Richardson,129,KAUFMAN,Female,900,868,96%,812,90%,37,4%,761,85%,189,21%,349,39%,538,60%,19,2%,278,31%
10,Richardson,129,KAUFMAN,Male,1019,971,95%,891,87%,70,7%,824,81%,156,15%,321,32%,477,47%,22,2%,182,18%
10,Richardson,199,ROCKWALL,Female,693,670,97%,607,88%,45,6%,591,85%,218,31%,233,34%,451,65%,27,4%,248,36%
10,Richardson,199,ROCKWALL,Male,763,740,97%,665,87%,60,8%,638,84%,175,23%,285,37%,460,60%,27,4%,181,24%
10,Richardson,234,VAN ZANDT,Female,171,163,95%,147,86%,9,5%,136,80%,39,23%,60,35%,99,58%,7,4%,49,29%
10,Richardson,234,VAN ZANDT,Male,206,196,95%,189,92%,7,3%,165,80%,38,18%,54,26%,92,45%,,nan,46,22%
11,Fort Worth,49,COOKE,Female,210,203,97%,196,93%,7,3%,180,86%,48,23%,80,38%,128,61%,6,3%,78,37%
11,Fort Worth,49,COOKE,Male,231,215,93%,204,88%,8,3%,184,80%,27,12%,85,37%,112,48%,,nan,52,23%
11,Fort Worth,61,DENTON,Female,4012,3871,96%,3675,92%,127,3%,3498,87%,1142,28%,1257,31%,2399,60%,100,2%,1324,33%
11,Fort Worth,61,DENTON,Male,4307,4148,96%,3832,89%,247,6%,3589,83%,904,21%,1252,29%,2156,50%,91,2%,950,22%
11,Fort Worth,72,ERATH,Female,210,196,93%,173,82%,16,8%,153,73%,54,26%,60,29%,114,54%,8,4%,66,31%
11,Fort Worth,72,ERATH,Male,195,180,92%,147,75%,25,13%,144,74%,40,21%,58,30%,98,50%,8,4%,53,27%
11,Fort Worth,111,HOOD,Female,278,271,97%,249,90%,10,4%,228,82%,71,26%,89,32%,160,58%,8,3%,91,33%
11,Fort Worth,111,HOOD,Male,293,278,95%,258,88%,9,3%,232,79%,62,21%,70,24%,132,45%,,nan,56,19%
11,Fort Worth,126,JOHNSON,Female,1157,1112,96%,1013,88%,60,5%,974,84%,262,23%,429,37%,691,60%,35,3%,344,30%
11,Fort Worth,126,JOHNSON,Male,1200,1141,95%,1015,85%,108,9%,990,83%,174,15%,375,31%,549,46%,18,2%,218,18%
11,Fort Worth,182,PALO PINTO,Female,169,153,91%,146,86%,8,5%,138,82%,25,15%,70,41%,95,56%,5,3%,56,33%
11,Fort Worth,182,PALO PINTO,Male,191,184,96%,170,89%,9,5%,153,80%,23,12%,50,26%,73,38%,,nan,31,16%
11,Fort Worth,184,PARKER,Female,738,705,96%,663,90%,24,3%,616,83%,194,26%,296,40%,490,66%,30,4%,264,36%
11,Fort Worth,184,PARKER,Male,783,747,95%,686,88%,42,5%,639,82%,141,18%,264,34%,405,52%,25,3%,180,23%
11,Fort Worth,213,SOMERVELL,Female,60,60,100%,58,97%,,nan,54,90%,21,35%,14,23%,35,58%,,nan,19,32%
11,Fort Worth,213,SOMERVELL,Male,64,61,95%,58,91%,,nan,53,83%,22,34%,10,16%,32,50%,,nan,18,28%
11,Fort Worth,220,TARRANT,Female,11858,11282,95%,10073,85%,965,8%,9674,82%,2889,24%,3947,33%,6836,58%,330,3%,3417,29%
11,Fort Worth,220,TARRANT,Male,12752,12058,95%,10272,81%,1560,12%,9784,77%,2323,18%,3796,30%,6119,48%,294,2%,2455,19%
11,Fort Worth,249,WISE,Female,378,366,97%,357,94%,,nan,317,84%,91,24%,141,37%,232,61%,9,2%,121,32%
11,Fort Worth,249,WISE,Male,347,333,96%,318,92%,14,4%,278,80%,70,20%,87,25%,157,45%,5,1%,67,19%
12,Waco,14,BELL,Female,2132,1941,91%,1636,77%,187,9%,1585,74%,405,19%,762,36%,1167,55%,72,3%,537,25%
12,Waco,14,BELL,Male,2172,1947,90%,1577,73%,276,13%,1542,71%,318,15%,638,29%,956,44%,61,3%,389,18%
12,Waco,18,BOSQUE,Female,129,118,91%,110,85%,,nan,101,78%,33,26%,52,40%,85,66%,8,6%,50,39%
12,Waco,18,BOSQUE,Male,105,102,97%,100,95%,,nan,91,87%,21,20%,37,35%,58,55%,,nan,27,26%
12,Waco,50,CORYELL,Female,432,397,92%,346,80%,30,7%,344,80%,107,25%,149,34%,256,59%,15,3%,125,29%
12,Waco,50,CORYELL,Male,410,380,93%,307,75%,52,13%,314,77%,71,17%,108,26%,179,44%,8,2%,68,17%
12,Waco,73,FALLS,Female,80,74,93%,72,90%,,nan,66,83%,12,15%,33,41%,45,56%,,nan,19,24%
12,Waco,73,FALLS,Male,82,77,94%,71,87%,,nan,65,79%,8,10%,24,29%,32,39%,,nan,13,16%
12,Waco,81,FREESTONE,Female,124,121,98%,112,90%,,nan,99,80%,24,19%,54,44%,78,63%,7,6%,41,33%
12,Waco,81,FREESTONE,Male,124,115,93%,108,87%,6,5%,100,81%,17,14%,46,37%,63,51%,,nan,28,23%
12,Waco,97,HAMILTON,Female,61,59,97%,56,92%,,nan,50,82%,17,28%,21,34%,38,62%,,nan,16,26%
12,Waco,97,HAMILTON,Male,74,72,97%,67,91%,,nan,65,88%,22,30%,16,22%,38,51%,,nan,24,32%
12,Waco,109,HILL,Female,252,242,96%,227,90%,9,4%,207,82%,31,12%,119,47%,150,60%,11,4%,57,23%
12,Waco,109,HILL,Male,237,224,95%,208,88%,11,5%,196,83%,46,19%,81,34%,127,54%,7,3%,66,28%
12,Waco,141,LAMPASAS,Female,135,124,92%,115,85%,7,5%,101,75%,34,25%,36,27%,70,52%,6,4%,30,22%
12,Waco,141,LAMPASAS,Male,164,152,93%,139,85%,5,3%,123,75%,26,16%,35,21%,61,37%,,nan,23,14%
12,Waco,147,LIMESTONE,Female,128,124,97%,121,95%,,nan,108,84%,20,16%,53,41%,73,57%,,nan,34,27%
12,Waco,147,LIMESTONE,Male,130,125,96%,113,87%,8,6%,105,81%,18,14%,41,32%,59,45%,,nan,26,20%
12,Waco,161,MCLENNAN,Female,1541,1483,96%,1359,88%,93,6%,1276,83%,274,18%,747,48%,1021,66%,42,3%,526,34%
12,Waco,161,MCLENNAN,Male,1679,1584,94%,1380,82%,190,11%,1309,78%,235,14%,652,39%,887,53%,47,3%,393,23%
12,Waco,167,MILLS,Female,33,33,100%,29,88%,,nan,29,88%,15,45%,7,21%,22,67%,,nan,15,45%
12,Waco,167,MILLS,Male,40,38,95%,36,90%,,nan,34,85%,8,20%,12,30%,20,50%,,nan,14,35%
12,Waco,175,NAVARRO,Female,325,308,95%,296,91%,14,4%,262,81%,49,15%,149,46%,198,61%,9,3%,90,28%
12,Waco,175,NAVARRO,Male,376,356,95%,337,90%,16,4%,293,78%,32,9%,167,44%,199,53%,9,2%,84,22%
13,Austin,11,BASTROP,Female,550,529,96%,445,81%,79,14%,465,85%,122,22%,135,25%,257,47%,6,1%,117,21%
13,Austin,11,BASTROP,Male,551,521,95%,423,77%,104,19%,447,81%,94,17%,127,23%,221,40%,7,1%,81,15%
13,Austin,14,BELL,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
13,Austin,14,BELL,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
13,Austin,16,BLANCO,Female,63,61,97%,58,92%,,nan,52,83%,25,40%,14,22%,39,62%,,nan,18,29%
13,Austin,16,BLANCO,Male,67,66,99%,64,96%,,nan,61,91%,12,18%,24,36%,36,54%,,nan,13,19%
13,Austin,27,BURNET,Female,261,248,95%,224,86%,10,4%,208,80%,68,26%,60,23%,128,49%,5,2%,65,25%
13,Austin,27,BURNET,Male,295,282,96%,254,86%,24,8%,239,81%,62,21%,72,24%,134,45%,,nan,64,22%
13,Austin,28,CALDWELL,Female,217,209,96%,198,91%,7,3%,189,87%,52,24%,36,17%,88,41%,,nan,41,19%
13,Austin,28,CALDWELL,Male,236,232,98%,224,95%,6,3%,195,83%,37,16%,42,18%,79,33%,,nan,22,9%
13,Austin,46,COMAL,Female,1014,966,95%,903,89%,46,5%,858,85%,334,33%,266,26%,600,59%,20,2%,364,36%
13,Austin,46,COMAL,Male,1026,982,96%,922,90%,41,4%,865,84%,299,29%,227,22%,526,51%,13,1%,262,26%
13,Austin,75,FAYETTE,Female,134,133,99%,123,92%,7,5%,110,82%,27,20%,42,31%,69,51%,,nan,38,28%
13,Austin,75,FAYETTE,Male,135,131,97%,111,82%,20,15%,116,86%,27,20%,41,30%,68,50%,,nan,39,29%
13,Austin,86,GILLESPIE,Female,124,120,97%,114,92%,,nan,108,87%,45,36%,22,18%,67,54%,,nan,38,31%
13,Austin,86,GILLESPIE,Male,142,138,97%,134,94%,,nan,122,86%,39,27%,33,23%,72,51%,,nan,32,23%
13,Austin,89,GONZALES,Female,119,116,97%,109,92%,6,5%,98,82%,25,21%,32,27%,57,48%,,nan,28,24%
13,Austin,89,GONZALES,Male,136,132,97%,115,85%,14,10%,102,75%,10,7%,36,26%,46,34%,,nan,13,10%
13,Austin,94,GUADALUPE,Female,848,794,94%,690,81%,71,8%,692,82%,247,29%,220,26%,467,55%,26,3%,264,31%
13,Austin,94,GUADALUPE,Male,923,879,95%,773,84%,81,9%,754,82%,210,23%,214,23%,424,46%,18,2%,197,21%
13,Austin,105,HAYS,Female,1018,988,97%,918,90%,49,5%,864,85%,314,31%,284,28%,598,59%,34,3%,325,32%
13,Austin,105,HAYS,Male,1103,1073,97%,975,88%,88,8%,920,83%,251,23%,297,27%,548,50%,20,2%,237,21%
13,Austin,130,KENDALL,Female,51,49,96%,46,90%,,nan,47,92%,18,35%,9,18%,27,53%,,nan,16,31%
13,Austin,130,KENDALL,Male,48,45,94%,42,88%,,nan,44,92%,13,27%,,nan,17,35%,,nan,8,17%
13,Austin,144,LEE,Female,109,106,97%,93,85%,12,11%,96,88%,22,20%,30,28%,52,48%,,nan,22,20%
13,Austin,144,LEE,Male,135,131,97%,104,77%,25,19%,116,86%,15,11%,37,27%,52,39%,,nan,21,16%
13,Austin,150,LLANO,Female,79,77,97%,65,82%,7,9%,57,72%,21,27%,12,15%,33,42%,,nan,22,28%
13,Austin,150,LLANO,Male,81,76,94%,68,84%,12,15%,68,84%,20,25%,17,21%,37,46%,,nan,15,19%
13,Austin,166,MILAM,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
13,Austin,166,MILAM,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
13,Austin,227,TRAVIS,Female,4822,4570,95%,4150,86%,325,7%,3908,81%,1267,26%,1206,25%,2473,51%,121,3%,1265,26%
13,Austin,227,TRAVIS,Male,5184,4898,94%,4269,82%,497,10%,3884,75%,1032,20%,1249,24%,2281,44%,143,3%,965,19%
13,Austin,246,WILLIAMSON,Female,3636,3494,96%,3320,91%,92,3%,3146,87%,1299,36%,1007,28%,2306,63%,93,3%,1428,39%
13,Austin,246,WILLIAMSON,Male,3766,3641,97%,3420,91%,143,4%,3191,85%,1121,30%,1054,28%,2175,58%,81,2%,1103,29%
14,Abilene,30,CALLAHAN,Female,105,100,95%,90,86%,5,5%,81,77%,29,28%,30,29%,59,56%,,nan,33,31%
14,Abilene,30,CALLAHAN,Male,82,80,98%,72,88%,5,6%,67,82%,27,33%,18,22%,45,55%,,nan,18,22%
14,Abilene,47,COMANCHE,Female,85,84,99%,79,93%,5,6%,69,81%,21,25%,23,27%,44,52%,,nan,24,28%
14,Abilene,47,COMANCHE,Male,81,75,93%,64,79%,11,14%,60,74%,23,28%,18,22%,41,51%,,nan,15,19%
14,Abilene,67,EASTLAND,Female,103,96,93%,94,91%,,nan,89,86%,28,27%,35,34%,63,61%,,nan,34,33%
14,Abilene,67,EASTLAND,Male,111,107,96%,97,87%,6,5%,85,77%,24,22%,37,33%,61,55%,,nan,31,28%
14,Abilene,76,FISHER,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
14,Abilene,76,FISHER,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
14,Abilene,104,HASKELL,Female,31,30,97%,27,87%,,nan,24,77%,7,23%,8,26%,15,48%,,nan,8,26%
14,Abilene,104,HASKELL,Male,36,36,100%,33,92%,,nan,26,72%,12,33%,9,25%,21,58%,,nan,12,33%
14,Abilene,127,JONES,Female,99,96,97%,90,91%,,nan,81,82%,36,36%,19,19%,55,56%,,nan,28,28%
14,Abilene,127,JONES,Male,112,107,96%,99,88%,7,6%,91,81%,32,29%,31,28%,63,56%,,nan,27,24%
14,Abilene,168,MITCHELL,Female,50,48,96%,48,96%,,nan,41,82%,18,36%,15,30%,33,66%,,nan,16,32%
14,Abilene,168,MITCHELL,Male,46,44,96%,37,80%,5,11%,30,65%,5,11%,14,30%,19,41%,,nan,9,20%
14,Abilene,177,NOLAN,Female,105,99,94%,85,81%,11,10%,75,71%,34,32%,23,22%,57,54%,,nan,26,25%
14,Abilene,177,NOLAN,Male,116,109,94%,89,77%,12,10%,86,74%,23,20%,30,26%,53,46%,,nan,17,15%
14,Abilene,208,SCURRY,Female,117,114,97%,105,90%,7,6%,100,85%,16,14%,55,47%,71,61%,,nan,42,36%
14,Abilene,208,SCURRY,Male,116,114,98%,109,94%,,nan,100,86%,14,12%,47,41%,61,53%,,nan,37,32%
14,Abilene,209,SHACKELFORD,Female,25,25,100%,25,100%,,nan,24,96%,11,44%,6,24%,17,68%,,nan,12,48%
14,Abilene,209,SHACKELFORD,Male,22,20,91%,19,86%,,nan,16,73%,,nan,6,27%,10,45%,,nan,6,27%
14,Abilene,215,STEPHENS,Female,50,48,96%,46,92%,,nan,41,82%,11,22%,15,30%,26,52%,,nan,9,18%
14,Abilene,215,STEPHENS,Male,60,58,97%,53,88%,,nan,51,85%,12,20%,16,27%,28,47%,,nan,12,20%
14,Abilene,217,STONEWALL,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
14,Abilene,217,STONEWALL,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
14,Abilene,221,TAYLOR,Female,990,894,90%,785,79%,94,9%,739,75%,250,25%,244,25%,494,50%,34,3%,252,25%
14,Abilene,221,TAYLOR,Male,954,859,90%,742,78%,82,9%,662,69%,221,23%,219,23%,440,46%,31,3%,210,22%
15,San Angelo,25,BROWN,Female,239,224,94%,208,87%,11,5%,202,85%,63,26%,59,25%,122,51%,,nan,56,23%
15,San Angelo,25,BROWN,Male,251,237,94%,213,85%,26,10%,209,83%,56,22%,45,18%,101,40%,,nan,53,21%
15,San Angelo,41,COKE,Female,15,15,100%,15,100%,,nan,15,100%,7,47%,,nan,10,67%,,nan,,nan
15,San Angelo,41,COKE,Male,19,19,100%,19,100%,,nan,17,89%,5,26%,10,53%,15,79%,,nan,6,32%
15,San Angelo,42,COLEMAN,Female,58,57,98%,55,95%,,nan,48,83%,15,26%,16,28%,31,53%,,nan,13,22%
15,San Angelo,42,COLEMAN,Male,58,55,95%,48,83%,5,9%,41,71%,11,19%,10,17%,21,36%,,nan,10,17%
15,San Angelo,48,CONCHO,Female,14,13,93%,13,93%,,nan,12,86%,9,64%,,nan,10,71%,,nan,5,36%
15,San Angelo,48,CONCHO,Male,14,14,100%,14,100%,,nan,12,86%,5,36%,,nan,6,43%,,nan,,nan
15,San Angelo,53,CROCKETT,Female,26,25,96%,22,85%,,nan,20,77%,,nan,,nan,7,27%,,nan,,nan
15,San Angelo,53,CROCKETT,Male,29,29,100%,28,97%,,nan,23,79%,9,31%,,nan,11,38%,,nan,,nan
15,San Angelo,69,EDWARDS,Female,20,18,90%,17,85%,,nan,16,80%,,nan,7,35%,10,50%,,nan,8,40%
15,San Angelo,69,EDWARDS,Male,22,19,86%,19,86%,,nan,20,91%,6,27%,5,23%,11,50%,,nan,5,23%
15,San Angelo,118,IRION,Female,13,13,100%,13,100%,,nan,13,100%,10,77%,,nan,11,85%,,nan,10,77%
15,San Angelo,118,IRION,Male,17,16,94%,13,76%,,nan,12,71%,6,35%,,nan,8,47%,,nan,5,29%
15,San Angelo,134,KIMBLE,Female,33,30,91%,30,91%,,nan,29,88%,11,33%,7,21%,18,55%,,nan,10,30%
15,San Angelo,134,KIMBLE,Male,10,10,100%,9,90%,,nan,10,100%,,nan,,nan,5,50%,,nan,,nan
15,San Angelo,157,MASON,Female,22,22,100%,22,100%,,nan,18,82%,10,45%,5,23%,15,68%,,nan,5,23%
15,San Angelo,157,MASON,Male,26,26,100%,26,100%,,nan,20,77%,9,35%,,nan,12,46%,,nan,10,38%
15,San Angelo,160,MCCULLOCH,Female,58,55,95%,53,91%,,nan,49,84%,16,28%,19,33%,35,60%,,nan,15,26%
15,San Angelo,160,MCCULLOCH,Male,50,47,94%,45,90%,,nan,39,78%,9,18%,11,22%,20,40%,,nan,10,20%
15,San Angelo,164,MENARD,Female,9,7,78%,7,78%,,nan,8,89%,5,56%,,nan,7,78%,,nan,5,56%
15,San Angelo,164,MENARD,Male,10,10,100%,9,90%,,nan,9,90%,,nan,,nan,5,50%,,nan,,nan
15,San Angelo,200,RUNNELS,Female,81,80,99%,76,94%,,nan,66,81%,34,42%,9,11%,43,53%,,nan,31,38%
15,San Angelo,200,RUNNELS,Male,79,78,99%,70,89%,,nan,64,81%,21,27%,25,32%,46,58%,,nan,18,23%
15,San Angelo,206,SAN SABA,Female,31,31,100%,26,84%,,nan,25,81%,9,29%,9,29%,18,58%,,nan,11,35%
15,San Angelo,206,SAN SABA,Male,38,36,95%,28,74%,7,18%,29,76%,9,24%,6,16%,15,39%,,nan,8,21%
15,San Angelo,207,SCHLEICHER,Female,23,23,100%,23,100%,,nan,23,100%,7,30%,8,35%,15,65%,,nan,12,52%
15,San Angelo,207,SCHLEICHER,Male,15,14,93%,15,100%,,nan,14,93%,,nan,,nan,7,47%,,nan,,nan
15,San Angelo,216,STERLING,Female,8,8,100%,8,100%,,nan,8,100%,,nan,,nan,6,75%,,nan,,nan
15,San Angelo,216,STERLING,Male,12,12,100%,10,83%,,nan,9,75%,5,42%,,nan,8,67%,,nan,,nan
15,San Angelo,218,SUTTON,Female,36,34,94%,32,89%,,nan,32,89%,16,44%,,nan,19,53%,,nan,16,44%
15,San Angelo,218,SUTTON,Male,36,33,92%,33,92%,,nan,31,86%,8,22%,10,28%,18,50%,,nan,7,19%
15,San Angelo,226,TOM GREEN,Female,618,592,96%,554,90%,23,4%,523,85%,234,38%,129,21%,363,59%,10,2%,184,30%
15,San Angelo,226,TOM GREEN,Male,665,646,97%,594,89%,36,5%,536,81%,208,31%,95,14%,303,46%,8,1%,155,23%
15,San Angelo,233,VAL VERDE,Female,354,336,95%,321,91%,17,5%,295,83%,69,19%,151,43%,220,62%,5,1%,117,33%
15,San Angelo,233,VAL VERDE,Male,411,375,91%,351,85%,28,7%,314,76%,60,15%,141,34%,201,49%,5,1%,88,21%
16,Amarillo,6,ARMSTRONG,Female,16,16,100%,16,100%,,nan,15,94%,5,31%,10,63%,15,94%,,nan,8,50%
16,Amarillo,6,ARMSTRONG,Male,11,11,100%,10,91%,,nan,10,91%,,nan,,nan,6,55%,,nan,,nan
16,Amarillo,23,BRISCOE,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
16,Amarillo,23,BRISCOE,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
16,Amarillo,33,CARSON,Female,41,38,93%,37,90%,,nan,36,88%,13,32%,19,46%,32,78%,,nan,14,34%
16,Amarillo,33,CARSON,Male,43,41,95%,40,93%,,nan,36,84%,7,16%,19,44%,26,60%,,nan,13,30%
16,Amarillo,35,CASTRO,Female,55,52,95%,51,93%,,nan,47,85%,15,27%,14,25%,29,53%,,nan,18,33%
16,Amarillo,35,CASTRO,Male,71,69,97%,63,89%,,nan,59,83%,16,23%,15,21%,31,44%,,nan,16,23%
16,Amarillo,38,CHILDRESS,Female,52,48,92%,46,88%,,nan,43,83%,15,29%,12,23%,27,52%,,nan,11,21%
16,Amarillo,38,CHILDRESS,Male,46,44,96%,43,93%,,nan,36,78%,10,22%,5,11%,15,33%,,nan,7,15%
16,Amarillo,44,COLLINGSWORTH,Female,24,23,96%,21,88%,,nan,19,79%,7,29%,,nan,10,42%,,nan,8,33%
16,Amarillo,44,COLLINGSWORTH,Male,24,24,100%,22,92%,,nan,21,88%,9,38%,,nan,13,54%,,nan,6,25%
16,Amarillo,56,DALLAM,Female,76,69,91%,64,84%,5,7%,58,76%,13,17%,19,25%,32,42%,,nan,18,24%
16,Amarillo,56,DALLAM,Male,75,67,89%,61,81%,7,9%,58,77%,17,23%,10,13%,27,36%,,nan,15,20%
16,Amarillo,59,DEAF SMITH,Female,154,149,97%,128,83%,14,9%,115,75%,27,18%,51,33%,78,51%,,nan,27,18%
16,Amarillo,59,DEAF SMITH,Male,161,158,98%,136,84%,20,12%,116,72%,16,10%,38,24%,54,34%,,nan,33,21%
16,Amarillo,65,DONLEY,Female,20,19,95%,16,80%,,nan,16,80%,,nan,12,60%,14,70%,,nan,10,50%
16,Amarillo,65,DONLEY,Male,16,14,88%,14,88%,,nan,15,94%,,nan,7,44%,11,69%,,nan,5,31%
16,Amarillo,90,GRAY,Female,145,142,98%,141,97%,,nan,130,90%,35,24%,49,34%,84,58%,,nan,36,25%
16,Amarillo,90,GRAY,Male,137,133,97%,127,93%,,nan,113,82%,18,13%,28,20%,46,34%,,nan,23,17%
16,Amarillo,96,HALL,Female,30,27,90%,28,93%,,nan,27,90%,10,33%,11,37%,21,70%,,nan,13,43%
16,Amarillo,96,HALL,Male,29,27,93%,26,90%,,nan,24,83%,8,28%,11,38%,19,66%,,nan,9,31%
16,Amarillo,98,HANSFORD,Female,38,37,97%,35,92%,,nan,32,84%,13,34%,8,21%,21,55%,,nan,15,39%
16,Amarillo,98,HANSFORD,Male,58,58,100%,56,97%,,nan,54,93%,8,14%,11,19%,19,33%,,nan,7,12%
16,Amarillo,103,HARTLEY,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
16,Amarillo,103,HARTLEY,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
16,Amarillo,106,HEMPHILL,Female,18,14,78%,13,72%,,nan,12,67%,6,33%,,nan,9,50%,,nan,6,33%
16,Amarillo,106,HEMPHILL,Male,29,28,97%,25,86%,,nan,22,76%,8,28%,,nan,11,38%,,nan,5,17%
16,Amarillo,117,HUTCHINSON,Female,170,160,94%,152,89%,5,3%,139,82%,24,14%,83,49%,107,63%,10,6%,45,26%
16,Amarillo,117,HUTCHINSON,Male,170,161,95%,153,90%,,nan,137,81%,17,10%,56,33%,73,43%,6,4%,28,16%
16,Amarillo,148,LIPSCOMB,Female,22,18,82%,17,77%,,nan,12,55%,,nan,,nan,5,23%,,nan,,nan
16,Amarillo,148,LIPSCOMB,Male,35,35,100%,34,97%,,nan,32,91%,13,37%,,nan,16,46%,,nan,10,29%
16,Amarillo,171,MOORE,Female,149,138,93%,136,91%,,nan,119,80%,13,9%,71,48%,84,56%,,nan,39,26%
16,Amarillo,171,MOORE,Male,173,169,98%,162,94%,5,3%,142,82%,28,16%,61,35%,89,51%,,nan,45,26%
16,Amarillo,179,OCHILTREE,Female,69,65,94%,60,87%,6,9%,59,86%,12,17%,17,25%,29,42%,,nan,15,22%
16,Amarillo,179,OCHILTREE,Male,78,57,73%,50,64%,20,26%,58,74%,11,14%,17,22%,28,36%,,nan,14,18%
16,Amarillo,180,OLDHAM,Female,39,38,97%,32,82%,,nan,28,72%,12,31%,12,31%,24,62%,,nan,17,44%
16,Amarillo,180,OLDHAM,Male,53,49,92%,42,79%,,nan,38,72%,11,21%,11,21%,22,42%,,nan,10,19%
16,Amarillo,185,PARMER,Female,83,74,89%,68,82%,5,6%,67,81%,12,14%,29,35%,41,49%,,nan,18,22%
16,Amarillo,185,PARMER,Male,90,82,91%,79,88%,,nan,78,87%,22,24%,21,23%,43,48%,,nan,20,22%
16,Amarillo,188,POTTER,Female,1259,1189,94%,1098,87%,82,7%,1005,80%,209,17%,549,44%,758,60%,41,3%,360,29%
16,Amarillo,188,POTTER,Male,1275,1198,94%,1044,82%,145,11%,958,75%,179,14%,422,33%,601,47%,23,2%,232,18%
16,Amarillo,191,RANDALL,Female,315,300,95%,287,91%,8,3%,270,86%,115,37%,109,35%,224,71%,10,3%,134,43%
16,Amarillo,191,RANDALL,Male,362,337,93%,326,90%,8,2%,297,82%,112,31%,94,26%,206,57%,6,2%,104,29%
16,Amarillo,197,ROBERTS,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
16,Amarillo,197,ROBERTS,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
16,Amarillo,211,SHERMAN,Female,32,28,88%,28,88%,,nan,19,59%,7,22%,,nan,11,34%,,nan,8,25%
16,Amarillo,211,SHERMAN,Male,33,31,94%,28,85%,,nan,18,55%,7,21%,,nan,8,24%,,nan,,nan
16,Amarillo,219,SWISHER,Female,49,47,96%,44,90%,,nan,44,90%,14,29%,12,24%,26,53%,,nan,6,12%
16,Amarillo,219,SWISHER,Male,43,42,98%,41,95%,,nan,39,91%,12,28%,8,19%,20,47%,,nan,6,14%
16,Amarillo,242,WHEELER,Female,41,38,93%,38,93%,,nan,33,80%,12,29%,11,27%,23,56%,,nan,10,24%
16,Amarillo,242,WHEELER,Male,45,41,91%,40,89%,,nan,40,89%,9,20%,6,13%,15,33%,,nan,,nan
17,Lubbock,9,BAILEY,Female,50,47,94%,47,94%,,nan,42,84%,8,16%,12,24%,20,40%,,nan,10,20%
17,Lubbock,9,BAILEY,Male,56,52,93%,49,88%,,nan,48,86%,7,13%,17,30%,24,43%,,nan,11,20%
17,Lubbock,17,BORDEN,Female,8,7,88%,7,88%,,nan,7,88%,5,63%,,nan,6,75%,,nan,,nan
17,Lubbock,17,BORDEN,Male,8,8,100%,8,100%,,nan,8,100%,,nan,,nan,6,75%,,nan,,nan
17,Lubbock,40,COCHRAN,Female,26,26,100%,25,96%,,nan,23,88%,,nan,14,54%,17,65%,,nan,10,38%
17,Lubbock,40,COCHRAN,Male,25,25,100%,23,92%,,nan,22,88%,5,20%,10,40%,15,60%,,nan,7,28%
17,Lubbock,51,COTTLE,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
17,Lubbock,51,COTTLE,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
17,Lubbock,54,CROSBY,Female,39,34,87%,31,79%,,nan,29,74%,10,26%,10,26%,20,51%,,nan,9,23%
17,Lubbock,54,CROSBY,Male,45,43,96%,44,98%,,nan,40,89%,7,16%,13,29%,20,44%,,nan,8,18%
17,Lubbock,58,DAWSON,Female,71,66,93%,58,82%,6,8%,58,82%,10,14%,31,44%,41,58%,,nan,18,25%
17,Lubbock,58,DAWSON,Male,84,80,95%,68,81%,8,10%,62,74%,8,10%,30,36%,38,45%,,nan,18,21%
17,Lubbock,63,DICKENS,Female,15,14,93%,14,93%,,nan,12,80%,,nan,5,33%,8,53%,,nan,5,33%
17,Lubbock,63,DICKENS,Male,15,14,93%,14,93%,,nan,11,73%,,nan,,nan,7,47%,,nan,,nan
17,Lubbock,77,FLOYD,Female,54,51,94%,49,91%,,nan,45,83%,14,26%,22,41%,36,67%,,nan,17,31%
