Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
12,Waco,Female,African American,,1129,1003,0.89,853,0.76,121,0.11,773,0.69,150,0.13,503,0.45,21,0.02,674,0.60,64,0.06,157,0.14
12,Waco,Female,Hispanic,,927,841,0.91,706,0.76,111,0.12,606,0.65,71,0.08,350,0.38,6,0.01,427,0.46,49,0.05,136,0.15
12,Waco,Female,White,,2800,2574,0.92,2309,0.83,193,0.07,2090,0.75,551,0.20,1253,0.45,48,0.02,1852,0.66,179,0.06,841,0.30
12,Waco,Female,Others,,93,82,0.88,72,0.77,7,0.08,62,0.67,23,0.25,28,0.30,1,0.01,52,0.56,5,0.05,20,0.22
12,Waco,Male,African American,,1212,1059,0.87,821,0.68,214,0.18,745,0.62,128,0.11,438,0.36,33,0.03,599,0.49,92,0.08,86,0.07
12,Waco,Male,Hispanic,,1047,923,0.88,743,0.71,165,0.16,646,0.62,63,0.06,328,0.31,3,0.00,394,0.38,46,0.04,101,0.10
12,Waco,Male,White,,3058,2794,0.91,2436,0.80,297,0.10,2231,0.73,501,0.16,1156,0.38,37,0.01,1694,0.55,142,0.05,678,0.22
12,Waco,Male,Others,,94,85,0.90,68,0.72,10,0.11,64,0.68,20,0.21,25,0.27,3,0.03,48,0.51,5,0.05,22,0.23
13,Austin,Female,African American,,938,856,0.91,724,0.77,119,0.13,666,0.71,244,0.26,258,0.28,21,0.02,523,0.56,50,0.05,133,0.14
13,Austin,Female,Hispanic,,3179,2890,0.91,2339,0.74,495,0.16,2070,0.65,402,0.13,773,0.24,31,0.01,1206,0.38,100,0.03,330,0.10
13,Austin,Female,White,,5664,5330,0.94,4908,0.87,283,0.05,4635,0.82,2015,0.36,1587,0.28,289,0.05,3891,0.69,214,0.04,1900,0.34
13,Austin,Female,Others,,258,236,0.92,223,0.86,11,0.04,209,0.81,118,0.46,47,0.18,18,0.07,183,0.71,11,0.04,103,0.40
13,Austin,Male,African American,,1012,906,0.90,687,0.68,206,0.20,628,0.62,165,0.16,273,0.27,18,0.02,456,0.45,60,0.06,79,0.08
13,Austin,Male,Hispanic,,3465,3124,0.90,2353,0.68,739,0.21,2092,0.60,346,0.10,726,0.21,32,0.01,1104,0.32,106,0.03,216,0.06
13,Austin,Male,White,,5809,5381,0.93,4810,0.83,518,0.09,4493,0.77,1707,0.29,1639,0.28,223,0.04,3569,0.61,275,0.05,1401,0.24
13,Austin,Male,Others,,278,247,0.89,213,0.77,22,0.08,202,0.73,90,0.32,57,0.21,14,0.05,161,0.58,14,0.05,71,0.26
14,Abilene,Female,African American,,116,108,0.93,88,0.76,16,0.14,78,0.67,13,0.11,32,0.28,2,0.02,47,0.41,3,0.03,16,0.14
14,Abilene,Female,Hispanic,,441,412,0.93,323,0.73,78,0.18,291,0.66,69,0.16,121,0.27,2,0.00,192,0.44,15,0.03,59,0.13
14,Abilene,Female,White,,1226,1152,0.94,1062,0.87,60,0.05,961,0.78,394,0.32,394,0.32,22,0.02,810,0.66,54,0.04,424,0.35
14,Abilene,Female,Others,,20,18,0.90,15,0.75,2,0.10,17,0.85,9,0.45,6,0.30,0,0.00,15,0.75,0,0.00,9,0.45
14,Abilene,Male,African American,,125,115,0.92,97,0.78,18,0.14,84,0.67,23,0.18,37,0.30,1,0.01,61,0.49,5,0.04,8,0.06
14,Abilene,Male,Hispanic,,432,407,0.94,318,0.74,85,0.20,278,0.64,35,0.08,119,0.28,4,0.01,158,0.37,14,0.03,37,0.09
14,Abilene,Male,White,,1308,1217,0.93,1076,0.82,127,0.10,984,0.75,307,0.24,391,0.30,16,0.01,714,0.55,47,0.04,309,0.24
14,Abilene,Male,Others,,21,17,0.81,17,0.81,2,0.10,16,0.76,4,0.19,11,0.52,0,0.00,15,0.71,2,0.10,7,0.33
15,San Angelo,Female,African American,,69,65,0.94,62,0.90,2,0.03,47,0.68,15,0.22,18,0.26,0,0.00,33,0.48,1,0.01,6,0.09
15,San Angelo,Female,Hispanic,,934,874,0.94,783,0.84,82,0.09,627,0.67,141,0.15,250,0.27,7,0.01,398,0.43,28,0.03,131,0.14
15,San Angelo,Female,White,,909,855,0.94,802,0.88,33,0.04,716,0.79,402,0.44,180,0.20,13,0.01,595,0.66,37,0.04,303,0.33
15,San Angelo,Female,Others,,10,10,1.00,10,1.00,0,0.00,9,0.90,8,0.80,1,0.10,0,0.00,9,0.90,1,0.10,7,0.70
15,San Angelo,Male,African American,,73,65,0.89,61,0.84,5,0.07,53,0.73,14,0.19,19,0.26,1,0.01,34,0.47,3,0.04,5,0.07
15,San Angelo,Male,Hispanic,,939,863,0.92,745,0.79,108,0.12,578,0.62,118,0.13,200,0.21,5,0.01,323,0.34,27,0.03,83,0.09
15,San Angelo,Male,White,,1007,944,0.94,871,0.87,59,0.06,772,0.77,339,0.34,204,0.20,16,0.02,559,0.56,33,0.03,226,0.22
15,San Angelo,Male,Others,,9,6,0.67,6,0.67,1,0.11,4,0.44,2,0.22,1,0.11,1,0.11,4,0.44,0,0.00,2,0.22
16,Amarillo,Female,African American,,152,142,0.93,123,0.81,17,0.11,106,0.70,22,0.15,56,0.37,4,0.03,82,0.54,7,0.05,16,0.11
16,Amarillo,Female,Hispanic,,923,849,0.92,725,0.79,82,0.09,609,0.66,99,0.11,300,0.33,21,0.02,420,0.46,36,0.04,114,0.12
16,Amarillo,Female,White,,1702,1589,0.93,1467,0.86,72,0.04,1332,0.78,387,0.23,683,0.40,80,0.05,1150,0.68,80,0.05,514,0.30
16,Amarillo,Female,Others,,43,41,0.95,38,0.88,1,0.02,35,0.81,8,0.19,19,0.44,4,0.09,31,0.72,0,0.00,14,0.33
16,Amarillo,Male,African American,,136,122,0.90,100,0.74,24,0.18,84,0.62,14,0.10,22,0.16,7,0.05,43,0.32,1,0.01,10,0.07
16,Amarillo,Male,Hispanic,,1034,935,0.90,770,0.75,145,0.14,645,0.62,76,0.07,269,0.26,24,0.02,369,0.36,35,0.03,95,0.09
16,Amarillo,Male,White,,1851,1728,0.93,1580,0.85,117,0.06,1432,0.77,347,0.19,681,0.37,76,0.04,1104,0.60,87,0.05,422,0.23
16,Amarillo,Male,Others,,46,41,0.89,39,0.85,3,0.07,31,0.67,7,0.15,18,0.39,3,0.07,28,0.61,4,0.09,13,0.28
17,Lubbock,Female,African American,,230,222,0.97,201,0.87,16,0.07,164,0.71,25,0.11,60,0.26,5,0.02,90,0.39,4,0.02,15,0.07
17,Lubbock,Female,Hispanic,,1356,1275,0.94,1158,0.85,77,0.06,955,0.70,95,0.07,394,0.29,22,0.02,511,0.38,28,0.02,136,0.10
17,Lubbock,Female,White,,1262,1207,0.96,1149,0.91,31,0.02,1072,0.85,396,0.31,477,0.38,42,0.03,915,0.73,46,0.04,487,0.39
17,Lubbock,Female,Others,,25,22,0.88,20,0.80,0,0.00,21,0.84,7,0.28,6,0.24,2,0.08,15,0.60,0,0.00,7,0.28
17,Lubbock,Male,African American,,226,217,0.96,188,0.83,25,0.11,152,0.67,30,0.13,49,0.22,10,0.04,89,0.39,3,0.01,8,0.04
17,Lubbock,Male,Hispanic,,1471,1376,0.94,1180,0.80,155,0.11,941,0.64,106,0.07,320,0.22,11,0.01,437,0.30,25,0.02,104,0.07
17,Lubbock,Male,White,,1384,1316,0.95,1235,0.89,57,0.04,1119,0.81,387,0.28,466,0.34,34,0.02,887,0.64,50,0.04,377,0.27
17,Lubbock,Male,Others,,24,24,1.00,23,0.96,0,0.00,18,0.75,7,0.29,8,0.33,1,0.04,16,0.67,1,0.04,9,0.38
18,Midland,Female,African American,,170,162,0.95,149,0.88,11,0.06,114,0.67,16,0.09,41,0.24,5,0.03,62,0.37,5,0.03,16,0.09
18,Midland,Female,Hispanic,,1446,1355,0.94,1184,0.82,148,0.10,927,0.64,145,0.10,435,0.30,10,0.01,590,0.41,58,0.04,157,0.11
18,Midland,Female,White,,1305,1233,0.95,1149,0.88,47,0.04,997,0.76,311,0.24,490,0.38,25,0.02,826,0.63,58,0.04,410,0.31
18,Midland,Female,Others,,35,30,0.86,25,0.71,3,0.09,25,0.71,7,0.20,9,0.26,2,0.06,18,0.51,1,0.03,10,0.29
18,Midland,Male,African American,,173,159,0.92,131,0.76,27,0.16,97,0.56,11,0.06,34,0.20,0,0.00,45,0.26,4,0.02,7,0.04
18,Midland,Male,Hispanic,,1530,1390,0.91,1150,0.75,239,0.16,886,0.58,119,0.08,350,0.23,8,0.01,477,0.31,32,0.02,119,0.08
18,Midland,Male,White,,1362,1273,0.94,1150,0.84,99,0.07,997,0.73,285,0.21,446,0.33,17,0.01,748,0.55,65,0.05,296,0.22
18,Midland,Male,Others,,24,23,0.96,22,0.92,1,0.04,19,0.79,6,0.25,7,0.29,1,0.04,14,0.58,1,0.04,7,0.29
19,El Paso,Female,African American,,168,145,0.86,121,0.72,19,0.11,111,0.66,32,0.19,57,0.34,12,0.07,101,0.60,11,0.07,34,0.20
19,El Paso,Female,Hispanic,,4666,4366,0.94,3556,0.76,703,0.15,3314,0.71,895,0.19,1739,0.37,133,0.03,2767,0.59,235,0.05,837,0.18
19,El Paso,Female,White,,612,558,0.91,491,0.80,38,0.06,442,0.72,183,0.30,154,0.25,58,0.09,395,0.65,32,0.05,150,0.25
19,El Paso,Female,Others,,62,53,0.86,45,0.73,8,0.13,43,0.69,16,0.26,16,0.26,5,0.08,37,0.60,2,0.03,14,0.23
19,El Paso,Male,African American,,179,150,0.84,108,0.60,24,0.13,102,0.57,25,0.14,49,0.27,7,0.04,81,0.45,12,0.07,18,0.10
19,El Paso,Male,Hispanic,,4996,4648,0.93,3506,0.70,1039,0.21,3343,0.67,799,0.16,1600,0.32,117,0.02,2516,0.50,240,0.05,535,0.11
19,El Paso,Male,White,,695,607,0.87,509,0.73,75,0.11,461,0.66,199,0.29,159,0.23,55,0.08,413,0.59,42,0.06,123,0.18
19,El Paso,Male,Others,,54,47,0.87,39,0.72,9,0.17,44,0.82,11,0.20,17,0.32,3,0.06,31,0.57,0,0.00,9,0.17
20,San Antonio,Female,African American,,905,817,0.90,700,0.77,83,0.09,595,0.66,193,0.21,316,0.35,27,0.03,536,0.59,64,0.07,129,0.14
20,San Antonio,Female,Hispanic,,7587,7020,0.93,5765,0.76,1064,0.14,5041,0.66,1000,0.13,2741,0.36,64,0.01,3805,0.50,312,0.04,1029,0.14
20,San Antonio,Female,White,,3470,3259,0.94,2962,0.85,213,0.06,2759,0.80,1196,0.35,1088,0.31,141,0.04,2425,0.70,169,0.05,1177,0.34
20,San Antonio,Female,Others,,156,132,0.85,119,0.76,6,0.04,112,0.72,60,0.39,37,0.24,9,0.06,106,0.68,7,0.04,49,0.31
20,San Antonio,Male,African American,,913,800,0.88,648,0.71,144,0.16,537,0.59,140,0.15,251,0.28,19,0.02,410,0.45,53,0.06,71,0.08
20,San Antonio,Male,Hispanic,,8184,7492,0.92,5793,0.71,1572,0.19,4983,0.61,710,0.09,2443,0.30,61,0.01,3214,0.39,339,0.04,695,0.08
20,San Antonio,Male,White,,3756,3468,0.92,3063,0.82,301,0.08,2745,0.73,1037,0.28,1074,0.29,117,0.03,2228,0.59,180,0.05,862,0.23
20,San Antonio,Male,Others,,173,157,0.91,143,0.83,10,0.06,122,0.71,55,0.32,48,0.28,2,0.01,105,0.61,12,0.07,50,0.29
,,,Am. Indian,Not Economically Disadvantaged,534,469,0.88,400,0.75,51,0.10,360,0.67,103,0.19,168,0.32,29,0.05,300,0.56,34,0.06,96,0.18
,,,Asian,Not Economically Disadvantaged,5542,5196,0.94,4895,0.88,197,0.04,4619,0.83,2452,0.44,1373,0.25,292,0.05,4117,0.74,257,0.05,2322,0.42
,,,African American,Not Economically Disadvantaged,17598,16052,0.91,13617,0.77,2332,0.13,12946,0.74,4493,0.26,5349,0.30,857,0.05,10699,0.61,903,0.05,2962,0.17
,,,Hispanic,Not Economically Disadvantaged,31918,29114,0.91,24170,0.76,4536,0.14,22472,0.70,5816,0.18,10950,0.34,536,0.02,17302,0.54,1451,0.05,5642,0.18
,,,White,Not Economically Disadvantaged,110975,104250,0.94,95424,0.86,6887,0.06,88995,0.80,31847,0.29,40013,0.36,4838,0.04,76698,0.69,5497,0.05,34699,0.31
,,,Am. Indian,Economically Disadvantaged,328,272,0.83,191,0.58,76,0.23,166,0.51,16,0.05,88,0.27,6,0.02,110,0.34,20,0.06,22,0.07
,,,Asian,Economically Disadvantaged,2307,2111,0.92,1920,0.83,156,0.07,1787,0.78,660,0.29,866,0.38,39,0.02,1565,0.68,109,0.05,708,0.31
,,,African American,Economically Disadvantaged,26233,23782,0.91,17782,0.68,5753,0.22,16048,0.61,3529,0.14,6932,0.26,507,0.02,10968,0.42,1337,0.05,1742,0.07
,,,Hispanic,Economically Disadvantaged,84946,77335,0.91,57782,0.68,17951,0.21,51337,0.60,7245,0.09,23141,0.27,566,0.01,30952,0.36,3088,0.04,7528,0.09
,,,White,Economically Disadvantaged,24157,21343,0.88,16727,0.69,3917,0.16,14039,0.58,1954,0.08,6284,0.26,277,0.01,8515,0.35,1160,0.05,2004,0.08
,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: THECB, TEA, and NSC (National Student Clearinghouse), 1/15/2013",,,,,,,,,,,,,,,,,,,,,,,,,
"Out-of-state graduate total not shown, because current NSC data collection extends only into 2006.",,,,,,,,,,,,,,,,,,,,,,,,,
