Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
10,Richardson,57,DALLAS,Female,15872,14915,94%,13606,86%,1200,8%,12946,82%,3386,21%,5076,32%,8462,53%,333,2%,3710,23%
10,Richardson,57,DALLAS,Male,16272,15112,93%,13054,80%,2079,13%,12303,76%,2529,16%,4631,28%,7160,44%,291,2%,2415,15%
10,Richardson,70,ELLIS,Female,1168,1125,96%,1045,89%,60,5%,991,85%,289,25%,471,40%,760,65%,27,2%,419,36%
10,Richardson,70,ELLIS,Male,1278,1222,96%,1105,86%,98,8%,1062,83%,253,20%,434,34%,687,54%,24,2%,297,23%
10,Richardson,74,FANNIN,Female,180,172,96%,167,93%,  ,  ,161,89%,36,20%,74,41%,110,61%,  ,  ,53,29%
10,Richardson,74,FANNIN,Male,195,188,96%,179,92%,  ,  ,165,85%,27,14%,68,35%,95,49%,  ,  ,38,19%
10,Richardson,91,GRAYSON,Female,764,717,94%,668,87%,38,5%,610,80%,141,18%,339,44%,480,63%,33,4%,225,29%
10,Richardson,91,GRAYSON,Male,757,710,94%,652,86%,43,6%,593,78%,100,13%,265,35%,365,48%,19,3%,134,18%
10,Richardson,116,HUNT,Female,506,476,94%,448,89%,20,4%,416,82%,116,23%,162,32%,278,55%,16,3%,157,31%
10,Richardson,116,HUNT,Male,572,531,93%,489,85%,39,7%,451,79%,113,20%,145,25%,258,45%,10,2%,108,19%
10,Richardson,129,KAUFMAN,Female,875,827,95%,786,90%,33,4%,722,83%,176,20%,360,41%,536,61%,24,3%,262,30%
10,Richardson,129,KAUFMAN,Male,961,915,95%,824,86%,80,8%,777,81%,142,15%,295,31%,437,45%,16,2%,182,19%
10,Richardson,199,ROCKWALL,Female,701,677,97%,628,90%,35,5%,600,86%,231,33%,258,37%,489,70%,33,5%,279,40%
10,Richardson,199,ROCKWALL,Male,705,674,96%,603,86%,61,9%,567,80%,169,24%,265,38%,434,62%,26,4%,190,27%
10,Richardson,234,VAN ZANDT,Female,151,146,97%,141,93%,  ,  ,128,85%,38,25%,57,38%,95,63%,  ,  ,53,35%
10,Richardson,234,VAN ZANDT,Male,183,175,96%,162,89%,13,7%,149,81%,36,20%,49,27%,85,46%,  ,  ,32,17%
11,Fort Worth,49,COOKE,Female,215,205,95%,178,83%,13,6%,169,79%,52,24%,74,34%,126,59%,  ,  ,66,31%
11,Fort Worth,49,COOKE,Male,231,211,91%,171,74%,28,12%,170,74%,19,8%,78,34%,97,42%,  ,  ,36,16%
11,Fort Worth,61,DENTON,Female,3942,3800,96%,3632,92%,104,3%,3383,86%,1090,28%,1281,33%,2371,60%,100,3%,1280,32%
11,Fort Worth,61,DENTON,Male,4090,3906,96%,3589,88%,241,6%,3377,83%,893,22%,1276,31%,2169,53%,95,2%,950,23%
11,Fort Worth,72,ERATH,Female,231,216,94%,199,86%,14,6%,191,83%,79,34%,71,31%,150,65%,7,3%,77,33%
11,Fort Worth,72,ERATH,Male,241,227,94%,196,81%,21,9%,181,75%,64,27%,64,27%,128,53%,  ,  ,49,20%
11,Fort Worth,111,HOOD,Female,253,243,96%,229,91%,  ,  ,213,84%,95,38%,61,24%,156,62%,7,3%,83,33%
11,Fort Worth,111,HOOD,Male,283,270,95%,244,86%,10,4%,220,78%,68,24%,64,23%,132,47%,15,5%,60,21%
11,Fort Worth,126,JOHNSON,Female,1134,1086,96%,1002,88%,62,5%,956,84%,257,23%,427,38%,684,60%,29,3%,332,29%
11,Fort Worth,126,JOHNSON,Male,1265,1203,95%,1041,82%,140,11%,1012,80%,220,17%,358,28%,578,46%,15,1%,232,18%
11,Fort Worth,182,PALO PINTO,Female,145,143,99%,130,90%,8,6%,120,83%,30,21%,53,37%,83,57%,  ,  ,40,28%
11,Fort Worth,182,PALO PINTO,Male,174,165,95%,148,85%,10,6%,133,76%,20,11%,52,30%,72,41%,  ,  ,29,17%
11,Fort Worth,184,PARKER,Female,690,661,96%,625,91%,11,2%,576,83%,160,23%,288,42%,448,65%,19,3%,237,34%
11,Fort Worth,184,PARKER,Male,728,689,95%,632,87%,45,6%,579,80%,141,19%,244,34%,385,53%,26,4%,189,26%
11,Fort Worth,213,SOMERVELL,Female,63,62,98%,55,87%,  ,  ,56,89%,22,35%,15,24%,37,59%,  ,  ,16,25%
11,Fort Worth,213,SOMERVELL,Male,61,59,97%,57,93%,  ,  ,53,87%,20,33%,14,23%,34,56%,  ,  ,18,30%
11,Fort Worth,220,TARRANT,Female,12049,11448,95%,10254,85%,921,8%,9663,80%,2880,24%,4030,33%,6910,57%,382,3%,3445,29%
11,Fort Worth,220,TARRANT,Male,12186,11549,95%,9867,81%,1421,12%,9233,76%,2235,18%,3701,30%,5936,49%,349,3%,2342,19%
11,Fort Worth,249,WISE,Female,310,292,94%,279,90%,11,4%,263,85%,80,26%,90,29%,170,55%,  ,  ,93,30%
11,Fort Worth,249,WISE,Male,344,330,96%,301,88%,23,7%,280,81%,67,19%,90,26%,157,46%,  ,  ,70,20%
12,Waco,14,BELL,Female,2043,1793,88%,1537,75%,202,10%,1466,72%,391,19%,699,34%,1090,53%,96,5%,497,24%
12,Waco,14,BELL,Male,2168,1915,88%,1552,72%,301,14%,1536,71%,357,16%,622,29%,979,45%,55,3%,384,18%
12,Waco,18,BOSQUE,Female,122,119,98%,115,94%,  ,  ,106,87%,27,22%,57,47%,84,69%,  ,  ,35,29%
12,Waco,18,BOSQUE,Male,106,103,97%,97,92%,6,6%,89,84%,21,20%,35,33%,56,53%,  ,  ,21,20%
12,Waco,50,CORYELL,Female,376,350,93%,316,84%,15,4%,290,77%,81,22%,138,37%,219,58%,14,4%,103,27%
12,Waco,50,CORYELL,Male,391,369,94%,321,82%,37,9%,314,80%,59,15%,139,36%,198,51%,8,2%,63,16%
12,Waco,73,FALLS,Female,95,88,93%,86,91%,  ,  ,74,78%,17,18%,38,40%,55,58%,  ,  ,18,19%
12,Waco,73,FALLS,Male,101,93,92%,87,86%,6,6%,78,77%,8,8%,37,37%,45,45%,  ,  ,12,12%
12,Waco,81,FREESTONE,Female,125,119,95%,112,90%,  ,  ,97,78%,20,16%,48,38%,68,54%,  ,  ,33,26%
12,Waco,81,FREESTONE,Male,126,122,97%,113,90%,  ,  ,101,80%,13,10%,53,42%,66,52%,  ,  ,24,19%
12,Waco,97,HAMILTON,Female,52,50,96%,50,96%,  ,  ,26,50%,16,31%,14,27%,30,58%,15,29%,18,35%
12,Waco,97,HAMILTON,Male,47,45,96%,43,91%,  ,  ,24,51%,11,23%,8,17%,19,40%,8,17%,8,17%
12,Waco,109,HILL,Female,238,226,95%,217,91%,6,3%,202,85%,37,16%,125,53%,162,68%,7,3%,79,33%
12,Waco,109,HILL,Male,242,227,94%,218,90%,12,5%,201,83%,24,10%,114,47%,138,57%,8,3%,66,27%
12,Waco,141,LAMPASAS,Female,143,137,96%,126,88%,5,4%,114,80%,39,27%,38,27%,77,54%,  ,  ,32,22%
12,Waco,141,LAMPASAS,Male,164,158,96%,144,88%,  ,  ,125,76%,37,23%,42,26%,79,48%,6,4%,37,23%
12,Waco,147,LIMESTONE,Female,145,138,95%,123,85%,10,7%,119,82%,19,13%,67,46%,86,59%,5,3%,40,28%
12,Waco,147,LIMESTONE,Male,171,165,96%,149,87%,15,9%,146,85%,22,13%,54,32%,76,44%,  ,  ,29,17%
12,Waco,161,MCLENNAN,Female,1456,1401,96%,1290,89%,80,5%,1198,82%,258,18%,713,49%,971,67%,49,3%,490,34%
12,Waco,161,MCLENNAN,Male,1577,1501,95%,1346,85%,138,9%,1241,79%,223,14%,612,39%,835,53%,45,3%,373,24%
12,Waco,167,MILLS,Female,28,26,93%,25,89%,  ,  ,24,86%,12,43%,  ,  ,14,50%,  ,  ,11,39%
12,Waco,167,MILLS,Male,37,35,95%,34,92%,  ,  ,35,95%,8,22%,13,35%,21,57%,  ,  ,9,24%
12,Waco,175,NAVARRO,Female,372,358,96%,330,89%,22,6%,300,81%,49,13%,199,53%,248,67%,19,5%,111,30%
12,Waco,175,NAVARRO,Male,379,369,97%,332,88%,24,6%,311,82%,36,10%,168,44%,204,54%,8,2%,82,22%
13,Austin,11,BASTROP,Female,520,503,97%,453,87%,46,9%,441,85%,105,20%,152,29%,257,49%,  ,  ,119,23%
13,Austin,11,BASTROP,Male,543,529,97%,463,85%,52,10%,434,80%,89,16%,117,22%,206,38%,9,2%,80,15%
13,Austin,14,BELL,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
13,Austin,14,BELL,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
13,Austin,16,BLANCO,Female,56,55,98%,50,89%,  ,  ,48,86%,23,41%,11,20%,34,61%,  ,  ,15,27%
13,Austin,16,BLANCO,Male,66,63,95%,60,91%,  ,  ,57,86%,18,27%,12,18%,30,45%,  ,  ,12,18%
13,Austin,27,BURNET,Female,271,266,98%,240,89%,17,6%,233,86%,75,28%,67,25%,142,52%,8,3%,69,25%
13,Austin,27,BURNET,Male,283,268,95%,240,85%,33,12%,235,83%,68,24%,60,21%,128,45%,  ,  ,64,23%
13,Austin,28,CALDWELL,Female,235,229,97%,224,95%,  ,  ,200,85%,69,29%,55,23%,124,53%,  ,  ,54,23%
13,Austin,28,CALDWELL,Male,241,230,95%,224,93%,  ,  ,201,83%,39,16%,55,23%,94,39%,  ,  ,21,9%
13,Austin,46,COMAL,Female,867,832,96%,767,88%,37,4%,708,82%,301,35%,228,26%,529,61%,33,4%,334,39%
13,Austin,46,COMAL,Male,988,951,96%,876,89%,57,6%,819,83%,249,25%,223,23%,472,48%,20,2%,249,25%
13,Austin,75,FAYETTE,Female,143,142,99%,134,94%,5,4%,126,88%,30,21%,64,45%,94,66%,  ,  ,57,40%
13,Austin,75,FAYETTE,Male,161,155,96%,145,90%,12,7%,144,89%,35,22%,54,34%,89,55%,  ,  ,53,33%
13,Austin,86,GILLESPIE,Female,152,149,98%,137,90%,6,4%,132,87%,53,35%,40,26%,93,61%,  ,  ,46,30%
13,Austin,86,GILLESPIE,Male,121,111,92%,101,83%,8,7%,103,85%,28,23%,25,21%,53,44%,  ,  ,32,26%
13,Austin,89,GONZALES,Female,111,109,98%,102,92%,  ,  ,90,81%,28,25%,28,25%,56,50%,  ,  ,25,23%
13,Austin,89,GONZALES,Male,151,147,97%,135,89%,10,7%,123,81%,15,10%,35,23%,50,33%,  ,  ,24,16%
13,Austin,94,GUADALUPE,Female,835,789,94%,714,86%,66,8%,704,84%,240,29%,234,28%,474,57%,16,2%,264,32%
13,Austin,94,GUADALUPE,Male,875,816,93%,705,81%,109,12%,707,81%,197,23%,185,21%,382,44%,13,1%,160,18%
13,Austin,105,HAYS,Female,1040,1002,96%,932,90%,53,5%,872,84%,334,32%,268,26%,602,58%,18,2%,319,31%
13,Austin,105,HAYS,Male,1138,1092,96%,972,85%,104,9%,937,82%,266,23%,328,29%,594,52%,23,2%,238,21%
13,Austin,130,KENDALL,Female,35,35,100%,33,94%,  ,  ,30,86%,13,37%,9,26%,22,63%,  ,  ,12,34%
13,Austin,130,KENDALL,Male,37,37,100%,34,92%,  ,  ,35,95%,11,30%,11,30%,22,59%,  ,  ,10,27%
13,Austin,144,LEE,Female,119,111,93%,107,90%,  ,  ,104,87%,17,14%,48,40%,65,55%,  ,  ,25,21%
13,Austin,144,LEE,Male,121,113,93%,99,82%,17,14%,96,79%,22,18%,33,27%,55,45%,  ,  ,29,24%
13,Austin,150,LLANO,Female,73,68,93%,63,86%,6,8%,60,82%,24,33%,14,19%,38,52%,  ,  ,19,26%
13,Austin,150,LLANO,Male,74,68,92%,59,80%,11,15%,58,78%,21,28%,12,16%,33,45%,  ,  ,11,15%
13,Austin,166,MILAM,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
13,Austin,166,MILAM,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
13,Austin,227,TRAVIS,Female,4651,4403,95%,4021,86%,282,6%,3650,78%,1216,26%,1178,25%,2394,51%,143,3%,1162,25%
13,Austin,227,TRAVIS,Male,5145,4866,95%,4298,84%,445,9%,3849,75%,1048,20%,1217,24%,2265,44%,141,3%,963,19%
13,Austin,246,WILLIAMSON,Female,3302,3163,96%,2998,91%,105,3%,2839,86%,1130,34%,980,30%,2110,64%,82,2%,1194,36%
13,Austin,246,WILLIAMSON,Male,3696,3563,96%,3287,89%,203,5%,3100,84%,1042,28%,1077,29%,2119,57%,83,2%,1034,28%
14,Abilene,30,CALLAHAN,Female,101,98,97%,93,92%,5,5%,81,80%,25,25%,33,33%,58,57%,  ,  ,24,24%
14,Abilene,30,CALLAHAN,Male,85,82,96%,74,87%,6,7%,66,78%,18,21%,25,29%,43,51%,5,6%,20,24%
14,Abilene,47,COMANCHE,Female,72,68,94%,68,94%,  ,  ,61,85%,23,32%,22,31%,45,63%,  ,  ,21,29%
14,Abilene,47,COMANCHE,Male,82,81,99%,73,89%,8,10%,66,80%,24,29%,25,30%,49,60%,  ,  ,30,37%
14,Abilene,67,EASTLAND,Female,114,108,95%,104,91%,  ,  ,93,82%,30,26%,46,40%,76,67%,  ,  ,49,43%
14,Abilene,67,EASTLAND,Male,125,121,97%,111,89%,7,6%,97,78%,22,18%,38,30%,60,48%,  ,  ,27,22%
14,Abilene,76,FISHER,Female,16,15,94%,14,88%,  ,  ,14,88%,  ,  ,8,50%,10,63%,  ,  ,  ,  
14,Abilene,76,FISHER,Male,27,27,100%,25,93%,  ,  ,22,81%,  ,  ,9,33%,13,48%,  ,  ,6,22%
14,Abilene,104,HASKELL,Female,32,30,94%,27,84%,  ,  ,25,78%,7,22%,10,31%,17,53%,  ,  ,10,31%
14,Abilene,104,HASKELL,Male,40,39,98%,38,95%,  ,  ,35,88%,12,30%,14,35%,26,65%,  ,  ,11,28%
14,Abilene,127,JONES,Female,91,86,95%,77,85%,  ,  ,75,82%,22,24%,32,35%,54,59%,  ,  ,24,26%
14,Abilene,127,JONES,Male,107,105,98%,95,89%,7,7%,91,85%,17,16%,30,28%,47,44%,  ,  ,23,22%
14,Abilene,168,MITCHELL,Female,38,37,97%,35,92%,  ,  ,29,76%,9,24%,13,34%,22,58%,  ,  ,12,32%
14,Abilene,168,MITCHELL,Male,44,42,95%,40,91%,  ,  ,40,91%,  ,  ,22,50%,25,57%,  ,  ,15,34%
14,Abilene,177,NOLAN,Female,106,100,94%,90,85%,8,8%,77,73%,38,36%,19,18%,57,54%,  ,  ,29,27%
14,Abilene,177,NOLAN,Male,113,107,95%,98,87%,9,8%,87,77%,35,31%,22,19%,57,50%,  ,  ,31,27%
14,Abilene,208,SCURRY,Female,114,109,96%,104,91%,  ,  ,99,87%,15,13%,59,52%,74,65%,  ,  ,45,39%
14,Abilene,208,SCURRY,Male,114,106,93%,98,86%,9,8%,87,76%,15,13%,42,37%,57,50%,  ,  ,36,32%
14,Abilene,209,SHACKELFORD,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
14,Abilene,209,SHACKELFORD,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
14,Abilene,215,STEPHENS,Female,47,46,98%,44,94%,  ,  ,31,66%,12,26%,12,26%,24,51%,  ,  ,9,19%
14,Abilene,215,STEPHENS,Male,47,47,100%,45,96%,  ,  ,37,79%,5,11%,14,30%,19,40%,  ,  ,5,11%
14,Abilene,217,STONEWALL,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
14,Abilene,217,STONEWALL,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
14,Abilene,221,TAYLOR,Female,902,834,92%,753,83%,58,6%,695,77%,217,24%,270,30%,487,54%,36,4%,243,27%
14,Abilene,221,TAYLOR,Male,870,806,93%,700,80%,74,9%,645,74%,215,25%,186,21%,401,46%,21,2%,194,22%
15,San Angelo,25,BROWN,Female,251,242,96%,221,88%,19,8%,213,85%,76,30%,67,27%,143,57%,  ,  ,68,27%
15,San Angelo,25,BROWN,Male,265,255,96%,220,83%,30,11%,201,76%,73,28%,52,20%,125,47%,7,3%,56,21%
15,San Angelo,41,COKE,Female,21,21,100%,19,90%,  ,  ,15,71%,6,29%,7,33%,13,62%,  ,  ,6,29%
15,San Angelo,41,COKE,Male,19,18,95%,17,89%,  ,  ,15,79%,7,37%,  ,  ,9,47%,  ,  ,6,32%
15,San Angelo,42,COLEMAN,Female,48,44,92%,42,88%,  ,  ,39,81%,16,33%,7,15%,23,48%,  ,  ,15,31%
15,San Angelo,42,COLEMAN,Male,57,54,95%,47,82%,  ,  ,46,81%,12,21%,10,18%,22,39%,  ,  ,10,18%
15,San Angelo,48,CONCHO,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
15,San Angelo,48,CONCHO,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
15,San Angelo,53,CROCKETT,Female,28,28,100%,27,96%,  ,  ,21,75%,6,21%,5,18%,11,39%,  ,  ,6,21%
15,San Angelo,53,CROCKETT,Male,24,23,96%,23,96%,  ,  ,21,88%,6,25%,7,29%,13,54%,  ,  ,  ,  
15,San Angelo,69,EDWARDS,Female,27,27,100%,26,96%,  ,  ,23,85%,6,22%,8,30%,14,52%,  ,  ,7,26%
15,San Angelo,69,EDWARDS,Male,21,19,90%,18,86%,  ,  ,18,86%,6,29%,7,33%,13,62%,  ,  ,6,29%
15,San Angelo,118,IRION,Female,10,10,100%,10,100%,  ,  ,10,100%,6,60%,  ,  ,7,70%,  ,  ,5,50%
15,San Angelo,118,IRION,Male,17,17,100%,14,82%,  ,  ,13,76%,  ,  ,5,29%,7,41%,  ,  ,  ,  
15,San Angelo,134,KIMBLE,Female,28,28,100%,26,93%,  ,  ,26,93%,13,46%,  ,  ,17,61%,  ,  ,12,43%
15,San Angelo,134,KIMBLE,Male,32,31,97%,30,94%,  ,  ,26,81%,7,22%,8,25%,15,47%,  ,  ,8,25%
15,San Angelo,157,MASON,Female,29,29,100%,29,100%,  ,  ,26,90%,16,55%,6,21%,22,76%,  ,  ,14,48%
15,San Angelo,157,MASON,Male,29,29,100%,28,97%,  ,  ,20,69%,10,34%,  ,  ,13,45%,  ,  ,11,38%
15,San Angelo,160,MCCULLOCH,Female,59,58,98%,52,88%,  ,  ,50,85%,9,15%,17,29%,26,44%,  ,  ,12,20%
15,San Angelo,160,MCCULLOCH,Male,61,58,95%,56,92%,  ,  ,53,87%,6,10%,15,25%,21,34%,  ,  ,6,10%
15,San Angelo,164,MENARD,Female,13,13,100%,13,100%,  ,  ,12,92%,7,54%,  ,  ,8,62%,  ,  ,  ,  
15,San Angelo,164,MENARD,Male,15,13,87%,13,87%,  ,  ,13,87%,7,47%,  ,  ,9,60%,  ,  ,5,33%
15,San Angelo,200,RUNNELS,Female,72,72,100%,70,97%,  ,  ,59,82%,27,38%,17,24%,44,61%,  ,  ,23,32%
15,San Angelo,200,RUNNELS,Male,75,71,95%,68,91%,  ,  ,62,83%,16,21%,19,25%,35,47%,  ,  ,19,25%
15,San Angelo,206,SAN SABA,Female,36,36,100%,35,97%,  ,  ,29,81%,17,47%,5,14%,22,61%,  ,  ,14,39%
15,San Angelo,206,SAN SABA,Male,37,35,95%,33,89%,  ,  ,32,86%,10,27%,7,19%,17,46%,  ,  ,9,24%
15,San Angelo,207,SCHLEICHER,Female,19,19,100%,17,89%,  ,  ,16,84%,5,26%,  ,  ,9,47%,  ,  ,5,26%
15,San Angelo,207,SCHLEICHER,Male,17,15,88%,11,65%,  ,  ,12,71%,  ,  ,  ,  ,5,29%,  ,  ,  ,  
15,San Angelo,216,STERLING,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
15,San Angelo,216,STERLING,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
15,San Angelo,218,SUTTON,Female,31,30,97%,30,97%,  ,  ,28,90%,13,42%,8,26%,21,68%,  ,  ,10,32%
15,San Angelo,218,SUTTON,Male,35,35,100%,34,97%,  ,  ,32,91%,6,17%,9,26%,15,43%,  ,  ,7,20%
15,San Angelo,226,TOM GREEN,Female,612,583,95%,566,92%,12,2%,511,84%,210,34%,131,21%,341,56%,11,2%,182,30%
15,San Angelo,226,TOM GREEN,Male,621,598,96%,570,92%,18,3%,509,82%,209,34%,101,16%,310,50%,12,2%,165,27%
15,San Angelo,233,VAL VERDE,Female,336,322,96%,283,84%,33,10%,263,78%,59,18%,140,42%,199,59%,6,2%,98,29%
15,San Angelo,233,VAL VERDE,Male,397,365,92%,309,78%,59,15%,298,75%,61,15%,116,29%,177,45%,11,3%,77,19%
16,Amarillo,6,ARMSTRONG,Female,10,10,100%,10,100%,  ,  ,9,90%,  ,  ,  ,  ,7,70%,  ,  ,  ,  
16,Amarillo,6,ARMSTRONG,Male,15,14,93%,14,93%,  ,  ,13,87%,  ,  ,8,53%,9,60%,  ,  ,  ,  
16,Amarillo,23,BRISCOE,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
16,Amarillo,23,BRISCOE,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
16,Amarillo,33,CARSON,Female,42,42,100%,41,98%,  ,  ,39,93%,16,38%,15,36%,31,74%,  ,  ,26,62%
16,Amarillo,33,CARSON,Male,49,49,100%,48,98%,  ,  ,46,94%,10,20%,21,43%,31,63%,  ,  ,15,31%
16,Amarillo,35,CASTRO,Female,61,55,90%,51,84%,  ,  ,45,74%,8,13%,24,39%,32,52%,  ,  ,15,25%
16,Amarillo,35,CASTRO,Male,60,53,88%,49,82%,  ,  ,43,72%,6,10%,16,27%,22,37%,  ,  ,15,25%
16,Amarillo,38,CHILDRESS,Female,36,35,97%,35,97%,  ,  ,29,81%,8,22%,11,31%,19,53%,  ,  ,8,22%
16,Amarillo,38,CHILDRESS,Male,39,36,92%,35,90%,  ,  ,33,85%,9,23%,8,21%,17,44%,  ,  ,  ,  
16,Amarillo,44,COLLINGSWORTH,Female,22,21,95%,20,91%,  ,  ,15,68%,7,32%,6,27%,13,59%,  ,  ,6,27%
16,Amarillo,44,COLLINGSWORTH,Male,30,28,93%,27,90%,  ,  ,25,83%,9,30%,8,27%,17,57%,  ,  ,11,37%
16,Amarillo,56,DALLAM,Female,65,61,94%,52,80%,  ,  ,46,71%,11,17%,11,17%,22,34%,  ,  ,13,20%
16,Amarillo,56,DALLAM,Male,70,67,96%,63,90%,  ,  ,56,80%,12,17%,18,26%,30,43%,  ,  ,17,24%
16,Amarillo,59,DEAF SMITH,Female,139,138,99%,59,42%,75,54%,113,81%,25,18%,41,30%,66,47%,  ,  ,26,19%
16,Amarillo,59,DEAF SMITH,Male,143,136,95%,61,43%,69,48%,100,70%,25,17%,29,20%,54,38%,  ,  ,23,16%
16,Amarillo,65,DONLEY,Female,31,29,94%,28,90%,  ,  ,25,81%,  ,  ,17,55%,21,68%,  ,  ,12,39%
16,Amarillo,65,DONLEY,Male,21,20,95%,17,81%,  ,  ,18,86%,  ,  ,11,52%,12,57%,  ,  ,7,33%
16,Amarillo,90,GRAY,Female,124,118,95%,111,90%,  ,  ,99,80%,21,17%,48,39%,69,56%,  ,  ,35,28%
16,Amarillo,90,GRAY,Male,140,135,96%,125,89%,  ,  ,116,83%,25,18%,37,26%,62,44%,  ,  ,27,19%
16,Amarillo,96,HALL,Female,35,34,97%,31,89%,  ,  ,31,89%,8,23%,11,31%,19,54%,  ,  ,12,34%
16,Amarillo,96,HALL,Male,38,36,95%,35,92%,  ,  ,34,89%,10,26%,9,24%,19,50%,  ,  ,9,24%
16,Amarillo,98,HANSFORD,Female,50,46,92%,46,92%,  ,  ,44,88%,16,32%,13,26%,29,58%,  ,  ,20,40%
16,Amarillo,98,HANSFORD,Male,45,44,98%,45,100%,  ,  ,40,89%,12,27%,5,11%,17,38%,  ,  ,11,24%
16,Amarillo,103,HARTLEY,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
16,Amarillo,103,HARTLEY,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
16,Amarillo,106,HEMPHILL,Female,19,19,100%,16,84%,  ,  ,14,74%,7,37%,  ,  ,7,37%,  ,  ,  ,  
16,Amarillo,106,HEMPHILL,Male,34,31,91%,32,94%,  ,  ,30,88%,12,35%,9,26%,21,62%,  ,  ,14,41%
16,Amarillo,117,HUTCHINSON,Female,155,152,98%,141,91%,  ,  ,124,80%,27,17%,64,41%,91,59%,  ,  ,49,32%
16,Amarillo,117,HUTCHINSON,Male,136,127,93%,119,88%,  ,  ,109,80%,9,7%,52,38%,61,45%,  ,  ,17,13%
16,Amarillo,148,LIPSCOMB,Female,27,26,96%,24,89%,  ,  ,26,96%,9,33%,10,37%,19,70%,  ,  ,11,41%
16,Amarillo,148,LIPSCOMB,Male,32,30,94%,29,91%,  ,  ,26,81%,8,25%,  ,  ,10,31%,  ,  ,  ,  
16,Amarillo,171,MOORE,Female,178,173,97%,110,62%,53,30%,137,77%,16,9%,77,43%,93,52%,5,3%,44,25%
16,Amarillo,171,MOORE,Male,198,189,95%,131,66%,46,23%,146,74%,19,10%,67,34%,86,43%,  ,  ,47,24%
16,Amarillo,179,OCHILTREE,Female,74,70,95%,64,86%,7,9%,65,88%,15,20%,29,39%,44,59%,  ,  ,16,22%
16,Amarillo,179,OCHILTREE,Male,98,96,98%,80,82%,13,13%,80,82%,18,18%,19,19%,37,38%,  ,  ,12,12%
16,Amarillo,180,OLDHAM,Female,32,30,94%,29,91%,  ,  ,27,84%,11,34%,8,25%,19,59%,  ,  ,10,31%
16,Amarillo,180,OLDHAM,Male,52,45,87%,41,79%,  ,  ,33,63%,11,21%,6,12%,17,33%,  ,  ,9,17%
16,Amarillo,185,PARMER,Female,91,87,96%,86,95%,  ,  ,85,93%,23,25%,31,34%,54,59%,  ,  ,23,25%
16,Amarillo,185,PARMER,Male,81,76,94%,74,91%,  ,  ,69,85%,28,35%,19,23%,47,58%,  ,  ,29,36%
16,Amarillo,188,POTTER,Female,1220,1153,95%,1039,85%,90,7%,966,79%,218,18%,520,43%,738,60%,24,2%,366,30%
16,Amarillo,188,POTTER,Male,1321,1264,96%,1090,83%,138,10%,995,75%,201,15%,449,34%,650,49%,24,2%,271,21%
16,Amarillo,191,RANDALL,Female,346,337,97%,320,92%,  ,  ,292,84%,97,28%,142,41%,239,69%,7,2%,142,41%
16,Amarillo,191,RANDALL,Male,390,373,96%,354,91%,9,2%,320,82%,90,23%,123,32%,213,55%,10,3%,105,27%
16,Amarillo,197,ROBERTS,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
