Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_per,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
11,Fort Worth,Female,Hispanic,,5852,5560,95.01%,4848,82.84%,603,10.30%,4612,78.81%,802,13.70%,2011,34.36%,,,2813,48.07%,120,2.05%,1220,20.85%
11,Fort Worth,Female,White,,9306,8915,95.80%,8379,90.04%,305,3.28%,7825,84.09%,2757,29.63%,3133,33.67%,,,5890,63.29%,311,3.34%,3308,35.55%
11,Fort Worth,Female,Others,,1316,1251,95.06%,1191,90.50%,37,2.81%,1119,85.03%,468,35.56%,381,28.95%,,,849,64.51%,37,2.81%,526,39.97%
11,Fort Worth,Male,African American,,2727,2553,93.62%,2072,75.98%,441,16.17%,1946,71.36%,488,17.90%,838,30.73%,,,1326,48.62%,94,3.45%,336,12.32%
11,Fort Worth,Male,Hispanic,,5923,5629,95.04%,4668,78.81%,827,13.96%,4413,74.51%,586,9.89%,1661,28.04%,,,2247,37.94%,81,1.37%,731,12.34%
11,Fort Worth,Male,White,,9601,9136,95.16%,8317,86.63%,594,6.19%,7742,80.64%,2220,23.12%,3056,31.83%,,,5276,54.95%,301,3.14%,2446,25.48%
11,Fort Worth,Male,Others,,1352,1291,95.49%,1189,87.94%,79,5.84%,1137,84.10%,453,33.51%,386,28.55%,,,839,62.06%,33,2.44%,462,34.17%
12,Waco,Female,African American,,1057,957,90.54%,829,78.43%,110,10.41%,790,74.74%,167,15.80%,456,43.14%,,,623,58.94%,42,3.97%,199,18.83%
12,Waco,Female,Hispanic,,1436,1330,92.62%,1192,83.01%,117,8.15%,1117,77.79%,150,10.45%,609,42.41%,,,759,52.86%,59,4.11%,321,22.35%
12,Waco,Female,White,,2396,2243,93.61%,2060,85.98%,105,4.38%,1874,78.21%,581,24.25%,966,40.32%,,,1547,64.57%,104,4.34%,861,35.93%
12,Waco,Female,Others,,246,221,89.84%,199,80.89%,15,6.10%,191,77.64%,61,24.80%,89,36.18%,,,150,60.98%,10,7.87%,76,65.78%
12,Waco,Male,African American,,1135,1019,89.78%,813,71.63%,198,17.44%,819,72.16%,158,13.92%,397,34.98%,,,555,48.90%,39,3.44%,127,11.19%
12,Waco,Male,Hispanic,,1500,1416,94.40%,1205,80.33%,166,11.07%,1129,75.27%,108,7.20%,513,34.20%,,,621,41.40%,22,1.47%,241,16.07%
12,Waco,Male,White,,2589,2414,93.24%,2198,84.90%,165,6.37%,2036,78.64%,488,18.85%,896,34.61%,,,1384,53.46%,77,2.97%,678,26.19%
12,Waco,Male,Others,,228,203,89.04%,180,78.95%,17,7.46%,176,77.19%,62,27.19%,71,31.14%,,,133,58.33%,8,3.51%,55,24.12%
13,Austin,Female,African American,,1050,1004,95.62%,889,84.67%,90,8.57%,838,79.81%,306,29.14%,296,28.19%,,,602,57.33%,29,2.76%,223,21.24%
13,Austin,Female,Hispanic,,5175,4922,95.11%,4436,85.72%,413,7.98%,4097,79.17%,965,18.65%,1414,27.32%,,,2379,45.97%,92,1.78%,984,19.01%
13,Austin,Female,White,,5366,5157,96.11%,4910,91.50%,114,2.12%,4589,85.52%,2035,37.92%,1482,27.62%,,,3517,65.54%,184,3.43%,2150,40.07%
13,Austin,Female,Others,,846,799,94.44%,766,90.54%,19,2.25%,738,87.23%,355,41.96%,197,23.29%,,,552,65.25%,19,2.25%,365,43.14%
13,Austin,Male,African American,,1143,1093,95.63%,956,83.64%,113,9.89%,878,76.82%,227,19.86%,286,25.02%,,,513,44.88%,20,1.75%,150,13.12%
13,Austin,Male,Hispanic,,5686,5419,95.30%,4695,82.57%,651,11.45%,4361,76.70%,749,13.17%,1390,24.45%,,,2139,37.62%,84,1.48%,694,12.21%
13,Austin,Male,White,,5999,5725,95.43%,5316,88.61%,284,4.73%,4967,82.80%,1841,30.69%,1584,26.40%,,,3425,57.09%,182,3.03%,1818,30.31%
13,Austin,Male,Others,,858,818,95.34%,775,90.33%,26,3.03%,732,85.31%,335,39.04%,196,22.84%,,,531,61.89%,19,2.21%,,
14,Abilene,Female,African American,,108,102,94.44%,90,83.33%,11,10.19%,84,77.78%,20,18.52%,36,33.33%,,,56,51.85%,7,6.48%,15,13.89%
14,Abilene,Female,Hispanic,,566,528,93.29%,474,83.75%,38,6.71%,430,75.97%,84,14.84%,187,33.04%,,,271,47.88%,16,2.83%,112,19.79%
14,Abilene,Female,White,,936,880,94.02%,828,88.46%,31,3.31%,752,80.34%,296,31.62%,286,30.56%,,,582,62.18%,27,2.88%,343,36.65%
14,Abilene,Female,Others,,34,34,100.00%,31,91.18%,,,27,79.41%,12,35.29%,12,35.29%,,,24,70.59%,,,10,29.41%
14,Abilene,Male,African American,,107,102,95.33%,82,76.64%,18,16.82%,73,68.22%,12,11.21%,36,33.64%,,,48,44.86%,,,13,12.15%
14,Abilene,Male,Hispanic,,552,523,94.75%,460,83.33%,47,8.51%,409,74.09%,73,13.22%,163,29.53%,,,236,42.75%,10,1.81%,100,18.12%
14,Abilene,Male,White,,941,894,95.01%,817,86.82%,54,5.74%,755,80.23%,269,28.59%,215,22.85%,,,484,51.43%,16,1.70%,268,28.48%
14,Abilene,Male,Others,,48,42,87.50%,40,83.33%,,,34,70.83%,12,25.00%,14,29.17%,,,26,54.17%,,,14,29.17%
15,San Angelo,Female,African American,,41,40,97.56%,37,90.24%,,,33,80.49%,10,24.39%,11,26.83%,,,21,51.22%,,,8,19.51%
15,San Angelo,Female,Hispanic,,868,843,97.12%,778,89.63%,48,5.53%,711,81.91%,180,20.74%,273,31.45%,,,453,52.19%,13,1.50%,202,23.27%
15,San Angelo,Female,White,,707,676,95.62%,649,91.80%,19,2.69%,594,84.02%,304,43.00%,139,19.66%,,,443,62.66%,13,1.84%,270,38.19%
15,San Angelo,Female,Others,,19,18,94.74%,16,84.21%,,,15,78.95%,6,31.58%,6,31.58%,,,12,63.16%,,,5,26.32%
15,San Angelo,Male,African American,,53,47,88.68%,41,77.36%,8,15.09%,30,56.60%,8,15.09%,11,20.75%,,,19,35.85%,,,,
15,San Angelo,Male,Hispanic,,918,872,94.99%,786,85.62%,81,8.82%,734,79.96%,174,18.95%,214,23.31%,,,388,42.27%,15,1.63%,165,17.97%
15,San Angelo,Male,White,,736,703,95.52%,654,88.86%,29,3.94%,598,81.25%,252,34.24%,135,18.34%,,,387,52.58%,18,2.45%,218,29.62%
15,San Angelo,Male,Others,,20,19,95.00%,17,85.00%,,,16,80.00%,7,35.00%,5,25.00%,,,12,60.00%,,,7,35.00%
16,Amarillo,Female,African American,,150,140,93.33%,120,80.00%,18,12.00%,101,67.33%,20,13.33%,51,34.00%,,,71,47.33%,,,22,14.67%
16,Amarillo,Female,Hispanic,,1237,1174,94.91%,975,78.82%,172,13.90%,989,79.95%,128,10.35%,502,40.58%,,,630,50.93%,16,1.29%,259,20.94%
16,Amarillo,Female,White,,1386,1341,96.75%,1245,89.83%,45,3.25%,1161,83.77%,408,29.44%,526,37.95%,,,934,67.39%,36,2.60%,545,39.32%
16,Amarillo,Female,Others,,107,101,94.39%,85,79.44%,13,12.15%,76,71.03%,16,14.95%,47,43.93%,,,63,58.88%,,,40,37.38%
16,Amarillo,Male,African American,,191,176,92.15%,137,71.73%,26,13.61%,134,70.16%,27,14.14%,50,26.18%,,,77,40.31%,,,20,10.47%
16,Amarillo,Male,Hispanic,,1294,1229,94.98%,1007,77.82%,183,14.14%,968,74.81%,136,10.51%,387,29.91%,,,523,40.42%,18,1.39%,228,17.62%
16,Amarillo,Male,White,,1515,1460,96.37%,1359,89.70%,66,4.36%,1248,82.38%,361,23.83%,473,31.22%,,,834,55.05%,32,2.11%,404,26.67%
16,Amarillo,Male,Others,,111,102,91.89%,74,66.67%,21,18.92%,71,63.96%,21,18.92%,28,25.23%,,,49,44.14%,,,21,18.92%
17,Lubbock,Female,African American,,162,154,95.06%,142,87.65%,16,9.88%,127,78.40%,25,15.43%,55,33.95%,,,80,49.38%,,,24,14.81%
17,Lubbock,Female,Hispanic,,1450,1380,95.17%,1279,88.21%,81,5.59%,1174,80.97%,182,12.55%,544,37.52%,,,726,50.07%,18,1.24%,247,17.03%
17,Lubbock,Female,White,,1012,979,96.74%,939,92.79%,21,2.08%,877,86.66%,396,39.13%,346,34.19%,,,742,73.32%,33,3.26%,473,46.74%
17,Lubbock,Female,Others,,54,54,100.00%,50,92.59%,,,46,85.19%,25,46.30%,10,18.52%,,,35,64.81%,,,24,44.44%
17,Lubbock,Male,African American,,199,191,95.98%,159,79.90%,25,12.56%,142,71.36%,24,12.06%,42,21.11%,,,66,33.17%,,,14,7.04%
17,Lubbock,Male,Hispanic,,1484,1422,95.82%,1269,85.51%,127,8.56%,1141,76.89%,182,12.26%,409,27.56%,,,591,39.82%,16,1.08%,211,14.22%
17,Lubbock,Male,White,,1074,1031,96.00%,969,90.22%,37,3.45%,916,85.29%,336,31.28%,309,28.77%,,,645,60.06%,27,2.51%,362,33.71%
17,Lubbock,Male,Others,,51,49,96.08%,47,92.16%,,,41,80.39%,21,41.18%,10,19.61%,,,31,60.78%,,,16,31.37%
18,Midland,Female,African American,,119,112,94.12%,102,85.71%,8,6.72%,82,68.91%,18,15.13%,34,28.57%,,,52,43.70%,,,14,11.76%
18,Midland,Female,Hispanic,,1652,1563,94.61%,1441,87.23%,91,5.51%,1198,72.52%,235,14.23%,598,36.20%,,,833,50.42%,46,2.78%,353,21.37%
18,Midland,Female,White,,839,794,94.64%,756,90.11%,19,2.26%,648,77.23%,261,31.11%,261,31.11%,,,522,62.22%,32,3.81%,285,33.97%
18,Midland,Female,Others,,32,31,96.88%,30,93.75%,,,26,81.25%,13,40.63%,6,18.75%,,,19,59.38%,,,12,37.50%
18,Midland,Male,African American,,117,115,98.29%,94,80.34%,18,15.38%,72,61.54%,17,14.53%,20,17.09%,,,37,31.62%,,,9,7.69%
18,Midland,Male,Hispanic,,1729,1631,94.33%,1456,84.21%,175,10.12%,1182,68.36%,204,11.80%,486,28.11%,,,690,39.91%,30,1.74%,244,14.11%
18,Midland,Male,White,,822,771,93.80%,691,84.06%,69,8.39%,603,73.36%,182,22.14%,224,27.25%,,,406,49.39%,22,2.68%,198,24.09%
18,Midland,Male,Others,,48,45,93.75%,43,89.58%,,,40,83.33%,18,37.50%,10,20.83%,,,28,58.33%,,,12,25.00%
19,El Paso,Female,African American,,122,99,81.15%,84,68.85%,5,4.10%,76,62.30%,24,19.67%,26,21.31%,,,50,40.98%,,,21,17.21%
19,El Paso,Female,Hispanic,,5868,5587,95.21%,4983,84.92%,534,9.10%,4809,81.95%,1609,27.42%,2123,36.18%,,,3732,63.60%,144,2.45%,1612,27.47%
19,El Paso,Female,White,,338,294,86.98%,254,75.15%,13,3.85%,213,63.02%,94,27.81%,75,22.19%,,,169,50.00%,13,3.85%,84,24.85%
19,El Paso,Female,Others,,62,53,85.48%,47,75.81%,,,41,66.13%,19,30.65%,13,20.97%,,,32,51.61%,,,22,35.48%
19,El Paso,Male,African American,,118,96,81.36%,81,68.64%,12,10.17%,69,58.47%,23,19.49%,25,21.19%,,,48,40.68%,5,4.24%,15,12.71%
19,El Paso,Male,Hispanic,,6333,5987,94.54%,5057,79.85%,844,13.33%,4837,76.38%,1352,21.35%,2047,32.32%,,,3399,53.67%,176,2.78%,1016,16.04%
19,El Paso,Male,White,,380,327,86.05%,269,70.79%,28,7.37%,248,65.26%,107,28.16%,74,19.47%,,,181,47.63%,12,3.16%,93,24.47%
19,El Paso,Male,Others,,56,49,87.50%,44,78.57%,,,44,78.57%,18,32.14%,8,14.29%,,,26,46.43%,,,13,23.21%
20,San Antonio,Female,African American,,845,776,91.83%,676,80.00%,71,8.40%,611,72.31%,230,27.22%,240,28.40%,,,470,55.62%,38,4.50%,212,25.09%
20,San Antonio,Female,Hispanic,,9569,9072,94.81%,8136,85.02%,771,8.06%,7484,78.21%,1788,18.69%,3482,36.39%,,,5270,55.07%,261,2.73%,2415,25.24%
20,San Antonio,Female,White,,2935,2764,94.17%,2587,88.14%,102,3.48%,2423,82.56%,1070,36.46%,886,30.19%,,,1956,66.64%,102,3.48%,1223,41.67%
20,San Antonio,Female,Others,,527,486,92.22%,456,86.53%,25,4.74%,430,81.59%,210,39.85%,138,26.19%,,,348,66.03%,17,3.23%,230,43.64%
20,San Antonio,Male,African American,,920,840,91.30%,691,75.11%,112,12.17%,650,70.65%,177,19.24%,246,26.74%,,,423,45.98%,30,3.26%,133,14.46%
20,San Antonio,Male,Hispanic,,10050,9448,94.01%,8119,80.79%,1118,11.12%,7546,75.08%,1401,13.94%,2935,29.20%,,,4336,43.14%,167,1.66%,1611,16.03%
20,San Antonio,Male,White,,3097,2908,93.90%,2632,84.99%,184,5.94%,2460,79.43%,905,29.22%,778,25.12%,,,1683,54.34%,87,2.81%,912,29.45%
20,San Antonio,Male,Others,,576,529,91.84%,471,81.77%,44,7.64%,457,79.34%,186,32.29%,131,22.74%,,,317,55.03%,8,1.39%,173,30.03%
,,,African American,Not Economically Disadvantaged,14692,13886,94.51%,12634,85.99%,1017,6.92%,12196,83.01%,4593,31.26%,4907,33.40%,,,9500,64.66%,443,3.02%,3911,26.62%
,,,Hispanic,Not Economically Disadvantaged,39028,37228,95.39%,34266,87.80%,2459,6.30%,32774,83.98%,9909,25.39%,14368,36.81%,,,24277,62.20%,982,2.52%,11625,29.79%
,,,White,Not Economically Disadvantaged,86787,83168,95.83%,79054,91.09%,2475,2.85%,74733,86.11%,28343,32.66%,29930,34.49%,,,58273,67.14%,2937,3.38%,33890,39.05%
,,,Others,Not Economically Disadvantaged,12363,11754,95.07%,11286,91.29%,253,2.05%,10777,87.17%,5398,43.66%,3015,24.39%,,,8413,68.05%,363,2.94%,5611,45.39%
,,,African American,Economically Disadvantaged,30671,28693,93.55%,24135,78.69%,4066,13.26%,22080,71.99%,5475,17.85%,9229,30.09%,,,14704,47.94%,962,3.14%,3645,11.88%
,,,Hispanic,Economically Disadvantaged,126576,119851,94.69%,103037,81.40%,14871,11.75%,96024,75.86%,16007,12.65%,38159,30.15%,,,54166,42.79%,2068,1.63%,19949,15.76%
,,,White,Economically Disadvantaged,29192,27100,92.83%,23538,80.63%,2573,8.81%,20086,68.81%,3054,10.46%,8073,27.65%,,,11127,38.12%,885,3.03%,3770,12.91%
,,,Others,Economically Disadvantaged,7142,6680,93.53%,6005,84.08%,515,7.21%,5593,78.31%,1801,25.22%,2223,31.13%,,,4024,56.34%,180,2.52%,2077,29.08%
