Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
09,Wichita Falls,078,FOARD,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09,Wichita Falls,099,HARDEMAN,Not Economically Disadvantaged,20,19,95%,NA,NA,NA,NA,15,75%,6,30%,6,30%,12,60%,*,*,7,35%
09,Wichita Falls,099,HARDEMAN,Economically Disadvantaged,38,34,89%,NA,NA,NA,NA,25,66%,*,*,9,24%,12,32%,*,*,*,*
09,Wichita Falls,119,JACK,Not Economically Disadvantaged,57,56,98%,55,96%,*,*,52,91%,19,33%,16,28%,35,61%,*,*,20,35%
09,Wichita Falls,119,JACK,Economically Disadvantaged,56,54,96%,47,84%,*,*,45,80%,*,*,19,34%,22,39%,*,*,6,11%
09,Wichita Falls,138,KNOX,Not Economically Disadvantaged,17,17,100%,17,100%,*,*,17,100%,7,41%,9,53%,16,94%,*,*,13,76%
09,Wichita Falls,138,KNOX,Economically Disadvantaged,34,33,97%,31,91%,*,*,28,82%,*,*,10,29%,14,41%,*,*,5,15%
09,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,108,107,99%,99,92%,*,*,98,91%,29,27%,42,39%,71,66%,*,*,44,41%
09,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,117,112,96%,94,80%,9,8%,73,62%,9,8%,22,19%,31,27%,*,*,8,7%
09,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,726,683,94%,642,88%,20,3%,607,84%,249,34%,172,24%,421,58%,16,2%,213,29%
09,Wichita Falls,243,WICHITA,Economically Disadvantaged,857,785,92%,711,83%,64,7%,639,75%,110,13%,194,23%,304,35%,19,2%,97,11%
09,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,66,63,95%,64,97%,*,*,60,91%,16,24%,32,48%,48,73%,*,*,27,41%
09,Wichita Falls,244,WILBARGER,Economically Disadvantaged,119,107,90%,99,83%,*,*,82,69%,16,13%,38,32%,54,45%,*,*,24,20%
09,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,138,134,97%,123,89%,8,6%,120,87%,54,39%,39,28%,93,67%,*,*,52,38%
09,Wichita Falls,252,YOUNG,Economically Disadvantaged,115,108,94%,87,76%,13,11%,86,75%,14,12%,30,26%,44,38%,6,5%,13,11%
10,Richardson,043,COLLIN,Not Economically Disadvantaged,9392,8968,95%,8603,92%,192,2%,8184,87%,2925,31%,3312,35%,6237,66%,355,4%,3578,38%
10,Richardson,043,COLLIN,Economically Disadvantaged,2570,2431,95%,2186,85%,193,8%,2037,79%,294,11%,880,34%,1174,46%,44,2%,440,17%
10,Richardson,057,DALLAS,Not Economically Disadvantaged,10599,10029,95%,9360,88%,595,6%,9002,85%,3196,30%,3485,33%,6681,63%,277,3%,3340,32%
10,Richardson,057,DALLAS,Economically Disadvantaged,21545,19998,93%,17300,80%,2684,12%,16247,75%,2719,13%,6222,29%,8941,42%,347,2%,2785,13%
10,Richardson,070,ELLIS,Not Economically Disadvantaged,1431,1393,97%,1298,91%,66,5%,1243,87%,433,30%,557,39%,990,69%,43,3%,549,38%
10,Richardson,070,ELLIS,Economically Disadvantaged,1015,954,94%,852,84%,92,9%,810,80%,109,11%,348,34%,457,45%,8,1%,167,16%
10,Richardson,074,FANNIN,Not Economically Disadvantaged,194,186,96%,181,93%,*,*,176,91%,43,22%,87,45%,130,67%,*,*,65,34%
10,Richardson,074,FANNIN,Economically Disadvantaged,181,174,96%,165,91%,*,*,150,83%,20,11%,55,30%,75,41%,*,*,26,14%
10,Richardson,091,GRAYSON,Not Economically Disadvantaged,829,795,96%,754,91%,23,3%,711,86%,194,23%,359,43%,553,67%,32,4%,265,32%
10,Richardson,091,GRAYSON,Economically Disadvantaged,692,632,91%,566,82%,58,8%,492,71%,47,7%,245,35%,292,42%,20,3%,94,14%
10,Richardson,116,HUNT,Not Economically Disadvantaged,530,506,95%,491,93%,13,2%,468,88%,161,30%,176,33%,337,64%,14,3%,198,37%
10,Richardson,116,HUNT,Economically Disadvantaged,548,501,91%,446,81%,46,8%,399,73%,68,12%,131,24%,199,36%,12,2%,67,12%
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,1044,1003,96%,951,91%,44,4%,906,87%,238,23%,424,41%,662,63%,22,2%,339,32%
10,Richardson,129,KAUFMAN,Economically Disadvantaged,792,739,93%,659,83%,69,9%,593,75%,80,10%,231,29%,311,39%,18,2%,105,13%
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,1072,1032,96%,963,90%,52,5%,925,86%,363,34%,410,38%,773,72%,48,4%,425,40%
10,Richardson,199,ROCKWALL,Economically Disadvantaged,334,319,96%,268,80%,44,13%,242,72%,37,11%,113,34%,150,45%,11,3%,44,13%
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,174,168,97%,163,94%,7,4%,164,94%,56,32%,70,40%,126,72%,*,*,69,40%
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,160,153,96%,140,88%,10,6%,113,71%,18,11%,36,23%,54,34%,*,*,16,10%
11,Fort Worth,049,COOKE,Not Economically Disadvantaged,217,206,95%,187,86%,12,6%,181,83%,56,26%,83,38%,139,64%,5,2%,72,33%
11,Fort Worth,049,COOKE,Economically Disadvantaged,229,210,92%,162,71%,29,13%,158,69%,15,7%,69,30%,84,37%,*,*,30,13%
11,Fort Worth,061,DENTON,Not Economically Disadvantaged,5759,5551,96%,5309,92%,153,3%,5038,87%,1723,30%,1947,34%,3670,64%,149,3%,1931,34%
11,Fort Worth,061,DENTON,Economically Disadvantaged,2273,2155,95%,1912,84%,192,8%,1722,76%,260,11%,610,27%,870,38%,46,2%,299,13%
11,Fort Worth,072,ERATH,Not Economically Disadvantaged,235,228,97%,219,93%,7,3%,205,87%,101,43%,70,30%,171,73%,6,3%,93,40%
11,Fort Worth,072,ERATH,Economically Disadvantaged,237,215,91%,176,74%,28,12%,167,70%,42,18%,65,27%,107,45%,5,2%,33,14%
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,338,321,95%,302,89%,6,2%,289,86%,137,41%,84,25%,221,65%,17,5%,126,37%
11,Fort Worth,111,HOOD,Economically Disadvantaged,198,192,97%,171,86%,8,4%,144,73%,26,13%,41,21%,67,34%,5,3%,17,9%
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1298,1256,97%,1169,90%,72,6%,1151,89%,355,27%,478,37%,833,64%,22,2%,418,32%
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,1101,1033,94%,874,79%,130,12%,817,74%,122,11%,307,28%,429,39%,22,2%,146,13%
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,141,135,96%,130,92%,5,4%,119,84%,29,21%,60,43%,89,63%,*,*,45,32%
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,178,173,97%,148,83%,13,7%,134,75%,21,12%,45,25%,66,37%,*,*,24,13%
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,974,945,97%,901,93%,19,2%,842,86%,278,29%,396,41%,674,69%,33,3%,384,39%
11,Fort Worth,184,PARKER,Economically Disadvantaged,444,405,91%,356,80%,37,8%,313,71%,23,5%,136,31%,159,36%,12,3%,42,9%
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,62,61,98%,58,94%,*,*,55,89%,32,52%,14,23%,46,74%,*,*,25,40%
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,62,60,97%,54,87%,5,8%,54,87%,10,16%,15,24%,25,40%,*,*,9,15%
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,12724,12179,96%,11230,88%,681,5%,10599,83%,3649,29%,4345,34%,7994,63%,453,4%,4070,32%
11,Fort Worth,220,TARRANT,Economically Disadvantaged,11511,10818,94%,8891,77%,1661,14%,8297,72%,1466,13%,3386,29%,4852,42%,278,2%,1717,15%
11,Fort Worth,249,WISE,Not Economically Disadvantaged,408,397,97%,384,94%,6,1%,361,88%,132,32%,130,32%,262,64%,*,*,137,34%
11,Fort Worth,249,WISE,Economically Disadvantaged,246,225,91%,196,80%,28,11%,182,74%,15,6%,50,20%,65,26%,*,*,26,11%
12,Waco,014,BELL,Not Economically Disadvantaged,2185,1947,89%,1714,78%,155,7%,1667,76%,563,26%,735,34%,1298,59%,85,4%,650,30%
12,Waco,014,BELL,Economically Disadvantaged,2026,1761,87%,1375,68%,348,17%,1335,66%,185,9%,586,29%,771,38%,66,3%,231,11%
12,Waco,018,BOSQUE,Not Economically Disadvantaged,81,80,99%,77,95%,*,*,76,94%,29,36%,34,42%,63,78%,*,*,38,47%
12,Waco,018,BOSQUE,Economically Disadvantaged,147,142,97%,135,92%,7,5%,119,81%,19,13%,58,39%,77,52%,*,*,18,12%
12,Waco,050,CORYELL,Not Economically Disadvantaged,443,424,96%,389,88%,19,4%,364,82%,110,25%,164,37%,274,62%,15,3%,129,29%
12,Waco,050,CORYELL,Economically Disadvantaged,324,295,91%,248,77%,33,10%,240,74%,30,9%,113,35%,143,44%,7,2%,37,11%
12,Waco,073,FALLS,Not Economically Disadvantaged,40,36,90%,36,90%,*,*,34,85%,9,23%,15,38%,24,60%,*,*,9,23%
12,Waco,073,FALLS,Economically Disadvantaged,156,145,93%,137,88%,7,4%,118,76%,16,10%,60,38%,76,49%,*,*,21,13%
12,Waco,081,FREESTONE,Not Economically Disadvantaged,129,124,96%,117,91%,*,*,114,88%,28,22%,65,50%,93,72%,*,*,47,36%
12,Waco,081,FREESTONE,Economically Disadvantaged,122,117,96%,108,89%,5,4%,84,69%,5,4%,36,30%,41,34%,*,*,10,8%
12,Waco,097,HAMILTON,Not Economically Disadvantaged,44,42,95%,42,95%,*,*,25,57%,22,50%,12,27%,34,77%,13,30%,18,41%
12,Waco,097,HAMILTON,Economically Disadvantaged,55,53,96%,51,93%,*,*,25,45%,5,9%,10,18%,15,27%,10,18%,8,15%
12,Waco,109,HILL,Not Economically Disadvantaged,183,171,93%,167,91%,8,4%,161,88%,46,25%,97,53%,143,78%,5,3%,94,51%
12,Waco,109,HILL,Economically Disadvantaged,297,282,95%,268,90%,10,3%,242,81%,15,5%,142,48%,157,53%,10,3%,51,17%
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,145,141,97%,132,91%,5,3%,124,86%,51,35%,42,29%,93,64%,*,*,56,39%
12,Waco,141,LAMPASAS,Economically Disadvantaged,162,154,95%,138,85%,*,*,115,71%,25,15%,38,23%,63,39%,*,*,13,8%
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,122,116,95%,110,90%,*,*,106,87%,22,18%,58,48%,80,66%,5,4%,42,34%
12,Waco,147,LIMESTONE,Economically Disadvantaged,194,187,96%,162,84%,21,11%,159,82%,19,10%,63,32%,82,42%,*,*,27,14%
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1313,1264,96%,1219,93%,27,2%,1170,89%,375,29%,627,48%,1002,76%,48,4%,598,46%
12,Waco,161,MCLENNAN,Economically Disadvantaged,1720,1638,95%,1417,82%,191,11%,1269,74%,106,6%,698,41%,804,47%,46,3%,265,15%
12,Waco,167,MILLS,Not Economically Disadvantaged,30,29,97%,28,93%,*,*,29,97%,15,50%,5,17%,20,67%,*,*,13,43%
12,Waco,167,MILLS,Economically Disadvantaged,35,32,91%,31,89%,*,*,30,86%,5,14%,10,29%,15,43%,*,*,7,20%
12,Waco,175,NAVARRO,Not Economically Disadvantaged,271,265,98%,253,93%,8,3%,237,87%,53,20%,151,56%,204,75%,8,3%,113,42%
12,Waco,175,NAVARRO,Economically Disadvantaged,480,462,96%,409,85%,38,8%,374,78%,32,7%,216,45%,248,52%,19,4%,80,17%
13,Austin,011,BASTROP,Not Economically Disadvantaged,421,412,98%,388,92%,14,3%,372,88%,130,31%,136,32%,266,63%,10,2%,143,34%
13,Austin,011,BASTROP,Economically Disadvantaged,642,620,97%,528,82%,84,13%,503,78%,64,10%,133,21%,197,31%,*,*,56,9%
13,Austin,014,BELL,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin,014,BELL,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin,016,BLANCO,Not Economically Disadvantaged,75,72,96%,70,93%,*,*,67,89%,34,45%,14,19%,48,64%,*,*,25,33%
13,Austin,016,BLANCO,Economically Disadvantaged,47,46,98%,40,85%,5,11%,38,81%,7,15%,9,19%,16,34%,*,*,*,*
13,Austin,027,BURNET,Not Economically Disadvantaged,263,253,96%,240,91%,15,6%,234,89%,112,43%,64,24%,176,67%,8,3%,108,41%
13,Austin,027,BURNET,Economically Disadvantaged,291,281,97%,240,82%,35,12%,234,80%,31,11%,63,22%,94,32%,*,*,25,9%
13,Austin,028,CALDWELL,Not Economically Disadvantaged,191,184,96%,181,95%,*,*,169,88%,69,36%,48,25%,117,61%,*,*,52,27%
13,Austin,028,CALDWELL,Economically Disadvantaged,285,275,96%,267,94%,6,2%,232,81%,39,14%,62,22%,101,35%,*,*,23,8%
13,Austin,046,COMAL,Not Economically Disadvantaged,1253,1209,96%,1150,92%,29,2%,1093,87%,484,39%,338,27%,822,66%,40,3%,505,40%
13,Austin,046,COMAL,Economically Disadvantaged,602,574,95%,493,82%,65,11%,434,72%,66,11%,113,19%,179,30%,13,2%,78,13%
13,Austin,075,FAYETTE,Not Economically Disadvantaged,171,168,98%,160,94%,5,3%,155,91%,53,31%,75,44%,128,75%,7,4%,87,51%
13,Austin,075,FAYETTE,Economically Disadvantaged,133,129,97%,119,89%,12,9%,115,86%,12,9%,43,32%,55,41%,*,*,23,17%
13,Austin,086,GILLESPIE,Not Economically Disadvantaged,154,147,95%,145,94%,*,*,143,93%,68,44%,33,21%,101,66%,*,*,61,40%
13,Austin,086,GILLESPIE,Economically Disadvantaged,119,113,95%,93,78%,12,10%,92,77%,13,11%,32,27%,45,38%,*,*,17,14%
13,Austin,089,GONZALES,Not Economically Disadvantaged,92,90,98%,86,93%,*,*,81,88%,36,39%,25,27%,61,66%,*,*,35,38%
13,Austin,089,GONZALES,Economically Disadvantaged,170,166,98%,151,89%,11,6%,132,78%,7,4%,38,22%,45,26%,*,*,14,8%
13,Austin,094,GUADALUPE,Not Economically Disadvantaged,1029,977,95%,919,89%,45,4%,899,87%,363,35%,285,28%,648,63%,19,2%,346,34%
13,Austin,094,GUADALUPE,Economically Disadvantaged,681,628,92%,500,73%,130,19%,512,75%,74,11%,134,20%,208,31%,10,1%,78,11%
13,Austin,105,HAYS,Not Economically Disadvantaged,1238,1199,97%,1121,91%,61,5%,1092,88%,465,38%,379,31%,844,68%,24,2%,445,36%
13,Austin,105,HAYS,Economically Disadvantaged,940,895,95%,783,83%,96,10%,717,76%,135,14%,217,23%,352,37%,17,2%,112,12%
13,Austin,130,KENDALL,Not Economically Disadvantaged,33,33,100%,31,94%,*,*,31,94%,13,39%,11,33%,24,73%,*,*,14,42%
13,Austin,130,KENDALL,Economically Disadvantaged,39,39,100%,36,92%,*,*,34,87%,11,28%,9,23%,20,51%,*,*,8,21%
13,Austin,144,LEE,Not Economically Disadvantaged,115,110,96%,102,89%,8,7%,103,90%,28,24%,49,43%,77,67%,*,*,42,37%
13,Austin,144,LEE,Economically Disadvantaged,125,114,91%,104,83%,12,10%,97,78%,11,9%,32,26%,43,34%,*,*,12,10%
13,Austin,150,LLANO,Not Economically Disadvantaged,66,63,95%,60,91%,*,*,61,92%,30,45%,17,26%,47,71%,*,*,19,29%
13,Austin,150,LLANO,Economically Disadvantaged,81,73,90%,62,77%,13,16%,57,70%,15,19%,9,11%,24,30%,*,*,11,14%
13,Austin,166,MILAM,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin,166,MILAM,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4427,4229,96%,4048,91%,98,2%,3773,85%,1633,37%,1224,28%,2857,65%,163,4%,1603,36%
13,Austin,227,TRAVIS,Economically Disadvantaged,5369,5040,94%,4271,80%,629,12%,3726,69%,631,12%,1171,22%,1802,34%,121,2%,522,10%
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,4938,4774,97%,4577,93%,104,2%,4361,88%,1896,38%,1479,30%,3375,68%,121,2%,1954,40%
13,Austin,246,WILLIAMSON,Economically Disadvantaged,2060,1952,95%,1708,83%,204,10%,1578,77%,276,13%,578,28%,854,41%,44,2%,274,13%
14,Abilene,030,CALLAHAN,Not Economically Disadvantaged,99,99,100%,93,94%,*,*,89,90%,32,32%,38,38%,70,71%,*,*,34,34%
14,Abilene,030,CALLAHAN,Economically Disadvantaged,87,81,93%,74,85%,7,8%,58,67%,11,13%,20,23%,31,36%,5,6%,10,11%
14,Abilene,047,COMANCHE,Not Economically Disadvantaged,61,60,98%,58,95%,*,*,55,90%,33,54%,20,33%,53,87%,*,*,37,61%
14,Abilene,047,COMANCHE,Economically Disadvantaged,93,89,96%,83,89%,8,9%,72,77%,14,15%,27,29%,41,44%,*,*,14,15%
14,Abilene,067,EASTLAND,Not Economically Disadvantaged,103,101,98%,95,92%,*,*,92,89%,38,37%,39,38%,77,75%,*,*,51,50%
14,Abilene,067,EASTLAND,Economically Disadvantaged,136,128,94%,120,88%,6,4%,98,72%,14,10%,45,33%,59,43%,*,*,25,18%
14,Abilene,076,FISHER,Not Economically Disadvantaged,18,17,94%,NA,NA,NA,NA,15,83%,*,*,8,44%,12,67%,*,*,6,33%
14,Abilene,076,FISHER,Economically Disadvantaged,25,25,100%,NA,NA,NA,NA,21,84%,*,*,9,36%,11,44%,*,*,*,*
14,Abilene,104,HASKELL,Not Economically Disadvantaged,22,22,100%,21,95%,*,*,21,95%,6,27%,10,45%,16,73%,*,*,10,45%
14,Abilene,104,HASKELL,Economically Disadvantaged,50,47,94%,44,88%,*,*,39,78%,13,26%,14,28%,27,54%,*,*,11,22%
14,Abilene,127,JONES,Not Economically Disadvantaged,68,68,100%,66,97%,*,*,66,97%,30,44%,25,37%,55,81%,*,*,32,47%
14,Abilene,127,JONES,Economically Disadvantaged,130,123,95%,106,82%,11,8%,100,77%,9,7%,37,28%,46,35%,*,*,15,12%
14,Abilene,168,MITCHELL,Not Economically Disadvantaged,31,31,100%,NA,NA,NA,NA,31,100%,7,23%,16,52%,23,74%,*,*,15,48%
14,Abilene,168,MITCHELL,Economically Disadvantaged,51,48,94%,NA,NA,NA,NA,38,75%,5,10%,19,37%,24,47%,*,*,12,24%
14,Abilene,177,NOLAN,Not Economically Disadvantaged,92,90,98%,85,92%,*,*,82,89%,49,53%,19,21%,68,74%,*,*,42,46%
14,Abilene,177,NOLAN,Economically Disadvantaged,127,117,92%,103,81%,16,13%,82,65%,24,19%,22,17%,46,36%,*,*,18,14%
14,Abilene,208,SCURRY,Not Economically Disadvantaged,113,108,96%,108,96%,*,*,102,90%,21,19%,59,52%,80,71%,*,*,55,49%
14,Abilene,208,SCURRY,Economically Disadvantaged,115,107,93%,94,82%,10,9%,84,73%,9,8%,42,37%,51,44%,5,4%,26,23%
14,Abilene,209,SHACKELFORD,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,209,SHACKELFORD,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,215,STEPHENS,Not Economically Disadvantaged,41,41,100%,40,98%,*,*,33,80%,15,37%,11,27%,26,63%,*,*,10,24%
14,Abilene,215,STEPHENS,Economically Disadvantaged,53,52,98%,49,92%,*,*,35,66%,*,*,15,28%,17,32%,*,*,*,*
14,Abilene,217,STONEWALL,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,217,STONEWALL,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,221,TAYLOR,Not Economically Disadvantaged,824,771,94%,725,88%,26,3%,680,83%,315,38%,227,28%,542,66%,28,3%,329,40%
14,Abilene,221,TAYLOR,Economically Disadvantaged,948,869,92%,728,77%,106,11%,660,70%,117,12%,229,24%,346,37%,29,3%,108,11%
15,San Angelo,025,BROWN,Not Economically Disadvantaged,244,239,98%,227,93%,9,4%,217,89%,108,44%,68,28%,176,72%,5,2%,97,40%
15,San Angelo,025,BROWN,Economically Disadvantaged,272,258,95%,214,79%,40,15%,197,72%,41,15%,51,19%,92,34%,6,2%,27,10%
15,San Angelo,041,COKE,Not Economically Disadvantaged,11,11,100%,10,91%,*,*,10,91%,7,64%,*,*,7,64%,*,*,6,55%
15,San Angelo,041,COKE,Economically Disadvantaged,29,28,97%,26,90%,*,*,20,69%,6,21%,9,31%,15,52%,*,*,6,21%
15,San Angelo,042,COLEMAN,Not Economically Disadvantaged,45,41,91%,NA,NA,NA,NA,37,82%,17,38%,11,24%,28,62%,*,*,16,36%
15,San Angelo,042,COLEMAN,Economically Disadvantaged,60,57,95%,NA,NA,NA,NA,48,80%,11,18%,6,10%,17,28%,*,*,9,15%
15,San Angelo,048,CONCHO,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,048,CONCHO,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,053,CROCKETT,Not Economically Disadvantaged,25,25,100%,25,100%,*,*,22,88%,6,24%,7,28%,13,52%,*,*,7,28%
15,San Angelo,053,CROCKETT,Economically Disadvantaged,27,26,96%,25,93%,*,*,20,74%,6,22%,5,19%,11,41%,*,*,*,*
15,San Angelo,069,EDWARDS,Not Economically Disadvantaged,15,15,100%,15,100%,*,*,13,87%,5,33%,5,33%,10,67%,*,*,5,33%
15,San Angelo,069,EDWARDS,Economically Disadvantaged,33,31,94%,29,88%,*,*,28,85%,7,21%,10,30%,17,52%,*,*,8,24%
15,San Angelo,118,IRION,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,118,IRION,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,134,KIMBLE,Not Economically Disadvantaged,30,30,100%,29,97%,*,*,27,90%,15,50%,5,17%,20,67%,*,*,14,47%
15,San Angelo,134,KIMBLE,Economically Disadvantaged,30,29,97%,27,90%,*,*,25,83%,5,17%,7,23%,12,40%,*,*,6,20%
15,San Angelo,157,MASON,Not Economically Disadvantaged,22,22,100%,21,95%,*,*,21,95%,16,73%,*,*,20,91%,*,*,15,68%
15,San Angelo,157,MASON,Economically Disadvantaged,36,36,100%,36,100%,*,*,25,69%,10,28%,5,14%,15,42%,*,*,10,28%
15,San Angelo,160,MCCULLOCH,Not Economically Disadvantaged,47,45,96%,43,91%,*,*,42,89%,8,17%,14,30%,22,47%,*,*,10,21%
15,San Angelo,160,MCCULLOCH,Economically Disadvantaged,73,71,97%,65,89%,*,*,61,84%,7,10%,18,25%,25,34%,*,*,8,11%
15,San Angelo,164,MENARD,Not Economically Disadvantaged,28,26,93%,26,93%,*,*,25,89%,14,50%,*,*,17,61%,*,*,8,29%
15,San Angelo,164,MENARD,Economically Disadvantaged,71,70,99%,70,99%,*,*,67,94%,32,45%,17,24%,49,69%,*,*,32,45%
15,San Angelo,200,RUNNELS,Not Economically Disadvantaged,76,73,96%,68,89%,*,*,54,71%,11,14%,19,25%,30,39%,*,*,10,13%
15,San Angelo,200,RUNNELS,Economically Disadvantaged,26,26,100%,NA,NA,NA,NA,25,96%,12,46%,8,31%,20,77%,*,*,12,46%
15,San Angelo,206,SAN SABA,Not Economically Disadvantaged,47,45,96%,NA,NA,NA,NA,36,77%,15,32%,*,*,19,40%,*,*,11,23%
15,San Angelo,206,SAN SABA,Economically Disadvantaged,10,10,100%,9,90%,*,*,10,100%,*,*,*,*,7,70%,*,*,*,*
15,San Angelo,207,SCHLEICHER,Not Economically Disadvantaged,26,24,92%,19,73%,*,*,18,69%,*,*,*,*,7,27%,*,*,*,*
15,San Angelo,207,SCHLEICHER,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,216,STERLING,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,216,STERLING,Economically Disadvantaged,29,29,100%,NA,NA,NA,NA,28,97%,12,41%,9,31%,21,72%,*,*,9,31%
15,San Angelo,218,SUTTON,Not Economically Disadvantaged,37,36,97%,NA,NA,NA,NA,32,86%,7,19%,8,22%,15,41%,*,*,8,22%
15,San Angelo,218,SUTTON,Economically Disadvantaged,563,540,96%,527,94%,*,*,494,88%,295,52%,101,18%,396,70%,12,2%,252,45%
15,San Angelo,226,TOM GREEN,Not Economically Disadvantaged,670,641,96%,609,91%,26,4%,526,79%,124,19%,131,20%,255,38%,11,2%,95,14%
15,San Angelo,226,TOM GREEN,Economically Disadvantaged,206,199,97%,183,89%,9,4%,175,85%,73,35%,72,35%,145,70%,7,3%,78,38%
15,San Angelo,233,VAL VERDE,Not Economically Disadvantaged,527,488,93%,409,78%,83,16%,386,73%,47,9%,184,35%,231,44%,10,2%,97,18%
15,San Angelo,233,VAL VERDE,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,006,ARMSTRONG,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,006,ARMSTRONG,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,023,BRISCOE,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,023,BRISCOE,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,033,CARSON,Not Economically Disadvantaged,68,68,100%,67,99%,*,*,66,97%,24,35%,25,37%,49,72%,*,*,33,49%
16,Amarillo,033,CARSON,Economically Disadvantaged,23,23,100%,22,96%,*,*,19,83%,*,*,11,48%,13,57%,*,*,8,35%
