Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
7,Kilgore,92,GREGG,African Americans,437,408,93%,385,88%,34,8%,354,81%,50,11%,172,39%,222,51%,,,67,15%
7,Kilgore,92,GREGG,Hispanic,299,288,96%,266,89%,8,3%,246,82%,19,6%,106,35%,125,42%,,,52,17%
7,Kilgore,92,GREGG,Other Ethnicities,17,17,100%,15,88%,,,14,82%,7,41%,,,11,65%,,,5,29%
7,Kilgore,92,GREGG,White,827,790,96%,746,90%,25,3%,684,83%,167,20%,344,42%,511,62%,12,1%,260,31%
7,Kilgore,102,HARRISON,Other Ethnicities,16,15,94%,15,94%,,,10,63%,,,6,38%,7,44%,,,,
7,Kilgore,102,HARRISON,African Americans,188,178,95%,163,87%,14,7%,158,84%,34,18%,77,41%,111,59%,6,3%,37,20%
7,Kilgore,102,HARRISON,Hispanic,161,152,94%,145,90%,,,138,86%,17,11%,51,32%,68,42%,,,38,24%
7,Kilgore,102,HARRISON,White,552,525,95%,503,91%,14,3%,451,82%,114,21%,200,36%,314,57%,15,3%,159,29%
7,Kilgore,107,HENDERSON,Other Ethnicities,29,28,97%,26,90%,,,23,79%,6,21%,10,34%,16,55%,,,6,21%
7,Kilgore,107,HENDERSON,African Americans,70,68,97%,63,90%,,,56,80%,7,10%,36,51%,43,61%,,,9,13%
7,Kilgore,107,HENDERSON,Hispanic,158,153,97%,144,91%,6,4%,130,82%,13,8%,48,30%,61,39%,5,3%,31,20%
7,Kilgore,107,HENDERSON,White,545,524,96%,490,90%,16,3%,368,68%,86,16%,216,40%,302,55%,62,11%,144,26%
7,Kilgore,174,NACOGDOCHES,Other Ethnicities,21,20,95%,19,90%,,,18,86%,9,43%,,,13,62%,,,10,48%
7,Kilgore,174,NACOGDOCHES,African Americans,156,151,97%,136,87%,14,9%,114,73%,24,15%,42,27%,66,42%,5,3%,20,13%
7,Kilgore,174,NACOGDOCHES,Hispanic,205,200,98%,180,88%,13,6%,156,76%,13,6%,68,33%,81,40%,,,30,15%
7,Kilgore,174,NACOGDOCHES,White,404,383,95%,359,89%,15,4%,329,81%,121,30%,104,26%,225,56%,12,3%,139,34%
7,Kilgore,183,PANOLA,Other Ethnicities,37,36,97%,34,92%,,,31,84%,,,15,41%,16,43%,,,,
7,Kilgore,183,PANOLA,African Americans,47,45,96%,46,98%,,,42,89%,11,23%,24,51%,35,74%,,,16,34%
7,Kilgore,183,PANOLA,White,184,174,95%,163,89%,9,5%,147,80%,26,14%,97,53%,123,67%,9,5%,64,35%
7,Kilgore,190,RAINS,Other Ethnicities,29,26,90%,25,86%,,,24,83%,5,17%,11,38%,16,55%,,,6,21%
7,Kilgore,190,RAINS,White,99,95,96%,89,90%,5,5%,79,80%,17,17%,30,30%,47,47%,,,19,19%
7,Kilgore,201,RUSK,Other Ethnicities,8,7,88%,7,88%,,,7,88%,,,,,5,63%,,,,
7,Kilgore,201,RUSK,African Americans,108,106,98%,102,94%,6,6%,98,91%,18,17%,53,49%,71,66%,,,21,19%
7,Kilgore,201,RUSK,Hispanic,117,111,95%,96,82%,11,9%,79,68%,5,4%,34,29%,39,33%,5,4%,21,18%
7,Kilgore,201,RUSK,Other Ethnicities,5,5,100%,,,,,,,,,,,,,,,,
7,Kilgore,201,RUSK,White,333,314,94%,295,89%,11,3%,270,81%,49,15%,112,34%,161,48%,6,2%,79,24%
7,Kilgore,202,SABINE,Other Ethnicities,15,13,87%,10,67%,,,11,73%,5,33%,,,7,47%,,,5,33%
7,Kilgore,202,SABINE,African Americans,11,11,100%,10,91%,,,10,91%,,,,,7,64%,,,,
7,Kilgore,202,SABINE,White,114,107,94%,102,89%,,,88,77%,26,23%,20,18%,46,40%,,,21,18%
7,Kilgore,203,SAN AUGUSTINE,Other Ethnicities,34,32,94%,31,91%,,,31,91%,,,10,29%,14,41%,,,5,15%
7,Kilgore,203,SAN AUGUSTINE,White,37,33,89%,28,76%,,,23,62%,,,8,22%,10,27%,,,7,19%
7,Kilgore,210,SHELBY,Other Ethnicities,61,59,97%,48,79%,8,13%,50,82%,5,8%,28,46%,33,54%,,,14,23%
7,Kilgore,210,SHELBY,Hispanic,91,83,91%,75,82%,8,9%,74,81%,7,8%,31,34%,38,42%,,,23,25%
7,Kilgore,210,SHELBY,White,190,178,94%,168,88%,6,3%,155,82%,29,15%,84,44%,113,59%,5,3%,50,26%
7,Kilgore,212,SMITH,Other Ethnicities,13,11,85%,12,92%,,,8,62%,,,6,46%,8,62%,,,,
7,Kilgore,212,SMITH,Others,34,32,94%,30,88%,,,27,79%,7,21%,17,50%,24,71%,,,15,44%
7,Kilgore,212,SMITH,African Americans,547,525,96%,452,83%,68,12%,442,81%,68,12%,232,42%,300,55%,9,2%,101,18%
7,Kilgore,212,SMITH,Hispanic,654,610,93%,494,76%,95,15%,467,71%,36,6%,212,32%,248,38%,8,1%,110,17%
7,Kilgore,212,SMITH,Other Ethnicities,51,48,94%,42,82%,5,10%,41,80%,9,18%,26,51%,35,69%,,,11,22%
7,Kilgore,212,SMITH,White,1213,1150,95%,1072,88%,45,4%,959,79%,230,19%,479,39%,709,58%,51,4%,381,31%
7,Kilgore,230,UPSHUR,Other Ethnicities,13,13,100%,13,100%,,,12,92%,5,38%,5,38%,10,77%,,,6,46%
7,Kilgore,230,UPSHUR,African Americans,47,44,94%,43,91%,,,42,89%,,,20,43%,24,51%,,,9,19%
7,Kilgore,230,UPSHUR,Hispanic,40,39,98%,36,90%,,,29,73%,9,23%,9,23%,18,45%,,,11,28%
7,Kilgore,230,UPSHUR,White,422,402,95%,389,92%,7,2%,347,82%,69,16%,168,40%,237,56%,12,3%,124,29%
7,Kilgore,234,VAN ZANDT,Other Ethnicities,64,61,95%,60,94%,,,55,86%,,,21,33%,25,39%,,,8,13%
7,Kilgore,234,VAN ZANDT,White,330,319,97%,301,91%,10,3%,269,82%,42,13%,132,40%,174,53%,8,2%,83,25%
7,Kilgore,250,WOOD,Other Ethnicities,16,16,100%,15,94%,,,13,81%,,,,,8,50%,,,5,31%
7,Kilgore,250,WOOD,African Americans,23,23,100%,21,91%,,,18,78%,,,,,7,30%,,,,
7,Kilgore,250,WOOD,Hispanic,61,59,97%,59,97%,,,52,85%,9,15%,23,38%,32,52%,,,16,26%
7,Kilgore,250,WOOD,White,369,354,96%,341,92%,8,2%,300,81%,70,19%,130,35%,200,54%,11,3%,91,25%
8,Mt. Pleasant,19,BOWIE,Other Ethnicities,12,10,83%,10,83%,,,7,58%,,,5,42%,6,50%,,,,
8,Mt. Pleasant,19,BOWIE,Others,12,11,92%,10,83%,,,11,92%,5,42%,,,8,67%,,,6,50%
8,Mt. Pleasant,19,BOWIE,African Americans,360,339,94%,303,84%,18,5%,277,77%,49,14%,118,33%,167,46%,13,4%,55,15%
8,Mt. Pleasant,19,BOWIE,Hispanic,100,90,90%,80,80%,7,7%,65,65%,7,7%,25,25%,32,32%,6,6%,10,10%
8,Mt. Pleasant,19,BOWIE,Other Ethnicities,61,56,92%,54,89%,,,41,67%,10,16%,19,31%,29,48%,,,8,13%
8,Mt. Pleasant,19,BOWIE,White,745,710,95%,652,88%,21,3%,544,73%,116,16%,241,32%,357,48%,41,6%,178,24%
8,Mt. Pleasant,32,CAMP,Other Ethnicities,34,33,97%,31,91%,,,32,94%,5,15%,14,41%,19,56%,,,,
8,Mt. Pleasant,32,CAMP,Hispanic,60,57,95%,58,97%,,,52,87%,,,20,33%,23,38%,,,10,17%
8,Mt. Pleasant,32,CAMP,White,76,69,91%,66,87%,,,56,74%,15,20%,23,30%,38,50%,,,15,20%
8,Mt. Pleasant,34,CASS,Other Ethnicities,33,31,94%,28,85%,,,26,79%,,,10,30%,13,39%,,,7,21%
8,Mt. Pleasant,34,CASS,African Americans,75,74,99%,70,93%,,,61,81%,18,24%,16,21%,34,45%,,,10,13%
8,Mt. Pleasant,34,CASS,White,315,299,95%,281,89%,7,2%,260,83%,50,16%,116,37%,166,53%,5,2%,86,27%
8,Mt. Pleasant,60,DELTA,All Ethnicities,73,70,96%,69,95%,,,58,79%,9,12%,29,40%,38,52%,,,17,23%
8,Mt. Pleasant,80,FRANKLIN,Other Ethnicities,29,29,100%,28,97%,,,28,97%,,,18,62%,20,69%,,,6,21%
8,Mt. Pleasant,80,FRANKLIN,White,73,69,95%,68,93%,,,65,89%,17,23%,23,32%,40,55%,,,25,34%
8,Mt. Pleasant,112,HOPKINS,Other Ethnicities,59,55,93%,53,90%,,,46,78%,16,27%,18,31%,34,58%,,,10,17%
8,Mt. Pleasant,112,HOPKINS,Hispanic,99,95,96%,88,89%,5,5%,85,86%,10,10%,30,30%,40,40%,,,19,19%
8,Mt. Pleasant,112,HOPKINS,White,318,306,96%,278,87%,17,5%,239,75%,66,21%,94,30%,160,50%,6,2%,76,24%
8,Mt. Pleasant,139,LAMAR,Other Ethnicities,19,18,95%,16,84%,,,9,47%,5,26%,6,32%,11,58%,,,,
8,Mt. Pleasant,139,LAMAR,African Americans,127,122,96%,104,82%,13,10%,86,68%,8,6%,63,50%,71,56%,11,9%,19,15%
8,Mt. Pleasant,139,LAMAR,Hispanic,50,45,90%,44,88%,,,32,64%,,,22,44%,24,48%,11,22%,13,26%
8,Mt. Pleasant,139,LAMAR,Other Ethnicities,26,26,100%,23,88%,,,13,50%,,,11,42%,15,58%,,,8,31%
8,Mt. Pleasant,139,LAMAR,White,445,420,94%,392,88%,17,4%,221,50%,60,13%,197,44%,257,58%,104,23%,137,31%
8,Mt. Pleasant,155,MARION,Other Ethnicities,35,35,100%,35,100%,,,33,94%,18,51%,5,14%,23,66%,,,12,34%
8,Mt. Pleasant,155,MARION,White,55,52,95%,45,82%,,,36,65%,17,31%,9,16%,26,47%,,,11,20%
8,Mt. Pleasant,172,MORRIS,Other Ethnicities,11,11,100%,10,91%,,,9,82%,,,5,45%,6,55%,,,,
8,Mt. Pleasant,172,MORRIS,African Americans,60,58,97%,54,90%,,,49,82%,7,12%,29,48%,36,60%,,,7,12%
8,Mt. Pleasant,172,MORRIS,White,94,89,95%,83,88%,,,74,79%,11,12%,35,37%,46,49%,,,25,27%
8,Mt. Pleasant,194,RED RIVER,Other Ethnicities,21,17,81%,17,81%,,,16,76%,,,9,43%,9,43%,,,,
8,Mt. Pleasant,194,RED RIVER,African Americans,47,46,98%,43,91%,,,44,94%,7,15%,26,55%,33,70%,,,12,26%
8,Mt. Pleasant,194,RED RIVER,White,106,99,93%,95,90%,,,84,79%,9,8%,60,57%,69,65%,7,7%,22,21%
8,Mt. Pleasant,225,TITUS,Other Ethnicities,58,57,98%,52,90%,,,50,86%,10,17%,23,40%,33,57%,,,10,17%
8,Mt. Pleasant,225,TITUS,Hispanic,298,278,93%,237,80%,35,12%,217,73%,9,3%,113,38%,122,41%,12,4%,56,19%
8,Mt. Pleasant,225,TITUS,White,164,152,93%,146,89%,7,4%,136,83%,29,18%,76,46%,105,64%,,,52,32%
9,Wichita Falls,5,ARCHER,Other Ethnicities,20,18,90%,18,90%,,,14,70%,,,7,35%,9,45%,,,,
9,Wichita Falls,5,ARCHER,White,125,124,99%,120,96%,,,111,89%,44,35%,45,36%,89,71%,,,55,44%
9,Wichita Falls,12,BAYLOR,All Ethnicities,34,33,97%,31,91%,,,26,76%,5,15%,11,32%,16,47%,,,8,24%
9,Wichita Falls,39,CLAY,Other Ethnicities,13,12,92%,8,62%,,,7,54%,,,,,5,38%,,,5,38%
9,Wichita Falls,39,CLAY,White,124,119,96%,114,92%,,,102,82%,37,30%,39,31%,76,61%,,,29,23%
9,Wichita Falls,78,FOARD,All Ethnicities,14,13,93%,11,79%,,,12,86%,,,5,36%,8,57%,,,,
9,Wichita Falls,99,HARDEMAN,Other Ethnicities,25,22,88%,21,84%,,,16,64%,,,5,20%,9,36%,,,,
9,Wichita Falls,99,HARDEMAN,White,33,31,94%,28,85%,,,24,73%,5,15%,10,30%,15,45%,,,8,24%
9,Wichita Falls,119,JACK,Other Ethnicities,24,24,100%,21,88%,,,20,83%,5,21%,,,9,38%,,,5,21%
9,Wichita Falls,119,JACK,White,89,86,97%,81,91%,,,77,87%,17,19%,31,35%,48,54%,,,21,24%
9,Wichita Falls,138,KNOX,Other Ethnicities,28,28,100%,26,93%,,,23,82%,7,25%,10,36%,17,61%,,,10,36%
9,Wichita Falls,138,KNOX,Hispanic,23,22,96%,22,96%,,,22,96%,,,9,39%,13,57%,,,8,35%
9,Wichita Falls,169,MONTAGUE,Other Ethnicities,10,10,100%,10,100%,,,7,70%,,,,,6,60%,,,,
9,Wichita Falls,169,MONTAGUE,Hispanic,39,38,97%,34,87%,,,27,69%,,,5,13%,8,21%,,,,
9,Wichita Falls,169,MONTAGUE,White,176,171,97%,149,85%,11,6%,137,78%,33,19%,55,31%,88,50%,,,47,27%
9,Wichita Falls,224,THROCKMORTON,All Ethnicities,22,22,100%,22,100%,,,19,86%,5,23%,6,27%,11,50%,,,6,27%
9,Wichita Falls,243,WICHITA,Other Ethnicities,28,27,96%,27,96%,,,24,86%,7,25%,9,32%,16,57%,,,5,18%
9,Wichita Falls,243,WICHITA,African Americans,206,185,90%,173,84%,15,7%,160,78%,32,16%,55,27%,87,42%,,,22,11%
9,Wichita Falls,243,WICHITA,Hispanic,390,358,92%,323,83%,35,9%,307,79%,67,17%,89,23%,156,40%,11,3%,55,14%
9,Wichita Falls,243,WICHITA,White,895,842,94%,777,87%,32,4%,709,79%,234,26%,200,22%,434,48%,20,2%,213,24%
9,Wichita Falls,244,WILBARGER,Other Ethnicities,23,22,96%,20,87%,,,19,83%,,,10,43%,13,57%,,,6,26%
9,Wichita Falls,244,WILBARGER,Hispanic,69,62,90%,60,87%,,,48,70%,7,10%,28,41%,35,51%,,,16,23%
9,Wichita Falls,244,WILBARGER,White,93,86,92%,83,89%,,,75,81%,22,24%,32,34%,54,58%,,,29,31%
9,Wichita Falls,252,YOUNG,Other Ethnicities,68,66,97%,52,76%,10,15%,54,79%,10,15%,24,35%,34,50%,,,13,19%
9,Wichita Falls,252,YOUNG,White,185,176,95%,158,85%,11,6%,152,82%,58,31%,45,24%,103,56%,6,3%,52,28%
9,Wichita Falls,243,WICHITA,Others,64,56,88%,53,83%,,,46,72%,19,30%,13,20%,32,50%,,,15,23%
10,Richardson,43,COLLIN,African Americans,1303,1234,95%,1124,86%,76,6%,1089,84%,316,24%,478,37%,794,61%,34,3%,307,24%
10,Richardson,43,COLLIN,Hispanic,2186,2104,96%,1936,89%,130,6%,1830,84%,266,12%,778,36%,1044,48%,46,2%,452,21%
10,Richardson,43,COLLIN,White,6715,6383,95%,6103,91%,159,2%,5816,87%,1872,28%,2544,38%,4416,66%,238,4%,2420,36%
10,Richardson,43,COLLIN,Others,1402,1339,96%,1302,93%,17,1%,1202,86%,667,48%,271,19%,938,67%,61,4%,732,52%
10,Richardson,57,DALLAS,African Americans,8283,7666,93%,6635,80%,1029,12%,6292,76%,1974,24%,2453,30%,4427,53%,223,3%,1338,16%
10,Richardson,57,DALLAS,Hispanic,16242,15153,93%,13302,82%,1877,12%,12617,78%,1606,10%,4926,30%,6532,40%,186,1%,2256,14%
10,Richardson,43,COLLIN,Other Ethnicities,356,339,95%,324,91%,,,284,80%,98,28%,121,34%,219,62%,20,6%,107,30%
10,Richardson,57,DALLAS,White,5588,5301,95%,4942,88%,266,5%,4638,83%,1620,29%,1741,31%,3361,60%,172,3%,1760,32%
10,Richardson,70,ELLIS,Other Ethnicities,18,18,100%,16,89%,,,12,67%,,,5,28%,8,44%,,,,
10,Richardson,57,DALLAS,Others,1573,1475,94%,1384,88%,74,5%,1332,85%,617,39%,421,27%,1038,66%,30,2%,669,43%
10,Richardson,70,ELLIS,Others,20,18,90%,16,80%,,,14,70%,6,30%,5,25%,11,55%,,,6,30%
10,Richardson,70,ELLIS,African Americans,256,246,96%,228,89%,18,7%,217,85%,63,25%,98,38%,161,63%,,,50,20%
10,Richardson,70,ELLIS,Hispanic,771,732,95%,657,85%,73,9%,635,82%,99,13%,282,37%,381,49%,12,2%,164,21%
10,Richardson,57,DALLAS,Other Ethnicities,458,432,94%,397,87%,33,7%,370,81%,98,21%,166,36%,264,58%,13,3%,102,22%
10,Richardson,70,ELLIS,Other Ethnicities,34,32,94%,31,91%,,,30,88%,12,35%,10,29%,22,65%,,,12,35%
10,Richardson,70,ELLIS,White,1347,1301,97%,1202,89%,63,5%,1145,85%,359,27%,505,37%,864,64%,34,3%,480,36%
10,Richardson,74,FANNIN,Other Ethnicities,11,10,91%,10,91%,,,8,73%,,,,,5,45%,,,,
10,Richardson,74,FANNIN,African Americans,22,21,95%,20,91%,,,18,82%,,,6,27%,10,45%,,,,
10,Richardson,74,FANNIN,Hispanic,35,35,100%,34,97%,,,34,97%,,,13,37%,17,49%,,,9,26%
10,Richardson,74,FANNIN,White,307,294,96%,282,92%,6,2%,266,87%,52,17%,121,39%,173,56%,,,78,25%
10,Richardson,91,GRAYSON,Other Ethnicities,9,9,100%,9,100%,,,9,100%,,,,,8,89%,,,,
10,Richardson,91,GRAYSON,African Americans,121,116,96%,104,86%,8,7%,94,78%,11,9%,48,40%,59,49%,,,14,12%
10,Richardson,91,GRAYSON,Hispanic,187,174,93%,164,88%,10,5%,148,79%,18,10%,67,36%,85,45%,,,41,22%
10,Richardson,91,GRAYSON,Others,58,54,93%,50,86%,,,45,78%,6,10%,20,34%,26,45%,,,10,17%
10,Richardson,91,GRAYSON,Other Ethnicities,31,29,94%,27,87%,,,27,87%,,,16,52%,18,58%,,,,
10,Richardson,91,GRAYSON,White,1115,1045,94%,966,87%,58,5%,880,79%,200,18%,449,40%,649,58%,44,4%,287,26%
10,Richardson,116,HUNT,Other Ethnicities,10,8,80%,7,70%,,,7,70%,,,7,70%,7,70%,,,,
10,Richardson,116,HUNT,Others,9,9,100%,8,89%,,,8,89%,5,56%,,,7,78%,,,6,67%
10,Richardson,116,HUNT,African Americans,126,119,94%,99,79%,12,10%,89,71%,18,14%,33,26%,51,40%,,,13,10%
10,Richardson,116,HUNT,Hispanic,199,186,93%,175,88%,10,5%,161,81%,29,15%,48,24%,77,39%,,,45,23%
10,Richardson,116,HUNT,Other Ethnicities,23,23,100%,20,87%,,,17,74%,6,26%,5,22%,11,48%,,,7,30%
10,Richardson,116,HUNT,White,711,662,93%,628,88%,35,5%,585,82%,171,24%,212,30%,383,54%,18,3%,192,27%
10,Richardson,129,KAUFMAN,Other Ethnicities,12,12,100%,9,75%,,,7,58%,,,5,42%,7,58%,,,,
10,Richardson,129,KAUFMAN,African Americans,187,173,93%,163,87%,12,6%,152,81%,35,19%,70,37%,105,56%,7,4%,36,19%
10,Richardson,129,KAUFMAN,Hispanic,411,387,94%,347,84%,38,9%,337,82%,57,14%,132,32%,189,46%,11,3%,78,19%
10,Richardson,129,KAUFMAN,Others,21,20,95%,20,95%,,,17,81%,5,24%,7,33%,12,57%,,,,
10,Richardson,129,KAUFMAN,Other Ethnicities,27,26,96%,24,89%,,,22,81%,7,26%,8,30%,15,56%,,,7,26%
10,Richardson,129,KAUFMAN,White,1178,1124,95%,1047,89%,62,5%,964,82%,212,18%,433,37%,645,55%,22,2%,317,27%
10,Richardson,199,ROCKWALL,Other Ethnicities,15,15,100%,15,100%,,,12,80%,,,8,53%,11,73%,,,5,33%
10,Richardson,199,ROCKWALL,Others,20,18,90%,18,90%,,,19,95%,12,60%,5,25%,17,85%,,,12,60%
10,Richardson,199,ROCKWALL,African Americans,105,97,92%,83,79%,11,10%,84,80%,29,28%,37,35%,66,63%,6,6%,23,22%
10,Richardson,199,ROCKWALL,Hispanic,284,275,97%,238,84%,32,11%,223,79%,49,17%,108,38%,157,55%,12,4%,65,23%
10,Richardson,199,ROCKWALL,Other Ethnicities,43,42,98%,40,93%,,,37,86%,15,35%,20,47%,35,81%,,,20,47%
10,Richardson,199,ROCKWALL,White,939,904,96%,837,89%,52,6%,792,84%,292,31%,345,37%,637,68%,38,4%,344,37%
10,Richardson,234,VAN ZANDT,Other Ethnicities,19,18,95%,15,79%,,,14,74%,,,7,37%,10,53%,,,5,26%
10,Richardson,234,VAN ZANDT,African Americans,18,18,100%,17,94%,,,16,89%,5,28%,7,39%,12,67%,,,,
10,Richardson,234,VAN ZANDT,Hispanic,41,37,90%,36,88%,,,29,71%,6,15%,9,22%,15,37%,,,,
10,Richardson,234,VAN ZANDT,White,256,248,97%,235,92%,13,5%,218,85%,60,23%,83,32%,143,56%,,,75,29%
11,Fort Worth,49,COOKE,Other Ethnicities,12,10,83%,8,67%,,,9,75%,,,,,7,58%,,,5,42%
11,Fort Worth,49,COOKE,African Americans,15,15,100%,14,93%,,,13,87%,,,7,47%,9,60%,,,,
11,Fort Worth,49,COOKE,Hispanic,106,94,89%,69,65%,17,16%,73,69%,9,8%,29,27%,38,36%,,,11,10%
11,Fort Worth,49,COOKE,Other Ethnicities,14,13,93%,8,57%,,,8,57%,,,,,7,50%,,,,
11,Fort Worth,49,COOKE,White,299,284,95%,250,84%,20,7%,236,79%,53,18%,109,36%,162,54%,5,2%,80,27%
11,Fort Worth,61,DENTON,Other Ethnicities,46,44,96%,44,96%,,,40,87%,14,30%,15,33%,29,63%,,,11,24%
11,Fort Worth,61,DENTON,Others,428,410,96%,406,95%,,,379,89%,212,50%,81,19%,293,68%,14,3%,206,48%
11,Fort Worth,61,DENTON,African Americans,699,666,95%,612,88%,41,6%,575,82%,167,24%,242,35%,409,59%,19,3%,150,21%
11,Fort Worth,61,DENTON,Hispanic,1877,1800,96%,1648,88%,129,7%,1529,81%,239,13%,560,30%,799,43%,23,1%,312,17%
11,Fort Worth,61,DENTON,Other Ethnicities,179,169,94%,158,88%,5,3%,148,83%,44,25%,61,34%,105,59%,6,3%,47,26%
11,Fort Worth,61,DENTON,White,4803,4617,96%,4353,91%,169,4%,4089,85%,1307,27%,1598,33%,2905,60%,132,3%,1504,31%
11,Fort Worth,72,ERATH,Other Ethnicities,9,8,89%,7,78%,,,6,67%,5,56%,,,6,67%,,,5,56%
11,Fort Worth,72,ERATH,Hispanic,149,135,91%,109,73%,16,11%,103,69%,30,20%,34,23%,64,43%,,,27,18%
11,Fort Worth,72,ERATH,Others,12,10,83%,9,75%,,,8,67%,,,,,6,50%,,,,
11,Fort Worth,72,ERATH,Other Ethnicities,14,14,100%,14,100%,,,11,79%,7,50%,,,9,64%,,,,
11,Fort Worth,72,ERATH,White,288,276,96%,256,89%,17,6%,244,85%,98,34%,95,33%,193,67%,7,2%,89,31%
11,Fort Worth,111,HOOD,Other Ethnicities,80,80,100%,75,94%,,,67,84%,16,20%,13,16%,29,36%,,,16,20%
11,Fort Worth,111,HOOD,African Americans,5,,,,,,,,,,,,,,,,,,
11,Fort Worth,111,HOOD,Other Ethnicities,11,10,91%,10,91%,,,10,91%,,,,,7,64%,,,5,45%
11,Fort Worth,111,HOOD,White,440,419,95%,384,87%,11,3%,352,80%,141,32%,109,25%,250,57%,20,5%,121,28%
11,Fort Worth,126,JOHNSON,African Americans,88,83,94%,77,88%,7,8%,74,84%,22,25%,29,33%,51,58%,,,18,20%
11,Fort Worth,126,JOHNSON,Hispanic,618,589,95%,501,81%,78,13%,488,79%,74,12%,189,31%,263,43%,13,2%,101,16%
11,Fort Worth,126,JOHNSON,White,1590,1522,96%,1377,87%,110,7%,1320,83%,363,23%,535,34%,898,56%,29,2%,426,27%
11,Fort Worth,182,PALO PINTO,Other Ethnicities,19,19,100%,16,84%,,,15,79%,,,5,26%,9,47%,,,,
11,Fort Worth,182,PALO PINTO,Hispanic,82,79,96%,73,89%,5,6%,69,84%,,,29,35%,32,39%,,,11,13%
11,Fort Worth,182,PALO PINTO,White,218,210,96%,189,87%,12,6%,169,78%,43,20%,71,33%,114,52%,,,57,26%
11,Fort Worth,126,JOHNSON,Others,35,31,89%,31,89%,,,31,89%,6,17%,12,34%,18,51%,,,10,29%
11,Fort Worth,184,PARKER,African Americans,14,14,100%,13,93%,,,9,64%,,,,,5,36%,,,,
11,Fort Worth,184,PARKER,Hispanic,182,174,96%,158,87%,14,8%,146,80%,19,10%,73,40%,92,51%,8,4%,38,21%
11,Fort Worth,126,JOHNSON,Other Ethnicities,68,64,94%,57,84%,6,9%,55,81%,12,18%,20,29%,32,47%,,,9,13%
11,Fort Worth,184,PARKER,Other Ethnicities,21,20,95%,17,81%,,,14,67%,,,8,38%,9,43%,,,,
11,Fort Worth,184,PARKER,White,1172,1116,95%,1043,89%,39,3%,965,82%,273,23%,440,38%,713,61%,36,3%,373,32%
11,Fort Worth,213,SOMERVELL,Other Ethnicities,36,36,100%,34,94%,,,34,94%,7,19%,12,33%,19,53%,,,9,25%
11,Fort Worth,213,SOMERVELL,White,88,85,97%,78,89%,,,75,85%,35,40%,17,19%,52,59%,,,25,28%
11,Fort Worth,184,PARKER,Others,29,26,90%,26,90%,,,21,72%,5,17%,9,31%,14,48%,,,10,34%
11,Fort Worth,220,TARRANT,African Americans,4440,4178,94%,3496,79%,597,13%,3285,74%,1003,23%,1417,32%,2420,55%,158,4%,771,17%
11,Fort Worth,220,TARRANT,Hispanic,8505,8069,95%,6731,79%,1153,14%,6402,75%,984,12%,2695,32%,3679,43%,150,2%,1408,17%
11,Fort Worth,220,TARRANT,White,9532,9067,95%,8332,87%,502,5%,7716,81%,2535,27%,3082,32%,5617,59%,377,4%,2946,31%
11,Fort Worth,249,WISE,Other Ethnicities,14,12,86%,10,71%,,,10,71%,,,,,6,43%,,,,
11,Fort Worth,249,WISE,Hispanic,152,145,95%,130,86%,14,9%,126,83%,15,10%,39,26%,54,36%,,,25,16%
11,Fort Worth,220,TARRANT,Other Ethnicities,408,388,95%,340,83%,33,8%,319,78%,77,19%,149,37%,226,55%,18,4%,76,19%
11,Fort Worth,249,WISE,Other Ethnicities,11,10,91%,6,55%,,,6,55%,,,,,5,45%,,,,
11,Fort Worth,249,WISE,White,477,455,95%,434,91%,15,3%,401,84%,129,27%,133,28%,262,55%,,,133,28%
12,Waco,14,BELL,Other Ethnicities,58,48,83%,36,62%,5,9%,35,60%,,,14,24%,16,28%,,,,
11,Fort Worth,220,TARRANT,Others,1350,1295,96%,1222,91%,57,4%,1174,87%,516,38%,388,29%,904,67%,28,2%,586,43%
12,Waco,14,BELL,Others,126,109,87%,105,83%,,,96,76%,38,30%,39,31%,77,61%,7,6%,41,33%
12,Waco,14,BELL,African Americans,1115,961,86%,741,66%,191,17%,768,69%,194,17%,350,31%,544,49%,42,4%,184,17%
12,Waco,14,BELL,Hispanic,1133,1015,90%,840,74%,150,13%,820,72%,125,11%,399,35%,524,46%,40,4%,190,17%
12,Waco,14,BELL,Other Ethnicities,198,174,88%,144,73%,21,11%,143,72%,41,21%,61,31%,102,52%,7,4%,41,21%
12,Waco,14,BELL,White,1581,1401,89%,1223,77%,133,8%,1140,72%,348,22%,458,29%,806,51%,54,3%,421,27%
12,Waco,18,BOSQUE,Other Ethnicities,13,12,92%,12,92%,,,12,92%,,,5,38%,8,62%,,,,
12,Waco,18,BOSQUE,Hispanic,63,62,98%,57,90%,,,49,78%,7,11%,24,38%,31,49%,,,12,19%
12,Waco,18,BOSQUE,White,152,148,97%,143,94%,6,4%,134,88%,38,25%,63,41%,101,66%,,,40,26%
12,Waco,50,CORYELL,Other Ethnicities,19,18,95%,15,79%,,,15,79%,,,7,37%,9,47%,,,,
12,Waco,50,CORYELL,African Americans,159,145,91%,125,79%,16,10%,125,79%,25,16%,68,43%,93,58%,,,29,18%
