DISTRICT,DISTNAME,DISTNAME_CLEAN,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED
138904,BENJAMIN ISD,Benjamin ISD,138,KNOX,9,N,N
139905,CHISUM ISD,Chisum ISD,139,LAMAR,8,N,N
139908,ROXTON ISD,Roxton ISD,139,LAMAR,8,N,N
139909,PARIS ISD,Paris ISD,139,LAMAR,8,N,N
139911,NORTH LAMAR ISD,North Lamar ISD,139,LAMAR,8,N,N
139912,PRAIRILAND ISD,Prairiland ISD,139,LAMAR,8,N,N
140901,AMHERST ISD,Amherst ISD,140,LAMB,17,N,N
140904,LITTLEFIELD ISD,Littlefield ISD,140,LAMB,17,N,N
140905,OLTON ISD,Olton ISD,140,LAMB,17,N,N
140907,SPRINGLAKE-EARTH ISD,Springlake-Earth ISD,140,LAMB,17,N,N
140908,SUDAN ISD,Sudan ISD,140,LAMB,17,N,N
141901,LAMPASAS ISD,Lampasas ISD,141,LAMPASAS,12,N,N
141902,LOMETA ISD,Lometa ISD,141,LAMPASAS,12,N,N
142901,COTULLA ISD,Cotulla ISD,142,LA SALLE,20,N,N
143901,HALLETTSVILLE ISD,Hallettsville ISD,143,LAVACA,3,N,N
143902,MOULTON ISD,Moulton ISD,143,LAVACA,3,N,N
143903,SHINER ISD,Shiner ISD,143,LAVACA,3,N,N
143904,VYSEHRAD ISD,Vysehrad ISD,143,LAVACA,3,N,N
143905,SWEET HOME ISD,Sweet Home ISD,143,LAVACA,3,N,N
143906,EZZELL ISD,Ezzell ISD,143,LAVACA,3,N,N
144901,GIDDINGS ISD,Giddings ISD,144,LEE,13,N,N
144902,LEXINGTON ISD,Lexington ISD,144,LEE,13,N,N
144903,DIME BOX ISD,Dime Box ISD,144,LEE,13,N,N
145901,BUFFALO ISD,Buffalo ISD,145,LEON,6,N,N
145902,CENTERVILLE ISD,Centerville ISD,145,LEON,6,N,N
145906,NORMANGEE ISD,Normangee ISD,145,LEON,6,N,N
145907,OAKWOOD ISD,Oakwood ISD,145,LEON,6,N,N
145911,LEON ISD,Leon ISD,145,LEON,6,N,N
146901,CLEVELAND ISD,Cleveland ISD,146,LIBERTY,4,N,N
146902,DAYTON ISD,Dayton ISD,146,LIBERTY,4,N,N
146903,DEVERS ISD,Devers ISD,146,LIBERTY,4,N,N
146904,HARDIN ISD,Hardin ISD,146,LIBERTY,4,N,N
146905,HULL-DAISETTA ISD,Hull-Daisetta ISD,146,LIBERTY,5,N,N
146906,LIBERTY ISD,Liberty ISD,146,LIBERTY,5,N,N
146907,TARKINGTON ISD,Tarkington ISD,146,LIBERTY,4,N,N
147901,COOLIDGE ISD,Coolidge ISD,147,LIMESTONE,12,N,N
147902,GROESBECK ISD,Groesbeck ISD,147,LIMESTONE,12,N,N
147903,MEXIA ISD,Mexia ISD,147,LIMESTONE,12,N,N
148901,BOOKER ISD,Booker ISD,148,LIPSCOMB,16,N,N
148902,FOLLETT ISD,Follett ISD,148,LIPSCOMB,16,N,N
148903,HIGGINS ISD,Higgins ISD,148,LIPSCOMB,16,N,N
148905,DARROUZETT ISD,Darrouzett ISD,148,LIPSCOMB,16,N,N
149901,GEORGE WEST ISD,George West ISD,149,LIVE OAK,2,N,N
149902,THREE RIVERS ISD,Three Rivers ISD,149,LIVE OAK,2,N,N
150901,LLANO ISD,Llano ISD,150,LLANO,13,N,N
152802,RISE ACADEMY,Rise Academy,152,LUBBOCK,17,Y,N
152803,SOUTH PLAINS ACADEMY CHARTER DISTR,South Plains Academy Charter District,152,LUBBOCK,17,Y,Y
152901,LUBBOCK ISD,Lubbock ISD,152,LUBBOCK,17,N,N
152902,NEW DEAL ISD,New Deal ISD,152,LUBBOCK,17,N,N
152903,SLATON ISD,Slaton ISD,152,LUBBOCK,17,N,N
152906,LUBBOCK-COOPER ISD,Lubbock-Cooper ISD,152,LUBBOCK,17,N,N
152907,FRENSHIP ISD,Frenship ISD,152,LUBBOCK,17,N,N
152908,ROOSEVELT ISD,Roosevelt ISD,152,LUBBOCK,17,N,N
152909,SHALLOWATER ISD,Shallowater ISD,152,LUBBOCK,17,N,N
152910,IDALOU ISD,Idalou ISD,152,LUBBOCK,17,N,N
153903,O'DONNELL ISD,O'Donnell ISD,153,LYNN,17,N,N
153904,TAHOKA ISD,Tahoka ISD,153,LYNN,17,N,N
153905,NEW HOME ISD,New Home ISD,153,LYNN,17,N,N
153907,WILSON ISD,Wilson ISD,153,LYNN,17,N,N
154901,MADISONVILLE CISD,Madisonville CISD,154,MADISON,6,N,N
154903,NORTH ZULCH ISD,North Zulch ISD,154,MADISON,6,N,N
155901,JEFFERSON ISD,Jefferson ISD,155,MARION,8,N,N
156902,STANTON ISD,Stanton ISD,156,MARTIN,18,N,N
156905,GRADY ISD,Grady ISD,156,MARTIN,18,N,N
157901,MASON ISD,Mason ISD,157,MASON,15,N,N
158901,BAY CITY ISD,Bay City ISD,158,MATAGORDA,3,N,N
158902,TIDEHAVEN ISD,Tidehaven ISD,158,MATAGORDA,3,N,N
158904,MATAGORDA ISD,Matagorda ISD,158,MATAGORDA,3,N,N
158905,PALACIOS ISD,Palacios ISD,158,MATAGORDA,3,N,N
158906,VAN VLECK ISD,Van Vleck ISD,158,MATAGORDA,3,N,N
159901,EAGLE PASS ISD,Eagle Pass ISD,159,MAVERICK,20,N,N
160901,BRADY ISD,Brady ISD,160,MCCULLOCH,15,N,N
160904,ROCHELLE ISD,Rochelle ISD,160,MCCULLOCH,15,N,N
160905,LOHN ISD,Lohn ISD,160,MCCULLOCH,15,N,N
161801,WACO CHARTER SCHOOL,Waco Charter School,161,MCLENNAN,12,Y,N
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,Rapoport Academy Public School,161,MCLENNAN,12,Y,N
161807,HARMONY SCIENCE ACAD (WACO),Harmony Science Academy (Waco),161,MCLENNAN,12,Y,N
161901,CRAWFORD ISD,Crawford ISD,161,MCLENNAN,12,N,N
161903,MIDWAY ISD,Midway ISD,161,MCLENNAN,12,N,N
161906,LA VEGA ISD,La Vega ISD,161,MCLENNAN,12,N,N
161907,LORENA ISD,Lorena ISD,161,MCLENNAN,12,N,N
161908,MART ISD,Mart ISD,161,MCLENNAN,12,N,N
161909,MCGREGOR ISD,McGregor ISD,161,MCLENNAN,12,N,N
161910,MOODY ISD,Moody ISD,161,MCLENNAN,12,N,N
161912,RIESEL ISD,Riesel ISD,161,MCLENNAN,12,N,N
161914,WACO ISD,Waco ISD,161,MCLENNAN,12,N,N
161916,WEST ISD,West ISD,161,MCLENNAN,12,N,N
161918,AXTELL ISD,Axtell ISD,161,MCLENNAN,12,N,N
161919,BRUCEVILLE-EDDY ISD,Bruceville-Eddy ISD,161,MCLENNAN,12,N,N
161920,CHINA SPRING ISD,China Spring ISD,161,MCLENNAN,12,N,N
161921,CONNALLY ISD,Connally ISD,161,MCLENNAN,12,N,N
161922,ROBINSON ISD,Robinson ISD,161,MCLENNAN,12,N,N
161923,BOSQUEVILLE ISD,Bosqueville ISD,161,MCLENNAN,12,N,N
161924,HALLSBURG ISD,Hallsburg ISD,161,MCLENNAN,12,N,N
161925,GHOLSON ISD,Gholson ISD,161,MCLENNAN,12,N,N
162904,MCMULLEN COUNTY ISD,McMullen County ISD,162,MCMULLEN,2,N,N
163901,DEVINE ISD,Devine ISD,163,MEDINA,20,N,N
163902,D'HANIS ISD,D'Hanis ISD,163,MEDINA,20,N,N
163903,NATALIA ISD,Natalia ISD,163,MEDINA,20,N,N
163904,HONDO ISD,Hondo ISD,163,MEDINA,20,N,N
163908,MEDINA VALLEY ISD,Medina Valley ISD,163,MEDINA,20,N,N
164901,MENARD ISD,Menard ISD,164,MENARD,15,N,N
165802,MIDLAND ACADEMY CHARTER SCHOOL,Midland Academy Charter School,165,MIDLAND,18,Y,N
165901,MIDLAND ISD,Midland ISD,165,MIDLAND,18,N,N
165902,GREENWOOD ISD,Greenwood ISD,165,MIDLAND,18,N,N
166901,CAMERON ISD,Cameron ISD,166,MILAM,6,N,N
166902,GAUSE ISD,Gause ISD,166,MILAM,6,N,N
166903,MILANO ISD,Milano ISD,166,MILAM,6,N,N
166904,ROCKDALE ISD,Rockdale ISD,166,MILAM,6,N,N
166905,THORNDALE ISD,Thorndale ISD,166,MILAM,13,N,N
166907,BUCKHOLTS ISD,Buckholts ISD,166,MILAM,6,N,N
167901,GOLDTHWAITE ISD,Goldthwaite ISD,167,MILLS,12,N,N
167902,MULLIN ISD,Mullin ISD,167,MILLS,12,N,N
167904,PRIDDY ISD,Priddy ISD,167,MILLS,12,N,N
168901,COLORADO ISD,Colorado ISD,168,MITCHELL,14,N,N
168902,LORAINE ISD,Loraine ISD,168,MITCHELL,14,N,N
168903,WESTBROOK ISD,Westbrook ISD,168,MITCHELL,14,N,N
169901,BOWIE ISD,Bowie ISD,169,MONTAGUE,9,N,N
169902,NOCONA ISD,Nocona ISD,169,MONTAGUE,9,N,N
169906,GOLD BURG ISD,Gold Burg ISD,169,MONTAGUE,9,N,N
169908,MONTAGUE ISD,Montague ISD,169,MONTAGUE,9,N,N
169909,PRAIRIE VALLEY ISD,Prairie Valley ISD,169,MONTAGUE,9,N,N
169910,FORESTBURG ISD,Forestburg ISD,169,MONTAGUE,9,N,N
169911,SAINT JO ISD,Saint Jo ISD,169,MONTAGUE,9,N,N
170801,TEXAS SERENITY ACADEMY,Texas Serenity Academy,170,MONTGOMERY,6,Y,N
170902,CONROE ISD,Conroe ISD,170,MONTGOMERY,6,N,N
170903,MONTGOMERY ISD,Montgomery ISD,170,MONTGOMERY,6,N,N
170904,WILLIS ISD,Willis ISD,170,MONTGOMERY,6,N,N
170906,MAGNOLIA ISD,Magnolia ISD,170,MONTGOMERY,6,N,N
170907,SPLENDORA ISD,Splendora ISD,170,MONTGOMERY,6,N,N
170908,NEW CANEY ISD,New Caney ISD,170,MONTGOMERY,6,N,N
171901,DUMAS ISD,Dumas ISD,171,MOORE,16,N,N
171902,SUNRAY ISD,Sunray ISD,171,MOORE,16,N,N
172902,DAINGERFIELD-LONE STAR ISD,Daingerfield-Lone Star ISD,172,MORRIS,8,N,N
172905,PEWITT CISD,Pewitt CISD,172,MORRIS,8,N,N
173901,MOTLEY COUNTY ISD,Motley County ISD,173,MOTLEY,17,N,N
174801,STEPHEN F AUSTIN STATE UNIVERSITY,Stephen F Austin State University,174,NACOGDOCHES,7,Y,N
174901,CHIRENO ISD,Chireno ISD,174,NACOGDOCHES,7,N,N
174902,CUSHING ISD,Cushing ISD,174,NACOGDOCHES,7,N,N
174903,GARRISON ISD,Garrison ISD,174,NACOGDOCHES,7,N,N
174904,NACOGDOCHES ISD,Nacogdoches ISD,174,NACOGDOCHES,7,N,N
174906,WODEN ISD,Woden ISD,174,NACOGDOCHES,7,N,N
174908,CENTRAL HEIGHTS ISD,Central Heights ISD,174,NACOGDOCHES,7,N,N
174909,MARTINSVILLE ISD,Martinsville ISD,174,NACOGDOCHES,7,N,N
174910,ETOILE ISD,Etoile ISD,174,NACOGDOCHES,7,N,N
174911,DOUGLASS ISD,Douglass ISD,174,NACOGDOCHES,7,N,N
175902,BLOOMING GROVE ISD,Blooming Grove ISD,175,NAVARRO,12,N,N
175903,CORSICANA ISD,Corsicana ISD,175,NAVARRO,12,N,N
175904,DAWSON ISD,Dawson ISD,175,NAVARRO,12,N,N
175905,FROST ISD,Frost ISD,175,NAVARRO,12,N,N
175907,KERENS ISD,Kerens ISD,175,NAVARRO,12,N,N
175910,MILDRED ISD,Mildred ISD,175,NAVARRO,12,N,N
175911,RICE ISD,Rice ISD,175,NAVARRO,12,N,N
176901,BURKEVILLE ISD,Burkeville ISD,176,NEWTON,5,N,N
176902,NEWTON ISD,Newton ISD,176,NEWTON,5,N,N
176903,DEWEYVILLE ISD,Deweyville ISD,176,NEWTON,5,N,N
177901,ROSCOE COLLEGIATE ISD,Roscoe Collegiate ISD,177,NOLAN,14,N,N
177902,SWEETWATER ISD,Sweetwater ISD,177,NOLAN,14,N,N
177903,BLACKWELL CISD,Blackwell CISD,177,NOLAN,14,N,N
177905,HIGHLAND ISD,Highland ISD,177,NOLAN,14,N,N
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,Dr. M.L. Garza-Gonzalez Charter School,178,NUECES,2,Y,N
178807,CORPUS CHRISTI MONTESSORI SCHOOL,Corpus Christi Montessori School,178,NUECES,2,Y,N
178808,SEASHORE CHARTER SCHOOLS,Seashore Charter Schools,178,NUECES,2,Y,N
178901,AGUA DULCE ISD,Agua Dulce ISD,178,NUECES,2,N,N
178902,BISHOP CISD,Bishop CISD,178,NUECES,2,N,N
178903,CALALLEN ISD,Calallen ISD,178,NUECES,2,N,N
178904,CORPUS CHRISTI ISD,Corpus Christi ISD,178,NUECES,2,N,N
178905,DRISCOLL ISD,Driscoll ISD,178,NUECES,2,N,N
178906,LONDON ISD,London ISD,178,NUECES,2,N,N
178908,PORT ARANSAS ISD,Port Aransas ISD,178,NUECES,2,N,N
178909,ROBSTOWN ISD,Robstown ISD,178,NUECES,2,N,N
178912,TULOSO-MIDWAY ISD,Tuloso-Midway ISD,178,NUECES,2,N,N
178913,BANQUETE ISD,Banquete ISD,178,NUECES,2,N,N
178914,FLOUR BLUFF ISD,Flour Bluff ISD,178,NUECES,2,N,N
178915,WEST OSO ISD,West Oso ISD,178,NUECES,2,N,N
179901,PERRYTON ISD,Perryton ISD,179,OCHILTREE,16,N,N
180901,BOYS RANCH ISD,Boys Ranch ISD,180,OLDHAM,16,N,N
180902,VEGA ISD,Vega ISD,180,OLDHAM,16,N,N
180903,ADRIAN ISD,Adrian ISD,180,OLDHAM,16,N,N
180904,WILDORADO ISD,Wildorado ISD,180,OLDHAM,16,N,N
181901,BRIDGE CITY ISD,Bridge City ISD,181,ORANGE,5,N,N
181905,ORANGEFIELD ISD,Orangefield ISD,181,ORANGE,5,N,N
181906,WEST ORANGE-COVE CISD,West Orange-Cove CISD,181,ORANGE,5,N,N
181907,VIDOR ISD,Vidor ISD,181,ORANGE,5,N,N
181908,LITTLE CYPRESS-MAURICEVILLE CISD,Little Cypress-Mauriceville CISD,181,ORANGE,5,N,N
182901,GORDON ISD,Gordon ISD,182,PALO PINTO,11,N,N
182902,GRAFORD ISD,Graford ISD,182,PALO PINTO,11,N,N
182903,MINERAL WELLS ISD,Mineral Wells ISD,182,PALO PINTO,11,N,N
182904,SANTO ISD,Santo ISD,182,PALO PINTO,11,N,N
182905,STRAWN ISD,Strawn ISD,182,PALO PINTO,11,N,N
182906,PALO PINTO ISD,Palo Pinto ISD,182,PALO PINTO,11,N,N
183801,PANOLA CHARTER SCHOOL,Panola Charter School,183,PANOLA,7,Y,N
183901,BECKVILLE ISD,Beckville ISD,183,PANOLA,7,N,N
183902,CARTHAGE ISD,Carthage ISD,183,PANOLA,7,N,N
183904,GARY ISD,Gary ISD,183,PANOLA,7,N,N
184801,CROSSTIMBERS ACADEMY,Crosstimbers Academy,184,PARKER,11,Y,Y
184901,POOLVILLE ISD,Poolville ISD,184,PARKER,11,N,N
184902,SPRINGTOWN ISD,Springtown ISD,184,PARKER,11,N,N
184903,WEATHERFORD ISD,Weatherford ISD,184,PARKER,11,N,N
184904,MILLSAP ISD,Millsap ISD,184,PARKER,11,N,N
184907,ALEDO ISD,Aledo ISD,184,PARKER,11,N,N
184908,PEASTER ISD,Peaster ISD,184,PARKER,11,N,N
184909,BROCK ISD,Brock ISD,184,PARKER,11,N,N
184911,GARNER ISD,Garner ISD,184,PARKER,11,N,N
185901,BOVINA ISD,Bovina ISD,185,PARMER,16,N,N
185902,FARWELL ISD,Farwell ISD,185,PARMER,16,N,N
185903,FRIONA ISD,Friona ISD,185,PARMER,16,N,N
185904,LAZBUDDIE ISD,Lazbuddie ISD,185,PARMER,16,N,N
186901,BUENA VISTA ISD,Buena Vista ISD,186,PECOS,18,N,N
186902,FORT STOCKTON ISD,Fort Stockton ISD,186,PECOS,18,N,N
186903,IRAAN-SHEFFIELD ISD,Iraan-Sheffield ISD,186,PECOS,18,N,N
187901,BIG SANDY ISD,Big Sandy ISD,187,POLK,6,N,N
187903,GOODRICH ISD,Goodrich ISD,187,POLK,6,N,N
187904,CORRIGAN-CAMDEN ISD,Corrigan-Camden ISD,187,POLK,6,N,N
187906,LEGGETT ISD,Leggett ISD,187,POLK,6,N,N
187907,LIVINGSTON ISD,Livingston ISD,187,POLK,6,N,N
187910,ONALASKA ISD,Onalaska ISD,187,POLK,6,N,N
188901,AMARILLO ISD,Amarillo ISD,188,POTTER,16,N,N
188902,RIVER ROAD ISD,River Road ISD,188,POTTER,16,N,N
188903,HIGHLAND PARK ISD,Highland Park ISD,188,POTTER,16,N,N
188904,BUSHLAND ISD,Bushland ISD,188,POTTER,16,N,N
189901,MARFA ISD,Marfa ISD,189,PRESIDIO,18,N,N
189902,PRESIDIO ISD,Presidio ISD,189,PRESIDIO,18,N,N
190903,RAINS ISD,Rains ISD,190,RAINS,7,N,N
191901,CANYON ISD,Canyon ISD,191,RANDALL,16,N,N
192901,REAGAN COUNTY ISD,Reagan County ISD,192,REAGAN,18,N,N
193801,BIG SPRINGS CHARTER SCHOOL,Big Springs Charter School,193,REAL,20,Y,Y
193902,LEAKEY ISD,Leakey ISD,193,REAL,20,N,N
194902,AVERY ISD,Avery ISD,194,RED RIVER,8,N,N
194903,RIVERCREST ISD,Rivercrest ISD,194,RED RIVER,8,N,N
194904,CLARKSVILLE ISD,Clarksville ISD,194,RED RIVER,8,N,N
194905,DETROIT ISD,Detroit ISD,194,RED RIVER,8,N,N
195901,PECOS-BARSTOW-TOYAH ISD,Pecos-Barstow-Toyah ISD,195,REEVES,18,N,N
195902,BALMORHEA ISD,Balmorhea ISD,195,REEVES,18,N,N
196901,AUSTWELL-TIVOLI ISD,Austwell-Tivoli ISD,196,REFUGIO,3,N,N
196902,WOODSBORO ISD,Woodsboro ISD,196,REFUGIO,3,N,N
196903,REFUGIO ISD,Refugio ISD,196,REFUGIO,3,N,N
197902,MIAMI ISD,Miami ISD,197,ROBERTS,16,N,N
198901,BREMOND ISD,Bremond ISD,198,ROBERTSON,6,N,N
198902,CALVERT ISD,Calvert ISD,198,ROBERTSON,6,N,N
198903,FRANKLIN ISD,Franklin ISD,198,ROBERTSON,6,N,N
198905,HEARNE ISD,Hearne ISD,198,ROBERTSON,6,N,N
198906,MUMFORD ISD,Mumford ISD,198,ROBERTSON,6,N,N
199901,ROCKWALL ISD,Rockwall ISD,199,ROCKWALL,10,N,N
199902,ROYSE CITY ISD,Royse City ISD,199,ROCKWALL,10,N,N
200901,BALLINGER ISD,Ballinger ISD,200,RUNNELS,15,N,N
200902,MILES ISD,Miles ISD,200,RUNNELS,15,N,N
200904,WINTERS ISD,Winters ISD,200,RUNNELS,15,N,N
200906,OLFEN ISD,Olfen ISD,200,RUNNELS,15,N,N
201902,HENDERSON ISD,Henderson ISD,201,RUSK,7,N,N
201903,LANEVILLE ISD,Laneville ISD,201,RUSK,7,N,N
201904,LEVERETTS CHAPEL ISD,Leveretts Chapel ISD,201,RUSK,7,N,N
201907,MOUNT ENTERPRISE ISD,Mount Enterprise ISD,201,RUSK,7,N,N
201908,OVERTON ISD,Overton ISD,201,RUSK,7,N,N
201910,TATUM ISD,Tatum ISD,201,RUSK,7,N,N
201913,CARLISLE ISD,Carlisle ISD,201,RUSK,7,N,N
201914,WEST RUSK COUNTY CONSOLIDATED ISD,West Rusk County Consolidated ISD,201,RUSK,7,N,N
202903,HEMPHILL ISD,Hemphill ISD,202,SABINE,7,N,N
202905,WEST SABINE ISD,West Sabine ISD,202,SABINE,7,N,N
203901,SAN AUGUSTINE ISD,San Augustine ISD,203,SAN AUGUSTINE,7,N,N
203902,BROADDUS ISD,Broaddus ISD,203,SAN AUGUSTINE,7,N,N
204901,COLDSPRING-OAKHURST CISD,Coldspring-Oakhurst CISD,204,SAN JACINTO,6,N,N
204904,SHEPHERD ISD,Shepherd ISD,204,SAN JACINTO,6,N,N
205901,ARANSAS PASS ISD,Aransas Pass ISD,205,SAN PATRICIO,2,N,N
205902,GREGORY-PORTLAND ISD,Gregory-Portland ISD,205,SAN PATRICIO,2,N,N
205903,INGLESIDE ISD,Ingleside ISD,205,SAN PATRICIO,2,N,N
205904,MATHIS ISD,Mathis ISD,205,SAN PATRICIO,2,N,N
205905,ODEM-EDROY ISD,Odem-Edroy ISD,205,SAN PATRICIO,2,N,N
205906,SINTON ISD,Sinton ISD,205,SAN PATRICIO,2,N,N
205907,TAFT ISD,Taft ISD,205,SAN PATRICIO,2,N,N
206901,SAN SABA ISD,San Saba ISD,206,SAN SABA,15,N,N
206902,RICHLAND SPRINGS ISD,Richland Springs ISD,206,SAN SABA,15,N,N
206903,CHEROKEE ISD,Cherokee ISD,206,SAN SABA,15,N,N
207901,SCHLEICHER ISD,Schleicher ISD,207,SCHLEICHER,15,N,N
208901,HERMLEIGH ISD,Hermleigh ISD,208,SCURRY,14,N,N
208902,SNYDER ISD,Snyder ISD,208,SCURRY,14,N,N
208903,IRA ISD,Ira ISD,208,SCURRY,14,N,N
209901,ALBANY ISD,Albany ISD,209,SHACKELFORD,14,N,N
209902,MORAN ISD,Moran ISD,209,SHACKELFORD,14,N,N
210901,CENTER ISD,Center ISD,210,SHELBY,7,N,N
210902,JOAQUIN ISD,Joaquin ISD,210,SHELBY,7,N,N
210903,SHELBYVILLE ISD,Shelbyville ISD,210,SHELBY,7,N,N
210904,TENAHA ISD,Tenaha ISD,210,SHELBY,7,N,N
210905,TIMPSON ISD,Timpson ISD,210,SHELBY,7,N,N
210906,EXCELSIOR ISD,Excelsior ISD,210,SHELBY,7,N,N
211901,TEXHOMA ISD,Texhoma ISD,211,SHERMAN,16,N,N
211902,STRATFORD ISD,Stratford ISD,211,SHERMAN,16,N,N
212801,CUMBERLAND ACADEMY,Cumberland Academy,212,SMITH,7,Y,N
212804,UT TYLER UNIVERSITY ACADEMY,UT Tyler Innovation Academy,212,SMITH,7,Y,N
212901,ARP ISD,Arp ISD,212,SMITH,7,N,N
212902,BULLARD ISD,Bullard ISD,212,SMITH,7,N,N
212903,LINDALE ISD,Lindale ISD,212,SMITH,7,N,N
212904,TROUP ISD,Troup ISD,212,SMITH,7,N,N
212905,TYLER ISD,Tyler ISD,212,SMITH,7,N,N
212906,WHITEHOUSE ISD,Whitehouse ISD,212,SMITH,7,N,N
212909,CHAPEL HILL ISD,Chapel Hill ISD,212,SMITH,7,N,N
212910,WINONA ISD,Winona ISD,212,SMITH,7,N,N
213801,BRAZOS RIVER CHARTER SCHOOL,Brazos River Charter School,213,SOMERVELL,11,Y,Y
213901,GLEN ROSE ISD,Glen Rose ISD,213,SOMERVELL,11,N,N
214901,RIO GRANDE CITY CISD,Rio Grande City CISD,214,STARR,1,N,N
214902,SAN ISIDRO ISD,San Isidro ISD,214,STARR,1,N,N
214903,ROMA ISD,Roma ISD,214,STARR,1,N,N
215901,BRECKENRIDGE ISD,Breckenridge ISD,215,STEPHENS,14,N,N
216901,STERLING CITY ISD,Sterling City ISD,216,STERLING,15,N,N
217901,ASPERMONT ISD,Aspermont ISD,217,STONEWALL,14,N,N
218901,SONORA ISD,Sonora ISD,218,SUTTON,15,N,N
219901,HAPPY ISD,Happy ISD,219,SWISHER,16,N,N
219903,TULIA ISD,Tulia ISD,219,SWISHER,16,N,N
219905,KRESS ISD,Kress ISD,219,SWISHER,16,N,N
220801,TREETOPS SCHOOL INTERNATIONAL,Treetops School International,220,TARRANT,11,Y,N
220802,ARLINGTON CLASSICS ACADEMY,Arlington Classics Academy,220,TARRANT,11,Y,N
220809,FORT WORTH ACADEMY OF FINE ARTS,Fort Worth Academy of Fine Arts,220,TARRANT,11,Y,N
220810,WESTLAKE ACADEMY CHARTER SCHOOL,Westlake Academy Charter School,220,TARRANT,11,Y,N
220811,EAST FORT WORTH MONTESSORI ACADEMY,East Fort Worth Montessori Academy,220,TARRANT,11,Y,N
220814,TEXAS SCHOOL OF THE ARTS,Texas School of The Arts,220,TARRANT,11,Y,N
220815,CHAPEL HILL ACADEMY,Chapel Hill Academy,220,TARRANT,11,Y,N
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,Newman International Academy of Art,220,TARRANT,11,Y,N
220819,HIGH POINT ACADEMY,High Point Academy,220,TARRANT,11,Y,N
220901,ARLINGTON ISD,Arlington ISD,220,TARRANT,11,N,N
220902,BIRDVILLE ISD,Birdville ISD,220,TARRANT,11,N,N
220904,EVERMAN ISD,Everman ISD,220,TARRANT,11,N,N
220905,FORT WORTH ISD,Fort Worth ISD,220,TARRANT,11,N,N
220906,GRAPEVINE-COLLEYVILLE ISD,Grapevine-Colleyville ISD,220,TARRANT,11,N,N
220907,KELLER ISD,Keller ISD,220,TARRANT,11,N,N
220908,MANSFIELD ISD,Mansfield ISD,220,TARRANT,11,N,N
220910,LAKE WORTH ISD,Lake Worth ISD,220,TARRANT,11,N,N
220912,CROWLEY ISD,Crowley ISD,220,TARRANT,11,N,N
220914,KENNEDALE ISD,Kennedale ISD,220,TARRANT,11,N,N
220915,AZLE ISD,Azle ISD,220,TARRANT,11,N,N
220916,HURST-EULESS-BEDFORD ISD,Hurst-Euless-Bedford ISD,220,TARRANT,11,N,N
220917,CASTLEBERRY ISD,Castleberry ISD,220,TARRANT,11,N,N
220918,EAGLE MT-SAGINAW ISD,Eagle Mountain-Saginaw ISD,220,TARRANT,11,N,N
220919,CARROLL ISD,Carroll ISD,220,TARRANT,11,N,N
220920,WHITE SETTLEMENT ISD,White Settlement ISD,220,TARRANT,11,N,N
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,Texas College Preparatory Academies,221,TAYLOR,14,Y,N
221901,ABILENE ISD,Abilene ISD,221,TAYLOR,14,N,N
221904,MERKEL ISD,Merkel ISD,221,TAYLOR,14,N,N
221905,TRENT ISD,Trent ISD,221,TAYLOR,14,N,N
221911,JIM NED CISD,Jim Ned CISD,221,TAYLOR,14,N,N
221912,WYLIE ISD,Wylie ISD,221,TAYLOR,14,N,N
222901,TERRELL COUNTY ISD,Terrell County ISD,222,TERRELL,18,N,N
223901,BROWNFIELD ISD,Brownfield ISD,223,TERRY,17,N,N
223902,MEADOW ISD,Meadow ISD,223,TERRY,17,N,N
223904,WELLMAN-UNION CISD,Wellman-Union CISD,223,TERRY,17,N,N
224901,THROCKMORTON COLLEGIATE ISD,Throckmorton ISD,224,THROCKMORTON,9,N,N
224902,WOODSON ISD,Woodson ISD,224,THROCKMORTON,9,N,N
225902,MOUNT PLEASANT ISD,Mount Pleasant ISD,225,TITUS,8,N,N
225906,CHAPEL HILL ISD,Chapel Hill ISD,225,TITUS,8,N,N
225907,HARTS BLUFF ISD,Harts Bluff ISD,225,TITUS,8,N,N
226801,TEXAS LEADERSHIP,Texas Leadership,226,TOM GREEN,15,Y,N
226901,CHRISTOVAL ISD,Christoval ISD,226,TOM GREEN,15,N,N
226903,SAN ANGELO ISD,San Angelo ISD,226,TOM GREEN,15,N,N
226905,WATER VALLEY ISD,Water Valley ISD,226,TOM GREEN,15,N,N
226906,WALL ISD,Wall ISD,226,TOM GREEN,15,N,N
226907,GRAPE CREEK ISD,Grape Creek ISD,226,TOM GREEN,15,N,N
226908,VERIBEST ISD,Veribest ISD,226,TOM GREEN,15,N,N
227803,WAYSIDE SCHOOLS,Wayside Schools,227,TRAVIS,13,Y,N
227804,NYOS CHARTER SCHOOL,Nyos Charter School,227,TRAVIS,13,Y,N
227805,TEXAS EMPOWERMENT ACADEMY,Texas Empowerment Academy,227,TRAVIS,13,Y,N
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,University of Texas University Charter School,227,TRAVIS,13,Y,Y
227814,CHAPARRAL STAR ACADEMY,Chaparral Star Academy,227,TRAVIS,13,Y,N
