Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
8,Mt. Pleasant,32,CAMP,Not Economically Disadvantaged,68,65,0.96,61,0.9,5,0.07,50,0.74,10,0.15,33,0.49, -   ,0,43,0.63,6,0.09,21,0.31
8,Mt. Pleasant,32,CAMP,Economically Disadvantaged,120,116,0.97,102,0.85,10,0.08,79,0.66,6,0.05,41,0.34, -   ,0,47,0.39,5,0.04,8,0.07
8,Mt. Pleasant,34,CASS,Not Economically Disadvantaged,241,224,0.93,213,0.88,8,0.03,190,0.79,34,0.14,107,0.44, -   ,0,141,0.59,7,0.03,58,0.24
8,Mt. Pleasant,34,CASS,Economically Disadvantaged,216,209,0.97,189,0.88,6,0.03,153,0.71,8,0.04,60,0.28, -   ,0,68,0.32,6,0.03,19,0.09
8,Mt. Pleasant,60,DELTA,Not Economically Disadvantaged,46,46,1,42,0.91,2,0.04,39,0.85,7,0.15,24,0.52, -   ,0,31,0.67,3,0.07,13,0.28
8,Mt. Pleasant,60,DELTA,Economically Disadvantaged,45,40,0.89,40,0.89,2,0.04,33,0.73,5,0.11,12,0.27, -   ,0,17,0.38,3,0.07,7,0.16
8,Mt. Pleasant,80,FRANKLIN,Not Economically Disadvantaged,89,87,0.98,86,0.97, -   ,0,76,0.85,19,0.21,41,0.46, -   ,0,60,0.67,6,0.07,30,0.34
8,Mt. Pleasant,80,FRANKLIN,Economically Disadvantaged,40,39,0.98,37,0.93,1,0.03,29,0.73,2,0.05,17,0.43, -   ,0,19,0.48,2,0.05,7,0.18
8,Mt. Pleasant,112,HOPKINS,Not Economically Disadvantaged,285,278,0.98,269,0.94,4,0.01,230,0.81,60,0.21,125,0.44, -   ,0,185,0.65,18,0.06,81,0.28
8,Mt. Pleasant,112,HOPKINS,Economically Disadvantaged,179,168,0.94,157,0.88,11,0.06,125,0.7,13,0.07,61,0.34, -   ,0,74,0.41,10,0.06,16,0.09
8,Mt. Pleasant,139,LAMAR,Not Economically Disadvantaged,383,369,0.96,347,0.91,14,0.04,315,0.82,68,0.18,213,0.56, -   ,0,281,0.73,27,0.07,127,0.33
8,Mt. Pleasant,139,LAMAR,Economically Disadvantaged,308,291,0.95,229,0.74,41,0.13,185,0.6,12,0.04,119,0.39, -   ,0,131,0.43,19,0.06,31,0.1
8,Mt. Pleasant,155,MARION,Not Economically Disadvantaged,52,49,0.94,40,0.77,6,0.12,39,0.75,12,0.23,18,0.35, -   ,0,30,0.58,2,0.04,15,0.29
8,Mt. Pleasant,155,MARION,Economically Disadvantaged,71,68,0.96,52,0.73,14,0.2,40,0.56,5,0.07,25,0.35, -   ,0,30,0.42,6,0.08,10,0.14
8,Mt. Pleasant,172,MORRIS,Not Economically Disadvantaged,97,93,0.96,85,0.88,7,0.07,69,0.71,14,0.14,53,0.55, -   ,0,67,0.69,9,0.09,23,0.24
8,Mt. Pleasant,172,MORRIS,Economically Disadvantaged,118,113,0.96,93,0.79,16,0.14,72,0.61,8,0.07,47,0.4, -   ,0,55,0.47,10,0.08,11,0.09
8,Mt. Pleasant,194,RED RIVER,Not Economically Disadvantaged,96,93,0.97,90,0.94,2,0.02,85,0.89,15,0.16,49,0.51, -   ,0,64,0.67,1,0.01,35,0.37
8,Mt. Pleasant,194,RED RIVER,Economically Disadvantaged,107,101,0.94,90,0.84,9,0.08,74,0.69,9,0.08,35,0.33, -   ,0,44,0.41,4,0.04,11,0.1
8,Mt. Pleasant,225,TITUS,Not Economically Disadvantaged,193,188,0.97,179,0.93,7,0.04,166,0.86,35,0.18,104,0.54, -   ,0,139,0.72,9,0.05,70,0.36
8,Mt. Pleasant,225,TITUS,Economically Disadvantaged,270,239,0.89,222,0.82,18,0.07,162,0.6,5,0.02,102,0.38, -   ,0,107,0.4,16,0.06,24,0.09
9,Wichita Falls,5,ARCHER,Not Economically Disadvantaged,120,118,0.98,114,0.95,4,0.03,108,0.9,56,0.47,22,0.18, -   ,0,78,0.65,1,0.01,44,0.37
9,Wichita Falls,5,ARCHER,Economically Disadvantaged,34,32,0.94,29,0.85,3,0.09,22,0.65,6,0.18,4,0.12, -   ,0,10,0.29,1,0.03,4,0.12
9,Wichita Falls,12,BAYLOR,Not Economically Disadvantaged,40,39,0.98,39,0.98, -   ,0,36,0.9,11,0.28,20,0.5, -   ,0,31,0.78,1,0.03,21,0.53
9,Wichita Falls,12,BAYLOR,Economically Disadvantaged,25,23,0.92,23,0.92,1,0.04,15,0.6,5,0.2,6,0.24, -   ,0,11,0.44,1,0.04,3,0.12
9,Wichita Falls,39,CLAY,Not Economically Disadvantaged,130,124,0.95,118,0.91,4,0.03,111,0.85,47,0.36,36,0.28, -   ,0,83,0.64,2,0.02,42,0.32
9,Wichita Falls,39,CLAY,Economically Disadvantaged,52,49,0.94,39,0.75,10,0.19,31,0.6,4,0.08,7,0.14, -   ,0,11,0.21, -   ,0,5,0.1
9,Wichita Falls,78,FOARD,Not Economically Disadvantaged,7,7,1,7,1, -   ,0,7,1,4,0.57,3,0.43, -   ,0,7,1, -   ,0,4,0.57
9,Wichita Falls,78,FOARD,Economically Disadvantaged,13,11,0.85,8,0.62, -   ,0,8,0.62,1,0.08,4,0.31, -   ,0,5,0.39, -   ,0, -   ,0
9,Wichita Falls,99,HARDEMAN,Not Economically Disadvantaged,27,27,1,26,0.96, -   ,0,21,0.78,4,0.15,8,0.3, -   ,0,12,0.44, -   ,0,5,0.19
9,Wichita Falls,99,HARDEMAN,Economically Disadvantaged,39,37,0.95,33,0.85,3,0.08,27,0.69,3,0.08,10,0.26, -   ,0,13,0.33,1,0.03,6,0.15
9,Wichita Falls,119,JACK,Not Economically Disadvantaged,83,81,0.98,80,0.96,1,0.01,72,0.87,29,0.35,30,0.36, -   ,0,59,0.71,3,0.04,30,0.36
9,Wichita Falls,119,JACK,Economically Disadvantaged,48,41,0.85,36,0.75,5,0.1,31,0.65,4,0.08,10,0.21, -   ,0,14,0.29,1,0.02,6,0.13
9,Wichita Falls,138,KNOX,Not Economically Disadvantaged,31,31,1,30,0.97, -   ,0,30,0.97,5,0.16,19,0.61, -   ,0,24,0.77, -   ,0,13,0.42
9,Wichita Falls,138,KNOX,Economically Disadvantaged,39,38,0.97,31,0.8,6,0.15,26,0.67,2,0.05,8,0.21, -   ,0,10,0.26, -   ,0,6,0.15
9,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,171,165,0.97,155,0.91,8,0.05,139,0.81,43,0.25,72,0.42, -   ,0,115,0.67,7,0.04,56,0.33
9,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,98,92,0.94,83,0.85,4,0.04,65,0.66,5,0.05,25,0.26, -   ,0,30,0.31, -   ,0,12,0.12
9,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged,9,9,1,9,1, -   ,0,9,1,3,0.33,4,0.44, -   ,0,7,0.78, -   ,0,3,0.33
9,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged,17,16,0.94,16,0.94, -   ,0,14,0.82,2,0.12,10,0.59, -   ,0,12,0.71,1,0.06,3,0.18
9,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,1028,959,0.93,878,0.85,31,0.03,803,0.78,343,0.33,259,0.25, -   ,0,602,0.59,40,0.04,277,0.27
9,Wichita Falls,243,WICHITA,Economically Disadvantaged,653,608,0.93,514,0.79,72,0.11,396,0.61,65,0.1,126,0.19, -   ,0,191,0.29,19,0.03,48,0.07
9,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,88,86,0.98,78,0.89,1,0.01,71,0.81,19,0.22,31,0.35, -   ,0,50,0.57,2,0.02,22,0.25
9,Wichita Falls,244,WILBARGER,Economically Disadvantaged,113,98,0.87,86,0.76,14,0.12,72,0.64,6,0.05,30,0.27, -   ,0,36,0.32,1,0.01,12,0.11
9,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,178,172,0.97,154,0.87,20,0.11,149,0.84,75,0.42,42,0.24, -   ,0,117,0.66,4,0.02,70,0.39
9,Wichita Falls,252,YOUNG,Economically Disadvantaged,88,82,0.93,66,0.75,14,0.16,66,0.75,11,0.13,16,0.18, -   ,0,27,0.31,2,0.02,11,0.13
10,Richardson,43,COLLIN,Not Economically Disadvantaged,6694,6336,0.95,5923,0.89,217,0.03,5473,0.82,1836,0.27,2603,0.39, -   ,0,4439,0.66,355,0.05,2071,0.31
10,Richardson,43,COLLIN,Economically Disadvantaged,1157,1059,0.92,848,0.73,168,0.15,719,0.62,69,0.06,332,0.29, -   ,0,401,0.35,44,0.04,90,0.08
10,Richardson,57,DALLAS,Not Economically Disadvantaged,15347,14283,0.93,12410,0.81,1634,0.11,11124,0.73,3693,0.24,5437,0.35, -   ,0,9130,0.6,901,0.06,3616,0.24
10,Richardson,57,DALLAS,Economically Disadvantaged,16165,14619,0.9,10619,0.66,3655,0.23,8651,0.54,1299,0.08,3945,0.24, -   ,0,5244,0.32,844,0.05,1219,0.08
10,Richardson,70,ELLIS,Not Economically Disadvantaged,1562,1508,0.97,1372,0.88,96,0.06,1244,0.8,335,0.21,737,0.47, -   ,0,1072,0.69,96,0.06,493,0.32
10,Richardson,70,ELLIS,Economically Disadvantaged,654,606,0.93,504,0.77,91,0.14,415,0.64,31,0.05,201,0.31, -   ,0,232,0.36,28,0.04,53,0.08
10,Richardson,74,FANNIN,Not Economically Disadvantaged,266,254,0.96,244,0.92,10,0.04,234,0.88,60,0.23,128,0.48, -   ,0,188,0.71,8,0.03,87,0.33
10,Richardson,74,FANNIN,Economically Disadvantaged,175,160,0.91,142,0.81,13,0.07,115,0.66,17,0.1,46,0.26, -   ,0,63,0.36,10,0.06,19,0.11
10,Richardson,91,GRAYSON,Not Economically Disadvantaged,1090,1034,0.95,964,0.88,51,0.05,885,0.81,218,0.2,521,0.48, -   ,0,739,0.68,53,0.05,339,0.31
10,Richardson,91,GRAYSON,Economically Disadvantaged,550,511,0.93,422,0.77,59,0.11,331,0.6,21,0.04,181,0.33, -   ,0,202,0.37,34,0.06,42,0.08
10,Richardson,116,HUNT,Not Economically Disadvantaged,668,637,0.95,567,0.85,45,0.07,517,0.77,163,0.24,242,0.36, -   ,0,405,0.61,40,0.06,159,0.24
10,Richardson,116,HUNT,Economically Disadvantaged,458,427,0.93,308,0.67,105,0.23,264,0.58,44,0.1,109,0.24, -   ,0,153,0.33,13,0.03,32,0.07
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,1002,939,0.94,819,0.82,97,0.1,760,0.76,187,0.19,416,0.42, -   ,0,603,0.6,52,0.05,255,0.25
10,Richardson,129,KAUFMAN,Economically Disadvantaged,475,444,0.94,328,0.69,92,0.19,289,0.61,28,0.06,151,0.32, -   ,0,179,0.38,23,0.05,41,0.09
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,819,785,0.96,737,0.9,26,0.03,667,0.81,277,0.34,307,0.38, -   ,0,584,0.71,49,0.06,293,0.36
10,Richardson,199,ROCKWALL,Economically Disadvantaged,132,125,0.95,106,0.8,10,0.08,87,0.66,6,0.05,29,0.22, -   ,0,35,0.27,3,0.02,6,0.05
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,210,201,0.96,188,0.9,12,0.06,176,0.84,51,0.24,88,0.42, -   ,0,139,0.66,10,0.05,58,0.28
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,129,115,0.89,90,0.7,22,0.17,80,0.62,5,0.04,43,0.33, -   ,0,48,0.37,7,0.05,11,0.09
11,Fort Worth,49,COOKE,Not Economically Disadvantaged,333,314,0.94,296,0.89,11,0.03,266,0.8,78,0.23,139,0.42, -   ,0,217,0.65,10,0.03,110,0.33
11,Fort Worth,49,COOKE,Economically Disadvantaged,183,151,0.83,129,0.71,21,0.12,90,0.49,3,0.02,40,0.22, -   ,0,43,0.24,4,0.02,15,0.08
11,Fort Worth,61,DENTON,Not Economically Disadvantaged,4926,4657,0.95,4034,0.82,534,0.11,3861,0.78,1399,0.28,1807,0.37, -   ,0,3206,0.65,242,0.05,1428,0.29
11,Fort Worth,61,DENTON,Economically Disadvantaged,1162,1033,0.89,694,0.6,327,0.28,639,0.55,82,0.07,258,0.22, -   ,0,340,0.29,49,0.04,84,0.07
11,Fort Worth,72,ERATH,Not Economically Disadvantaged,265,252,0.95,235,0.89,14,0.05,222,0.84,122,0.46,64,0.24, -   ,0,186,0.7,10,0.04,99,0.37
11,Fort Worth,72,ERATH,Economically Disadvantaged,153,142,0.93,117,0.77,16,0.11,103,0.67,21,0.14,27,0.18, -   ,0,48,0.31,3,0.02,15,0.1
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,457,434,0.95,398,0.87,28,0.06,355,0.78,151,0.33,136,0.3, -   ,0,287,0.63,27,0.06,130,0.28
11,Fort Worth,111,HOOD,Economically Disadvantaged,176,161,0.92,131,0.74,22,0.13,100,0.57,15,0.09,41,0.23, -   ,0,56,0.32,9,0.05,11,0.06
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1388,1333,0.96,1182,0.85,121,0.09,1066,0.77,313,0.23,530,0.38, -   ,0,843,0.61,67,0.05,364,0.26
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,694,640,0.92,477,0.69,116,0.17,376,0.54,46,0.07,195,0.28, -   ,0,241,0.35,39,0.06,51,0.07
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,211,195,0.92,186,0.88,8,0.04,162,0.77,36,0.17,83,0.39, -   ,0,119,0.56,7,0.03,45,0.21
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,180,165,0.92,136,0.76,15,0.08,103,0.57,15,0.08,35,0.19, -   ,0,50,0.28,3,0.02,12,0.07
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,1026,997,0.97,932,0.91,37,0.04,805,0.79,253,0.25,457,0.45, -   ,0,710,0.69,60,0.06,320,0.31
11,Fort Worth,184,PARKER,Economically Disadvantaged,384,347,0.9,278,0.72,51,0.13,189,0.49,16,0.04,85,0.22, -   ,0,101,0.26,20,0.05,25,0.07
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,87,87,1,83,0.95,2,0.02,81,0.93,38,0.44,24,0.28, -   ,0,62,0.71,2,0.02,34,0.39
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,37,37,1,35,0.95,1,0.03,30,0.81,4,0.11,8,0.22, -   ,0,12,0.32, -   ,0,5,0.14
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,13737,12971,0.94,11368,0.83,1222,0.09,10263,0.75,3593,0.26,5022,0.37, -   ,0,8615,0.63,813,0.06,3545,0.26
11,Fort Worth,220,TARRANT,Economically Disadvantaged,8167,7421,0.91,5618,0.69,1607,0.2,4349,0.53,716,0.09,2094,0.26, -   ,0,2810,0.34,448,0.05,654,0.08
11,Fort Worth,249,WISE,Not Economically Disadvantaged,457,429,0.94,405,0.89,22,0.05,363,0.79,100,0.22,154,0.34, -   ,0,254,0.56,16,0.04,111,0.24
11,Fort Worth,249,WISE,Economically Disadvantaged,219,200,0.91,175,0.8,21,0.1,139,0.64,20,0.09,50,0.23, -   ,0,70,0.32,8,0.04,17,0.08
12,Waco,14,BELL,Not Economically Disadvantaged,2244,2043,0.91,1767,0.79,197,0.09,1602,0.71,462,0.21,856,0.38, -   ,0,1318,0.59,128,0.06,514,0.23
12,Waco,14,BELL,Economically Disadvantaged,1515,1324,0.87,976,0.64,306,0.2,814,0.54,100,0.07,467,0.31, -   ,0,567,0.37,112,0.07,96,0.06
12,Waco,18,BOSQUE,Not Economically Disadvantaged,137,133,0.97,132,0.96, -   ,0,121,0.88,48,0.35,59,0.43, -   ,0,107,0.78,4,0.03,61,0.45
12,Waco,18,BOSQUE,Economically Disadvantaged,112,100,0.89,91,0.81,5,0.04,77,0.69,7,0.06,36,0.32, -   ,0,43,0.38,4,0.04,9,0.08
12,Waco,50,CORYELL,Not Economically Disadvantaged,551,506,0.92,441,0.8,48,0.09,405,0.74,115,0.21,222,0.4, -   ,0,337,0.61,31,0.06,132,0.24
12,Waco,50,CORYELL,Economically Disadvantaged,262,238,0.91,192,0.73,36,0.14,158,0.6,14,0.05,99,0.38, -   ,0,113,0.43,19,0.07,25,0.1
12,Waco,73,FALLS,Not Economically Disadvantaged,95,90,0.95,88,0.93,5,0.05,77,0.81,18,0.19,55,0.58, -   ,0,73,0.77,9,0.09,30,0.32
12,Waco,73,FALLS,Economically Disadvantaged,151,145,0.96,122,0.81,19,0.13,94,0.62,8,0.05,69,0.46, -   ,0,77,0.51,14,0.09,10,0.07
12,Waco,81,FREESTONE,Not Economically Disadvantaged,141,135,0.96,127,0.9,11,0.08,119,0.84,32,0.23,65,0.46, -   ,0,97,0.69,3,0.02,46,0.33
12,Waco,81,FREESTONE,Economically Disadvantaged,110,97,0.88,79,0.72,19,0.17,79,0.72,7,0.06,41,0.37, -   ,0,48,0.44,5,0.05,15,0.14
12,Waco,97,HAMILTON,Not Economically Disadvantaged,65,65,1,64,0.99, -   ,0,57,0.88,37,0.57,17,0.26, -   ,0,54,0.83,3,0.05,32,0.49
12,Waco,97,HAMILTON,Economically Disadvantaged,66,62,0.94,57,0.86,4,0.06,47,0.71,10,0.15,15,0.23, -   ,0,25,0.38, -   ,0,9,0.14
12,Waco,109,HILL,Not Economically Disadvantaged,220,209,0.95,190,0.86,19,0.09,171,0.78,52,0.24,100,0.46, -   ,0,152,0.69,14,0.06,68,0.31
12,Waco,109,HILL,Economically Disadvantaged,252,236,0.94,200,0.79,35,0.14,173,0.69,13,0.05,100,0.4, -   ,0,113,0.45,8,0.03,23,0.09
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,166,152,0.92,135,0.81,11,0.07,121,0.73,33,0.2,65,0.39, -   ,0,98,0.59,8,0.05,36,0.22
12,Waco,141,LAMPASAS,Economically Disadvantaged,124,111,0.9,92,0.74,16,0.13,74,0.6,13,0.11,25,0.2, -   ,0,38,0.31,4,0.03,9,0.07
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,164,158,0.96,138,0.84,17,0.1,139,0.85,39,0.24,75,0.46, -   ,0,114,0.7,4,0.02,49,0.3
12,Waco,147,LIMESTONE,Economically Disadvantaged,186,169,0.91,141,0.76,19,0.1,105,0.57,15,0.08,74,0.4, -   ,0,89,0.48,25,0.13,12,0.06
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1517,1445,0.95,1326,0.87,103,0.07,1225,0.81,323,0.21,850,0.56, -   ,0,1173,0.77,123,0.08,543,0.36
12,Waco,161,MCLENNAN,Economically Disadvantaged,1451,1325,0.91,1012,0.7,258,0.18,821,0.57,83,0.06,639,0.44, -   ,0,722,0.5,125,0.09,152,0.11
12,Waco,167,MILLS,Not Economically Disadvantaged,39,39,1,38,0.97,1,0.03,31,0.8,11,0.28,13,0.33, -   ,0,24,0.62,1,0.03,19,0.49
12,Waco,167,MILLS,Economically Disadvantaged,41,40,0.98,37,0.9,1,0.02,33,0.81,3,0.07,21,0.51, -   ,0,24,0.59, -   ,0,4,0.1
12,Waco,175,NAVARRO,Not Economically Disadvantaged,369,353,0.96,321,0.87,26,0.07,289,0.78,53,0.14,211,0.57, -   ,0,264,0.72,32,0.09,129,0.35
12,Waco,175,NAVARRO,Economically Disadvantaged,346,314,0.91,240,0.69,60,0.17,186,0.54,12,0.03,138,0.4, -   ,0,150,0.43,37,0.11,36,0.1
13,Austin,11,BASTROP,Not Economically Disadvantaged,524,495,0.95,436,0.83,52,0.1,405,0.77,149,0.28,159,0.3, -   ,0,308,0.59,24,0.05,126,0.24
13,Austin,11,BASTROP,Economically Disadvantaged,409,378,0.92,287,0.7,85,0.21,234,0.57,34,0.08,82,0.2, -   ,0,116,0.28,16,0.04,14,0.03
13,Austin,14,BELL,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,14,BELL,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,16,BLANCO,Not Economically Disadvantaged,78,73,0.94,65,0.83,4,0.05,62,0.8,33,0.42,22,0.28, -   ,0,55,0.71,5,0.06,24,0.31
13,Austin,16,BLANCO,Economically Disadvantaged,45,40,0.89,40,0.89,2,0.04,36,0.8,10,0.22,5,0.11, -   ,0,15,0.33, -   ,0,5,0.11
13,Austin,27,BURNET,Not Economically Disadvantaged,301,286,0.95,257,0.85,21,0.07,246,0.82,96,0.32,91,0.3, -   ,0,187,0.62,10,0.03,83,0.28
13,Austin,27,BURNET,Economically Disadvantaged,220,213,0.97,171,0.78,32,0.15,145,0.66,25,0.11,42,0.19, -   ,0,67,0.31,6,0.03,14,0.06
13,Austin,28,CALDWELL,Not Economically Disadvantaged,231,224,0.97,206,0.89,18,0.08,177,0.77,74,0.32,57,0.25, -   ,0,131,0.57,9,0.04,50,0.22
13,Austin,28,CALDWELL,Economically Disadvantaged,256,238,0.93,200,0.78,34,0.13,138,0.54,21,0.08,46,0.18, -   ,0,67,0.26,7,0.03,10,0.04
13,Austin,46,COMAL,Not Economically Disadvantaged,950,893,0.94,832,0.88,51,0.05,808,0.85,372,0.39,253,0.27, -   ,0,625,0.66,32,0.03,302,0.32
13,Austin,46,COMAL,Economically Disadvantaged,386,351,0.91,256,0.66,94,0.24,243,0.63,46,0.12,72,0.19, -   ,0,118,0.31,15,0.04,29,0.08
13,Austin,75,FAYETTE,Not Economically Disadvantaged,200,196,0.98,181,0.91,14,0.07,174,0.87,50,0.25,90,0.45, -   ,0,140,0.7,2,0.01,82,0.41
13,Austin,75,FAYETTE,Economically Disadvantaged,91,84,0.92,73,0.8,12,0.13,63,0.69,4,0.04,30,0.33, -   ,0,34,0.37,3,0.03,11,0.12
13,Austin,86,GILLESPIE,Not Economically Disadvantaged,155,149,0.96,134,0.87,9,0.06,127,0.82,61,0.39,39,0.25, -   ,0,100,0.65,6,0.04,54,0.35
13,Austin,86,GILLESPIE,Economically Disadvantaged,97,91,0.94,76,0.78,11,0.11,66,0.68,10,0.1,20,0.21, -   ,0,30,0.31,4,0.04,5,0.05
13,Austin,89,GONZALES,Not Economically Disadvantaged,97,92,0.95,90,0.93,2,0.02,78,0.8,27,0.28,33,0.34, -   ,0,60,0.62,6,0.06,28,0.29
13,Austin,89,GONZALES,Economically Disadvantaged,198,187,0.94,149,0.75,19,0.1,102,0.52,19,0.1,29,0.15, -   ,0,48,0.24,4,0.02,11,0.06
13,Austin,94,GUADALUPE,Not Economically Disadvantaged,842,802,0.95,726,0.86,59,0.07,689,0.82,253,0.3,263,0.31, -   ,0,516,0.61,28,0.03,239,0.28
13,Austin,94,GUADALUPE,Economically Disadvantaged,476,447,0.94,325,0.68,113,0.24,292,0.61,41,0.09,87,0.18, -   ,0,128,0.27,12,0.03,27,0.06
13,Austin,105,HAYS,Not Economically Disadvantaged,1113,1066,0.96,976,0.88,83,0.07,939,0.84,427,0.38,329,0.3, -   ,0,756,0.68,39,0.04,322,0.29
13,Austin,105,HAYS,Economically Disadvantaged,541,515,0.95,407,0.75,98,0.18,346,0.64,51,0.09,102,0.19, -   ,0,153,0.28,13,0.02,19,0.04
13,Austin,130,KENDALL,Not Economically Disadvantaged,44,44,1,44,1, -   ,0,41,0.93,23,0.52,9,0.21, -   ,0,32,0.73,1,0.02,22,0.5
13,Austin,130,KENDALL,Economically Disadvantaged,35,35,1,33,0.94,1,0.03,24,0.69,5,0.14,3,0.09, -   ,0,8,0.23, -   ,0,5,0.14
13,Austin,144,LEE,Not Economically Disadvantaged,122,115,0.94,105,0.86,11,0.09,106,0.87,36,0.3,42,0.34, -   ,0,78,0.64,3,0.02,40,0.33
13,Austin,144,LEE,Economically Disadvantaged,108,95,0.88,76,0.7,19,0.18,71,0.66,9,0.08,18,0.17, -   ,0,27,0.25, -   ,0,11,0.1
13,Austin,150,LLANO,Not Economically Disadvantaged,74,70,0.95,66,0.89,6,0.08,53,0.72,23,0.31,22,0.3, -   ,0,45,0.61,5,0.07,15,0.2
13,Austin,150,LLANO,Economically Disadvantaged,66,65,0.99,53,0.8,10,0.15,44,0.67,5,0.08,12,0.18, -   ,0,17,0.26, -   ,0, -   ,0
13,Austin,166,MILAM,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,166,MILAM,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4993,4607,0.92,4191,0.84,349,0.07,3820,0.77,1600,0.32,1560,0.31, -   ,0,3160,0.63,323,0.06,1376,0.28
13,Austin,227,TRAVIS,Economically Disadvantaged,3529,3114,0.88,2253,0.64,760,0.22,1696,0.48,267,0.08,769,0.22, -   ,0,1036,0.29,201,0.06,171,0.05
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,4059,3873,0.95,3603,0.89,186,0.05,3315,0.82,1427,0.35,1350,0.33, -   ,0,2777,0.68,191,0.05,1305,0.32
13,Austin,246,WILLIAMSON,Economically Disadvantaged,1103,1032,0.94,817,0.74,190,0.17,649,0.59,118,0.11,276,0.25, -   ,0,394,0.36,57,0.05,86,0.08
14,Abilene,30,CALLAHAN,Not Economically Disadvantaged,153,149,0.97,142,0.93,7,0.05,134,0.88,39,0.26,63,0.41, -   ,0,102,0.67,3,0.02,39,0.26
14,Abilene,30,CALLAHAN,Economically Disadvantaged,112,110,0.98,96,0.86,10,0.09,82,0.73,16,0.14,28,0.25, -   ,0,44,0.39,4,0.04,12,0.11
14,Abilene,47,COMANCHE,Not Economically Disadvantaged,107,106,0.99,102,0.95,4,0.04,89,0.83,44,0.41,28,0.26, -   ,0,72,0.67,2,0.02,35,0.33
14,Abilene,47,COMANCHE,Economically Disadvantaged,117,109,0.93,95,0.81,14,0.12,75,0.64,17,0.15,34,0.29, -   ,0,51,0.44,3,0.03,12,0.1
14,Abilene,67,EASTLAND,Not Economically Disadvantaged,94,93,0.99,85,0.9,5,0.05,81,0.86,18,0.19,51,0.54, -   ,0,69,0.73,3,0.03,35,0.37
14,Abilene,67,EASTLAND,Economically Disadvantaged,138,127,0.92,117,0.85,11,0.08,99,0.72,12,0.09,52,0.38, -   ,0,64,0.46,3,0.02,27,0.2
14,Abilene,76,FISHER,Not Economically Disadvantaged,12,12,1,11,0.92, -   ,0,10,0.83,3,0.25,7,0.58, -   ,0,10,0.83,1,0.08,6,0.5
14,Abilene,76,FISHER,Economically Disadvantaged,28,27,0.96,24,0.86,2,0.07,22,0.79,4,0.14,7,0.25, -   ,0,11,0.39, -   ,0,5,0.18
14,Abilene,104,HASKELL,Not Economically Disadvantaged,35,34,0.97,34,0.97, -   ,0,33,0.94,16,0.46,12,0.34, -   ,0,28,0.8, -   ,0,14,0.4
14,Abilene,104,HASKELL,Economically Disadvantaged,48,44,0.92,44,0.92,1,0.02,36,0.75,11,0.23,12,0.25, -   ,0,23,0.48, -   ,0,6,0.13
14,Abilene,127,JONES,Not Economically Disadvantaged,116,111,0.96,108,0.93,4,0.03,104,0.9,30,0.26,44,0.38, -   ,0,74,0.64,3,0.03,29,0.25
14,Abilene,127,JONES,Economically Disadvantaged,131,123,0.94,114,0.87,5,0.04,95,0.73,20,0.15,37,0.28, -   ,0,57,0.44,2,0.02,15,0.12
