Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
8,Mt. Pleasant,139,LAMAR,Economically Disadvantaged,362,337,0.93,269,0.74,46,0.13,224,0.62,14,0.04,151,0.42,165,0.46,22,0.06,51,0.14
8,Mt. Pleasant,155,MARION,Not Economically Disadvantaged,34,33,0.97,31,0.91,2,0.06,31,0.91,9,0.26,16,0.47,25,0.74,0,0,10,0.29
8,Mt. Pleasant,155,MARION,Economically Disadvantaged,59,48,0.81,45,0.76,9,0.15,39,0.66,4,0.07,21,0.36,25,0.42,0,0,1,0.02
8,Mt. Pleasant,172,MORRIS,Not Economically Disadvantaged,78,75,0.96,64,0.82,7,0.09,58,0.74,13,0.17,43,0.55,56,0.72,10,0.13,19,0.24
8,Mt. Pleasant,172,MORRIS,Economically Disadvantaged,124,114,0.92,98,0.79,12,0.1,71,0.57,8,0.06,50,0.4,58,0.47,12,0.1,14,0.11
8,Mt. Pleasant,194,RED RIVER,Not Economically Disadvantaged,103,101,0.98,97,0.94,2,0.02,82,0.8,13,0.13,56,0.54,69,0.67,6,0.06,32,0.31
8,Mt. Pleasant,194,RED RIVER,Economically Disadvantaged,85,80,0.94,78,0.92,2,0.02,66,0.78,3,0.04,36,0.42,39,0.46,2,0.02,9,0.11
8,Mt. Pleasant,225,TITUS,Not Economically Disadvantaged,179,172,0.96,163,0.91,8,0.04,152,0.85,27,0.15,100,0.56,127,0.71,7,0.04,59,0.33
8,Mt. Pleasant,225,TITUS,Economically Disadvantaged,264,247,0.94,230,0.87,13,0.05,184,0.7,10,0.04,113,0.43,123,0.47,6,0.02,30,0.11
9,Wichita Falls,5,ARCHER,Not Economically Disadvantaged,110,106,0.96,103,0.94,0,0,97,0.88,63,0.57,19,0.17,82,0.75,2,0.02,47,0.43
9,Wichita Falls,5,ARCHER,Economically Disadvantaged,55,47,0.85,42,0.76,6,0.11,34,0.62,12,0.22,5,0.09,17,0.31,2,0.04,8,0.15
9,Wichita Falls,12,BAYLOR,Not Economically Disadvantaged,34,32,0.94,31,0.91,3,0.09,30,0.88,10,0.29,15,0.44,25,0.74,2,0.06,11,0.32
9,Wichita Falls,12,BAYLOR,Economically Disadvantaged,14,13,0.93,9,0.64,4,0.29,7,0.5,2,0.14,3,0.21,5,0.36,0,0,1,0.07
9,Wichita Falls,39,CLAY,Not Economically Disadvantaged,117,114,0.97,108,0.92,5,0.04,101,0.86,31,0.26,45,0.38,76,0.65,3,0.03,44,0.38
9,Wichita Falls,39,CLAY,Economically Disadvantaged,35,29,0.83,27,0.77,3,0.09,24,0.69,3,0.09,8,0.23,11,0.31,1,0.03,3,0.09
9,Wichita Falls,78,FOARD,Not Economically Disadvantaged,.,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!
9,Wichita Falls,78,FOARD,Economically Disadvantaged,.,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!
9,Wichita Falls,99,HARDEMAN,Not Economically Disadvantaged,30,29,0.97,24,0.80,0,0,25,0.83,5,0.17,11,0.37,16,0.53,0,0,6,0.2
9,Wichita Falls,99,HARDEMAN,Economically Disadvantaged,34,32,0.94,30,0.88,1,0.03,26,0.76,5,0.15,8,0.24,13,0.38,0,0,4,0.12
9,Wichita Falls,119,JACK,Not Economically Disadvantaged,72,70,0.97,65,0.90,3,0.04,59,0.82,26,0.36,19,0.26,45,0.63,1,0.01,23,0.32
9,Wichita Falls,119,JACK,Economically Disadvantaged,46,44,0.96,39,0.85,3,0.07,29,0.63,5,0.11,14,0.3,19,0.41,2,0.04,4,0.09
9,Wichita Falls,138,KNOX,Not Economically Disadvantaged,28,28,1,28,1.00,0,0,26,0.93,9,0.32,10,0.36,19,0.68,0,0,10,0.36
9,Wichita Falls,138,KNOX,Economically Disadvantaged,33,29,0.88,28,0.85,2,0.06,26,0.79,3,0.09,10,0.3,13,0.39,0,0,2,0.06
9,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,140,133,0.95,122,0.87,10,0.07,109,0.78,40,0.29,42,0.3,82,0.59,3,0.02,43,0.31
9,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,99,90,0.91,81,0.82,9,0.09,53,0.54,7,0.07,24,0.24,31,0.31,4,0.04,6,0.06
9,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged,.,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!
9,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged,.,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!
9,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,980,907,0.93,840,0.86,36,0.04,769,0.78,337,0.34,250,0.26,587,0.6,28,0.03,295,0.3
9,Wichita Falls,243,WICHITA,Economically Disadvantaged,731,679,0.93,545,0.75,98,0.13,463,0.63,80,0.11,179,0.24,259,0.35,33,0.05,72,0.1
9,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,76,73,0.96,69,0.91,3,0.04,65,0.86,21,0.28,33,0.43,54,0.71,0,0,28,0.37
9,Wichita Falls,244,WILBARGER,Economically Disadvantaged,107,93,0.87,75,0.70,10,0.09,66,0.62,12,0.11,30,0.28,42,0.39,6,0.06,13,0.12
9,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,162,157,0.97,142,0.88,12,0.07,134,0.83,56,0.35,53,0.33,109,0.67,1,0.01,51,0.31
9,Wichita Falls,252,YOUNG,Economically Disadvantaged,99,90,0.91,72,0.73,15,0.15,51,0.52,6,0.06,20,0.2,26,0.26,3,0.03,11,0.11
10,Richardson,43,COLLIN,Not Economically Disadvantaged,7552,7106,0.94,6694,0.89,264,0.03,6189,0.82,2067,0.27,2935,0.39,5002,0.66,395,0.05,2448,0.32
10,Richardson,43,COLLIN,Economically Disadvantaged,1435,1328,0.93,1078,0.75,226,0.16,904,0.63,105,0.07,461,0.32,566,0.39,74,0.05,154,0.11
10,Richardson,57,DALLAS,Not Economically Disadvantaged,14025,13156,0.94,11454,0.82,1434,0.1,10291,0.73,3449,0.25,5236,0.37,8685,0.62,929,0.07,3495,0.25
10,Richardson,57,DALLAS,Economically Disadvantaged,17820,16377,0.92,12148,0.68,3891,0.22,9965,0.56,1764,0.1,4996,0.28,6760,0.38,1030,0.06,1687,0.09
10,Richardson,70,ELLIS,Not Economically Disadvantaged,1457,1387,0.95,1248,0.86,113,0.08,1145,0.79,357,0.25,660,0.45,1017,0.7,83,0.06,492,0.34
10,Richardson,70,ELLIS,Economically Disadvantaged,757,691,0.91,584,0.77,93,0.12,485,0.64,50,0.07,277,0.37,327,0.43,37,0.05,80,0.11
10,Richardson,74,FANNIN,Not Economically Disadvantaged,246,239,0.97,229,0.93,6,0.02,213,0.87,35,0.14,111,0.45,146,0.59,8,0.03,62,0.25
10,Richardson,74,FANNIN,Economically Disadvantaged,200,184,0.92,163,0.82,10,0.05,126,0.63,16,0.08,64,0.32,80,0.4,8,0.04,22,0.11
10,Richardson,91,GRAYSON,Not Economically Disadvantaged,1028,982,0.96,917,0.89,40,0.04,827,0.8,197,0.19,539,0.52,736,0.72,65,0.06,307,0.3
10,Richardson,91,GRAYSON,Economically Disadvantaged,659,604,0.92,509,0.77,74,0.11,384,0.58,30,0.05,246,0.37,276,0.42,43,0.07,67,0.1
10,Richardson,116,HUNT,Not Economically Disadvantaged,637,601,0.94,547,0.86,52,0.08,478,0.75,140,0.22,240,0.38,380,0.6,24,0.04,158,0.25
10,Richardson,116,HUNT,Economically Disadvantaged,452,411,0.91,329,0.73,75,0.17,260,0.58,44,0.1,122,0.27,166,0.37,19,0.04,37,0.08
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,932,883,0.95,793,0.85,73,0.08,736,0.79,187,0.2,387,0.42,574,0.62,43,0.05,258,0.28
10,Richardson,129,KAUFMAN,Economically Disadvantaged,527,486,0.92,388,0.74,84,0.16,318,0.6,48,0.09,132,0.25,180,0.34,25,0.05,44,0.08
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,849,825,0.97,785,0.92,28,0.03,721,0.85,273,0.32,332,0.39,605,0.71,29,0.03,276,0.33
10,Richardson,199,ROCKWALL,Economically Disadvantaged,205,194,0.95,164,0.80,23,0.11,137,0.67,18,0.09,66,0.32,84,0.41,9,0.04,25,0.12
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,211,206,0.98,190,0.90,11,0.05,181,0.86,47,0.22,98,0.46,145,0.69,5,0.02,71,0.34
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,146,132,0.9,111,0.76,22,0.15,93,0.64,4,0.03,53,0.36,57,0.39,7,0.05,13,0.09
11,Fort Worth,49,COOKE,Not Economically Disadvantaged,291,278,0.96,263,0.90,12,0.04,231,0.79,65,0.22,122,0.42,187,0.64,18,0.06,89,0.31
11,Fort Worth,49,COOKE,Economically Disadvantaged,202,180,0.89,165,0.82,11,0.05,123,0.61,15,0.07,61,0.3,76,0.38,12,0.06,20,0.1
11,Fort Worth,61,DENTON,Not Economically Disadvantaged,5041,4775,0.95,4257,0.84,422,0.08,4027,0.8,1430,0.28,1896,0.38,3326,0.66,252,0.05,1561,0.31
11,Fort Worth,61,DENTON,Economically Disadvantaged,1606,1474,0.92,1099,0.68,359,0.22,980,0.61,119,0.07,460,0.29,579,0.36,80,0.05,148,0.09
11,Fort Worth,72,ERATH,Not Economically Disadvantaged,236,230,0.97,212,0.90,16,0.07,195,0.83,116,0.49,51,0.22,167,0.71,7,0.03,91,0.39
11,Fort Worth,72,ERATH,Economically Disadvantaged,182,165,0.91,138,0.76,22,0.12,111,0.61,40,0.22,44,0.24,84,0.46,9,0.05,26,0.14
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,417,394,0.94,369,0.88,8,0.02,337,0.81,130,0.31,140,0.34,270,0.65,14,0.03,124,0.3
11,Fort Worth,111,HOOD,Economically Disadvantaged,175,165,0.94,150,0.86,8,0.05,106,0.61,14,0.08,48,0.27,62,0.35,8,0.05,14,0.08
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1358,1284,0.95,1149,0.85,112,0.08,1014,0.75,307,0.23,522,0.38,829,0.61,87,0.06,355,0.26
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,790,730,0.92,561,0.71,148,0.19,452,0.57,55,0.07,239,0.3,294,0.37,56,0.07,63,0.08
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,205,199,0.97,186,0.91,13,0.06,161,0.79,46,0.22,78,0.38,124,0.6,11,0.05,57,0.28
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,194,184,0.95,152,0.78,16,0.08,107,0.55,17,0.09,42,0.22,59,0.3,12,0.06,16,0.08
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,1029,986,0.96,941,0.91,32,0.03,844,0.82,259,0.25,496,0.48,755,0.73,65,0.06,339,0.33
11,Fort Worth,184,PARKER,Economically Disadvantaged,396,374,0.94,302,0.76,51,0.13,220,0.56,19,0.05,112,0.28,131,0.33,15,0.04,31,0.08
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,71,68,0.96,65,0.92,3,0.04,64,0.9,29,0.41,23,0.32,52,0.73,2,0.03,22,0.31
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,48,45,0.94,38,0.79,6,0.13,34,0.71,5,0.1,12,0.25,17,0.35,3,0.06,2,0.04
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,13230,12519,0.95,11177,0.84,1078,0.08,9921,0.75,3583,0.27,5059,0.38,8642,0.65,876,0.07,3752,0.28
11,Fort Worth,220,TARRANT,Economically Disadvantaged,9421,8683,0.92,6616,0.70,1763,0.19,5098,0.54,887,0.09,2836,0.3,3723,0.4,669,0.07,971,0.1
11,Fort Worth,249,WISE,Not Economically Disadvantaged,478,459,0.96,429,0.90,21,0.04,380,0.79,114,0.24,191,0.4,305,0.64,25,0.05,145,0.3
11,Fort Worth,249,WISE,Economically Disadvantaged,247,227,0.92,191,0.77,31,0.13,154,0.62,10,0.04,67,0.27,77,0.31,6,0.02,22,0.09
12,Waco,14,BELL,Not Economically Disadvantaged,2204,1966,0.89,1724,0.78,182,0.08,1568,0.71,487,0.22,905,0.41,1392,0.63,144,0.07,566,0.26
12,Waco,14,BELL,Economically Disadvantaged,1651,1440,0.87,1056,0.64,321,0.19,876,0.53,131,0.08,538,0.33,669,0.41,123,0.07,144,0.09
12,Waco,18,BOSQUE,Not Economically Disadvantaged,136,132,0.97,126,0.93,4,0.03,114,0.84,42,0.31,56,0.41,98,0.72,4,0.03,47,0.35
12,Waco,18,BOSQUE,Economically Disadvantaged,147,137,0.93,121,0.82,9,0.06,100,0.68,16,0.11,50,0.34,66,0.45,7,0.05,22,0.15
12,Waco,50,CORYELL,Not Economically Disadvantaged,557,502,0.9,416,0.75,75,0.13,401,0.72,124,0.22,218,0.39,342,0.61,22,0.04,142,0.25
12,Waco,50,CORYELL,Economically Disadvantaged,269,227,0.84,169,0.63,51,0.19,150,0.56,22,0.08,79,0.29,101,0.38,17,0.06,21,0.08
12,Waco,73,FALLS,Not Economically Disadvantaged,85,83,0.98,79,0.93,2,0.02,70,0.82,20,0.24,36,0.42,56,0.66,5,0.06,20,0.24
12,Waco,73,FALLS,Economically Disadvantaged,131,121,0.92,110,0.84,13,0.1,86,0.66,13,0.1,57,0.44,70,0.53,9,0.07,15,0.11
12,Waco,81,FREESTONE,Not Economically Disadvantaged,167,163,0.98,151,0.90,7,0.04,140,0.84,35,0.21,95,0.57,130,0.78,10,0.06,63,0.38
12,Waco,81,FREESTONE,Economically Disadvantaged,117,109,0.93,91,0.78,18,0.15,77,0.66,10,0.09,37,0.32,47,0.4,3,0.03,14,0.12
12,Waco,97,HAMILTON,Not Economically Disadvantaged,60,60,1,60,1.00,0,0,56,0.93,27,0.45,19,0.32,46,0.77,1,0.02,25,0.42
12,Waco,97,HAMILTON,Economically Disadvantaged,65,63,0.97,59,0.91,4,0.06,48,0.74,17,0.26,15,0.23,32,0.49,5,0.08,12,0.18
12,Waco,109,HILL,Not Economically Disadvantaged,201,196,0.98,187,0.93,10,0.05,170,0.85,43,0.21,112,0.56,155,0.77,12,0.06,78,0.39
12,Waco,109,HILL,Economically Disadvantaged,260,249,0.96,219,0.84,25,0.1,195,0.75,29,0.11,107,0.41,136,0.52,10,0.04,46,0.18
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,165,159,0.96,151,0.92,4,0.02,133,0.81,40,0.24,57,0.35,97,0.59,4,0.02,42,0.25
12,Waco,141,LAMPASAS,Economically Disadvantaged,156,142,0.91,122,0.78,16,0.1,93,0.6,12,0.08,38,0.24,50,0.32,6,0.04,13,0.08
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,143,137,0.96,126,0.88,4,0.03,113,0.79,30,0.21,66,0.46,96,0.67,9,0.06,47,0.33
12,Waco,147,LIMESTONE,Economically Disadvantaged,173,163,0.94,130,0.75,17,0.1,112,0.65,9,0.05,73,0.42,82,0.47,9,0.05,13,0.08
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1418,1337,0.94,1237,0.87,99,0.07,1149,0.81,324,0.23,771,0.54,1095,0.77,105,0.07,487,0.34
12,Waco,161,MCLENNAN,Economically Disadvantaged,1534,1430,0.93,1165,0.76,240,0.16,933,0.61,122,0.08,702,0.46,824,0.54,160,0.1,189,0.12
12,Waco,167,MILLS,Not Economically Disadvantaged,33,30,0.91,28,0.85,2,0.06,29,0.88,13,0.39,13,0.39,26,0.79,1,0.03,11,0.33
12,Waco,167,MILLS,Economically Disadvantaged,61,57,0.93,49,0.80,9,0.15,39,0.64,9,0.15,16,0.26,25,0.41,1,0.02,6,0.1
12,Waco,175,NAVARRO,Not Economically Disadvantaged,307,289,0.94,261,0.85,21,0.07,227,0.74,43,0.14,174,0.57,217,0.71,27,0.09,95,0.31
12,Waco,175,NAVARRO,Economically Disadvantaged,364,347,0.95,261,0.72,64,0.18,217,0.6,9,0.02,170,0.47,179,0.49,36,0.1,39,0.11
13,Austin,11,BASTROP,Not Economically Disadvantaged,468,448,0.96,403,0.86,34,0.07,378,0.81,121,0.26,156,0.33,277,0.59,16,0.03,106,0.23
13,Austin,11,BASTROP,Economically Disadvantaged,519,492,0.95,385,0.74,84,0.16,316,0.61,61,0.12,110,0.21,171,0.33,23,0.04,40,0.08
13,Austin,14,BELL,Not Economically Disadvantaged,.,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!
13,Austin,14,BELL,Economically Disadvantaged,.,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!,.,#VALUE!
13,Austin,16,BLANCO,Not Economically Disadvantaged,85,82,0.96,77,0.91,5,0.06,72,0.85,36,0.42,15,0.18,51,0.6,5,0.06,25,0.29
13,Austin,16,BLANCO,Economically Disadvantaged,61,57,0.93,46,0.75,8,0.13,32,0.52,9,0.15,11,0.18,20,0.33,4,0.07,6,0.1
13,Austin,27,BURNET,Not Economically Disadvantaged,304,288,0.95,260,0.86,27,0.09,248,0.82,98,0.32,97,0.32,195,0.64,15,0.05,76,0.25
13,Austin,27,BURNET,Economically Disadvantaged,220,204,0.93,153,0.70,42,0.19,134,0.61,24,0.11,51,0.23,75,0.34,8,0.04,15,0.07
13,Austin,28,CALDWELL,Not Economically Disadvantaged,234,226,0.97,212,0.91,13,0.06,195,0.83,82,0.35,53,0.23,135,0.58,3,0.01,58,0.25
13,Austin,28,CALDWELL,Economically Disadvantaged,253,246,0.97,211,0.83,28,0.11,157,0.62,25,0.1,53,0.21,78,0.31,4,0.02,17,0.07
13,Austin,46,COMAL,Not Economically Disadvantaged,1050,998,0.95,908,0.86,68,0.06,867,0.83,415,0.4,297,0.28,712,0.68,39,0.04,369,0.35
13,Austin,46,COMAL,Economically Disadvantaged,480,438,0.91,303,0.63,115,0.24,256,0.53,37,0.08,100,0.21,137,0.29,25,0.05,34,0.07
13,Austin,75,FAYETTE,Not Economically Disadvantaged,163,161,0.99,151,0.93,7,0.04,135,0.83,43,0.26,65,0.4,108,0.66,6,0.04,69,0.42
13,Austin,75,FAYETTE,Economically Disadvantaged,114,112,0.98,83,0.73,20,0.18,62,0.54,8,0.07,24,0.21,32,0.28,6,0.05,10,0.09
13,Austin,86,GILLESPIE,Not Economically Disadvantaged,160,156,0.98,148,0.93,6,0.04,141,0.88,72,0.45,40,0.25,112,0.7,6,0.04,71,0.44
13,Austin,86,GILLESPIE,Economically Disadvantaged,105,99,0.94,88,0.84,10,0.1,79,0.75,17,0.16,20,0.19,37,0.35,0,0,14,0.13
13,Austin,89,GONZALES,Not Economically Disadvantaged,120,115,0.96,108,0.90,5,0.04,99,0.83,41,0.34,31,0.26,72,0.6,4,0.03,33,0.28
13,Austin,89,GONZALES,Economically Disadvantaged,209,201,0.96,164,0.78,30,0.14,138,0.66,21,0.1,44,0.21,65,0.31,2,0.01,17,0.08
13,Austin,94,GUADALUPE,Not Economically Disadvantaged,909,866,0.95,784,0.86,53,0.06,741,0.82,269,0.3,333,0.37,602,0.66,37,0.04,262,0.29
13,Austin,94,GUADALUPE,Economically Disadvantaged,502,469,0.93,340,0.68,117,0.23,305,0.61,53,0.11,96,0.19,149,0.3,8,0.02,54,0.11
13,Austin,105,HAYS,Not Economically Disadvantaged,1111,1070,0.96,972,0.87,97,0.09,900,0.81,409,0.37,337,0.3,746,0.67,51,0.05,317,0.29
13,Austin,105,HAYS,Economically Disadvantaged,659,628,0.95,508,0.77,104,0.16,390,0.59,72,0.11,142,0.22,214,0.32,30,0.05,40,0.06
13,Austin,130,KENDALL,Not Economically Disadvantaged,39,39,1,34,0.87,3,0.08,34,0.87,16,0.41,15,0.38,31,0.79,1,0.03,14,0.36
13,Austin,130,KENDALL,Economically Disadvantaged,41,39,0.95,27,0.66,11,0.27,28,0.68,7,0.17,6,0.15,13,0.32,0,0,4,0.1
13,Austin,144,LEE,Not Economically Disadvantaged,122,117,0.96,108,0.89,5,0.04,100,0.82,24,0.2,57,0.47,81,0.66,4,0.03,37,0.3
13,Austin,144,LEE,Economically Disadvantaged,107,96,0.9,87,0.81,13,0.12,70,0.65,11,0.1,25,0.23,36,0.34,2,0.02,12,0.11
13,Austin,150,LLANO,Not Economically Disadvantaged,95,93,0.98,83,0.87,7,0.07,77,0.81,36,0.38,33,0.35,69,0.73,9,0.09,27,0.28
13,Austin,150,LLANO,Economically Disadvantaged,58,57,0.98,43,0.74,12,0.21,37,0.64,11,0.19,12,0.21,23,0.4,4,0.07,4,0.07
13,Austin,166,MILAM,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,166,MILAM,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4640,4411,0.95,4003,0.86,302,0.07,3685,0.79,1569,0.34,1485,0.32,3054,0.66,280,0.06,1353,0.29
13,Austin,227,TRAVIS,Economically Disadvantaged,4323,3964,0.92,2763,0.64,1024,0.24,2146,0.5,432,0.1,979,0.23,1411,0.33,260,0.06,266,0.06
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,4226,4056,0.96,3777,0.89,213,0.05,3507,0.83,1566,0.37,1397,0.33,2963,0.7,179,0.04,1468,0.35
13,Austin,246,WILLIAMSON,Economically Disadvantaged,1430,1338,0.94,1069,0.75,238,0.17,867,0.61,169,0.12,385,0.27,554,0.39,78,0.05,131,0.09
14,Abilene,30,CALLAHAN,Not Economically Disadvantaged,120,118,0.98,111,0.93,3,0.03,102,0.85,37,0.31,46,0.38,83,0.69,3,0.03,35,0.29
14,Abilene,30,CALLAHAN,Economically Disadvantaged,111,104,0.94,91,0.82,14,0.13,77,0.69,14,0.13,31,0.28,45,0.41,3,0.03,15,0.14
14,Abilene,47,COMANCHE,Not Economically Disadvantaged,65,64,0.98,61,0.94,4,0.06,54,0.83,31,0.48,18,0.28,49,0.75,3,0.05,30,0.46
14,Abilene,47,COMANCHE,Economically Disadvantaged,114,108,0.95,92,0.81,18,0.16,83,0.73,19,0.17,34,0.3,53,0.46,2,0.02,21,0.18
14,Abilene,67,EASTLAND,Not Economically Disadvantaged,117,115,0.98,113,0.97,0,0,102,0.87,31,0.26,53,0.45,84,0.72,5,0.04,43,0.37
14,Abilene,67,EASTLAND,Economically Disadvantaged,118,111,0.94,97,0.82,9,0.08,75,0.64,3,0.03,53,0.45,56,0.47,3,0.03,19,0.16
14,Abilene,76,FISHER,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14,Abilene,76,FISHER,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14,Abilene,104,HASKELL,Not Economically Disadvantaged,22,22,1,21,0.95,0,0,20,0.91,8,0.36,11,0.5,19,0.86,1,0.05,11,0.5
14,Abilene,104,HASKELL,Economically Disadvantaged,48,44,0.92,43,0.90,1,0.02,35,0.73,7,0.15,12,0.25,19,0.4,1,0.02,6,0.13
14,Abilene,127,JONES,Not Economically Disadvantaged,109,108,0.99,101,0.93,4,0.04,98,0.9,37,0.34,37,0.34,74,0.68,2,0.02,32,0.29
14,Abilene,127,JONES,Economically Disadvantaged,112,110,0.98,98,0.88,9,0.08,86,0.77,17,0.15,36,0.32,53,0.47,2,0.02,13,0.12
14,Abilene,168,MITCHELL,Not Economically Disadvantaged,41,40,0.98,39,0.95,0,0,37,0.9,11,0.27,17,0.41,28,0.68,0,0,13,0.32
14,Abilene,168,MITCHELL,Economically Disadvantaged,55,52,0.95,46,0.84,7,0.13,42,0.76,7,0.13,13,0.24,20,0.36,1,0.02,6,0.11
14,Abilene,177,NOLAN,Not Economically Disadvantaged,120,119,0.99,114,0.95,5,0.04,107,0.89,58,0.48,36,0.3,94,0.78,2,0.02,57,0.48
14,Abilene,177,NOLAN,Economically Disadvantaged,111,106,0.95,81,0.73,20,0.18,69,0.62,15,0.14,24,0.22,39,0.35,3,0.03,18,0.16
14,Abilene,208,SCURRY,Not Economically Disadvantaged,109,105,0.96,99,0.91,5,0.05,88,0.81,22,0.2,54,0.5,76,0.7,3,0.03,42,0.39
14,Abilene,208,SCURRY,Economically Disadvantaged,111,104,0.94,91,0.82,14,0.13,65,0.59,5,0.05,45,0.41,50,0.45,4,0.04,22,0.2
14,Abilene,209,SHACKELFORD,Not Economically Disadvantaged,23,23,1,23,1.00,0,0,20,0.87,8,0.35,10,0.43,18,0.78,0,0,9,0.39
14,Abilene,209,SHACKELFORD,Economically Disadvantaged,30,30,1,28,0.93,0,0,23,0.77,6,0.2,11,0.37,17,0.57,0,0,2,0.07
14,Abilene,215,STEPHENS,Not Economically Disadvantaged,51,49,0.96,46,0.90,3,0.06,40,0.78,17,0.33,21,0.41,38,0.75,4,0.08,17,0.33
14,Abilene,215,STEPHENS,Economically Disadvantaged,69,65,0.94,48,0.70,16,0.23,40,0.58,3,0.04,18,0.26,21,0.3,7,0.1,6,0.09
14,Abilene,217,STONEWALL,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14,Abilene,217,STONEWALL,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14,Abilene,221,TAYLOR,Not Economically Disadvantaged,954,899,0.94,811,0.85,58,0.06,739,0.77,346,0.36,312,0.33,658,0.69,52,0.05,347,0.36
14,Abilene,221,TAYLOR,Economically Disadvantaged,758,678,0.89,479,0.63,180,0.24,388,0.51,74,0.1,179,0.24,253,0.33,47,0.06,60,0.08
15,San Angelo,25,BROWN,Not Economically Disadvantaged,294,281,0.96,259,0.88,16,0.05,242,0.82,106,0.36,82,0.28,188,0.64,8,0.03,102,0.35
15,San Angelo,25,BROWN,Economically Disadvantaged,239,228,0.95,185,0.77,30,0.13,146,0.61,36,0.15,61,0.26,97,0.41,14,0.06,21,0.09
15,San Angelo,41,COKE,Not Economically Disadvantaged,24,23,0.96,23,0.96,1,0.04,21,0.88,8,0.33,10,0.42,18,0.75,1,0.04,8,0.33
15,San Angelo,41,COKE,Economically Disadvantaged,25,24,0.96,22,0.88,1,0.04,17,0.68,3,0.12,7,0.28,10,0.4,0,0,3,0.12
15,San Angelo,42,COLEMAN,Not Economically Disadvantaged,50,46,0.92,45,0.90,3,0.06,43,0.86,19,0.38,14,0.28,33,0.66,1,0.02,15,0.3
15,San Angelo,42,COLEMAN,Economically Disadvantaged,81,77,0.95,69,0.85,7,0.09,55,0.68,15,0.19,14,0.17,29,0.36,4,0.05,7,0.09
15,San Angelo,48,CONCHO,Not Economically Disadvantaged,20,20,1,18,0.90,1,0.05,17,0.85,8,0.4,8,0.4,16,0.8,0,0,6,0.3
15,San Angelo,48,CONCHO,Economically Disadvantaged,22,21,0.95,20,0.91,2,0.09,16,0.73,4,0.18,3,0.14,7,0.32,1,0.05,2,0.09
