Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_per,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
12,Waco,Male,White,,2682,2453,0.91,2174,0.81,201,0.07,2072,0.77,461,0.17,988,0.37,0,0,1449,0.54,88,0.03,630,0.23
12,Waco,Male,Others,,141,125,0.89,110,0.78,9,0.06,105,0.74,30,0.21,44,0.31,0,0,74,0.52,2,0.01,31,0.22
13,Austin,Female,African American,,1203,1147,0.95,1010,0.84,114,0.09,963,0.8,335,0.28,362,0.3,0,0,697,0.58,42,0.03,241,0.2
13,Austin,Female,Hispanic,,4501,4268,0.95,3663,0.81,512,0.11,3518,0.78,771,0.17,1218,0.27,0,0,1989,0.44,117,0.03,750,0.17
13,Austin,Female,White,,5740,5487,0.96,5166,0.9,190,0.03,4882,0.85,2215,0.39,1566,0.27,0,0,3781,0.66,203,0.04,2233,0.39
13,Austin,Female,Others,,439,405,0.92,387,0.88,13,0.03,379,0.86,199,0.45,89,0.2,0,0,288,0.66,11,0.03,206,0.47
13,Austin,Male,African American,,1271,1202,0.95,989,0.78,177,0.14,922,0.73,250,0.2,336,0.26,0,0,586,0.46,44,0.03,124,0.1
13,Austin,Male,Hispanic,,4751,4465,0.94,3631,0.76,745,0.16,3427,0.72,587,0.12,1064,0.22,0,0,1651,0.35,82,0.02,492,0.1
13,Austin,Male,White,,5966,5683,0.95,5218,0.87,361,0.06,4997,0.84,1860,0.31,1709,0.29,0,0,3569,0.6,186,0.03,1689,0.28
13,Austin,Male,Others,,472,446,0.94,427,0.9,5,0.01,400,0.85,184,0.39,100,0.21,0,0,284,0.6,15,0.03,173,0.37
14,Abilene,Female,African American,,115,105,0.91,89,0.77,19,0.17,84,0.73,25,0.22,33,0.29,0,0,58,0.5,2,0.02,19,0.17
14,Abilene,Female,Hispanic,,475,441,0.93,379,0.8,58,0.12,370,0.78,64,0.13,155,0.33,0,0,219,0.46,12,0.03,87,0.18
14,Abilene,Female,White,,1023,965,0.94,909,0.89,43,0.04,829,0.81,326,0.32,350,0.34,0,0,676,0.66,39,0.04,367,0.36
14,Abilene,Female,Others,,26,23,0.88,22,0.85,1,0.04,19,0.73,6,0.23,8,0.31,0,0,14,0.54,1,0.04,8,0.31
14,Abilene,Male,African American,,123,109,0.89,89,0.72,21,0.17,82,0.67,22,0.18,26,0.21,0,0,48,0.39,4,0.03,10,0.08
14,Abilene,Male,Hispanic,,483,444,0.92,382,0.79,58,0.12,374,0.77,65,0.13,133,0.28,0,0,198,0.41,8,0.02,78,0.16
14,Abilene,Male,White,,1051,990,0.94,893,0.85,74,0.07,827,0.79,256,0.24,302,0.29,0,0,558,0.53,26,0.02,276,0.26
14,Abilene,Male,Others,,13,13,1,11,0.85,2,0.15,10,0.77,3,0.23,5,0.38,0,0,8,0.62,0,0,3,0.23
15,San Angelo,Female,African American,,54,51,0.94,49,0.91,2,0.04,50,0.93,25,0.46,8,0.15,0,0,33,0.61,1,0.02,12,0.22
15,San Angelo,Female,Hispanic,,856,820,0.96,750,0.88,62,0.07,699,0.82,180,0.21,273,0.32,0,0,453,0.53,18,0.02,197,0.23
15,San Angelo,Female,White,,752,718,0.95,681,0.91,28,0.04,638,0.85,315,0.42,180,0.24,0,0,495,0.66,21,0.03,284,0.38
15,San Angelo,Female,Others,,9,8,0.89,8,0.89,0,0,8,0.89,5,0.56,1,0.11,0,0,6,0.67,1,0.11,5,0.56
15,San Angelo,Male,African American,,49,46,0.94,39,0.8,6,0.12,36,0.73,11,0.22,13,0.27,0,0,24,0.49,3,0.06,5,0.1
15,San Angelo,Male,Hispanic,,878,828,0.94,729,0.83,100,0.11,709,0.81,156,0.18,220,0.25,0,0,376,0.43,12,0.01,127,0.14
15,San Angelo,Male,White,,785,740,0.94,690,0.88,48,0.06,633,0.81,289,0.37,140,0.18,0,0,429,0.55,10,0.01,205,0.26
15,San Angelo,Male,Others,,13,10,0.77,9,0.69,1,0.08,8,0.62,2,0.15,3,0.23,0,0,5,0.38,1,0.08,1,0.08
16,Amarillo,Female,African American,,137,119,0.87,101,0.74,27,0.2,104,0.76,17,0.12,68,0.5,0,0,85,0.62,4,0.03,21,0.15
16,Amarillo,Female,Hispanic,,1030,957,0.93,814,0.79,148,0.14,802,0.78,81,0.08,418,0.41,0,0,499,0.48,27,0.03,187,0.18
16,Amarillo,Female,White,,1509,1417,0.94,1336,0.89,59,0.04,1271,0.84,413,0.27,617,0.41,0,0,1030,0.68,55,0.04,532,0.35
16,Amarillo,Female,Others,,56,53,0.95,46,0.82,6,0.11,46,0.82,20,0.36,19,0.34,0,0,39,0.7,2,0.04,23,0.41
16,Amarillo,Male,African American,,186,161,0.87,134,0.72,39,0.21,136,0.73,25,0.13,63,0.34,0,0,88,0.47,5,0.03,14,0.08
16,Amarillo,Male,Hispanic,,1147,1065,0.93,887,0.77,178,0.16,843,0.74,128,0.11,337,0.29,0,0,465,0.41,22,0.02,147,0.13
16,Amarillo,Male,White,,1591,1482,0.93,1382,0.87,91,0.06,1277,0.8,354,0.22,517,0.33,0,0,871,0.55,34,0.02,382,0.24
16,Amarillo,Male,Others,,63,57,0.9,50,0.79,5,0.08,46,0.73,19,0.3,16,0.25,0,0,35,0.56,2,0.03,18,0.29
17,Lubbock,Female,African American,,209,202,0.97,186,0.89,10,0.05,163,0.78,36,0.17,69,0.33,0,0,105,0.5,5,0.02,31,0.15
17,Lubbock,Female,Hispanic,,1310,1240,0.95,1161,0.89,73,0.06,1051,0.8,175,0.13,450,0.34,0,0,625,0.48,24,0.02,201,0.15
17,Lubbock,Female,White,,1046,1006,0.96,962,0.92,18,0.02,899,0.86,390,0.37,342,0.33,0,0,732,0.7,32,0.03,442,0.42
17,Lubbock,Female,Others,,37,34,0.92,31,0.84,1,0.03,25,0.68,16,0.43,5,0.14,0,0,21,0.57,3,0.08,11,0.3
17,Lubbock,Male,African American,,224,210,0.94,180,0.8,27,0.12,163,0.73,41,0.18,55,0.25,0,0,96,0.43,2,0.01,16,0.07
17,Lubbock,Male,Hispanic,,1381,1302,0.94,1166,0.84,127,0.09,1037,0.75,150,0.11,357,0.26,0,0,507,0.37,19,0.01,154,0.11
17,Lubbock,Male,White,,1118,1061,0.95,1011,0.9,26,0.02,936,0.84,318,0.28,345,0.31,0,0,663,0.59,20,0.02,328,0.29
17,Lubbock,Male,Others,,48,42,0.88,41,0.85,1,0.02,35,0.73,13,0.27,11,0.23,0,0,24,0.5,2,0.04,16,0.33
18,Midland,Female,African American,,121,116,0.96,103,0.85,12,0.1,96,0.79,19,0.16,46,0.38,0,0,65,0.54,2,0.02,22,0.18
18,Midland,Female,Hispanic,,1571,1479,0.94,1348,0.86,127,0.08,1196,0.76,214,0.14,602,0.38,0,0,816,0.52,54,0.03,314,0.2
18,Midland,Female,White,,909,858,0.94,805,0.89,38,0.04,716,0.79,231,0.25,361,0.4,0,0,592,0.65,41,0.05,306,0.34
18,Midland,Female,Others,,27,27,1,25,0.93,0,0,23,0.85,10,0.37,10,0.37,0,0,20,0.74,2,0.07,13,0.48
18,Midland,Male,African American,,123,117,0.95,93,0.76,22,0.18,73,0.59,18,0.15,25,0.2,0,0,43,0.35,1,0.01,13,0.11
18,Midland,Male,Hispanic,,1571,1466,0.93,1230,0.78,218,0.14,1028,0.65,162,0.1,411,0.26,0,0,573,0.36,27,0.02,152,0.1
18,Midland,Male,White,,1003,927,0.92,823,0.82,73,0.07,727,0.72,186,0.19,301,0.3,0,0,487,0.49,39,0.04,209,0.21
18,Midland,Male,Others,,36,33,0.92,30,0.83,3,0.08,28,0.78,10,0.28,12,0.33,0,0,22,0.61,3,0.08,11,0.31
19,El Paso,Female,African American,,183,157,0.86,127,0.69,19,0.1,127,0.69,41,0.22,40,0.22,0,0,81,0.44,5,0.03,30,0.16
19,El Paso,Female,Hispanic,,5567,5217,0.94,4414,0.79,760,0.14,4539,0.82,1374,0.25,2178,0.39,0,0,3552,0.64,146,0.03,1297,0.23
19,El Paso,Female,White,,475,420,0.88,376,0.79,25,0.05,351,0.74,149,0.31,135,0.28,0,0,284,0.6,15,0.03,143,0.3
19,El Paso,Female,Others,,62,56,0.9,47,0.76,7,0.11,47,0.76,17,0.27,14,0.23,0,0,31,0.5,2,0.03,16,0.26
19,El Paso,Male,African American,,201,159,0.79,121,0.6,32,0.16,123,0.61,35,0.17,50,0.25,0,0,85,0.42,11,0.05,18,0.09
19,El Paso,Male,Hispanic,,5679,5305,0.93,4123,0.73,1129,0.2,4351,0.77,1192,0.21,1993,0.35,0,0,3185,0.56,183,0.03,896,0.16
19,El Paso,Male,White,,524,460,0.88,368,0.7,72,0.14,376,0.72,148,0.28,120,0.23,0,0,268,0.51,14,0.03,98,0.19
19,El Paso,Male,Others,,80,72,0.9,65,0.81,6,0.08,52,0.65,25,0.31,11,0.14,0,0,36,0.45,2,0.03,20,0.25
20,San Antonio,Female,African American,,1008,922,0.91,803,0.8,103,0.1,743,0.74,252,0.25,309,0.31,0,0,561,0.56,35,0.03,241,0.24
20,San Antonio,Female,Hispanic,,8677,8133,0.94,7091,0.82,1008,0.12,6756,0.78,1499,0.17,3253,0.37,0,0,4752,0.55,242,0.03,1965,0.23
20,San Antonio,Female,White,,3247,3032,0.93,2834,0.87,141,0.04,2646,0.81,1182,0.36,974,0.3,0,0,2156,0.66,115,0.04,1309,0.4
20,San Antonio,Female,Others,,280,259,0.93,244,0.87,6,0.02,227,0.81,115,0.41,73,0.26,0,0,188,0.67,10,0.04,123,0.44
20,San Antonio,Male,African American,,1102,994,0.9,849,0.77,135,0.12,779,0.71,212,0.19,316,0.29,0,0,528,0.48,41,0.04,130,0.12
20,San Antonio,Male,Hispanic,,9226,8568,0.93,7042,0.76,1529,0.17,6756,0.73,1122,0.12,2857,0.31,0,0,3979,0.43,199,0.02,1301,0.14
20,San Antonio,Male,White,,3538,3316,0.94,2972,0.84,275,0.08,2847,0.8,1068,0.3,926,0.26,0,0,1994,0.56,105,0.03,1055,0.3
20,San Antonio,Male,Others,,264,242,0.92,221,0.84,19,0.07,212,0.8,83,0.31,89,0.34,0,0,172,0.65,15,0.06,93,0.35
,,,African American,Not Economically Disadvantaged,17493,16371,0.94,14687,0.84,1494,0.09,14234,0.81,5037,0.29,6153,0.35,0,0,11190,0.64,649,0.04,3989,0.23
,,,Hispanic,Not Economically Disadvantaged,37384,35312,0.94,31563,0.84,3462,0.09,30621,0.82,8512,0.23,13954,0.37,0,0,22466,0.6,1074,0.03,9657,0.26
,,,White,Not Economically Disadvantaged,96435,91927,0.95,86631,0.9,3752,0.04,82539,0.86,29856,0.31,34664,0.36,0,0,64520,0.67,3303,0.03,34729,0.36
,,,Others,Not Economically Disadvantaged,8495,8010,0.94,7711,0.91,183,0.02,7386,0.87,3738,0.44,2098,0.25,0,0,5836,0.69,272,0.03,3906,0.46
,,,African American,Economically Disadvantaged,30929,28397,0.92,23407,0.76,4704,0.15,21661,0.7,5503,0.18,9736,0.31,0,0,15239,0.49,1268,0.04,3229,0.1
,,,Hispanic,Economically Disadvantaged,111868,104193,0.93,86099,0.77,17100,0.15,82704,0.74,13758,0.12,33593,0.3,0,0,47351,0.42,2268,0.02,15696,0.14
,,,White,Economically Disadvantaged,26198,23883,0.91,20105,0.77,3078,0.12,17909,0.68,2784,0.11,7459,0.28,0,0,10243,0.39,886,0.03,3197,0.12
,,,Others,Economically Disadvantaged,3774,3528,0.93,3248,0.86,239,0.06,3092,0.82,1085,0.29,1262,0.33,0,0,2347,0.62,93,0.02,1291,0.34
