Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
9,Wichita Falls,99,HARDEMAN,Economically Disadvantaged,44,42,95%,NA,NA,NA,NA,35,80%,6,14%,13,30%,19,43%,*,*,7,16%
9,Wichita Falls,119,JACK,Not Economically Disadvantaged,56,56,100%,56,100%,*,*,52,93%,17,30%,21,38%,38,68%,*,*,21,38%
9,Wichita Falls,119,JACK,Economically Disadvantaged,60,59,98%,48,80%,*,*,47,78%,5,8%,12,20%,17,28%,*,*,5,8%
9,Wichita Falls,138,KNOX,Not Economically Disadvantaged,20,19,95%,NA,NA,NA,NA,16,80%,12,60%,6,30%,18,90%,*,*,9,45%
9,Wichita Falls,138,KNOX,Economically Disadvantaged,33,32,97%,NA,NA,NA,NA,25,76%,5,15%,8,24%,13,39%,*,*,8,24%
9,Wichita Falls,169,MONTAGUE,Not Economically Disadvantaged,116,114,98%,109,94%,*,*,105,91%,45,39%,36,31%,81,70%,*,*,53,46%
9,Wichita Falls,169,MONTAGUE,Economically Disadvantaged,110,108,98%,97,88%,5,5%,90,82%,11,10%,25,23%,36,33%,*,*,14,13%
9,Wichita Falls,224,THROCKMORTON,Not Economically Disadvantaged,13,13,100%,NA,NA,NA,NA,13,100%,6,46%,*,*,9,69%,*,*,5,38%
9,Wichita Falls,224,THROCKMORTON,Economically Disadvantaged,9,8,89%,NA,NA,NA,NA,7,78%,*,*,5,56%,5,56%,*,*,*,*
9,Wichita Falls,243,WICHITA,Not Economically Disadvantaged,661,623,94%,582,88%,14,2%,540,82%,206,31%,170,26%,376,57%,19,3%,170,26%
9,Wichita Falls,243,WICHITA,Economically Disadvantaged,852,807,95%,719,84%,60,7%,686,81%,128,15%,200,23%,328,39%,7,1%,94,11%
9,Wichita Falls,244,WILBARGER,Not Economically Disadvantaged,72,67,93%,64,89%,*,*,61,85%,16,22%,30,42%,46,64%,*,*,31,43%
9,Wichita Falls,244,WILBARGER,Economically Disadvantaged,111,102,92%,90,81%,8,7%,80,72%,7,6%,37,33%,44,40%,*,*,17,15%
9,Wichita Falls,252,YOUNG,Not Economically Disadvantaged,131,128,98%,121,92%,5,4%,118,90%,50,38%,36,27%,86,66%,*,*,42,32%
9,Wichita Falls,252,YOUNG,Economically Disadvantaged,120,112,93%,94,78%,21,18%,98,82%,19,16%,22,18%,41,34%,*,*,16,13%
10,Richardson,43,COLLIN,Not Economically Disadvantaged,10088,9666,96%,9296,92%,163,2%,8863,88%,3160,31%,3344,33%,6504,64%,341,3%,3464,34%
10,Richardson,43,COLLIN,Economically Disadvantaged,2860,2726,95%,2463,86%,230,8%,2372,83%,327,11%,971,34%,1298,45%,44,2%,452,16%
10,Richardson,57,DALLAS,Not Economically Disadvantaged,9945,9462,95%,8830,89%,474,5%,8442,85%,2939,30%,3028,30%,5967,60%,223,2%,2751,28%
10,Richardson,57,DALLAS,Economically Disadvantaged,22698,21601,95%,18977,84%,2287,10%,17843,79%,3030,13%,6203,27%,9233,41%,268,1%,2659,12%
10,Richardson,70,ELLIS,Not Economically Disadvantaged,1343,1306,97%,1231,92%,55,4%,1179,88%,396,29%,526,39%,922,69%,30,2%,474,35%
10,Richardson,70,ELLIS,Economically Disadvantaged,1059,1017,96%,872,82%,116,11%,843,80%,91,9%,381,36%,472,45%,23,2%,169,16%
10,Richardson,74,FANNIN,Not Economically Disadvantaged,174,167,96%,164,94%,*,*,157,90%,40,23%,72,41%,112,64%,6,3%,57,33%
10,Richardson,74,FANNIN,Economically Disadvantaged,199,192,96%,180,90%,*,*,155,78%,14,7%,58,29%,72,36%,*,*,21,11%
10,Richardson,91,GRAYSON,Not Economically Disadvantaged,769,727,95%,688,89%,24,3%,654,85%,179,23%,311,40%,490,64%,24,3%,230,30%
10,Richardson,91,GRAYSON,Economically Disadvantaged,872,828,95%,713,82%,65,7%,643,74%,60,7%,273,31%,333,38%,21,2%,109,13%
10,Richardson,116,HUNT,Not Economically Disadvantaged,456,436,96%,417,91%,6,1%,397,87%,129,28%,143,31%,272,60%,13,3%,137,30%
10,Richardson,116,HUNT,Economically Disadvantaged,615,587,95%,538,87%,34,6%,477,78%,76,12%,135,22%,211,34%,9,1%,66,11%
10,Richardson,129,KAUFMAN,Not Economically Disadvantaged,984,956,97%,911,93%,24,2%,802,82%,260,26%,364,37%,624,63%,85,9%,301,31%
10,Richardson,129,KAUFMAN,Economically Disadvantaged,924,885,96%,806,87%,55,6%,638,69%,115,12%,273,30%,388,42%,59,6%,130,14%
10,Richardson,199,ROCKWALL,Not Economically Disadvantaged,1042,1017,98%,970,93%,28,3%,931,89%,340,33%,367,35%,707,68%,44,4%,364,35%
10,Richardson,199,ROCKWALL,Economically Disadvantaged,418,399,95%,333,80%,52,12%,337,81%,64,15%,132,32%,196,47%,5,1%,65,16%
10,Richardson,234,VAN ZANDT,Not Economically Disadvantaged,158,157,99%,145,92%,*,*,141,89%,44,28%,62,39%,106,67%,5,3%,59,37%
10,Richardson,234,VAN ZANDT,Economically Disadvantaged,177,168,95%,141,80%,24,14%,126,71%,18,10%,37,21%,55,31%,*,*,20,11%
11,Fort Worth,49,COOKE,Not Economically Disadvantaged,242,233,96%,222,92%,5,2%,218,90%,61,25%,100,41%,161,67%,6,2%,90,37%
11,Fort Worth,49,COOKE,Economically Disadvantaged,224,214,96%,192,86%,11,5%,161,72%,12,5%,63,28%,75,33%,*,*,25,11%
11,Fort Worth,61,DENTON,Not Economically Disadvantaged,5931,5718,96%,5453,92%,150,3%,5272,89%,1836,31%,1784,30%,3620,61%,129,2%,1820,31%
11,Fort Worth,61,DENTON,Economically Disadvantaged,2650,2517,95%,2236,84%,225,8%,2123,80%,275,10%,721,27%,996,38%,42,2%,307,12%
11,Fort Worth,72,ERATH,Not Economically Disadvantaged,253,233,92%,202,80%,21,8%,204,81%,106,42%,64,25%,170,67%,10,4%,95,38%
11,Fort Worth,72,ERATH,Economically Disadvantaged,358,318,89%,219,61%,93,26%,210,59%,37,10%,76,21%,113,32%,18,5%,40,11%
11,Fort Worth,111,HOOD,Not Economically Disadvantaged,336,328,98%,318,95%,5,1%,300,89%,117,35%,103,31%,220,65%,7,2%,107,32%
11,Fort Worth,111,HOOD,Economically Disadvantaged,270,253,94%,223,83%,18,7%,202,75%,35,13%,50,19%,85,31%,*,*,28,10%
11,Fort Worth,126,JOHNSON,Not Economically Disadvantaged,1259,1223,97%,1139,90%,64,5%,1126,89%,353,28%,453,36%,806,64%,25,2%,412,33%
11,Fort Worth,126,JOHNSON,Economically Disadvantaged,1201,1126,94%,971,81%,145,12%,928,77%,107,9%,338,28%,445,37%,21,2%,137,11%
11,Fort Worth,182,PALO PINTO,Not Economically Disadvantaged,134,129,96%,119,89%,8,6%,113,84%,37,28%,39,29%,76,57%,*,*,40,30%
11,Fort Worth,182,PALO PINTO,Economically Disadvantaged,239,226,95%,193,81%,26,11%,173,72%,17,7%,60,25%,77,32%,*,*,29,12%
11,Fort Worth,184,PARKER,Not Economically Disadvantaged,960,925,96%,874,91%,26,3%,813,85%,278,29%,364,38%,642,67%,42,4%,338,35%
11,Fort Worth,184,PARKER,Economically Disadvantaged,465,438,94%,384,83%,36,8%,350,75%,34,7%,128,28%,162,35%,8,2%,53,11%
11,Fort Worth,213,SOMERVELL,Not Economically Disadvantaged,82,80,98%,76,93%,*,*,74,90%,36,44%,26,32%,62,76%,*,*,41,50%
11,Fort Worth,213,SOMERVELL,Economically Disadvantaged,53,52,98%,46,87%,5,9%,38,72%,12,23%,6,11%,18,34%,*,*,7,13%
11,Fort Worth,220,TARRANT,Not Economically Disadvantaged,12052,11542,96%,10723,89%,565,5%,10290,85%,3677,31%,3907,32%,7584,63%,336,3%,3575,30%
11,Fort Worth,220,TARRANT,Economically Disadvantaged,12966,12379,95%,10283,79%,1795,14%,9813,76%,1775,14%,3684,28%,5459,42%,237,2%,1721,13%
11,Fort Worth,249,WISE,Not Economically Disadvantaged,403,390,97%,375,93%,6,1%,346,86%,117,29%,138,34%,255,63%,14,3%,125,31%
11,Fort Worth,249,WISE,Economically Disadvantaged,290,281,97%,257,89%,13,4%,231,80%,32,11%,55,19%,87,30%,*,*,33,11%
12,Waco,14,BELL,Not Economically Disadvantaged,2205,2004,91%,1771,80%,123,6%,1732,79%,585,27%,727,33%,1312,60%,74,3%,606,27%
12,Waco,14,BELL,Economically Disadvantaged,2324,2061,89%,1565,67%,393,17%,1559,67%,219,9%,656,28%,875,38%,68,3%,209,9%
12,Waco,18,BOSQUE,Not Economically Disadvantaged,92,91,99%,89,97%,*,*,89,97%,37,40%,33,36%,70,76%,*,*,38,41%
12,Waco,18,BOSQUE,Economically Disadvantaged,133,124,93%,114,86%,6,5%,108,81%,10,8%,46,35%,56,42%,*,*,22,17%
12,Waco,50,CORYELL,Not Economically Disadvantaged,418,386,92%,363,87%,7,2%,339,81%,95,23%,156,37%,251,60%,14,3%,106,25%
12,Waco,50,CORYELL,Economically Disadvantaged,370,345,93%,298,81%,23,6%,254,69%,41,11%,91,25%,132,36%,6,2%,35,9%
12,Waco,73,FALLS,Not Economically Disadvantaged,47,45,96%,45,96%,*,*,40,85%,12,26%,19,40%,31,66%,*,*,15,32%
12,Waco,73,FALLS,Economically Disadvantaged,129,125,97%,115,89%,5,4%,99,77%,21,16%,47,36%,68,53%,*,*,27,21%
12,Waco,81,FREESTONE,Not Economically Disadvantaged,155,150,97%,141,91%,*,*,139,90%,45,29%,61,39%,106,68%,*,*,59,38%
12,Waco,81,FREESTONE,Economically Disadvantaged,110,107,97%,97,88%,6,5%,78,71%,9,8%,37,34%,46,42%,*,*,11,10%
12,Waco,97,HAMILTON,Not Economically Disadvantaged,50,48,96%,46,92%,*,*,47,94%,31,62%,7,14%,38,76%,*,*,25,50%
12,Waco,97,HAMILTON,Economically Disadvantaged,51,46,90%,46,90%,*,*,42,82%,8,16%,12,24%,20,39%,*,*,8,16%
12,Waco,109,HILL,Not Economically Disadvantaged,164,157,96%,156,95%,*,*,150,91%,47,29%,72,44%,119,73%,*,*,66,40%
12,Waco,109,HILL,Economically Disadvantaged,293,282,96%,261,89%,14,5%,239,82%,17,6%,114,39%,131,45%,5,2%,42,14%
12,Waco,141,LAMPASAS,Not Economically Disadvantaged,151,142,94%,NA,NA,NA,NA,130,86%,49,32%,52,34%,101,67%,*,*,52,34%
12,Waco,141,LAMPASAS,Economically Disadvantaged,138,127,92%,NA,NA,NA,NA,102,74%,12,9%,26,19%,38,28%,*,*,6,4%
12,Waco,147,LIMESTONE,Not Economically Disadvantaged,103,99,96%,93,90%,5,5%,87,84%,26,25%,45,44%,71,69%,*,*,29,28%
12,Waco,147,LIMESTONE,Economically Disadvantaged,194,190,98%,162,84%,20,10%,157,81%,12,6%,56,29%,68,35%,5,3%,12,6%
12,Waco,161,MCLENNAN,Not Economically Disadvantaged,1326,1278,96%,1239,93%,23,2%,1182,89%,367,28%,625,47%,992,75%,44,3%,566,43%
12,Waco,161,MCLENNAN,Economically Disadvantaged,1992,1912,96%,1714,86%,157,8%,1532,77%,169,8%,831,42%,1000,50%,49,2%,323,16%
12,Waco,167,MILLS,Not Economically Disadvantaged,27,27,100%,NA,NA,NA,NA,27,100%,15,56%,*,*,19,70%,*,*,8,30%
12,Waco,167,MILLS,Economically Disadvantaged,29,28,97%,NA,NA,NA,NA,25,86%,5,17%,5,17%,10,34%,*,*,*,*
12,Waco,175,NAVARRO,Not Economically Disadvantaged,250,245,98%,235,94%,6,2%,230,92%,58,23%,126,50%,184,74%,*,*,115,46%
12,Waco,175,NAVARRO,Economically Disadvantaged,460,443,96%,394,86%,36,8%,358,78%,25,5%,184,40%,209,45%,10,2%,79,17%
13,Austin,11,BASTROP,Not Economically Disadvantaged,418,408,98%,372,89%,31,7%,370,89%,124,30%,114,27%,238,57%,*,*,115,28%
13,Austin,11,BASTROP,Economically Disadvantaged,758,728,96%,595,79%,127,17%,621,82%,128,17%,149,20%,277,37%,6,1%,95,13%
13,Austin,14,BELL,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin,14,BELL,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin,16,BLANCO,Not Economically Disadvantaged,65,64,98%,60,92%,*,*,60,92%,23,35%,17,26%,40,62%,*,*,21,32%
13,Austin,16,BLANCO,Economically Disadvantaged,57,56,98%,51,89%,*,*,52,91%,16,28%,6,11%,22,39%,*,*,5,9%
13,Austin,27,BURNET,Not Economically Disadvantaged,234,219,94%,216,92%,*,*,202,86%,98,42%,60,26%,158,68%,14,6%,80,34%
13,Austin,27,BURNET,Economically Disadvantaged,340,319,94%,273,80%,32,9%,252,74%,21,6%,69,20%,90,26%,5,1%,24,7%
13,Austin,28,CALDWELL,Not Economically Disadvantaged,140,139,99%,135,96%,*,*,127,91%,53,38%,22,16%,75,54%,*,*,43,31%
13,Austin,28,CALDWELL,Economically Disadvantaged,317,314,99%,300,95%,7,2%,265,84%,41,13%,52,16%,93,29%,*,*,23,7%
13,Austin,46,COMAL,Not Economically Disadvantaged,1277,1242,97%,1197,94%,20,2%,1151,90%,515,40%,363,28%,878,69%,29,2%,489,38%
13,Austin,46,COMAL,Economically Disadvantaged,656,627,96%,552,84%,59,9%,494,75%,87,13%,117,18%,204,31%,10,2%,75,11%
13,Austin,75,FAYETTE,Not Economically Disadvantaged,162,159,98%,153,94%,*,*,146,90%,51,31%,68,42%,119,73%,*,*,74,46%
13,Austin,75,FAYETTE,Economically Disadvantaged,143,139,97%,119,83%,19,13%,115,80%,16,11%,49,34%,65,45%,*,*,31,22%
13,Austin,86,GILLESPIE,Not Economically Disadvantaged,134,133,99%,128,96%,*,*,124,93%,58,43%,37,28%,95,71%,*,*,53,40%
13,Austin,86,GILLESPIE,Economically Disadvantaged,147,139,95%,122,83%,11,7%,118,80%,25,17%,25,17%,50,34%,*,*,20,14%
13,Austin,89,GONZALES,Not Economically Disadvantaged,85,80,94%,71,84%,5,6%,61,72%,22,26%,17,20%,39,46%,*,*,19,22%
13,Austin,89,GONZALES,Economically Disadvantaged,193,184,95%,163,84%,14,7%,142,74%,20,10%,30,16%,50,26%,*,*,13,7%
13,Austin,94,GUADALUPE,Not Economically Disadvantaged,1084,1038,96%,971,90%,44,4%,938,87%,380,35%,277,26%,657,61%,24,2%,333,31%
13,Austin,94,GUADALUPE,Economically Disadvantaged,721,688,95%,575,80%,102,14%,563,78%,88,12%,130,18%,218,30%,7,1%,67,9%
13,Austin,105,HAYS,Not Economically Disadvantaged,1176,1142,97%,1093,93%,26,2%,1038,88%,419,36%,335,28%,754,64%,18,2%,402,34%
13,Austin,105,HAYS,Economically Disadvantaged,992,949,96%,843,85%,89,9%,780,79%,114,11%,248,25%,362,36%,8,1%,92,9%
13,Austin,130,KENDALL,Not Economically Disadvantaged,36,36,100%,33,92%,*,*,35,97%,12,33%,13,36%,25,69%,*,*,16,44%
13,Austin,130,KENDALL,Economically Disadvantaged,35,34,97%,33,94%,*,*,33,94%,*,*,9,26%,11,31%,*,*,*,*
13,Austin,144,LEE,Not Economically Disadvantaged,98,95,97%,88,90%,7,7%,91,93%,24,24%,38,39%,62,63%,*,*,33,34%
13,Austin,144,LEE,Economically Disadvantaged,128,121,95%,101,79%,15,12%,102,80%,6,5%,32,25%,38,30%,*,*,10,8%
13,Austin,150,LLANO,Not Economically Disadvantaged,53,52,98%,44,83%,*,*,44,83%,22,42%,9,17%,31,58%,*,*,18,34%
13,Austin,150,LLANO,Economically Disadvantaged,72,72,100%,59,82%,9,13%,51,71%,11,15%,11,15%,22,31%,*,*,5,7%
13,Austin,166,MILAM,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4550,4313,95%,4141,91%,111,2%,3923,86%,1675,37%,1179,26%,2854,63%,165,4%,1509,33%
13,Austin,227,TRAVIS,Economically Disadvantaged,5956,5658,95%,4841,81%,680,11%,4373,73%,731,12%,1279,21%,2010,34%,85,1%,565,9%
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,5405,5240,97%,5052,93%,71,1%,4797,89%,2022,37%,1622,30%,3644,67%,136,3%,2034,38%
13,Austin,246,WILLIAMSON,Economically Disadvantaged,2438,2329,96%,2149,88%,135,6%,1966,81%,369,15%,616,25%,985,40%,33,1%,355,15%
14,Abilene,30,CALLAHAN,Not Economically Disadvantaged,86,82,95%,77,90%,*,*,75,87%,36,42%,26,30%,62,72%,5,6%,33,38%
14,Abilene,30,CALLAHAN,Economically Disadvantaged,109,95,87%,89,82%,11,10%,83,76%,23,21%,26,24%,49,45%,*,*,20,18%
14,Abilene,47,COMANCHE,Not Economically Disadvantaged,61,60,98%,58,95%,*,*,57,93%,27,44%,18,30%,45,74%,*,*,23,38%
14,Abilene,47,COMANCHE,Economically Disadvantaged,115,109,95%,99,86%,8,7%,91,79%,22,19%,24,21%,46,40%,*,*,19,17%
14,Abilene,67,EASTLAND,Not Economically Disadvantaged,74,73,99%,67,91%,*,*,68,92%,28,38%,25,34%,53,72%,*,*,33,45%
14,Abilene,67,EASTLAND,Economically Disadvantaged,130,124,95%,113,87%,*,*,98,75%,17,13%,43,33%,60,46%,*,*,23,18%
14,Abilene,76,FISHER,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,76,FISHER,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,104,HASKELL,Not Economically Disadvantaged,14,14,100%,13,93%,*,*,13,93%,5,36%,*,*,9,64%,*,*,*,*
14,Abilene,104,HASKELL,Economically Disadvantaged,48,45,94%,40,83%,*,*,34,71%,8,17%,13,27%,21,44%,*,*,10,21%
14,Abilene,127,JONES,Not Economically Disadvantaged,84,80,95%,78,93%,*,*,77,92%,44,52%,19,23%,63,75%,*,*,34,40%
14,Abilene,127,JONES,Economically Disadvantaged,104,96,92%,81,78%,6,6%,71,68%,22,21%,14,13%,36,35%,*,*,21,20%
14,Abilene,168,MITCHELL,Not Economically Disadvantaged,45,44,98%,NA,NA,NA,NA,37,82%,14,31%,13,29%,27,60%,*,*,15,33%
14,Abilene,168,MITCHELL,Economically Disadvantaged,74,72,97%,NA,NA,NA,NA,61,82%,6,8%,24,32%,30,41%,*,*,6,8%
14,Abilene,177,NOLAN,Not Economically Disadvantaged,99,98,99%,91,92%,5,5%,93,94%,44,44%,26,26%,70,71%,*,*,40,40%
14,Abilene,177,NOLAN,Economically Disadvantaged,114,102,89%,87,76%,16,14%,82,72%,20,18%,24,21%,44,39%,*,*,13,11%
14,Abilene,208,SCURRY,Not Economically Disadvantaged,97,95,98%,92,95%,*,*,90,93%,19,20%,57,59%,76,78%,*,*,44,45%
14,Abilene,208,SCURRY,Economically Disadvantaged,104,98,94%,93,89%,5,5%,78,75%,7,7%,40,38%,47,45%,*,*,24,23%
14,Abilene,209,SHACKELFORD,Not Economically Disadvantaged,28,28,100%,28,100%,*,*,27,96%,16,57%,7,25%,23,82%,*,*,11,39%
14,Abilene,209,SHACKELFORD,Economically Disadvantaged,22,22,100%,22,100%,*,*,16,73%,*,*,*,*,6,27%,*,*,*,*
14,Abilene,215,STEPHENS,Not Economically Disadvantaged,40,40,100%,39,98%,*,*,37,93%,16,40%,9,23%,25,63%,*,*,15,38%
14,Abilene,215,STEPHENS,Economically Disadvantaged,64,60,94%,51,80%,9,14%,45,70%,*,*,24,38%,27,42%,*,*,9,14%
14,Abilene,217,STONEWALL,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,217,STONEWALL,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Abilene,221,TAYLOR,Not Economically Disadvantaged,1254,1109,88%,969,77%,81,6%,919,73%,402,32%,339,27%,741,59%,81,6%,401,32%
14,Abilene,221,TAYLOR,Economically Disadvantaged,1109,981,88%,794,72%,130,12%,722,65%,152,14%,252,23%,404,36%,42,4%,127,11%
15,San Angelo,25,BROWN,Not Economically Disadvantaged,212,204,96%,194,92%,*,*,194,92%,106,50%,42,20%,148,70%,*,*,93,44%
15,San Angelo,25,BROWN,Economically Disadvantaged,290,279,96%,237,82%,31,11%,229,79%,46,16%,61,21%,107,37%,*,*,46,16%
15,San Angelo,41,COKE,Not Economically Disadvantaged,22,22,100%,NA,NA,NA,NA,20,91%,9,41%,9,41%,18,82%,*,*,6,27%
15,San Angelo,41,COKE,Economically Disadvantaged,18,18,100%,NA,NA,NA,NA,15,83%,*,*,5,28%,7,39%,*,*,*,*
15,San Angelo,42,COLEMAN,Not Economically Disadvantaged,35,33,94%,32,91%,*,*,29,83%,13,37%,5,14%,18,51%,*,*,6,17%
15,San Angelo,42,COLEMAN,Economically Disadvantaged,58,54,93%,50,86%,*,*,41,71%,11,19%,7,12%,18,31%,*,*,9,16%
15,San Angelo,48,CONCHO,Not Economically Disadvantaged,13,13,100%,12,92%,*,*,11,85%,5,38%,*,*,7,54%,*,*,*,*
15,San Angelo,48,CONCHO,Economically Disadvantaged,30,29,97%,25,83%,*,*,25,83%,5,17%,*,*,7,23%,*,*,*,*
15,San Angelo,53,CROCKETT,Not Economically Disadvantaged,17,17,100%,NA,NA,NA,NA,16,94%,8,47%,*,*,10,59%,*,*,6,35%
15,San Angelo,53,CROCKETT,Economically Disadvantaged,31,30,97%,NA,NA,NA,NA,22,71%,*,*,9,29%,11,35%,*,*,*,*
15,San Angelo,69,EDWARDS,Not Economically Disadvantaged,8,6,75%,6,75%,*,*,5,63%,*,*,*,*,5,63%,*,*,*,*
15,San Angelo,69,EDWARDS,Economically Disadvantaged,25,23,92%,19,76%,*,*,17,68%,*,*,7,28%,9,36%,*,*,6,24%
15,San Angelo,118,IRION,Not Economically Disadvantaged,10,9,90%,NA,NA,NA,NA,8,80%,*,*,*,*,6,60%,*,*,*,*
15,San Angelo,118,IRION,Economically Disadvantaged,19,18,95%,NA,NA,NA,NA,11,58%,*,*,6,32%,7,37%,*,*,*,*
15,San Angelo,134,KIMBLE,Not Economically Disadvantaged,30,29,97%,NA,NA,NA,NA,28,93%,14,47%,5,17%,19,63%,*,*,8,27%
15,San Angelo,134,KIMBLE,Economically Disadvantaged,23,22,96%,NA,NA,NA,NA,19,83%,*,*,*,*,5,22%,*,*,*,*
15,San Angelo,157,MASON,Not Economically Disadvantaged,25,24,96%,22,88%,*,*,20,80%,12,48%,6,24%,18,72%,*,*,12,48%
15,San Angelo,157,MASON,Economically Disadvantaged,22,22,100%,21,95%,*,*,18,82%,7,32%,6,27%,13,59%,*,*,6,27%
15,San Angelo,160,MCCULLOCH,Not Economically Disadvantaged,49,49,100%,49,100%,*,*,47,96%,23,47%,7,14%,30,61%,*,*,20,41%
15,San Angelo,160,MCCULLOCH,Economically Disadvantaged,78,77,99%,70,90%,*,*,61,78%,18,23%,13,17%,31,40%,*,*,13,17%
15,San Angelo,164,MENARD,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,164,MENARD,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,200,RUNNELS,Not Economically Disadvantaged,64,62,97%,57,89%,*,*,53,83%,30,47%,14,22%,44,69%,*,*,28,44%
15,San Angelo,200,RUNNELS,Economically Disadvantaged,96,87,91%,77,80%,7,7%,68,71%,17,18%,14,15%,31,32%,*,*,11,11%
15,San Angelo,206,SAN SABA,Not Economically Disadvantaged,24,24,100%,24,100%,*,*,23,96%,14,58%,*,*,17,71%,*,*,12,50%
15,San Angelo,206,SAN SABA,Economically Disadvantaged,47,44,94%,42,89%,*,*,36,77%,10,21%,9,19%,19,40%,*,*,8,17%
15,San Angelo,207,SCHLEICHER,Not Economically Disadvantaged,15,14,93%,NA,NA,NA,NA,13,87%,8,53%,*,*,10,67%,*,*,*,*
15,San Angelo,207,SCHLEICHER,Economically Disadvantaged,29,29,100%,NA,NA,NA,NA,26,90%,11,38%,*,*,15,52%,*,*,5,17%
15,San Angelo,216,STERLING,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,216,STERLING,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,San Angelo,218,SUTTON,Not Economically Disadvantaged,68,64,94%,62,91%,*,*,55,81%,21,31%,9,13%,30,44%,*,*,16,24%
15,San Angelo,226,TOM GREEN,Not Economically Disadvantaged,610,587,96%,560,92%,8,1%,530,87%,304,50%,97,16%,401,66%,12,2%,223,37%
15,San Angelo,226,TOM GREEN,Economically Disadvantaged,735,709,96%,640,87%,58,8%,560,76%,142,19%,110,15%,252,34%,7,1%,82,11%
15,San Angelo,233,VAL VERDE,Not Economically Disadvantaged,215,207,96%,198,92%,*,*,188,87%,74,34%,77,36%,151,70%,*,*,86,40%
15,San Angelo,233,VAL VERDE,Economically Disadvantaged,549,519,95%,487,89%,33,6%,416,76%,56,10%,190,35%,246,45%,9,2%,107,19%
16,Amarillo,6,ARMSTRONG,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,6,ARMSTRONG,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,23,BRISCOE,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,23,BRISCOE,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,33,CARSON,Not Economically Disadvantaged,55,55,100%,53,96%,*,*,51,93%,23,42%,16,29%,39,71%,*,*,26,47%
16,Amarillo,33,CARSON,Economically Disadvantaged,32,31,97%,27,84%,*,*,22,69%,6,19%,7,22%,13,41%,*,*,5,16%
16,Amarillo,35,CASTRO,Not Economically Disadvantaged,23,22,96%,21,91%,*,*,22,96%,8,35%,10,43%,18,78%,*,*,11,48%
16,Amarillo,35,CASTRO,Economically Disadvantaged,102,89,87%,80,78%,11,11%,79,77%,23,23%,24,24%,47,46%,*,*,27,26%
16,Amarillo,38,CHILDRESS,Not Economically Disadvantaged,30,28,93%,29,97%,*,*,25,83%,14,47%,5,17%,19,63%,*,*,9,30%
16,Amarillo,38,CHILDRESS,Economically Disadvantaged,38,35,92%,36,95%,*,*,30,79%,*,*,11,29%,14,37%,*,*,*,*
16,Amarillo,44,COLLINGSWORTH,Not Economically Disadvantaged,14,14,100%,14,100%,*,*,12,86%,8,57%,*,*,8,57%,*,*,6,43%
