Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_per,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
12,Waco,Female,White,,2669,2476,0.93,2239,0.84,146,0.05,2091,0.78,590,0.22,1190,0.45,0,0.00,1780,0.67,130,0.05,880,0.33
12,Waco,Female,Others,,116,108,0.93,95,0.82,5,0.04,87,0.75,40,0.34,39,0.34,0,0.00,79,0.68,6,0.05,39,0.34
12,Waco,Male,African American,,1255,1128,0.90,846,0.67,245,0.20,828,0.66,173,0.14,465,0.37,0,0.00,638,0.51,61,0.05,118,0.09
12,Waco,Male,Hispanic,,1242,1155,0.93,932,0.75,183,0.15,886,0.71,108,0.09,422,0.34,0,0.00,530,0.43,37,0.03,170,0.14
12,Waco,Male,White,,2796,2613,0.93,2273,0.81,261,0.09,2148,0.77,496,0.18,1049,0.38,0,0.00,1545,0.55,97,0.03,658,0.24
12,Waco,Male,Others,,132,118,0.89,96,0.73,20,0.15,89,0.67,26,0.20,46,0.35,0,0.00,72,0.55,5,0.04,29,0.22
13,Austin,Female,African American,,1198,1122,0.94,973,0.81,129,0.11,902,0.75,324,0.27,378,0.32,0,0.00,702,0.59,46,0.04,219,0.18
13,Austin,Female,Hispanic,,4455,4194,0.94,3432,0.77,642,0.14,3320,0.75,703,0.16,1181,0.27,0,0.00,1884,0.42,103,0.02,668,0.15
13,Austin,Female,White,,5656,5401,0.95,4982,0.88,270,0.05,4768,0.84,2169,0.38,1622,0.29,0,0.00,3791,0.67,230,0.04,2141,0.38
13,Austin,Female,Others,,402,380,0.95,366,0.91,9,0.02,353,0.88,192,0.48,90,0.22,0,0.00,282,0.70,11,0.03,193,0.48
13,Austin,Male,African American,,1356,1247,0.92,1013,0.75,224,0.17,961,0.71,223,0.16,411,0.30,0,0.00,634,0.47,53,0.04,114,0.08
13,Austin,Male,Hispanic,,4701,4415,0.94,3425,0.73,903,0.19,3331,0.71,592,0.13,1062,0.23,0,0.00,1654,0.35,92,0.02,434,0.09
13,Austin,Male,White,,6152,5857,0.95,5301,0.86,438,0.07,5008,0.81,2000,0.33,1742,0.28,0,0.00,3742,0.61,239,0.04,1796,0.29
13,Austin,Male,Others,,442,420,0.95,400,0.91,11,0.02,380,0.86,178,0.40,112,0.25,0,0.00,290,0.66,12,0.03,162,0.37
14,Abilene,Female,African American,,113,105,0.93,85,0.75,13,0.12,79,0.70,13,0.12,39,0.35,0,0.00,52,0.46,5,0.04,21,0.19
14,Abilene,Female,Hispanic,,488,463,0.95,372,0.76,56,0.11,348,0.71,64,0.13,165,0.34,0,0.00,229,0.47,17,0.03,84,0.17
14,Abilene,Female,White,,1073,1015,0.95,931,0.87,39,0.04,864,0.81,348,0.32,348,0.32,0,0.00,696,0.65,20,0.02,401,0.37
14,Abilene,Female,Others,,21,18,0.86,16,0.76,1,0.05,14,0.67,10,0.48,3,0.14,0,0.00,13,0.62,2,0.10,9,0.43
14,Abilene,Male,African American,,134,117,0.87,88,0.66,23,0.17,83,0.62,24,0.18,36,0.27,0,0.00,60,0.45,3,0.02,17,0.13
14,Abilene,Male,Hispanic,,510,470,0.92,395,0.77,69,0.14,376,0.74,63,0.12,130,0.25,0,0.00,193,0.38,10,0.02,71,0.14
14,Abilene,Male,White,,1116,1053,0.94,948,0.85,74,0.07,900,0.81,294,0.26,307,0.28,0,0.00,601,0.54,21,0.02,288,0.26
14,Abilene,Male,Others,,22,19,0.86,18,0.82,0,0.00,16,0.73,6,0.27,8,0.36,0,0.00,14,0.64,1,0.05,4,0.18
15,San Angelo,Female,African American,,51,47,0.92,43,0.84,5,0.10,41,0.80,13,0.25,13,0.25,0,0.00,26,0.51,0,0.00,9,0.18
15,San Angelo,Female,Hispanic,,917,863,0.94,783,0.85,76,0.08,701,0.76,168,0.18,291,0.32,0,0.00,459,0.50,31,0.03,171,0.19
15,San Angelo,Female,White,,792,745,0.94,688,0.87,32,0.04,637,0.80,341,0.43,180,0.23,0,0.00,521,0.66,21,0.03,278,0.35
15,San Angelo,Female,Others,,14,12,0.86,12,0.86,0,0.00,11,0.79,8,0.57,2,0.14,0,0.00,10,0.71,0,0.00,6,0.43
15,San Angelo,Male,African American,,63,58,0.92,48,0.76,13,0.21,43,0.68,8,0.13,17,0.27,0,0.00,25,0.40,2,0.03,4,0.06
15,San Angelo,Male,Hispanic,,989,924,0.93,749,0.76,162,0.16,696,0.70,137,0.14,207,0.21,0,0.00,344,0.35,11,0.01,106,0.11
15,San Angelo,Male,White,,844,797,0.94,734,0.87,50,0.06,690,0.82,280,0.33,179,0.21,0,0.00,459,0.54,16,0.02,211,0.25
15,San Angelo,Male,Others,,9,8,0.89,8,0.89,0,0.00,7,0.78,5,0.56,2,0.22,0,0.00,7,0.78,0,0.00,3,0.33
16,Amarillo,Female,African American,,186,175,0.94,152,0.82,12,0.06,133,0.72,23,0.12,81,0.44,0,0.00,104,0.56,12,0.06,24,0.13
16,Amarillo,Female,Hispanic,,1054,997,0.95,859,0.82,110,0.10,806,0.76,112,0.11,427,0.41,0,0.00,539,0.51,33,0.03,209,0.20
16,Amarillo,Female,White,,1553,1474,0.95,1398,0.90,40,0.03,1280,0.82,390,0.25,646,0.42,0,0.00,1036,0.67,65,0.04,513,0.33
16,Amarillo,Female,Others,,50,46,0.92,45,0.90,0,0.00,42,0.84,19,0.38,16,0.32,0,0.00,35,0.70,1,0.02,17,0.34
16,Amarillo,Male,African American,,178,167,0.94,141,0.79,16,0.09,125,0.70,24,0.13,56,0.31,0,0.00,80,0.45,10,0.06,14,0.08
16,Amarillo,Male,Hispanic,,1159,1076,0.93,903,0.78,150,0.13,856,0.74,132,0.11,316,0.27,0,0.00,448,0.39,19,0.02,141,0.12
16,Amarillo,Male,White,,1591,1507,0.95,1415,0.89,66,0.04,1301,0.82,358,0.23,525,0.33,0,0.00,883,0.56,47,0.03,343,0.22
16,Amarillo,Male,Others,,59,52,0.88,53,0.90,1,0.02,49,0.83,18,0.31,14,0.24,0,0.00,32,0.54,1,0.02,17,0.29
17,Lubbock,Female,African American,,228,212,0.93,192,0.84,18,0.08,175,0.77,27,0.12,80,0.35,0,0.00,107,0.47,5,0.02,15,0.07
17,Lubbock,Female,Hispanic,,1395,1325,0.95,1183,0.85,109,0.08,1021,0.73,168,0.12,445,0.32,0,0.00,613,0.44,31,0.02,202,0.14
17,Lubbock,Female,White,,1083,1033,0.95,997,0.92,22,0.02,918,0.85,393,0.36,360,0.33,0,0.00,753,0.70,42,0.04,426,0.39
17,Lubbock,Female,Others,,34,32,0.94,31,0.91,0,0.00,28,0.82,14,0.41,7,0.21,0,0.00,21,0.62,0,0.00,9,0.26
17,Lubbock,Male,African American,,252,241,0.96,209,0.83,24,0.10,170,0.67,38,0.15,57,0.23,0,0.00,95,0.38,4,0.02,16,0.06
17,Lubbock,Male,Hispanic,,1424,1350,0.95,1176,0.83,130,0.09,1009,0.71,154,0.11,378,0.27,0,0.00,532,0.37,21,0.01,149,0.10
17,Lubbock,Male,White,,1193,1136,0.95,1073,0.90,42,0.04,995,0.83,337,0.28,383,0.32,0,0.00,720,0.60,24,0.02,326,0.27
17,Lubbock,Male,Others,,30,26,0.87,23,0.77,2,0.07,19,0.63,9,0.30,5,0.17,0,0.00,14,0.47,2,0.07,7,0.23
18,Midland,Female,African American,,172,157,0.91,126,0.73,31,0.18,112,0.65,26,0.15,59,0.34,0,0.00,85,0.49,5,0.03,25,0.15
18,Midland,Female,Hispanic,,1659,1545,0.93,1285,0.77,212,0.13,1131,0.68,156,0.09,623,0.38,0,0.00,779,0.47,52,0.03,241,0.15
18,Midland,Female,White,,1005,945,0.94,850,0.85,65,0.06,758,0.75,243,0.24,390,0.39,0,0.00,633,0.63,55,0.05,303,0.30
18,Midland,Female,Others,,39,38,0.97,36,0.92,2,0.05,33,0.85,15,0.38,14,0.36,0,0.00,29,0.74,1,0.03,19,0.49
18,Midland,Male,African American,,171,155,0.91,126,0.74,29,0.17,104,0.61,21,0.12,37,0.22,0,0.00,58,0.34,2,0.01,14,0.08
18,Midland,Male,Hispanic,,1734,1587,0.92,1264,0.73,303,0.17,1122,0.65,180,0.10,470,0.27,0,0.00,650,0.37,37,0.02,183,0.11
18,Midland,Male,White,,1062,983,0.93,875,0.82,90,0.08,773,0.73,237,0.22,344,0.32,0,0.00,581,0.55,36,0.03,227,0.21
18,Midland,Male,Others,,38,38,1.00,35,0.92,2,0.05,32,0.84,11,0.29,11,0.29,0,0.00,22,0.58,1,0.03,9,0.24
19,El Paso,Female,African American,,176,144,0.82,108,0.61,21,0.12,100,0.57,37,0.21,40,0.23,0,0.00,77,0.44,10,0.06,21,0.12
19,El Paso,Female,Hispanic,,5720,5405,0.94,4403,0.77,904,0.16,4562,0.80,1385,0.24,2253,0.39,0,0.00,3638,0.64,196,0.03,1374,0.24
19,El Paso,Female,White,,469,417,0.89,351,0.75,37,0.08,340,0.72,170,0.36,115,0.25,0,0.00,285,0.61,25,0.05,150,0.32
19,El Paso,Female,Others,,74,68,0.92,59,0.80,3,0.04,57,0.77,17,0.23,26,0.35,0,0.00,43,0.58,4,0.05,19,0.26
19,El Paso,Male,African American,,204,169,0.83,117,0.57,44,0.22,126,0.62,43,0.21,50,0.25,0,0.00,93,0.46,9,0.04,21,0.10
19,El Paso,Male,Hispanic,,5970,5612,0.94,4312,0.72,1199,0.20,4478,0.75,1242,0.21,2047,0.34,0,0.00,3289,0.55,199,0.03,916,0.15
19,El Paso,Male,White,,519,461,0.89,367,0.71,61,0.12,361,0.70,123,0.24,135,0.26,0,0.00,258,0.50,19,0.04,90,0.17
19,El Paso,Male,Others,,82,66,0.80,52,0.63,11,0.13,48,0.59,15,0.18,18,0.22,0,0.00,33,0.40,1,0.01,14,0.17
20,San Antonio,Female,African American,,1004,929,0.93,785,0.78,131,0.13,755,0.75,248,0.25,334,0.33,0,0.00,582,0.58,48,0.05,224,0.22
20,San Antonio,Female,Hispanic,,8771,8291,0.95,6782,0.77,1289,0.15,6522,0.74,1333,0.15,3281,0.37,0,0.00,4614,0.53,274,0.03,1682,0.19
20,San Antonio,Female,White,,3238,3029,0.94,2785,0.86,183,0.06,2674,0.83,1176,0.36,951,0.29,0,0.00,2127,0.66,121,0.04,1233,0.38
20,San Antonio,Female,Others,,220,213,0.97,196,0.89,8,0.04,183,0.83,90,0.41,70,0.32,0,0.00,160,0.73,4,0.02,99,0.45
20,San Antonio,Male,African American,,1070,971,0.91,729,0.68,222,0.21,727,0.68,213,0.20,300,0.28,0,0.00,513,0.48,49,0.05,118,0.11
20,San Antonio,Male,Hispanic,,9266,8713,0.94,6716,0.72,1787,0.19,6563,0.71,1131,0.12,2873,0.31,0,0.00,4004,0.43,211,0.02,1214,0.13
20,San Antonio,Male,White,,3583,3361,0.94,2915,0.81,351,0.10,2838,0.79,1054,0.29,960,0.27,0,0.00,2014,0.56,114,0.03,984,0.27
20,San Antonio,Male,Others,,269,252,0.94,228,0.85,14,0.05,220,0.82,95,0.35,85,0.32,0,0.00,180,0.67,12,0.04,91,0.34
,,,African American,Not Economically Disadvantaged,17523,16435,0.94,14499,0.83,1647,0.09,13994,0.80,5076,0.29,6388,0.36,0,0.00,11464,0.65,817,0.05,3832,0.22
,,,Hispanic,Not Economically Disadvantaged,35429,33432,0.94,28821,0.81,3967,0.11,28221,0.80,7728,0.22,13482,0.38,0,0.00,21210,0.60,1153,0.03,8459,0.24
,,,White,Not Economically Disadvantaged,97736,93292,0.95,86735,0.89,4623,0.05,83206,0.85,30241,0.31,35773,0.37,0,0.00,66014,0.68,3585,0.04,34431,0.35
,,,Others,Not Economically Disadvantaged,8119,7693,0.95,7333,0.90,216,0.03,7062,0.87,3649,0.45,2041,0.25,0,0.00,5690,0.70,262,0.03,3656,0.45
,,,African American,Economically Disadvantaged,33161,30488,0.92,23727,0.72,6050,0.18,22189,0.67,5396,0.16,10875,0.33,0,0.00,16271,0.49,1675,0.05,3214,0.10
,,,Hispanic,Economically Disadvantaged,114119,106942,0.94,84206,0.74,20177,0.18,81294,0.71,12907,0.11,35113,0.31,0,0.00,48020,0.42,2703,0.02,14982,0.13
,,,White,Economically Disadvantaged,28478,26036,0.91,21251,0.75,3771,0.13,19069,0.67,2863,0.10,8411,0.30,0,0.00,11274,0.40,1093,0.04,3217,0.11
,,,Others,Economically Disadvantaged,3777,3551,0.94,3229,0.85,245,0.06,3062,0.81,1125,0.30,1321,0.35,0,0.00,2446,0.65,111,0.03,1293,0.34
